FID,X,Y,BCE_Kaipara_Harbour_System_Seagrass
23009,1725416.268683878937736,5957343.976929625496268,
23010,1725441.528018453856930,5957344.550242317840457,
23011,1725810.077342692529783,5957338.639390896074474,-0.850185181000000
23012,1726566.159232073696330,5957327.568826572969556,-0.501851847000000
23013,1716858.920119253685698,5957472.303676563315094,-0.970405402000000
23014,1716883.156547471182421,5957462.059828016906977,-0.971707305000000
23015,1721062.143253343645483,5957411.933035859838128,
23016,1721157.425656898645684,5957395.718693944625556,
23017,1725536.780622066929936,5957332.657186707481742,-0.995652169000000
23018,1725786.126303695142269,5957329.021493886597455,-0.880526323000000
23019,1726976.221460494911298,5957311.167037569917738,-0.606545474000000
23020,1717204.845108996145427,5957440.566602196544409,-0.972753340000000
23021,1720283.990750645520166,5957397.603192060254514,
23022,1721184.845412200782448,5957384.983035416342318,
23023,1726941.924701683223248,5957319.774419959634542,-0.470138561000000
23024,1716940.901132415281609,5957440.141849955543876,-0.836761368000000
23025,1716957.669188035884872,5957432.633657644502819,-0.831743129000000
23026,1721007.751809932058677,5957377.504114050418139,
23027,1721023.838487820932642,5957377.278228166513145,
23028,1721128.089377988828346,5957380.031557076610625,
23029,1725518.339281149208546,5957316.563838884234428,-0.999999947000000
23030,1725745.293778969207779,5957309.682359230704606,-0.935000020000000
23031,1725777.235841045388952,5957314.524456048384309,-0.901203703000000
23032,1726492.877914962591603,5957306.860194518230855,-0.599401225000000
23033,1716849.222074440214783,5957424.922765236347914,-0.960799991000000
23034,1720838.275007058866322,5957369.713612225838006,
23035,1721176.521828038850799,5957365.165495552122593,
23036,1723364.311228740494698,5957334.126300861127675,
23037,1723557.351785247912630,5957331.360870808362961,
23038,1725475.995036600390449,5957325.700965801253915,-0.999444428000000
23039,1726136.529571673367172,5957304.927889476530254,-0.692146548000000
23040,1726975.786908588605002,5957281.673091406002641,-0.855869561000000
23041,1716905.389895376283675,5957414.193950003013015,-0.925818190000000
23042,1720952.616331462981179,5957358.882120398804545,
23043,1720975.298685742309317,5957358.025164168328047,
23044,1721183.998045107116923,5957354.891920832917094,
23045,1725286.530870595015585,5957296.428882390260696,
23046,1725355.491562226321548,5957295.808946049772203,
23047,1725396.913462871918455,5957310.143090066500008,
23048,1726983.448322495212778,5957377.093111297115684,-0.480841301000000
23049,1725492.950319486437365,5957286.533976762555540,
23050,1725519.643427520524710,5957283.069337839260697,
23051,1725600.236444293521345,5957281.693973410874605,
23052,1726525.064259107690305,5957268.367004675790668,-0.575272716000000
23053,1716839.484329855069518,5957400.876793308183551,-0.939619774000000
23054,1721425.443924542749301,5957331.760029604658484,
23055,1725336.870455193798989,5957275.560780706815422,
23056,1725463.890409246785566,5957278.170642924495041,
23057,1725503.730389993870631,5957272.931266552768648,
23058,1725784.923067757626995,5957268.831692731007934,-0.919999990000000
23059,1726074.489765306469053,5957265.002774764783680,-0.703333335000000
23060,1726484.391236181603745,5957263.214541378431022,-0.562293579000000
23061,1726983.389795673312619,5957251.658382236026227,-0.656603785000000
23062,1727015.563269518548623,5957251.184256779961288,-0.528333318000000
23063,1716876.903499481501058,5957409.169413150288165,-0.926338841000000
23064,1716982.091074726544321,5957389.766824675723910,-0.786451627000000
23065,1717048.289228282868862,5957463.913036764599383,-0.887053419000000
23066,1721248.351007314864546,5957324.286073107272387,
23067,1725482.871562010841444,5957264.130583700723946,
23068,1726923.936980037949979,5957258.510786063037813,-0.549754897000000
23069,1727055.633193159475923,5957240.626030680723488,-0.382321421000000
23070,1727103.583754492457956,5957244.137003816664219,-0.318899089000000
23071,1717089.843708553584293,5957371.821479870937765,-0.783272750000000
23072,1721256.413592800963670,5957314.004181868396699,
23073,1725615.728000628063455,5957251.766866214573383,
23074,1725679.300643958384171,5957262.040448188781738,-0.993674658000000
23075,1725776.594701525056735,5957249.420570005662739,-0.949818200000000
23076,1726650.434560246299952,5957312.088314061053097,-0.488597906000000
23077,1716454.237441272241995,5957375.248930034227669,0.021250000000000
23078,1726612.955724310362712,5957227.206004762090743,-0.509464306000000
23079,1727301.710980260279030,5957274.508429562672973,-0.120742384000000
23080,1716897.003411944722757,5957357.723667810671031,-0.877310593000000
23081,1717033.270368799334392,5957352.655717290006578,-0.734629643000000
23082,1720401.041469441726804,5957308.482726143673062,
23083,1721264.788611538009718,5957299.499953465536237,
23084,1725703.913965354440734,5957230.546011876314878,-0.997999942000000
23085,1717224.439132992178202,5957349.733077906072140,-0.888809976000000
23086,1721242.370139021659270,5957288.576212351210415,
23087,1721312.136260455474257,5957283.519257784821093,
23088,1721375.054357972228900,5957289.440435134805739,
23089,1721432.230377988191321,5957291.861441789194942,
23090,1724907.054563477868214,5957231.963789387606084,
23091,1727074.522591230925173,5957211.420177097432315,-0.346403158000000
23092,1727127.429480290971696,5957199.294614057987928,-0.291818186000000
23093,1717089.626799152232707,5957331.956007943488657,-0.722037059000000
23094,1717267.276042355457321,5957335.867311000823975,-0.961965162000000
23095,1720451.687865846557543,5957285.218904036097229,
23096,1721328.082480818731710,5957273.327477404847741,
23097,1725602.972981137922034,5957217.176848346367478,
23098,1727143.272335498128086,5957203.648328007198870,-0.278074713000000
23099,1716454.183346199803054,5957350.332636046223342,0.021625000000000
23100,1717081.869631409645081,5957321.893133346922696,-0.701666698000000
23101,1720749.575129220727831,5957271.284140286967158,
23102,1721046.578137096017599,5957266.390811407938600,
23103,1721223.699074972420931,5957264.426789606921375,
23104,1721420.411765146069229,5957266.414025301113725,
23105,1724417.850917186588049,5957225.069070279598236,
23106,1724931.482016754103824,5957211.674776212312281,
23107,1725656.942096562124789,5957209.605866234749556,
23108,1725679.666820944752544,5957200.594817575067282,
23109,1725716.245278159622103,5957206.978839690797031,-0.996666690000000
23110,1725755.650307281408459,5957204.982765390537679,-0.996172790000000
23111,1716952.297214475693181,5957313.886549139395356,-0.702777803000000
23112,1717089.350546357687563,5957311.623232814483345,-0.698000018000000
23113,1720825.691990747814998,5957260.834043572656810,
23114,1724858.788702587597072,5957202.961994405835867,
23115,1724874.869413778651506,5957202.326662646606565,
23116,1724939.380820849211887,5957201.592798886820674,
23117,1726298.535446686204523,5957181.982016863301396,-0.900000001000000
23118,1726504.276918696239591,5957204.248339774087071,-0.570045025000000
23119,1727770.617167699849233,5957160.081470163539052,3.032999957000000
23120,1721253.574573869351298,5957250.942616399377584,
23121,1721303.580621606903151,5957252.409152059815824,
23122,1721425.627869471209124,5957242.590317513793707,
23123,1723402.815646390430629,5957213.966330146417022,
23124,1724440.162577179493383,5957204.357798066921532,
23125,1724456.475599551573396,5957198.411710507236421,
23126,1724899.634558248333633,5957197.749770042486489,
23127,1725751.446790874237195,5957180.015027508139610,
23128,1725799.045220108237118,5957194.049106715247035,-0.981720906000000
23129,1726419.038559572305530,5957170.247597265988588,-0.634727287000000
23130,1727340.586649958742782,5957157.062440965324640,-0.157358489000000
23131,1716891.242987235076725,5957313.035985628142953,-0.844885065000000
23132,1721134.484226136468351,5957236.181722848676145,
23133,1721364.307621257612482,5957233.331065371632576,
23134,1724858.499936828622594,5957183.031253067776561,
23135,1725490.487494388595223,5957174.234388751909137,
23136,1717185.370411502197385,5957285.601495248265564,-0.718362499000000
23137,1720748.036027733236551,5957236.945875562727451,
23138,1721264.482977175852284,5957224.924746881239116,
23139,1721379.388932882109657,5957221.983320626430213,
23140,1723378.400572227779776,5957194.381120673380792,
23141,1725764.701351567171514,5957165.532248540781438,-0.997499987000000
23142,1726137.226268485188484,5957154.039676253683865,-0.886428582000000
23143,1726433.592708040727302,5957161.025624210946262,-0.609607846000000
23144,1726625.956548920366913,5957173.393528745509684,-0.583079444000000
23145,1716992.158183352556080,5957316.925428597256541,-0.679174275000000
23146,1717101.146177595248446,5957272.379704022780061,-0.656542072000000
23147,1720491.073705875081941,5957225.267096880823374,
23148,1721118.277196998242289,5957216.273779224604368,
23149,1721296.094278252683580,5957220.300877867266536,
23150,1721399.629439239855856,5957212.516101480461657,
23151,1724804.511321880854666,5957166.065241230651736,
23152,1725919.918657137779519,5957147.652482504956424,-0.968888903000000
23153,1727408.245123519329354,5957125.776793961413205,-0.196785713000000
23154,1720514.748946436913684,5957228.906330055557191,
23155,1723929.234538825694472,5957166.341363506391644,
23156,1724757.685921397991478,5957154.387763727456331,
23157,1724906.496074746362865,5957152.958960509859025,
23158,1725683.968562709400430,5957161.229023258201778,
23159,1725868.084094476420432,5957138.825075433589518,-0.981401855000000
23160,1726689.361488697119057,5957129.483549406751990,-0.645159584000000
23161,1716841.768555555259809,5957261.858076291158795,-0.779883744000000
23162,1717039.954746526433155,5957252.491590357385576,-0.583773595000000
23163,1717061.211131964577362,5957274.231444974429905,-0.616037510000000
23164,1717469.096918087685481,5957250.286510094068944,
23165,1720755.894901630468667,5957201.625852145254612,
23166,1724785.533479710808024,5957144.218279697000980,
23167,1724889.581532416632399,5957154.599291356280446,
23168,1725824.556620674906299,5957129.648948981426656,-0.997096742000000
23169,1725879.730089389719069,5957127.902257803827524,-0.987272706000000
23170,1725919.627432153793052,5957127.721710373647511,-0.966181810000000
23171,1726474.300339232897386,5957123.817086506634951,-0.632385342000000
23172,1716450.747876379173249,5957267.361432722769678,0.067902299000000
23173,1720468.352325694868341,5957209.032212430611253,
23174,1721289.493766325525939,5957190.439980948343873,
23175,1724564.793124007759616,5957137.827230691909790,
23176,1724846.305239341920242,5957133.753476771526039,
23177,1717175.995534089626744,5957230.909866498783231,-0.669940007000000
23178,1717412.469279760727659,5957248.811143538914621,-0.983917753000000
23179,1717451.921616988722235,5957231.743911806493998,-0.993888885000000
23180,1717506.184585698880255,5957226.212795817293227,
23181,1724575.694790478795767,5957127.118166008032858,
23182,1724795.987789138453081,5957130.121520712040365,
23183,1724905.892805831274018,5957122.539678991772234,
23184,1724982.895205467706546,5957121.806103136390448,
23185,1725026.865414657397196,5957120.785419079475105,
23186,1725897.831973502645269,5957112.180385629646480,-0.985892839000000
23187,1726490.404154807096347,5957099.427610584534705,-0.679818198000000
23188,1727157.991215049289167,5957089.602759903296828,-0.331272727000000
23189,1717019.742833195487037,5957244.062544330954552,-0.564063057000000
23190,1720441.558785461820662,5957181.431049531325698,
23191,1721415.013819223968312,5957162.462854988873005,
23192,1724567.928793830331415,5957117.061811782419682,
23193,1724954.007485886570066,5957111.874688857235014,
23194,1725002.498303822707385,5957115.954005082137883,
23195,1725018.522939624730498,5957111.464607744477689,
23196,1726382.544930434552953,5957108.100280208513141,-0.675619116000000
23197,1727466.112428351538256,5957079.158402459695935,-0.209468085000000
23198,1718044.491955727105960,5957203.541865108534694,
23199,1720473.826798376161605,5957165.704664442688227,
23200,1721262.378456787206233,5957154.644702560268342,
23201,1724638.128765272907913,5957106.280487575568259,
23202,1724777.144662656821311,5957109.252475980669260,
23203,1725058.573173911543563,5957099.462426763959229,
23204,1725806.440345611888915,5957089.504805237986147,
23205,1717187.793573339236900,5957201.509983034804463,-0.660090904000000
23206,1720642.593003930756822,5957153.376409447751939,
23207,1724977.847997170407325,5957091.594031352549791,
23208,1725843.283039689529687,5957093.204350024461746,-0.995000035000000
23209,1726291.691265078959987,5957100.329029093496501,-0.864980244000000
23210,1720202.440504003781825,5957154.380579548887908,
23211,1727233.113139853114262,5957213.578881390392780,-0.193141811000000
23212,1720650.357086139731109,5957133.333176340907812,
23213,1721325.972331433556974,5957123.445388018153608,
23214,1725765.737442336743698,5957064.978990908712149,
23215,1726095.706447945209220,5957054.446443696506321,-0.987391285000000
23216,1727446.500914607197046,5957039.720878886990249,-0.233944949000000
23217,1724491.396570850862190,5957069.115711721591651,
23218,1724551.128080415539443,5957067.869735062122345,
23219,1726083.511656765360385,5957045.734571492299438,-0.990581368000000
23220,1726103.773799967486411,5957044.886500184424222,-0.978478261000000
23221,1726259.814897145144641,5957050.875468040816486,-0.897830898000000
23222,1717007.559660560218617,5957182.089524790644646,-0.428295454000000
23223,1718428.470164185622707,5957148.989343391731381,
23224,1721450.957184385741130,5957102.535397199913859,
23225,1725773.540360098937526,5957040.147506739012897,
23226,1724462.365726633463055,5957049.217301792465150,
23227,1720585.141714538214728,5957098.594835349358618,
23228,1723883.118311787256971,5957047.596577442251146,
23229,1726077.193783602211624,5957022.243718371726573,-0.998749958000000
23230,1718044.010012402897701,5957129.359395526349545,
23231,1725853.108059259597212,5957008.882117804139853,
23232,1726231.109705646289513,5957011.672473829239607,-0.900903630000000
23233,1726271.467181081883609,5957007.181144226342440,-0.854587160000000
23234,1726646.613825208507478,5957065.016084297560155,-0.693130174000000
23235,1718582.619424301898107,5957102.030238153412938,
23236,1720681.692149678012356,5957073.090791349299252,
23237,1724558.450999913038686,5957017.926637168042362,
23238,1726094.676884370623156,5956995.181996578350663,
23239,1726851.431483640801162,5956988.734631491824985,-0.894639145000000
23240,1727421.796662046341226,5956976.062624199315906,-0.271272728000000
23241,1721459.163289062911645,5957055.276199424639344,
23242,1726239.312720838468522,5956983.499158688820899,-0.902592610000000
23243,1727163.771175821777433,5957055.988120855763555,-0.377797534000000
23244,1727390.173377361148596,5956970.819578614085913,-0.327870368000000
23245,1716524.783984660170972,5957110.528483820147812,-0.084782611000000
23246,1718091.556903829332441,5957088.638178045861423,
23247,1720552.411804749164730,5957059.183708463795483,
23248,1720629.021370406728238,5957058.987664458341897,
23249,1720649.240919298026711,5957053.610653064213693,
23250,1721373.467737881932408,5957057.048185221850872,
23251,1723913.601083304267377,5957009.034205977804959,
23252,1726582.745404373621568,5956998.403752140700817,-0.739986584000000
23253,1726842.167908243369311,5956969.987137685529888,-0.943521121000000
23254,1727032.003656577318907,5956962.265347532927990,-0.598703702000000
23255,1718493.569987829541788,5957073.152492031455040,
23256,1727707.718753064749762,5956940.631821485236287,3.662999916000000
23257,1717066.411252020625398,5957123.172073275782168,-0.334832536000000
23258,1718541.690875407308340,5957062.523493688553572,
23259,1726834.062282467493787,5956944.863080406561494,-0.950000008000000
23260,1727372.948723613983020,5956936.914448732510209,-0.369090910000000
23261,1727403.460024826694280,5956942.310392595827579,-0.312414771000000
23262,1718103.808897860115394,5957059.353977371938527,
23263,1726239.053415732225403,5956943.632830616086721,-0.909464311000000
23264,1726743.670737601350993,5956955.571253958158195,-0.845811914000000
23265,1727671.499878203961998,5957008.126672578044236,0.678342513000000
23266,1717767.951902172993869,5957058.960428807884455,
23267,1720691.787088597193360,5957019.420748686417937,
23268,1723954.359447751194239,5956966.832738285884261,
23269,1726207.909141705837101,5956937.870385387912393,-0.920682499000000
23270,1726424.269049470778555,5956935.206896950490773,-0.820185213000000
23271,1727404.826381348539144,5956916.508017462678254,-0.327592596000000
23272,1718087.449831752572209,5957039.643862052820623,
23273,1726105.880831048591062,5956925.096111506223679,
23274,1726230.626107295742258,5956928.603823491372168,-0.908343578000000
23275,1726793.097264068201184,5956919.781306146644056,-0.987605634000000
23276,1727085.850829446921125,5956917.525806042365730,-0.650282489000000
23277,1727142.412670111749321,5956940.014041125774384,-0.541303458000000
23278,1727388.592927494319156,5956906.780429106205702,-0.338703699000000
23279,1717592.080628819996491,5957036.067985564470291,
23280,1717748.676866862690076,5957036.979463355615735,
23281,1726089.659181862836704,5956916.066807336173952,
23282,1726117.804668917320669,5956915.304501372389495,
23283,1726222.198827318614349,5956913.574800889939070,-0.907592610000000
23284,1726260.726024922449142,5956920.031767901033163,-0.916327453000000
23285,1726857.086171756265685,5956914.964483221992850,-0.550251724000000
23286,1727171.283363042864949,5956900.022673179395497,-0.500727252000000
23287,1727332.144276744220406,5956897.647159015759826,-0.400363626000000
23288,1726944.774047234794125,5956894.102318096905947,-0.551144576000000
23289,1717604.100615079049021,5957020.752093059942126,
23290,1717740.330161350779235,5957013.324221846647561,
23291,1727004.139888053061441,5956893.812896115705371,-0.693321813000000
23292,1727195.118299012770876,5956879.735722905956209,-0.474629632000000
23293,1720688.199930864851922,5956963.359662045724690,
23294,1726260.320036713732406,5956889.363017084077001,-0.934216532000000
23295,1726792.510730161331594,5956879.919699778780341,-0.970000044000000
23296,1717620.278520125197247,5956996.197461893782020,
23297,1717711.052042474970222,5956993.634196117520332,
23298,1726210.648690762231126,5956885.937419506721199,-0.928597798000000
23299,1726704.519530904246494,5956866.626048500649631,-0.963396211000000
23300,1726908.506656743353233,5956885.015731865540147,-0.538074123000000
23301,1727009.834943597903475,5956862.533563352189958,-0.726851850000000
23302,1727025.920955185079947,5956862.296446680091321,-0.725272714000000
23303,1727165.121722522191703,5956866.148558934219182,-0.538292690000000
23304,1727339.535065393196419,5956862.605961134657264,-0.412568093000000
23305,1717084.698606116464362,5956993.141308981925249,-0.128727279000000
23306,1724299.362874227808788,5956891.889837610535324,
23307,1726255.094679215457290,5956864.196150462143123,-0.952375016000000
23308,1727034.135768835665658,5956851.805435895919800,-0.730714290000000
23309,1727079.245581280905753,5956872.044601866044104,-0.677557162000000
23310,1721462.564301892416552,5956925.961883492767811,
23311,1727098.332752672024071,5956840.891198670491576,-0.663454556000000
23312,1727327.472213583998382,5956842.693308980204165,-0.411656439000000
23313,1718339.435503161745146,5956955.664563861675560,-0.602472724000000
23314,1718657.402023303555325,5956952.077161810360849,
23315,1727026.928163905860856,5956832.917490513995290,-0.764720512000000
23316,1727121.995981358690187,5956830.976894839666784,-0.629464311000000
23317,1717708.141276699025184,5956959.862885777838528,-0.823360628000000
23318,1718609.861424419097602,5956953.889983604662120,-0.995999992000000
23319,1726221.036925650434569,5956834.253897576592863,-0.998000000000000
23320,1726317.722475504968315,5956833.362714406102896,-0.957399980000000
23321,1716559.792697654571384,5956984.938929376192391,-0.159336157000000
23322,1717727.585285517387092,5956944.513553512282670,-0.819636369000000
23323,1727581.585404923651367,5956865.979179020039737,0.592190471000000
23324,1716853.665695194620639,5956952.716723096556962,-0.496724123000000
23325,1717153.548298802459612,5957100.853402975946665,-0.432277132000000
23326,1718350.656775513663888,5956931.105165288783610,-0.641771027000000
23327,1720438.639675301965326,5956896.879318631254137,
23328,1720650.716561831301078,5956900.901267115026712,
23329,1720679.180045390035957,5956893.715078050270677,
23330,1721395.156148089794442,5956883.456934770569205,
23331,1721520.787860420066863,5956895.622987804934382,
23332,1727309.168809691676870,5956802.386071345768869,-0.369788353000000
23333,1717686.784620044520125,5956929.354475934058428,-0.817495440000000
23334,1724306.383852651808411,5956832.185071322135627,
23335,1717864.224090003175661,5956912.341914095915854,
23336,1721507.545790101634338,5956866.921881627291441,
23337,1721571.659002179745585,5956861.235071416012943,
23338,1726973.058758175233379,5956783.717865575104952,-0.844682248000000
23339,1716552.949498192174360,5956920.412172853015363,-0.086125000000000
23340,1716866.459451981121674,5956916.367056173272431,-0.475185197000000
23341,1721475.163564536254853,5956852.427481049671769,
23342,1721518.966925683896989,5956851.225825170055032,
23343,1724041.334160950267687,5956826.007957753725350,
23344,1726212.264131570700556,5956784.544734794646502,
23345,1727024.598798683611676,5956772.607792561873794,-0.813200027000000
23346,1716898.495504393707961,5956905.965404384769499,-0.443148154000000
23347,1721466.815069094067439,5956842.376695838756859,
23348,1718282.046521862270311,5956877.117512038908899,-0.586925926000000
23349,1721543.679116149898618,5956832.110700655728579,
23350,1726991.902646076632664,5956758.462838311679661,-0.798327096000000
23351,1716906.267904081847519,5956885.925750881433487,-0.428545453000000
23352,1716922.353470798581839,5956885.707498857751489,-0.397037032000000
23353,1717699.074149647727609,5956875.515912337228656,-0.918877385000000
23354,1717831.188541051466018,5956873.327460587956011,-0.946732154000000
23355,1718270.126915882108733,5956866.450913709588349,-0.617314802000000
23356,1719263.553049532463774,5956853.420160152018070,
23357,1720723.183970849029720,5956832.431982818059623,
23358,1727176.973080661613494,5956740.457439142279327,-0.597927277000000
23359,1718249.277138542849571,5956857.632944622077048,-0.662129626000000
23360,1721357.534466045908630,5956814.877623040229082,
23361,1727064.550238911062479,5956732.148446880280972,-0.762800008000000
23362,1727477.738478349987417,5956762.457989796996117,0.494304574000000
23363,1721345.610970482230186,5956804.215188843198121,
23364,1727234.117535630939528,5956872.274009805172682,-0.497063361000000
23365,1726943.288688693195581,5956714.000650097616017,-0.904636361000000
23366,1727003.501981385517865,5956718.207441600970924,-0.826921673000000
23367,1727170.858004312263802,5956710.443780634552240,-0.589252893000000
23368,1716554.233963551465422,5956870.923306711949408,-0.015661253000000
23369,1717594.837929369416088,5956839.763478143140674,-0.819152194000000
23370,1718274.584014730295166,5956836.708862634375691,-0.610629206000000
23371,1721353.373085486469790,5956784.171262353658676,
23372,1727128.452232403913513,5956701.303138297051191,-0.673654544000000
23373,1727160.458374310284853,5956700.629687483422458,-0.605084347000000
23374,1727305.988660469185561,5956726.763625439256430,-0.357603954000000
23375,1718047.234481909777969,5956820.333466817624867,-0.814980385000000
23376,1727119.931771465810016,5956691.058931076899171,-0.701107152000000
23377,1727152.103165781823918,5956690.584239292889833,-0.637500015000000
23378,1724127.860711738700047,5956725.116833095438778,
23379,1721548.212662977166474,5956757.717909974046052,
23380,1727100.993989398702979,5956678.314259299077094,-0.722783331000000
23381,1721550.316184914205223,5956732.343929290771484,
23382,1727122.243550762999803,5956657.832006729207933,-0.679181329000000
23383,1727263.810755174374208,5956653.685100164264441,-0.387727274000000
23384,1716553.894626889843494,5956800.421105143614113,0.019929824000000
23385,1717616.580546197015792,5956781.681986953131855,-0.789907410000000
23386,1718418.713882232783362,5956780.256341009400785,-0.601962966000000
23387,1727279.749180759536102,5956643.482086777687073,-0.343454538000000
23388,1726940.148447448154911,5956647.726834351196885,-0.915398492000000
23389,1727210.081486905924976,5956638.790432882495224,-0.507924349000000
23390,1717995.509370942134410,5956751.271856997162104,-0.771755754000000
23391,1718601.651066151447594,5956743.151047918014228,-0.931764687000000
23392,1724376.484052191721275,5956661.525751498527825,
23393,1717909.529655051417649,5956746.900742170400918,-0.804220186000000
23394,1727091.225435990607366,5956642.747686686925590,-0.743959550000000
23395,1727139.460557493148372,5956611.815362175926566,-0.680390906000000
23396,1718054.112411254551262,5956733.865691908635199,-0.700763185000000
23397,1727195.465756544377655,5956591.053608083166182,-0.532844034000000
23398,1717897.939703661715612,5956717.410952752456069,-0.762279080000000
23399,1718573.544818631140515,5956704.052002092823386,-0.817009346000000
23400,1721532.402921830303967,5956657.569199129007757,
23401,1724255.124216955620795,5956613.439516793936491,
23402,1717874.425863815704361,5956696.403221864253283,-0.747089940000000
23403,1717939.126714865211397,5956698.622451272793114,-0.727419374000000
23404,1718066.584783568279818,5956691.079310248605907,-0.663364502000000
23405,1724246.772588830674067,5956603.391343356110156,
23406,1717836.641946037299931,5956683.877094237133861,-0.726000015000000
23407,1726872.907662270357832,5956567.736600853502750,-0.918144328000000
23408,1717852.590873721288517,5956673.691810968331993,-0.717407437000000
23409,1718037.570861180312932,5956671.159666981548071,-0.675454541000000
23410,1718592.511094669578597,5956663.539396183565259,-0.786363647000000
23411,1726884.347058482002467,5956535.452590136788785,-0.989822229000000
23412,1727379.417885628296062,5956518.562905897386372,-0.014811321000000
23413,1727480.105247257510200,5956516.489701952785254,0.856785694000000
23414,1717943.501084031770006,5956645.777935540303588,-0.681443847000000
23415,1721350.712070777779445,5956595.232228054665029,
23416,1724323.057003071298823,5956553.238921952433884,
23417,1727575.883583399932832,5956505.104444979690015,1.527749977000000
23418,1717744.062632127897814,5956635.689848450943828,-0.637264188000000
23419,1727052.802861100528389,5956503.067421723157167,-0.946714287000000
23420,1727530.080378734041005,5956548.496252309530973,1.130171156000000
23421,1727720.514997501857579,5956493.720863241702318,1.941632628000000
23422,1727768.578782627126202,5956489.887852378189564,2.446511668000000
23423,1727873.315229695290327,5956490.727590258233249,1.501749985000000
23424,1727897.458405399695039,5956491.433052921667695,1.335106322000000
23425,1717930.310608274769038,5956629.061044909991324,-0.668186524000000
23426,1717979.880145454080775,5956637.963394621387124,-0.658853121000000
23427,1721321.995534760877490,5956576.162742395885289,
23428,1721371.548547876300290,5956575.756844983436167,
23429,1721422.361980141140521,5956568.538794846273959,
23430,1721575.483530894387513,5956562.161595862358809,
23431,1717946.001965409144759,5956610.021572330035269,-0.636167421000000
23432,1718026.578563563525677,5956631.101764904335141,-0.634787242000000
23433,1721507.928857088787481,5956587.938933566212654,
23434,1724253.527658547041938,5956513.989265925250947,
23435,1726915.796433488605544,5956474.982793688774109,
23436,1727651.683078429428861,5956482.701134734787047,1.509269643000000
23437,1727854.628242207923904,5956462.756061790511012,1.340663269000000
23438,1718011.978364960057661,5956587.113849419169128,-0.579339645000000
23439,1721591.146809008205310,5956532.038603390567005,
23440,1727791.125081762904301,5956460.361365496180952,1.370505006000000
23441,1717682.335029248846695,5956576.347464771941304,-0.645999993000000
23442,1721397.984894468216226,5956524.795115215703845,
23443,1721510.440091614378616,5956513.242561219260097,
23444,1726923.086569180712104,5956434.803943299688399,
23445,1726787.624599877977744,5956560.345713032409549,-0.891176575000000
23446,1726996.407444326207042,5956568.679094100371003,-0.913461398000000
23447,1717244.203055746620521,5956552.802107470110059,-0.012844036000000
23448,1718479.637892514234409,5956592.714080104604363,-0.586834177000000
23449,1724566.319290857296437,5956449.265576313249767,
23450,1721428.382964362157509,5956516.167047896422446,
23451,1724340.678763104137033,5956447.177827537991107,
23452,1726930.694650210440159,5956405.191477335058153,
23453,1727348.193834107136354,5956419.818245210684836,-0.228261769000000
23454,1718501.459059516666457,5956508.918682476505637,-0.513377318000000
23455,1721450.995690935757011,5956475.857819949276745,
23456,1721485.609880726784468,5956463.756127552129328,
23457,1724510.625389088410884,5956435.573940468952060,
23458,1725567.353217065799981,5956405.383435747586191,
23459,1718058.986867478583008,5956505.025937620550394,-0.452823215000000
23460,1721565.894249011529610,5956452.656380512751639,
23461,1727372.594522449187934,5956368.766999792307615,-0.235925918000000
23462,1721437.398607613286003,5956444.501167314127088,
23463,1721502.861295951995999,5956444.116812076419592,
23464,1724251.946770776761696,5956404.370163370855153,
23465,1725554.983255018945783,5956384.551480203866959,
23466,1727380.808423820184544,5956358.275626937858760,-0.243703702000000
23467,1718003.035017825663090,5956487.039144189096987,-0.469749987000000
23468,1718059.428869111230597,5956481.484155324287713,-0.459649117000000
23469,1719041.591290334006771,5956458.541089022532105,-0.920037251000000
23470,1721457.491027972428128,5956424.666164978407323,
23471,1724316.779437207616866,5956393.363246463239193,
23472,1724539.493683228734881,5956386.751985637471080,
23473,1717994.491824591299519,5956462.439417094923556,-0.447999995000000
23474,1724773.966411247383803,5956371.141465124674141,
23475,1721484.454486591508612,5956408.186455179005861,
23476,1724492.646095693344250,5956361.025646884925663,
23477,1727297.816757148364559,5956349.170613910071552,-0.331087090000000
23478,1717238.258134541800246,5956442.660702012479305,0.039456067000000
23479,1724765.801657699281350,5956337.139288136735559,
23480,1725184.003813913324848,5956330.670497673563659,
23481,1727378.313252710970119,5956305.686648735776544,-0.248170214000000
23482,1724613.049816232873127,5956331.919875612482429,
23483,1727395.861996301217005,5956288.279864097014070,-0.250370365000000
23484,1727357.809462624369189,5956283.352502581663430,-0.291151838000000
23485,1717899.786012647673488,5956408.008112271316350,-0.335210530000000
23486,1718146.477752771228552,5956400.553567251190543,-0.328518520000000
23487,1720957.879295909544453,5956361.923867685720325,
23488,1724339.230648531811312,5956331.236307688057423,
23489,1724382.177601133938879,5956328.450380743481219,
23490,1717341.679699513362721,5956401.384144183248281,-0.028113208000000
23491,1721315.358208771795034,5956346.547362994402647,
23492,1721343.773740308592096,5956346.530044416896999,
23493,1724667.431549971690401,5956304.416929674334824,
23494,1724737.266236295225099,5956332.834896172396839,
23495,1724764.913709109183401,5956301.500265011563897,
23496,1718138.162096921820194,5956380.733265731483698,-0.287407404000000
23497,1719079.116504183504730,5956367.779062760062516,-0.944981821000000
23498,1721475.740764478687197,5956334.320153811015189,
23499,1724693.689242594176903,5956290.797518633306026,
23500,1724341.580280373804271,5956289.742679965682328,
23501,1724660.703326190588996,5956278.453520013950765,
