FID,X,Y,BCE_Kaipara_Harbour_System_Seagrass
2053,1715146.723809639923275,5993447.487297859042883,
2054,1698957.383707139408216,5993636.827946199104190,
2055,1698985.219163715373725,5993635.928134807385504,
2056,1700638.235776981571689,5993623.381491988897324,
2057,1702498.694809155538678,5993595.142023879103363,-0.610000014000000
2058,1715065.664587122853845,5993438.791864070110023,
2059,1715089.894777260720730,5993438.472136083059013,
2060,1696820.429693070007488,5993650.464656084775925,
2061,1697382.342666915617883,5993644.591254649683833,
2062,1697442.323576927650720,5993643.538507191464305,
2063,1702578.423125902656466,5993616.159355496987700,0.017076275000000
2064,1715159.896554278675467,5993429.439423830248415,
2065,1696270.845393059309572,5993654.839182267896831,
2066,1700749.441917956108227,5993598.851403834298253,
2067,1702562.751984938746318,5993574.859336105175316,-0.610000014000000
2068,1723088.279254022287205,5993327.754950293339789,-0.939471913000000
2069,1696303.471929251216352,5993636.055812931619585,
2070,1697224.034675405127928,5993626.043206979520619,
2071,1697511.344598859781399,5993623.218371199443936,
2072,1700632.579426171956584,5993594.405627106316388,
2073,1700720.848165131174028,5993618.521442227065563,
2074,1702224.870994429569691,5993569.398904389701784,-0.610000014000000
2075,1702628.940266032470390,5993563.721246232278645,0.812620370000000
2076,1696331.629678825614974,5993625.779131932184100,
2077,1702281.247830727370456,5993572.122228146530688,-0.610000014000000
2078,1702603.673257507383823,5993562.865364487282932,0.006191914000000
2079,1702642.348935863003135,5993552.057884286157787,1.745631582000000
2080,1715126.307863271562383,5993398.508528815582395,
2081,1715204.821815538452938,5993396.887725714594126,
2082,1715364.420117260888219,5993398.626593521796167,0.359987173000000
2083,1715234.299969775369391,5993390.950531164184213,-0.972903855000000
2084,1696359.677268072962761,5993605.537873201072216,
2085,1696809.047664189944044,5993613.200087841600180,
2086,1697191.395431017503142,5993596.509791947901249,
2087,1698985.812092925421894,5993577.989934533834457,
2088,1699372.213371093850583,5993571.732347708195448,
2089,1700731.032709658844396,5993572.197324056178331,
2090,1702219.623418099014089,5993539.406919342465699,-0.610000014000000
2091,1714035.694358683889732,5993392.904880836606026,
2092,1715135.981463937787339,5993378.739886093884706,
2093,1715773.971583390375599,5993372.432985519059002,1.043732398000000
2094,1696367.643653085222468,5993595.484142223373055,
2095,1696812.011015474097803,5993590.361508410423994,
2096,1697199.682394480565563,5993586.049434983171523,
2097,1699541.541235551238060,5993559.634360739961267,
2098,1700769.394548109034076,5993550.717478523962200,
2099,1715234.504992806818336,5993365.869458957575262,
2100,1715389.516686315648258,5993371.347180574201047,0.687826091000000
2101,1696387.724728155881166,5993585.296515383757651,
2102,1697215.402776653179899,5993576.310737374238670,
2103,1699347.756793254753575,5993552.079345154576004,
2104,1700898.285378192318603,5993534.479556627571583,-0.610000014000000
2105,1715746.662508057896048,5993348.807302401401103,1.006000042000000
2106,1723060.650411057751626,5993261.309138546697795,-0.928817150000000
2107,1696399.729293776908889,5993575.198124300688505,
2108,1699500.935899364296347,5993540.568347437307239,
2109,1700761.371706321369857,5993530.878429139032960,
2110,1702368.416501862928271,5993506.978784572333097,-0.610000014000000
2111,1715161.401069080457091,5993347.830080182291567,
2112,1715242.327899744966999,5993346.559886768460274,
2113,1715880.724360841559246,5993363.481452982872725,0.640597727000000
2114,1696415.772058992879465,5993565.055062212981284,-0.948882324000000
2115,1696770.975346285384148,5993561.322033761069179,
2116,1697021.345567776588723,5993558.540285257622600,
2117,1697054.259978127200156,5993562.310253144241869,
2118,1697345.856013033073395,5993555.462607722729445,
2119,1699516.975176736013964,5993530.419512255117297,
2120,1702254.907128917519003,5993498.746773738414049,-0.610000014000000
2121,1712858.639860006514937,5993383.475830245763063,0.493194617000000
2122,1697004.653669064166024,5993548.559101658873260,
2123,1697199.077405651332811,5993546.394356155768037,
2124,1697748.115568001521751,5993540.458995696157217,
2125,1699325.451808647485450,5993526.537289978004992,-0.953387155000000
2126,1702279.019790629856288,5993488.498086651787162,-0.610000014000000
2127,1715861.327477223239839,5993322.072119461372495,0.643666685000000
2128,1696459.972132820868865,5993544.634868376888335,-0.880820902000000
2129,1697083.720484587131068,5993543.803719927556813,
2130,1723085.215050036553293,5993231.958252866752446,-0.915266397000000
2131,1697037.491871095728129,5993528.463445435278118,
2132,1697093.272752758115530,5993527.641469244845212,
2133,1700754.689764491515234,5993499.400024242699146,-0.956074047000000
2134,1715366.561637111939490,5993319.191604168154299,0.612928995000000
2135,1715843.894340367522091,5993313.599125844426453,0.360490570000000
2136,1697763.933370991377160,5993510.384411554783583,
2137,1699742.660859204363078,5993487.977932298555970,
2138,1700655.460623757913709,5993477.289188993163407,
2139,1702327.863625572295859,5993476.567241430282593,-0.610000014000000
2140,1712885.642829679651186,5993336.208360156044364,0.749156084000000
2141,1715302.244012383744121,5993295.935587032698095,
2142,1715523.541535325814039,5993293.972728195600212,0.145000001000000
2143,1696697.734803566941991,5993512.305813027545810,
2144,1699347.018958451459184,5993487.309933727607131,
2145,1700663.422061417717487,5993467.231427242048085,
2146,1700736.101694464683533,5993465.665519518777728,
2147,1700756.734732209937647,5993466.149705651216209,
2148,1700776.483930370304734,5993465.198965438641608,
2149,1702652.025756447110325,5993480.635958008468151,-0.456296858000000
2150,1715226.677396054146811,5993287.707618293352425,
2151,1715401.280255076475441,5993280.670112274587154,0.863250002000000
2152,1723120.366825656965375,5993184.076995553448796,0.540404915000000
2153,1696988.374821869423613,5993499.112630673684180,
2154,1697235.298356256447732,5993496.745810809545219,
2155,1697244.898624749155715,5993517.009869183413684,
2156,1697295.278234377969056,5993495.694053518585861,
2157,1697470.289051650790498,5993497.375458477996290,
2158,1700675.421699434053153,5993457.127037768252194,
2159,1700937.745296476874501,5993454.295909389853477,
2160,1702355.037513836752623,5993442.869822988286614,-0.610000014000000
2161,1702714.078219878487289,5993456.556804188527167,-0.577836951000000
2162,1715647.103839018847793,5993299.827585685066879,0.079063893000000
2163,1696673.284654348855838,5993492.645440418273211,
2164,1697505.789908639620990,5993489.825587181374431,
2165,1697988.151925846701488,5993478.645438811741769,
2166,1702291.889028003672138,5993431.626985252834857,-0.610000014000000
2167,1702633.682211063569412,5993424.535752060823143,-0.610000014000000
2168,1715410.722188963089138,5993264.802377679385245,0.563839286000000
2169,1696554.110068809241056,5993507.017701105214655,
2170,1697283.534485561074689,5993476.276375608518720,
2171,1699378.927287446567789,5993452.066008277237415,
2172,1699822.969106672098860,5993447.195717049762607,
2173,1702390.047094064066187,5993436.758176608942449,-0.610000014000000
2174,1702769.290435189846903,5993411.870226927101612,-0.231851843000000
2175,1710093.376891724066809,5993344.564034892246127,1.030721791000000
2176,1696994.533054441679269,5993469.821694323793054,
2177,1697129.107319787377492,5993466.864085886627436,-1.000000000000000
2178,1697165.396325763780624,5993471.462174506857991,-0.998999953000000
2179,1697408.174796160543337,5993464.335415218025446,
2180,1697432.403936855262145,5993464.064751904457808,
2181,1699794.066916161915287,5993444.082178661599755,
2182,1702379.650522682815790,5993406.726903530769050,-0.610000014000000
2183,1702415.384116852423176,5993407.170263802632689,-0.610000014000000
2184,1702755.097382803214714,5993407.955930269323289,-0.610000014000000
2185,1715321.908419376937672,5993255.809716265648603,-0.959000021000000
2186,1723010.538873902754858,5993140.977427297271788,-0.884481483000000
2187,1697695.207152394345030,5993451.742825170047581,
2188,1698482.060744810150936,5993442.509756986051798,
2189,1699402.929350762395188,5993431.860814384184778,
2190,1699491.608929827110842,5993431.050689104013145,
2191,1699766.206237376667559,5993427.913598662242293,
2192,1699807.926290075760335,5993418.008892848156393,
2193,1700952.996910600224510,5993408.507301111705601,
2194,1700997.551508145174012,5993409.909161586314440,
2195,1702403.628857896896079,5993387.759240094572306,-0.610000014000000
2196,1702725.967802989296615,5993388.678647524677217,-0.610000014000000
2197,1722824.181477485224605,5993127.888351305387914,-0.862609114000000
2198,1723092.355122095672414,5993164.458022288978100,-0.897650939000000
2199,1696737.343127737520263,5993442.106485689058900,
2200,1697367.633066562702879,5993506.460049614310265,
2201,1697520.320937079377472,5993433.184809689410031,
2202,1697884.185075182234868,5993429.309414926916361,
2203,1697981.101363692898303,5993428.221059029921889,
2204,1698021.483153695473447,5993427.767259422689676,
2205,1699426.931302992627025,5993411.655551469884813,
2206,1702423.109446820104495,5993377.181724934838712,-0.610000014000000
2207,1702451.970245098462328,5993377.225513945333660,-0.610000014000000
2208,1715848.163554897997528,5993208.979758606292307,
2209,1696685.329545669024810,5993433.100378391332924,
2210,1697003.268912038300186,5993437.303467549383640,
2211,1697066.204926942940801,5993477.738216916099191,-0.994999988000000
2212,1697607.891817374620587,5993423.115231501869857,
2213,1701009.625348497647792,5993383.702475639991462,
2214,1715317.644908594898880,5993206.617730661295354,
2215,1696959.214395341230556,5993501.592416793107986,
2216,1702770.159821817651391,5993353.166849283501506,-0.610000014000000
2217,1697633.483368968358263,5993402.222491165623069,
2218,1698158.444776906864718,5993396.329400849528611,
2219,1699763.197428337763995,5993381.414830632507801,-0.976699995000000
2220,1699784.673787179868668,5993384.147189126349986,-0.968367312000000
2221,1700977.089081393089145,5993364.147512502036989,
2222,1702459.712333258939907,5993345.990997028537095,-0.610000014000000
2223,1715317.381362056126818,5993186.688283645547926,
2224,1723073.741037343628705,5993099.342408635653555,-0.889225802000000
2225,1697044.126806682674214,5993398.835069168359041,
2226,1697205.000755132874474,5993401.260637531988323,-0.947972488000000
2227,1699422.962182287825271,5993378.552758948877454,
2228,1699442.219119915273041,5993377.126394903287292,
2229,1697673.641793564893305,5993381.841281784698367,
2230,1698093.609954121289775,5993377.127383708022535,
2231,1699525.021852887002751,5993371.937811980955303,
2232,1699592.187544550281018,5993473.178364392369986,
2233,1699668.492335037561134,5993359.270079713314772,
2234,1700912.568950344342738,5993344.560334028676152,
2235,1702430.186282271984965,5993347.356871334835887,-0.610000014000000
2236,1702454.829692967468873,5993326.979423888958991,-0.610000014000000
2237,1714206.008196630980819,5993180.998588653281331,
2238,1722979.115071406587958,5993071.052684361115098,-0.876611493000000
2239,1723074.187051873654127,5993060.143693664111197,-0.890724976000000
2240,1696962.976864292751998,5993379.605140231549740,
2241,1698335.787005053134635,5993364.434108090586960,
2242,1699395.727235085796565,5993372.363275502808392,
2243,1700813.593590999254957,5993387.567578287795186,-0.986153836000000
2244,1702697.163609665818512,5993313.961860095150769,-0.610000014000000
2245,1696906.171322211157531,5993370.471967645920813,
2246,1697002.603880769107491,5993377.516462046653032,
2247,1697707.175727115012705,5993362.072613476775587,
2248,1697747.557184105506167,5993361.620075963437557,
2249,1698065.711953195743263,5993357.892400478944182,
2250,1699648.291423372924328,5993344.351054593920708,
2251,1699724.798725287895650,5993338.694694434292614,-0.902285715000000
2252,1700823.177472513401881,5993326.064813683740795,
2253,1700912.016990943113342,5993325.037229836918414,
2254,1702446.519215964013711,5993307.145179886370897,-0.610000014000000
2255,1702705.122598295565695,5993303.902178189717233,-0.610000014000000
2256,1723054.148541318718344,5993041.076853188686073,-0.888486244000000
2257,1698158.209973851917312,5993346.503160582855344,
2258,1699587.383092080242932,5993329.896954164840281,
2259,1699704.768651580903679,5993338.722600937820971,-0.928104177000000
2260,1700233.644157090224326,5993321.967193901538849,
2261,1702761.055278219282627,5993297.695796963758767,-0.610000014000000
2262,1723073.551503450144082,5993035.235624426044524,-0.890537045000000
2263,1697414.754703507525846,5993344.874062112532556,-0.889333330000000
2264,1697947.788656941615045,5993338.903359033167362,
2265,1698149.691014141310006,5993336.231004806235433,
2266,1699668.197488870006055,5993319.208984661847353,-0.978636433000000
2267,1700893.050861391006038,5993308.400328639894724,
2268,1696970.601863386342302,5993338.930753362365067,
2269,1697003.075728442287073,5993339.095123680308461,
2270,1697067.253348549129441,5993328.817526344209909,
2271,1698044.479892199626192,5993317.885247975587845,
2272,1698270.615113150561228,5993315.339857038110495,
2273,1700875.805805476149544,5993285.975469713099301,
2274,1700903.479473226470873,5993285.272499996237457,
2275,1714205.385534863919020,5993121.007085626944900,
2276,1715392.459266085876152,5993105.580544855445623,
2277,1715416.688552795909345,5993105.259885849431157,
2278,1722822.708221867447719,5993016.034786508418620,-0.855489260000000
2279,1722992.417893708450720,5993001.697673955932260,-0.880407410000000
2280,1697018.837678265292197,5993318.462771988473833,
2281,1700298.995303581934422,5993297.224533647298813,
2282,1723021.139416874852031,5992991.708539415150881,-0.885162151000000
2283,1699619.873314441880211,5993279.897830729372799,
2284,1700374.414372889790684,5993271.245408291928470,
2285,1700899.804063588846475,5993265.766067952848971,
2286,1697035.300292103085667,5993343.799249112606049,-0.998999953000000
2287,1697081.487394163385034,5993299.436612108722329,-0.993384613000000
2288,1697834.161861887900159,5993290.350038206204772,
2289,1698157.211010927101597,5993286.719740201719105,
2290,1698585.251314898254350,5993281.891155749559402,
2291,1700402.566554027842358,5993260.955453388392925,
2292,1700959.725398078327999,5993261.938608519732952,
2293,1702445.699774928623810,5993237.393230642192066,-0.610000014000000
2294,1722795.675406082998961,5992977.691172024235129,-0.855950624000000
2295,1722994.630184404551983,5992975.841002965345979,-0.881120444000000
2296,1696939.776685745920986,5993346.575984597206116,
2297,1697850.202505347318947,5993280.204295601695776,
2298,1697866.354941837955266,5993280.023034908808768,
2299,1698937.047749917954206,5993268.323911972343922,
2300,1700426.680550242541358,5993250.711916561238468,
2301,1714221.091884966241196,5993086.453930758871138,
2302,1715432.313772572670132,5993065.187169279903173,
2303,1697050.872360060922801,5993279.171162045560777,
2304,1700910.974553607171401,5993234.954097039066255,
2305,1700978.772655223030597,5993246.404827046208084,
2306,1722776.584379382897168,5992956.763166698627174,-0.856175866000000
2307,1697883.735659963684157,5993260.434928935952485,
2308,1700465.500542179681361,5993237.215545092709363,
2309,1700928.198062397539616,5993262.101877276785672,
2310,1701077.019914742559195,5993223.850211386568844,
2311,1702437.272339719347656,5993207.594412660226226,-0.610000014000000
2312,1715448.202699419576675,5993045.043873879127204,
2313,1697967.565028923330829,5993249.372069668024778,
2314,1700503.060316366143525,5993219.934362839907408,
2315,1715472.299864683533087,5993034.758328004740179,
2316,1722757.377233370440081,5992935.040940308012068,-0.855950007000000
2317,1722781.446400510147214,5992934.903209662996233,-0.856055561000000
2318,1698060.121965205064043,5993242.849267492070794,
2319,1698164.400537855690345,5993241.027207285165787,
2320,1699683.371698027243838,5993219.176059388555586,
2321,1700527.174088235478848,5993209.690542572177947,
2322,1714212.257456571562216,5993041.386864417232573,
2323,1714260.941162328002974,5993045.531142775900662,
2324,1697918.884095995686948,5993229.987301100976765,
2325,1698100.004813478328288,5993227.568815350532532,
2326,1699868.849451280431822,5993207.289113999344409,-0.985999882000000
2327,1700549.860638404265046,5993202.650173929519951,
2328,1700975.127569082193077,5993194.750210228376091,
2329,1701015.508574363077059,5993194.282522007822990,
2330,1715541.278870451729745,5993014.294472922571003,
2331,1723015.068371111061424,5992915.894567633047700,-0.885263631000000
2332,1723706.248695298098028,5992900.640524667687714,0.465008617000000
2333,1723790.547626181971282,5992899.048157188110054,0.935851864000000
2334,1698503.701059788232669,5993213.052179351449013,
2335,1698536.005735366838053,5993212.687201655469835,
2336,1699755.183031934080645,5993203.042766306549311,
2337,1700563.287185553461313,5993189.342415506020188,
2338,1697010.585640263045207,5993262.166887848637998,
2339,1697952.839415961178020,5993208.039388395845890,
2340,1697976.479053563904017,5993218.544123548083007,
2341,1698293.608376692282036,5993205.457098307088017,
2342,1698681.264026365475729,5993201.078798153437674,
2343,1700583.362716836621985,5993179.145001237280667,
2344,1714228.244166419841349,5993016.060238525271416,
2345,1715487.924689902691171,5992994.685498190112412,
2346,1722734.641031732317060,5992897.985485363751650,-0.858147702000000
2347,1723754.143411846365780,5992900.160144540481269,0.745923084000000
2348,1697093.899519265163690,5993209.392669274471700,
2349,1698180.429985933937132,5993196.766338364221156,
2350,1698705.379718442447484,5993190.840059188194573,
2351,1702477.111571176443249,5993147.129536418244243,-0.610000014000000
2352,1714179.430165039142594,5993001.951092810370028,
2353,1723145.229088231222704,5992879.634093053638935,0.862236845000000
2354,1723816.078002794645727,5992873.560448165051639,0.602947351000000
2355,1723838.094020649325103,5992867.910405020229518,0.773219526000000
2356,1700619.475561167579144,5993158.796635053120553,
2357,1701055.427669500000775,5993153.956448163837194,
2358,1702468.918289864668623,5993137.259877442382276,-0.610000014000000
2359,1715487.660735710989684,5992974.756040608510375,
2360,1723052.782520321663469,5992935.032721270807087,-0.887358735000000
2361,1723669.171919055050239,5992874.145583044737577,0.455800002000000
2362,1698212.510118029313162,5993176.473522124812007,
2363,1698632.468934326898307,5993171.733461999334395,
2364,1700635.512883412651718,5993148.645694455131888,
2365,1702460.559668247122318,5993127.191017471253872,-0.610000014000000
2366,1714221.861620923271403,5992987.272154575213790,
2367,1714285.038244855124503,5993003.806557167321444,
2368,1723168.639898181660101,5992859.534621863625944,0.972272758000000
2369,1698018.571031549014151,5993168.689902925863862,
2370,1698044.251360180322081,5993168.939709385856986,
2371,1698220.795467460528016,5993166.012154627591372,
2372,1698696.965217536548153,5993161.037903093732893,
2373,1699771.090414814185351,5993148.814264449290931,
2374,1699949.086766292108223,5993146.373600972816348,
2375,1700651.550168783403933,5993138.494723410345614,
2376,1701281.328836233820766,5993131.403773865662515,-0.610000014000000
2377,1714154.809888235758990,5992972.374186246655881,
2378,1715508.181475549470633,5992954.934098930098116,
2379,1715527.778238020837307,5992954.291656333021820,
2380,1715616.943448769859970,5992953.109837793745100,
2381,1722715.712907273089513,5992856.094141745008528,-0.861527267000000
2382,1723062.943501317640767,5992855.982647800818086,-0.890410261000000
2383,1723184.302752359770238,5992849.285582878626883,0.993775011000000
2384,1698094.503038964234293,5993184.275769659318030,
2385,1698333.101569489808753,5993159.400200894102454,
2386,1698612.646441113902256,5993152.408857561647892,
2387,1698705.249985458329320,5993150.576062610372901,
2388,1715608.569374777609482,5992943.053240708075464,
2389,1723196.958027357468382,5992840.660085408017039,0.935613198000000
2390,1723869.185832755640149,5992840.061088036745787,0.637854429000000
2391,1723886.816590733360499,5992830.092403564602137,0.602306135000000
2392,1698422.836330458987504,5993148.460960022173822,
2393,1700679.644088889705017,5993123.221579641103745,
2394,1714154.548978830222040,5992952.444762577302754,
2395,1715616.513531708857045,5992932.981426785700023,
2396,1722694.243440576363355,5992839.518892881460488,-0.862871491000000
2397,1698139.376372303813696,5993137.433794909156859,
2398,1698404.950430880067870,5993137.846959129907191,
2399,1698475.217702417634428,5993140.161648933775723,
2400,1699108.507892981404439,5993126.472704199142754,
2401,1700699.661803654395044,5993108.041627594269812,
2402,1701151.439306496409699,5993107.231122970581055,
2403,1702460.248145949328318,5993086.805360385216773,-0.610000014000000
2404,1703009.370187707478181,5993080.146718879230320,1.151074631000000
2405,1703219.710215448867530,5993079.286921538412571,1.199142858000000
2406,1722674.910462251398712,5992826.767889488488436,-0.864254565000000
2407,1722917.200795735931024,5992823.355691651813686,-0.867750034000000
2408,1723070.806166649097577,5992829.361614005640149,-0.912440409000000
2409,1723908.852815727936104,5992814.848543940111995,0.661556700000000
2410,1696120.406699930084869,5993149.755953506566584,
2411,1698220.025052264565602,5993126.559967539273202,
2412,1698240.808453444158658,5993126.708637731149793,
2413,1698260.405468584271148,5993126.105032000690699,
2414,1698357.318475272506475,5993125.012423519045115,
2415,1699826.842016625218093,5993112.530140332877636,
2416,1699859.471443512709811,5993107.939213852398098,
2417,1702443.987352626631036,5993077.757148095406592,-0.610000014000000
2418,1715636.439917536685243,5992912.784220779314637,
2419,1723894.292010795790702,5992799.157714113593102,0.285909096000000
2420,1698441.274432818172500,5993131.015960938297212,
2421,1699108.281382783548906,5993106.543647244572639,
2422,1699605.553819160908461,5993101.260340510867536,
2423,1699697.510469425469637,5993104.043959220871329,
2424,1700613.649065111298114,5993100.473451938480139,-0.980782605000000
2425,1702054.164799737278372,5993082.179848289117217,-0.610000014000000
2426,1702117.220496284309775,5993072.208040164783597,-0.610000014000000
2427,1703032.408459999365732,5993071.242721292190254,0.502998099000000
2428,1723110.901630227454007,5992799.761398780159652,-0.939150952000000
2429,1723958.926985362311825,5992788.473362198099494,1.092717956000000
2430,1698227.876637236913666,5993106.539958053268492,
2431,1698341.094081335701048,5993104.336035559885204,
2432,1703072.687276112847030,5993052.813054531812668,-0.269654979000000
2433,1714131.251478055259213,5992913.422601792961359,
2434,1715645.602378644281998,5992893.133093902841210,
2435,1698332.922034109011292,5993095.915751896798611,
2436,1698369.688566622324288,5993095.358316599391401,
2437,1698437.741854628315195,5993094.207530081272125,
2438,1700658.986432537436485,5993068.848901055753231,
2439,1700743.840622497256845,5993089.194969717413187,
2440,1715725.444684151560068,5992881.713202094659209,0.999719993000000
2441,1723012.110170226078480,5992827.122564007528126,-0.882629005000000
2442,1698314.000117539893836,5993106.934780633077025,
2443,1698349.552424883935601,5993090.583097270689905,
2444,1698539.812510014744475,5993098.425076494924724,
2445,1699681.341657973127440,5993070.113982624374330,
2446,1699939.775602909503505,5993067.155813698656857,
2447,1700437.046844989061356,5993061.825037149712443,-0.933745386000000
2448,1700488.623278271406889,5993065.065333588980138,-0.968308416000000
2449,1700693.731481718830764,5993067.176051555201411,-0.985000014000000
2450,1703147.459397422615439,5993064.349705061875284,0.637343409000000
2451,1715664.178081309655681,5992872.550378622487187,
2452,1722964.642371395369992,5992777.070436485111713,-0.872163672000000
2453,1697500.696856257272884,5993084.803968453779817,
2454,1698234.030401810538024,5993077.248037117533386,
2455,1698292.148186518112198,5993075.918350808322430,
2456,1698386.474971645046026,5993084.176567869260907,
2457,1698757.113682599272579,5993071.047480254434049,
2458,1700787.375258001964539,5993051.141663011163473,
2459,1701167.222282302100211,5993043.035324642434716,
2460,1701199.526539732003585,5993042.660465104505420,
2461,1702386.708845613058656,5993028.801332379691303,-0.610000014000000
2462,1723465.875320267630741,5992771.756727632135153,0.534286709000000
2463,1698397.345684089930728,5993064.363834438845515,
2464,1698711.663866261718795,5993065.430812184698880,
2465,1698962.021020835032687,5993062.593042516149580,
2466,1701231.715113895945251,5993032.320932202041149,
2467,1698299.999557398725301,5993055.898270445875823,
2468,1698340.379654289223254,5993055.442957610823214,
2469,1698501.900060294661671,5993053.619835710152984,
2470,1698607.214325433131307,5993052.429515095427632,
2471,1700052.497468173969537,5993035.965585317462683,
2472,1700475.336639748187736,5993037.377594362944365,-0.979897635000000
2473,1700545.985372007358819,5993067.681431803852320,-0.980483934000000
2474,1700595.372078759130090,5993057.289429265074432,-0.981285693000000
2475,1697973.402056646533310,5993049.991026141680777,
2476,1698889.436147672357038,5993039.267604965716600,
2477,1698999.055583551758900,5993038.406519602052867,
2478,1700493.119953439803794,5993021.315510666929185,-0.969499961000000
2479,1698667.826205650111660,5993032.195066224783659,
2480,1699155.831382349133492,5993026.276525319553912,
2481,1700561.058005483821034,5993010.183589685708284,
2482,1700829.324235838372260,5993020.367921597324312,
2483,1703007.667780066374689,5992981.422881238162518,-0.610000014000000
2484,1722860.532789971213788,5993852.074946390464902,-0.922444303000000
2485,1698562.725519130006433,5993023.417915670201182,
2486,1700472.106954743620008,5993001.243121720850468,
2487,1700496.334989714669064,5993000.963917371816933,
2488,1702025.326570720644668,5992987.282186694443226,-0.610000014000000
2489,1714456.433013260597363,5992829.272978374734521,
2490,1715737.236458554398268,5992841.563882828690112,0.276674347000000
2491,1696345.325426005292684,5993037.650888929143548,
2492,1698372.234064393676817,5993015.220486804842949,
2493,1698493.373816639184952,5993013.852971564978361,
2494,1698515.735367022687569,5993018.265325666405261,
2495,1698593.389562272233889,5993033.778179482556880,
2496,1700084.339496014406905,5992995.334477089345455,
2497,1702062.642113859066740,5992977.022300048731267,-0.610000014000000
2498,1722581.436981243081391,5992708.279762824997306,-0.869007264000000
2499,1722909.372931352816522,5992747.048844859004021,-0.864908307000000
2500,1723170.076688868459314,5992699.984190367162228,-0.916137508000000
2501,1698665.463066297816113,5993004.128105784766376,
2502,1698694.835078614531085,5993005.826496911235154,
2503,1698883.393790838774294,5993006.469277754426003,
2504,1698905.457492775749415,5992998.820387512445450,
2505,1698972.408037158893421,5993001.846934990026057,
2506,1699276.631164759164676,5992995.004530269652605,
2507,1700334.911431418033317,5992982.891168422996998,-0.979799992000000
2508,1722899.996814290061593,5992699.376428099349141,-0.866018178000000
2509,1722942.094543872866780,5992700.450559190474451,-0.865677885000000
2510,1697297.906604614108801,5993007.343128354288638,
2511,1697403.054766885237768,5993005.968053841963410,
2512,1698005.799449965124950,5993005.507158211432397,
2513,1698679.217362735886127,5992991.417891277000308,
2514,1698703.284548843977973,5992991.346621466800570,
2515,1698953.639571038074791,5992988.509047251194715,
2516,1698994.184694834286347,5992988.249956132844090,
2517,1700108.343303391477093,5992975.529481214471161,
2518,1700326.555481245974079,5992972.820319700054824,
2519,1700980.549632409121841,5992965.472033667378128,
2520,1702418.072084835264832,5992948.303193757310510,-0.610000014000000
2521,1698864.280176029307768,5992985.065325004979968,
2522,1698909.541210540570319,5992979.627508824691176,
2523,1698941.862466355320066,5992978.015085192397237,
2524,1699216.427763582905754,5992976.140928206965327,
2525,1700390.887939299456775,5992962.315136993303895,
2526,1701246.941592678893358,5992952.416961646638811,
2527,1714476.972541159484535,5992804.432974305935204,
2528,1714500.055218029068783,5992788.049385892227292,
2529,1722921.410228427499533,5992680.145886954851449,-0.866444735000000
2530,1696377.188732056412846,5992997.435895157046616,
2531,1697980.784186558565125,5992986.278936269693077,
2532,1698733.123944909079000,5992984.780545894987881,
2533,1698773.996320025064051,5992971.490165062248707,
2534,1698976.116551216691732,5992976.294951885007322,
2535,1699300.518671181751415,5992964.835049672983587,
2536,1698815.848607051884755,5992960.375398050062358,
2537,1698973.940091245342046,5992957.719407325610518,
2538,1699066.202808566391468,5992957.534572714939713,
2539,1699887.649056263267994,5993150.489086729474366,
2540,1700253.367255049990490,5992943.965669773519039,
2541,1700463.342087548924610,5992941.548899694345891,
2542,1701214.081974042812362,5992937.083998904563487,
2543,1702151.218561394140124,5992921.938033647835255,-0.610000014000000
2544,1702272.358149246312678,5992920.517984444275498,-0.610000014000000
2545,1703165.790330349467695,5992933.625315572135150,-0.122000015000000
2546,1714499.472797370282933,5992768.526450607925653,
2547,1715799.294487358536571,5992762.753383529372513,-0.564587457000000
2548,1718133.719383814139292,5992719.641452190466225,0.591321433000000
2549,1700414.108384820865467,5992949.637101860716939,-0.981999934000000
2550,1700495.531065373215824,5992931.212093221955001,
2551,1722567.440890268888324,5992679.038280138745904,-0.867833803000000
2552,1697969.103244693716988,5992950.537283101119101,
2553,1698001.753054900793359,5992953.836171627044678,
2554,1698185.701033247634768,5992947.562432568520308,
2555,1698864.692889253608882,5992949.468868847005069,
2556,1700238.438320468412712,5992924.744097840972245,
2557,1701256.476582594681531,5992919.021690424531698,
2558,1703184.533498270204291,5992888.662872852757573,-0.610000014000000
2559,1703225.171062224078923,5992886.741573981940746,-0.430682939000000
2560,1697603.695556549588218,5992943.929872135631740,
2561,1698952.800360074965283,5992928.924828705377877,
2562,1699251.609243662096560,5992925.528619064949453,
2563,1700455.247709634015337,5992911.744551025331020,
2564,1700506.306523462757468,5992917.598932688124478,
2565,1715972.984292508568615,5992710.242424868978560,
2566,1700166.955106025328860,5992913.789525546133518,
2567,1699073.712638298515230,5992907.620159559883177,
2568,1699133.947629270376638,5992918.929455671459436,
2569,1700438.758370761293918,5992896.784568793140352,
2570,1701278.435320714022964,5992882.289907882921398,-0.610000014000000
2571,1702433.292309725889936,5992868.799118807539344,-0.610000014000000
2572,1714382.309692966751754,5992720.614912308752537,
2573,1718182.992935189045966,5992683.691789484582841,0.577945104000000
2574,1722537.704971466213465,5992625.208159259520471,-0.865450776000000
2575,1699304.355473973322660,5992895.413371756672859,
2576,1699574.304602432064712,5992891.951907828450203,
2577,1700721.251143695320934,5992879.303763307631016,
2578,1701254.091852234909311,5992872.606736499816179,
2579,1714620.154256264213473,5992707.142162171192467,
