OID,FID_,X,Y,BCE_Ruatan
529,529,1572140.64415168,5498043.351791604,0.524947822
530,530,1572474.361990206,5498058.304622711,-0.042557288
531,531,1572158.613316867,5498012.287647055,0.491592602
532,532,1572744.600335745,5498017.00154277,-0.368203886
533,533,1571765.5522496,5497998.08064368,0.542046669
534,534,1572693.979725771,5498002.42254359,-0.402843129
535,535,1571885.355252222,5497995.765019057,0.385496719
536,536,1572043.422408389,5497995.690552343,0.266461806
537,537,1572202.138697317,5497994.740920577,0.6420547
538,538,1572407.154113244,5497990.519300357,0.441844162
539,539,1572447.868815602,5498000.13024709,0.139225637
540,540,1572306.417125714,5497989.996734512,-0.044939025
541,541,1572367.246310546,5498015.082089846,0.266935441
542,542,1571934.879755416,5497998.705669912,-0.095221352
543,543,1572218.975328759,5497974.903262045,0.632636839
544,544,1572316.275201935,5497970.033952285,-0.028849054
545,545,1571875.79421657,5497958.612975939,0.109824997
546,546,1571902.36776641,5497958.713499145,0.164293335
547,547,1572225.046575788,5497959.926593216,0.801862492
548,548,1572662.848035904,5497969.259740683,-0.080476576
549,549,1571887.220604145,5497948.684780035,0.073826664
550,550,1572641.442977978,5497942.436088466,-0.253019228
551,551,1572692.450820985,5497942.297500176,-0.333227721
552,552,1572627.401245595,5497931.300834467,-0.373980763
553,553,1572187.233647982,5497919.899456127,0.543362495
554,554,1572328.088820537,5497921.006741802,-0.015757279
555,555,1572411.743078946,5497954.689400014,0.298855863
556,556,1572488.65555395,5497947.166207841,-0.199690081
557,557,1572536.364506233,5497911.431071001,-0.012055561
558,558,1572399.738499276,5497900.953435708,0.18988679
559,559,1572517.231050771,5497906.47848546,-0.181673122
560,560,1572563.526911858,5497901.93691596,0.199088239
561,561,1572566.844507283,5497881.629390625,-0.042603775
562,562,1572631.656499817,5497890.094819139,-0.204889806
563,563,1572466.488781932,5497894.115255641,-0.228794764
564,564,1572529.722601926,5497882.938301246,0.169037737
565,565,1572149.495873427,5497859.929545876,0.593014285
566,566,1572328.350859896,5497859.931923589,0.231134615
567,567,1572355.780786,5497867.622667657,0.189898182
568,568,1572407.112396883,5497865.307090419,-0.243894232
569,569,1572437.848346794,5497861.209190508,0.070076921
570,570,1572465.744761249,5497864.381207716,0.203435755
571,571,1572908.573430937,5497862.940296649,-0.418411767
572,572,1571785.101374916,5497848.583417332,0.213036036
573,573,1572557.867386754,5497852.349399383,-0.016019707
574,574,1572606.552054017,5497856.060586696,-0.216099655
575,575,1572669.262147869,5497857.182103152,-0.252645319
576,576,1572498.294342039,5497845.702271696,0.099115385
577,577,1572645.144722666,5497847.933407744,0.052213479
578,578,1572362.174123638,5497835.795053454,0.037999999
579,579,1572589.805498125,5497831.857006989,0.146615387
580,580,1572620.174736499,5497831.968970692,-0.012283019
581,581,1572389.198544803,5497821.520209885,-0.10803846
582,582,1572527.571874384,5497831.605268393,0.509248122
583,583,1572562.099302741,5497828.060908984,0.259870371
584,584,1572650.580675229,5497822.109522382,-0.325000002
585,585,1572400.384749664,5497810.804022871,0.225596149
586,586,1572438.033275442,5497811.352749933,0.731264132
587,587,1572627.877239528,5497802.083077963,-0.328574062
588,588,1572688.24904629,5497806.516787166,-0.248480767
589,589,1572718.984586756,5497802.418131735,-0.133865386
590,590,1572381.717429518,5497791.578128513,0.027198021
591,591,1572480.416932524,5497791.944323439,0.334423074
592,592,1572510.044444256,5497796.766236098,0.775225483
593,593,1572541.014673282,5497796.908616046,0.272417086
594,594,1572587.479754333,5497795.030921862,-0.071252816
595,595,1572746.146355025,5497792.92371641,-0.043941748
596,596,1572901.547043082,5497793.114735707,-0.250230766
597,597,1572423.097672126,5497786.164274589,0.707008972
598,598,1572362.571654172,5497770.777769619,0.192339622
599,599,1572392.786894889,5497770.365878407,0.40772001
600,600,1572612.802936712,5497772.113261324,-0.036018863
601,601,1572400.413472975,5497761.151490225,0.486085715
602,602,1572423.192892378,5497760.507359361,0.627211543
603,603,1572718.567394957,5497770.647296036,-0.018207547
604,604,1572741.541344591,5497766.826785551,0.053509617
605,605,1572771.910314081,5497766.938130432,-0.115747572
606,606,1572843.555662791,5497776.976772767,-0.100611413
607,607,1572444.931389184,5497757.806951234,0.656212232
608,608,1572670.370362868,5497752.759704742,0.116262135
609,609,1572379.796775927,5497741.132024323,0.668586208
610,610,1572552.175449101,5497741.975279626,0.215188678
611,611,1572032.369444645,5497856.310920215,0.29153471
612,612,1572643.318775303,5497732.339975988,0.497705881
613,613,1572673.687605848,5497732.451723019,0.286137256
614,614,1572761.550207952,5497733.151662505,0.001264706
615,615,1572792.690158507,5497735.956605766,-0.012067417
616,616,1572871.085000399,5497733.175053211,-0.01273585
617,617,1572901.352309449,5497757.099227455,-0.308041638
618,618,1572440.608486426,5497721.414968496,0.673045979
619,619,1572498.737203994,5497726.046400428,0.826298082
620,620,1572586.613031263,5497730.938539095,0.376834215
621,621,1572719.314070423,5497712.676532034,-0.021307694
622,622,1572742.090631908,5497712.760121292,0.156075471
623,623,1572837.798100484,5497725.835930976,0.101029046
624,624,1572932.051751514,5497713.250062286,-0.285775003
625,625,1572409.584360069,5497711.673014969,0.817221738
626,626,1572643.42890966,5497702.426107156,0.513711536
627,627,1572765.041916159,5497707.654074031,0.327063637
628,628,1572803.176024339,5497703.012534953,-0.080603772
629,629,1572248.759030358,5497708.73407296,0.225918563
630,630,1572544.767450652,5497692.090781461,0.875264152
631,631,1572825.815837145,5497697.905160455,0.210873913
632,632,1572422.196206273,5497688.108559815,0.816726877
633,633,1572697.491141775,5497695.773952435,0.096525974
634,634,1572291.936496161,5497694.620108153,0.396137959
635,635,1572488.000742423,5497684.11984324,0.977865674
636,636,1572613.170458444,5497672.400365449,0.521269221
637,637,1572681.501280938,5497672.242923023,0.189980774
638,638,1572568.379773404,5497678.478577072,0.648725569
639,639,1572772.74623096,5497670.60634791,-0.177783064
640,640,1572868.095989238,5497663.741516097,-0.182365378
641,641,1572883.284711037,5497689.387663756,-0.251113541
642,642,1572924.797680322,5497663.162029984,-0.517999989
643,643,1572894.154117678,5497653.078881782,-0.107433971
644,644,1572517.469207422,5497642.959569824,-0.049202928
645,645,1572772.751688793,5497633.101144386,-0.727169785
646,646,1572894.225377014,5497633.54527982,-0.307853651
647,647,1572522.285948794,5497612.236260335,-0.951673048
648,648,1572841.225603725,5497625.469866022,-0.279509693
649,649,1572868.596985994,5497621.970968829,-0.215095043
650,650,1572547.711367352,5497607.691839479,-0.594585208
651,651,1572636.515347229,5497602.686391433,0.438444449
652,652,1572640.776339088,5497624.53563789,-0.844678581
653,653,1572926.266360305,5497603.295021844,-0.268915313
654,654,1572609.573674828,5497588.276517251,0.716090731
655,655,1572658.586747523,5497584.765828037,0.233438664
656,656,1572795.710547624,5497583.328115813,0.082557691
657,657,1573015.916340478,5497574.15968484,-0.416833327
658,658,1572549.162058627,5497572.245406766,0.446062224
659,659,1572697.046664608,5497565.687607158,0.171810572
660,660,1572735.047290663,5497563.162905605,-0.03921154
661,661,1572763.920275354,5497563.936632876,0.005708737
662,662,1573046.320689397,5497564.298620985,-0.338647065
663,663,1572454.335434885,5497551.951593849,0.581142862
664,664,1572477.11150776,5497552.035997842,0.965662504
665,665,1572850.326497391,5497554.143497324,-0.414542486
666,666,1572465.759133112,5497542.370628119,0.8115327
667,667,1572716.692635091,5497543.530010463,-0.115679615
668,668,1573005.189173286,5497544.583783397,-0.462451915
669,669,1573076.233997163,5497542.60919601,-0.427796167
670,670,1572492.46167958,5497507.221406341,0.731393473
671,671,1572555.569299612,5497516.158737469,0.66025278
672,672,1573084.53371122,5497494.63718824,-0.168150935
673,673,1572363.490769479,5497481.814203881,0.934325267
674,674,1572887.179068877,5497483.948204583,-0.482444439
675,675,1572475.321194877,5497472.257921481,1.137576462
676,676,1572836.698183952,5497480.06997469,-9999.0
677,677,1573058.586368586,5497474.977632688,-0.06673267
678,678,1573073.410614645,5497464.47812092,0.013324138
679,679,1572543.145508043,5497434.450390718,-0.060851487
680,680,1571092.150177644,5497396.729656958,0.379112148
681,681,1572574.916258216,5497405.757458873,0.49542679
682,682,1571069.412058084,5497387.144947552,-0.014000008
683,683,1572591.736865082,5497392.712358104,0.415500003
684,684,1573001.384466929,5497394.621257317,-0.008792452
685,685,1572978.681415398,5497374.595869628,-0.012641506
686,686,1572455.019337551,5497367.48265136,0.691183096
687,687,1572655.115576613,5497373.75012916,0.722961382
688,688,1572750.999341068,5497353.821446327,0.638249996
689,689,1572436.113735789,5497347.469674444,0.355700337
690,690,1572538.690653766,5497345.23043783,0.420837842
691,691,1572591.767031234,5497342.331101299,0.264979997
692,692,1572819.362203238,5497344.100434673,0.810226393
693,693,1572017.481352852,5497332.625598861,-0.354647056
694,694,1572728.297083831,5497333.795288329,0.338433965
695,695,1571170.777848633,5497325.023030316,-0.244226808
696,696,1572610.799007848,5497328.172848749,0.510933332
697,697,1571001.792251989,5497307.691571224,-0.237096157
698,698,1572266.54085952,5497474.11171231,-0.339165683
699,699,1572758.737406245,5497313.964105096,0.959660364
700,700,1572683.012715897,5497303.510140739,0.52374667
701,701,1570930.773736588,5497286.889296538,-0.244832401
702,702,1571483.589587976,5497279.060313583,0.63154286
703,703,1571802.443101413,5497280.277337494,-0.026057143
704,704,1572871.618567964,5497285.166402064,0.175178344
705,705,1571551.953523942,5497269.350958047,0.055375011
706,706,1572558.967391088,5497274.488366428,0.541306123
707,707,1572854.371730081,5497273.557714838,0.224718449
708,708,1571444.648803793,5497296.877009616,0.029836475
709,709,1572113.779701562,5497261.50958967,1.07702666
710,710,1572762.52690127,5497269.210429577,0.973059112
711,711,1571067.785974937,5497328.967768813,-0.249984275
712,712,1573013.389931852,5497270.52959602,-9999.0
713,713,1571563.700506008,5497253.179878475,-0.306389049
714,714,1572212.546771787,5497241.93678431,1.321100003
715,715,1572715.483406222,5497258.411899153,0.848095584
716,716,1572235.359162777,5497232.050636527,-0.17538572
717,717,1571298.077286103,5497224.961261741,-0.301999986
718,718,1572660.530959562,5497223.655990949,0.488814289
719,719,1572782.034493986,5497214.130697383,-0.833650019
720,720,1571339.365349865,5497277.218432652,-0.30122853
721,721,1572941.496035051,5497204.741766402,-9999.0
722,722,1571486.642819175,5497195.330089135,-0.324025208
723,723,1571879.905952603,5497191.562345084,-0.35800001
724,724,1571912.427770565,5497191.617212388,-0.358999997
725,725,1571940.639224536,5497191.791978064,-0.358999997
726,726,1572994.673950019,5497194.963831167,0.825599997
727,727,1571537.900208493,5497191.310440943,-0.338971416
728,728,1571635.019260297,5497181.562384813,-0.341270375
729,729,1571899.762967888,5497175.281171812,-0.358968584
730,730,1571792.610530177,5497168.288942359,-0.358079607
731,731,1571863.670795654,5497150.152018191,-0.353749998
732,732,1572474.977909187,5497103.313488663,0.274700005
733,733,1572330.775323973,5497092.806490942,-0.16465332
734,734,1572418.0782146,5497093.131142564,0.226424998
735,735,1572387.749053888,5497083.047037793,0.589874998
736,736,1572357.419974597,5497072.962808631,-0.481657129
737,737,1572786.737437582,5497075.129701988,-0.071633662
738,738,1572805.164107841,5497074.819844914,-0.114018863
739,739,1572835.530247566,5497074.930943832,-0.084686263
740,740,1572718.129027194,5497044.033806428,0.175982142
741,741,1572751.640998951,5497057.882471527,0.120818911
742,742,1572797.875055261,5497034.702933844,0.564699993
743,743,1572729.622141628,5497015.238534182,0.460914894
744,744,1572388.720604683,5497008.968587402,-0.957565222
745,745,1572744.237369618,5497006.319288525,0.744568632
746,746,1572805.293387803,5497009.801507669,0.576087383
747,747,1573070.165806261,5497015.075115102,0.019779999
748,748,1571775.926731818,5497082.058787841,-0.121788688
749,749,1571760.373787337,5496888.724162141,0.221950274
750,750,1571729.789366861,5496854.644598825,-0.378009344
751,751,1572902.224624105,5496853.538745571,-0.909326552
752,752,1572692.324567698,5496835.615665076,0.360159998
753,753,1572711.737815761,5496825.568687453,0.020960784
754,754,1572865.603054754,5496833.275616813,-0.904649353
755,755,1572468.456800482,5496814.465851938,-0.784504743
756,756,1572844.225955805,5496815.500946419,-0.897958906
757,757,1571718.345448917,5496815.954461004,-0.039299846
758,758,1572643.094026352,5496804.791497138,0.643389607
759,759,1572381.136692835,5496797.928772938,-0.253291675
760,760,1572422.984505058,5496794.006170452,0.496412508
761,761,1571748.147543956,5496782.027939676,-0.037442636
762,762,1571849.000204545,5496761.401784099,-0.347434559
763,763,1572441.268300822,5496796.300288774,-0.392259068
764,764,1571797.207397819,5496752.769704395,-0.582000017
765,765,1571883.876122341,5496751.828175439,-0.05291549
766,766,1571903.126505507,5496745.665242982,-0.144700749
767,767,1571963.899288527,5496743.159118074,0.475304349
768,768,1572013.156803296,5496742.542368946,0.621340204
769,769,1571860.923837848,5496730.14881444,-0.05442324
770,770,1571903.247874735,5496722.258347428,-0.212449998
771,771,1571933.943005738,5496730.562531664,-0.578514888
772,772,1572130.983250016,5496723.116263474,0.905690913
773,773,1571915.338567192,5496715.109575935,-0.544499998
774,774,1572044.644802817,5496722.379543129,-0.457511176
775,775,1572290.313858789,5496702.183960552,-0.346043459
776,776,1572437.447925917,5498684.208297074,-0.278706374
