OID,FID_,X,Y,BCE_Port_F
525,525,1811355.841575465,5990948.158187052,-0.19848002
526,526,1811388.152052286,5990947.374372681,-9999.0
527,527,1811371.754980537,5990937.799903054,-0.620700017
528,528,1810699.023343497,5990951.335420024,-0.684312518
529,529,1810733.509286648,5990948.268259427,-9999.0
530,530,1811379.590942412,5990927.637482152,-0.509904782
531,531,1810717.113221366,5990938.692383897,-9999.0
532,532,1810934.537891051,5991006.6162172,-0.387626453
533,533,1810967.275119225,5990922.668545635,-9999.0
534,534,1811403.340071592,5990907.116711256,-0.844000012
535,535,1810974.990663636,5990907.523294043,-9999.0
536,536,1810752.436168168,5990918.767662339,-9999.0
537,537,1810958.715250864,5990902.931019703,0.32041771
538,538,1811443.244152181,5990886.203484921,-9999.0
539,539,1810746.283586238,5990900.331154398,-0.511303452
540,540,1810966.430941812,5990887.785507686,-0.521492078
541,541,1810756.175322118,5990882.900074944,-0.054925008
542,542,1810780.528517407,5990887.297181778,-9999.0
543,543,1811450.838375098,5990866.074662428,-9999.0
544,544,1809681.634240835,5990898.844511177,0.157540996
545,545,1810785.468442338,5990875.485422026,-9999.0
546,546,1810771.714038463,5990862.743886621,-0.297599999
547,547,1810238.496913311,5990865.48527657,0.583209885
548,548,1810254.411339819,5990855.129099309,0.047530878
549,549,1809736.198451848,5990868.186350016,0.739428556
550,550,1810262.24824561,5990844.967897115,1.076243217
551,551,1809753.131803972,5990847.263002834,0.464724998
552,552,1810278.16271203,5990834.611707249,0.096199971
553,553,1810972.856417804,5990803.777144235,-0.334384629
554,554,1810989.329623624,5990840.151910373,-0.828000009
555,555,1809630.294025847,5991043.158763306,0.110105194
556,556,1809817.031399929,5990815.807858992,-9999.0
557,557,1810980.173070977,5990787.72955883,-0.527671276
558,558,1809784.481799732,5990806.619424819,1.674915498
559,559,1810309.510095762,5990793.966235308,0.493325309
560,560,1810988.009186822,5990777.56750634,-0.444240545
561,561,1811020.318771257,5990776.784973939,-9999.0
562,562,1810317.357325625,5990783.81715156,0.482370374
563,563,1810298.561436324,5990839.58204224,-0.71996333
564,564,1811003.922651552,5990767.209896566,-0.645521144
565,565,1811032.193739855,5990766.525147513,-9999.0
566,566,1810330.986037002,5990770.779602376,0.158896217
567,567,1810357.012205732,5990752.930632247,-0.154450004
568,568,1811027.430878251,5990736.723412958,-0.31708433
569,569,1811460.319696271,5990769.523616266,-0.3669853
570,570,1811053.188542473,5990725.670445794,-0.644029399
571,571,1811472.028183006,5990704.506182156,-0.187297418
572,572,1811051.33997074,5990698.605746633,-0.281794889
573,573,1811487.2011726,5990692.974710708,-0.671892852
574,574,1809828.502397225,5990759.901325781,0.406986497
575,575,1811061.771319219,5990690.530590365,-0.48300001
576,576,1809838.143757551,5990685.660393649,-0.647578959
577,577,1810456.168880498,5990687.068962191,-0.370189721
578,578,1811533.261421938,5990676.363782695,-0.6968346
579,579,1811615.141270151,5990642.694104856,-9999.0
580,580,1811096.916966536,5990682.891699436,-0.728380765
581,581,1811571.833863973,5990645.213820605,-0.634481762
582,582,1811905.680897374,5990625.662435832,-0.773149978
583,583,1810125.469356416,5990662.800012343,-9999.0
584,584,1811913.516209884,5990615.499420955,-0.848902416
585,585,1809797.037897478,5990656.733138439,-0.710325028
586,586,1811921.509097446,5990605.13133062,-0.911309098
587,587,1810453.474187157,5990704.645087766,-0.516026658
588,588,1811606.338268758,5990612.990481507,-0.569821429
589,589,1809804.617653783,5990635.879051543,-0.610897988
590,590,1811718.102917988,5990550.929424046,-0.151405401
591,591,1811952.04730885,5990544.956688285,-0.969130433
592,592,1811735.302220683,5990544.318544731,0.126999992
593,593,1811972.353756782,5990524.900972299,-0.890745434
594,594,1809746.175965108,5990558.234769083,-0.101125
595,595,1811951.403771577,5990505.082579127,-0.934456109
596,596,1809738.207965106,5990538.482017945,1.125454542
597,597,1809745.456493073,5990528.335223451,1.295119039
598,598,1811771.204265515,5990543.429289986,-0.510444629
599,599,1811930.31583996,5990475.476841976,0.588726561
600,600,1811950.266285881,5990465.019215194,0.357924986
601,601,1811997.531544697,5990495.954644596,-0.705943352
602,602,1811971.513659984,5990454.884831058,-0.707257981
603,603,1812053.88526874,5990422.360316778,-0.400991453
604,604,1811981.362627889,5990414.400648586,0.101075002
605,605,1812069.856698131,5990411.656691028,-0.041374997
606,606,1809775.13334445,5990498.3091323,-0.219521772
607,607,1812078.203193816,5990401.870753965,-0.100807018
608,608,1809775.845350273,5990447.825714136,-0.190250005
609,609,1811989.076042523,5990399.254352415,-0.124237501
610,610,1809783.682450447,5990437.664788133,-0.435950005
611,611,1809791.399566463,5990422.520609478,0.328774995
612,612,1812085.151921903,5990362.013101712,-0.335162506
613,613,1812005.681576879,5990391.137814072,-0.457260217
614,614,1809823.706426523,5990406.189153485,-0.266538955
615,615,1812011.387971904,5990318.212246462,0.712666641
616,616,1812095.149462331,5990335.036510966,0.12507229
617,617,1809870.60965093,5990355.793224267,-0.33592895
618,618,1812031.224101179,5990334.933606522,-0.142641573
619,619,1810030.226682014,5990272.169447431,-9999.0
620,620,1809955.03497018,5990309.565342387,-0.038092298
621,621,1810029.50620259,5990242.27008516,-0.086000028
622,622,1809946.096316656,5990134.584805626,-0.496666689
623,623,1809953.692617117,5990114.457143037,-9999.0
624,624,1810041.57544388,5990072.450220817,1.416815393
625,625,1810065.565508461,5990061.899457503,-0.177571458
626,626,1810097.391454945,5990041.187121548,-9999.0
627,627,1810081.118103317,5990036.593749742,0.537282994
628,628,1810088.834096901,5990021.44917111,0.42154999
629,629,1809928.335663813,5990020.317453437,-0.587515364
630,630,1809964.447436659,5989990.252253736,-0.841652647
631,631,1809950.330485107,5989974.926316416,-0.191224995
632,632,1810105.492927075,5990000.119330443,-0.923428595
633,633,1809958.166917006,5989964.765198535,1.083074993
634,634,1810014.331566506,5989962.919287786,-9999.0
635,635,1810030.297575844,5989952.202023565,-9999.0
636,636,1810943.269697526,5989930.999412129,-0.167624999
637,637,1810926.875252153,5989921.424056937,-0.2046375
638,638,1809990.603556971,5989956.732926393,-0.594105508
639,639,1810040.507755977,5989935.61655981,-9999.0
640,640,1810902.404129878,5989912.044108427,-0.175843377
641,641,1811023.19150758,5989908.734649971,-0.263513516
642,642,1809973.479457916,5989929.49318315,0.206381252
643,643,1809989.272259108,5989914.154140711,1.00002703
644,644,1810922.113026768,5989891.622288973,-0.387314468
645,645,1810012.83181152,5989908.03532659,-0.69141669
646,646,1810081.150972312,5989922.974032132,-0.46496891
647,647,1810166.716086097,5989899.903048141,-9999.0
648,648,1810021.256082509,5989893.237397476,-9999.0
649,649,1810128.921442976,5989900.078357766,-0.138471282
650,650,1810158.158466558,5989880.165251662,0.257176459
651,651,1810182.388104552,5989879.580357365,-9999.0
652,652,1810901.198136361,5989862.211168092,-0.546958848
653,653,1810173.950900962,5989864.825950464,-0.304404256
654,654,1810189.74308737,5989849.486529464,-0.428205152
655,655,1810207.765031721,5989842.818789549,-0.013970385
656,656,1810205.265730124,5989819.309890346,1.730305546
657,657,1810009.042245956,5989830.707718938,-0.569859393
658,658,1810241.299562974,5989809.50321066,0.258627143
659,659,1810244.594983979,5989778.356894128,0.493146322
660,660,1810272.754663625,5989759.317134711,-0.238032885
661,661,1810267.862195051,5989737.905928023,1.027206834
662,662,1810299.909550315,5989726.433172915,-0.817034501
663,663,1811203.108630543,5989653.143116506,0.288409096
664,664,1810463.807600858,5989653.396104352,-9999.0
665,665,1811138.227650402,5989645.834619919,-0.310398008
666,666,1810499.910120138,5989642.551635871,-9999.0
667,667,1811154.108827548,5989627.448155734,-0.10051852
668,668,1810519.860018747,5989632.097407603,-0.804076947
669,669,1811193.446687715,5989633.690549101,0.198594816
670,670,1810297.280820522,5989617.52821422,0.048215195
671,671,1810507.660745046,5989621.494488883,0.062574463
672,672,1810599.699690888,5989610.885361169,-0.701037077
673,673,1810533.659295731,5989617.392156091,-0.788906739
674,674,1810571.834998648,5989607.904522331,-0.438500002
675,675,1810588.288680854,5989602.92404412,-0.151585366
676,676,1810627.836883089,5989595.313935615,-0.916627464
677,677,1810740.993939523,5989586.861555357,-0.600603191
678,678,1810797.527703915,5989585.494084856,-9999.0
679,679,1810614.707872455,5989584.311739981,-0.310249981
680,680,1810756.905521993,5989576.504318178,-0.469962029
681,681,1810332.608082743,5989631.713532655,-0.545905462
682,682,1810733.002283287,5989579.45533195,-0.026463413
683,683,1810782.054568895,5989575.532254606,-0.824616177
684,684,1810993.871953737,5989576.517203961,-0.397506341
685,685,1810847.192395889,5989589.250696696,-9999.0
686,686,1811071.263747254,5989549.747491646,-0.989000022
687,687,1810670.085071323,5989567.273587004,-0.542955901
