OID,FID_,X,Y,BCE_Mahura
395,395,1754061.126068094,5967356.313472238,1.893454569
396,396,1751774.729884292,5967376.428155305,5.483266608
397,397,1753629.39784013,5967362.43962922,0.564215934
398,398,1753650.074615811,5967341.507472756,0.376209677
399,399,1754039.054254068,5967385.879741704,0.39016822
400,400,1752684.45290589,5967356.84215943,1.736293233
401,401,1753674.29786691,5967330.718359194,0.454621214
402,402,1751756.955836424,5967347.940291881,4.434387553
403,403,1753689.868786699,5967313.894641898,0.458227839
404,404,1752050.682645957,5967343.96423335,-0.332686162
405,405,1754051.861254332,5967297.593590572,1.674642853
406,406,1754001.659608241,5967317.214784121,0.287020747
407,407,1751724.216459992,5967318.609866221,2.643717394
408,408,1751708.039493786,5967308.778175763,1.38033768
409,409,1751699.706475713,5967299.102486784,0.887899978
410,410,1751724.032803498,5967298.876870408,0.81166073
411,411,1753964.302668442,5967271.325969494,0.292927924
412,412,1753945.804160268,5967243.887990925,-0.098378404
413,413,1754002.178223768,5967242.884144511,0.237909093
414,414,1752746.993550863,5967276.666309585,0.270762114
415,415,1752902.046200389,5967236.474308069,0.549233384
416,416,1751673.81918005,5967270.194018905,1.080027205
417,417,1752824.816755109,5967221.139554405,0.633786611
418,418,1751690.655869026,5967235.11388213,1.07152702
419,419,1753656.86936092,5967193.997529157,0.424893621
420,420,1751709.074367879,5967223.03816377,1.050054656
421,421,1751723.000557539,5967210.951049223,0.997674411
422,422,1754009.286300522,5967168.757098136,0.438596502
423,423,1751738.806038485,5967200.162367124,1.047036363
424,424,1751754.164676622,5967188.501031928,1.006282042
425,425,1751762.044336908,5967178.395546122,1.072875012
426,426,1751794.089159549,5967178.022832154,0.961964286
427,427,1751769.92406454,5967168.290155379,1.092575005
428,428,1754016.629618911,5967128.750943945,0.481071426
429,429,1751802.58373369,5967163.284079464,0.94482883
430,430,1753581.742051632,5967095.592386452,0.553593743
431,431,1751786.714985952,5967135.686052737,1.362642412
432,432,1751801.102546098,5967098.141687391,2.325025963
433,433,1753031.59379158,5967165.820325241,0.836351724
434,434,1753540.765201907,5967056.449464803,0.613692306
435,435,1751808.017870604,5967077.889986849,1.912957486
436,436,1752090.467773731,5967072.926274695,-0.35895181
437,437,1753532.261692707,5967047.076802308,0.685833332
438,438,1753140.878451694,5967050.194783225,0.909266522
439,439,1753491.022370156,5967008.30161156,0.64299999
440,440,1752073.475722594,5967013.613969536,-0.115745465
441,441,1753466.508984336,5966988.799129618,0.593975891
442,442,1753425.889377559,5966969.58240501,0.613000003
443,443,1752161.368332765,5966981.960229014,-0.554475011
444,444,1751783.082949534,5966978.303807771,3.761861089
445,445,1752173.272643493,5966971.781980447,-0.302893757
446,446,1752189.203486534,5966961.53284193,-0.276873415
447,447,1753320.668065573,5966941.542523595,0.586923075
448,448,1753342.202014388,5966944.483567897,0.560791663
449,449,1753372.227932912,5966948.969393934,0.53577319
450,450,1751774.828498848,5966958.431381484,1.520121188
451,451,1752205.134292489,5966951.283672702,-0.3209125
452,452,1753180.396915237,5966976.757411274,0.817368025
453,453,1753296.33196162,5966932.005237942,0.563041662
