OID,FID_,X,Y,BCE_Whitfo
534,534,1777505.609493555,5911858.94918617,1.13999995
535,535,1777921.929939322,5911857.50468317,1.580327872
536,536,1777386.243268051,5911850.396749214,1.945799947
537,537,1777497.233145155,5911848.95181092,1.112777747
538,538,1777369.494856523,5911821.233521746,1.30412695
539,539,1774696.476205303,5911846.648323096,5.743750036
540,540,1774717.626989697,5912006.101687708,1.001901686
541,541,1777352.991796432,5911791.742116247,1.536500005
542,542,1774680.421769991,5911816.835615614,2.057727253
543,543,1774908.557678747,5911842.53727439,0.328385235
544,544,1774711.725905553,5911821.545295751,0.96324152
545,545,1777355.778037511,5911761.948136411,1.512559084
546,546,1774902.402073226,5911793.312668139,0.844000012
547,547,1774694.140890575,5911787.628638308,0.942750002
548,548,1777374.28257892,5911732.067550086,1.180199959
549,549,1774677.711599558,5911767.297499144,0.984905675
550,550,1774890.641637743,5911767.776496062,0.664108278
551,551,1777353.098537486,5911701.768874652,1.733333356
552,552,1772386.661829676,5911796.513599801,1.630062384
553,553,1774877.266753199,5911738.989324017,0.787562508
554,554,1774581.579273171,5911729.192199522,1.218305087
555,555,1774573.649600708,5911719.252014115,1.762931019
556,556,1774650.746279288,5911731.294231657,0.982101166
557,557,1774860.749271365,5911714.401942337,0.528999998
558,558,1774565.792914523,5911709.161339774,3.061249965
559,559,1774700.517541331,5911708.456234228,0.822727266
560,560,1774668.748957312,5911708.042623954,0.882815797
561,561,1777509.028031077,5911639.510826607,1.551645585
562,562,1774845.360002228,5911693.465612198,0.634194528
563,563,1775036.163713029,5911680.147372258,1.41392156
564,564,1774547.982013133,5911680.787730095,1.337012982
565,565,1775052.395826878,5911672.624773679,1.994285659
566,566,1774539.913117269,5911670.81825661,2.630533349
567,567,1775068.330767438,5911661.091185234,2.091538459
568,568,1774531.885563648,5911660.808385872,4.292258005
569,569,1774635.303759703,5911659.416724029,0.87272726
570,570,1775076.380900205,5911651.142025412,2.013684145
571,571,1774523.900052594,5911650.766207257,4.767647063
572,572,1774820.010747802,5911654.361076486,0.838328694
573,573,1777430.720396128,5911663.124753722,0.996062407
574,574,1775129.684580262,5911636.108365444,-0.536370977
575,575,1775154.770437299,5911608.631536013,-0.933875032
576,576,1774486.400345699,5911612.421102421,0.619936704
577,577,1774738.461871445,5911607.238049668,0.356999995
578,578,1774617.006501111,5911624.406313486,0.875456034
579,579,1774898.879640608,5911593.964138748,0.469800004
580,580,1774988.299105574,5911663.235838713,0.598559603
581,581,1775122.368589087,5911589.378506444,1.956202533
582,582,1774588.181316344,5911596.231779732,0.579640881
583,583,1775134.949793892,5911569.508964744,2.054890492
584,584,1774536.954935256,5911587.457493569,0.522669375
585,585,1775153.158913196,5911558.809529388,1.221666675
586,586,1775177.851115778,5911563.285606691,-0.518500001
587,587,1774481.338178454,5911585.129280089,2.177672955
588,588,1774561.559547997,5911561.222808383,0.232000002
589,589,1774581.832715344,5911561.18899437,0.433644863
590,590,1775145.640172862,5911549.105766053,2.1201299
591,591,1775185.544687599,5911548.17009398,-0.443624993
592,592,1774498.159266763,5911553.470073143,-9999.0
593,593,1775152.747714894,5911538.875877055,2.152777835
594,594,1774584.98982926,5911540.597785216,1.096250015
595,595,1774505.948394358,5911534.090212999,5.366774098
596,596,1775120.481295316,5911489.435548545,1.476216232
597,597,1775140.52879507,5911479.885761919,1.120275227
598,598,1774890.10462389,5911468.799254629,1.082210484
599,599,1774526.302677081,5911518.18099496,1.219736207
600,600,1775142.992140762,5911437.161614734,1.448827324
601,601,1775222.028720008,5911402.27218189,0.746146794
602,602,1775286.277809288,5911386.554088798,-0.367594926
603,603,1774509.346726202,5911415.282054213,0.37200698
604,604,1774719.610021757,5911478.816727436,0.813449251
605,605,1775301.869662917,5911366.289801395,-0.549625018
606,606,1774965.432596951,5911363.460043199,0.93218183
607,607,1774493.124486738,5911363.208971133,0.295636355
608,608,1774973.543645896,5911352.919354587,0.930545436
609,609,1774807.820891287,5911346.966773699,0.709000006
610,610,1774716.700332213,5911327.769447331,-0.258823536
611,611,1774988.616176748,5911323.098016393,0.924642836
612,612,1775093.847407002,5911319.808092222,1.375925936
613,613,1774797.213962455,5911325.930116201,0.605406822
614,614,1775107.987421075,5911312.056190316,1.12369562
615,615,1775316.741178115,5911311.141999638,0.096624997
616,616,1774730.248313097,5911315.493936606,-0.09184466
617,617,1775146.218857382,5911339.864767211,1.219775885
618,618,1775204.408988515,5911298.50482412,0.940641003
619,619,1774452.584522316,5911303.464480015,0.612727259
620,620,1775076.17583552,5911291.178477583,1.073999929
621,621,1775220.85558127,5911288.991183329,0.921333317
622,622,1775240.210498418,5911287.794323522,0.951687481
623,623,1775260.380373798,5911287.579225725,0.797090919
624,624,1774445.231573689,5911293.165890682,0.962857124
625,625,1775051.965312548,5911281.70644711,1.242374939
626,626,1775252.007303064,5911277.579748297,0.934430358
627,627,1775044.341554571,5911271.892743685,1.214716965
628,628,1775228.778646232,5911274.571087384,1.46361343
629,629,1774436.131511671,5911273.89990253,2.926101681
630,630,1774733.055229763,5911278.39901673,0.546476687
631,631,1775066.531940336,5911267.161890189,1.017942735
632,632,1774427.512438525,5911254.23979538,3.937794131
633,633,1774579.417648134,5911258.122889162,5.125789391
634,634,1774939.153256513,5911244.188029877,1.846962005
635,635,1775343.409209822,5911245.779253735,0.261781378
636,636,1774634.695671188,5911240.64578821,0.655535694
637,637,1774873.125591752,5911239.633552816,0.689999984
638,638,1775363.001543005,5911225.432465415,0.176962025
639,639,1774527.353858224,5911287.210552189,0.69675544
640,640,1775546.998805349,5911211.8600988,0.447321426
641,641,1774601.058136253,5911234.55385347,5.554601644
642,642,1774956.884426894,5911234.667082836,1.176639457
643,643,1775114.382341751,5911210.823213907,0.852222202
644,644,1774421.911589003,5911225.256427706,1.212392034
645,645,1775122.335712331,5911200.48685427,0.84177215
646,646,1775562.40935517,5911190.670828322,0.629636373
647,647,1774410.614391185,5911210.134299058,0.967570102
648,648,1775247.699740312,5911231.777325823,1.223977482
649,649,1775370.385587752,5911195.366521453,0.360875002
650,650,1774614.33841788,5911199.978485593,4.018221159
651,651,1774673.83585953,5911189.78416559,0.785374987
652,652,1774831.898626831,5911272.021364068,0.497894894
653,653,1775014.640135621,5911201.140151758,1.120886073
654,654,1774665.629227581,5911179.981967068,0.511499997
655,655,1775050.312268082,5911172.774210501,1.013384595
656,656,1774653.861431219,5911169.590880121,0.354036695
657,657,1775141.453677723,5911172.055653641,0.883354159
658,658,1775578.424940968,5911163.290130128,0.647061946
659,659,1775601.607666214,5911150.702915418,0.765375008
660,660,1775169.332122594,5911150.389008559,0.86870369
661,661,1775188.685890521,5911139.295659059,0.886302518
662,662,1775286.236350439,5911145.757081953,0.797051033
663,663,1775261.065873172,5911138.005361465,0.818398438
664,664,1775096.529073057,5911121.451809207,0.727818188
665,665,1775280.564302497,5911117.654162412,0.814642848
666,666,1775627.956647562,5911113.043201287,0.924180313
667,667,1774616.630259051,5911111.227530486,2.418648642
668,668,1774631.592587383,5911122.978655258,0.568933333
669,669,1775111.709808154,5911081.254411302,0.654363647
670,670,1774630.809575702,5911079.339004659,0.24090362
671,671,1775091.69248753,5911076.471015499,0.85463636
672,672,1775587.171812353,5911089.963816812,0.747055449
673,673,1774615.002476783,5911061.572159518,0.202678574
674,674,1775109.371517892,5911049.307790948,1.308793098
675,675,1775150.894753666,5911040.561765706,0.562181813
676,676,1775342.515217603,5911041.785652471,0.757804349
677,677,1775132.578075864,5911028.014903139,0.675927611
678,678,1775150.711054465,5911016.1250211,0.663172399
679,679,1775194.221170301,5911028.130245703,0.539982262
680,680,1774614.032887886,5911016.720978062,0.400956518
681,681,1775166.482186823,5911005.676534044,0.832013423
682,682,1775221.879278229,5910989.241545136,-0.007454537
683,683,1775302.153552685,5910992.368406313,0.527580648
684,684,1775187.834072656,5910987.180073538,2.653364927
685,685,1775285.842101088,5910977.748355112,0.596999997
686,686,1775198.3872307,5910970.42163811,4.852272716
687,687,1775269.633823905,5910968.112089022,0.583125004
688,688,1775341.63109413,5910965.898316188,-0.049799999
689,689,1775357.633829034,5910965.567973951,0.3254717
690,690,1775253.424984623,5910958.475886587,0.674743584
691,691,1775206.132223099,5910955.649360774,2.5322222
692,692,1775237.216526985,5910948.839315373,0.466999998
693,693,1775424.783208842,5910959.765915348,0.34852349
694,694,1775223.159952789,5910936.40581573,0.096028718
695,695,1775395.281451873,5910934.856814533,0.803869732
696,696,1775556.495964998,5910912.53053715,0.420925927
697,697,1775209.713384067,5910909.118931766,-0.086875002
698,698,1775247.104514459,5910913.806787283,0.045361929
699,699,1775336.844226826,5910907.482146936,1.409907399
700,700,1775443.845054697,5910904.687126745,0.306181818
701,701,1775180.546147135,5910899.752700613,1.589999984
702,702,1775277.876840492,5910900.880969625,0.744114113
703,703,1775173.006339035,5910889.456091039,2.801754388
704,704,1775204.560206083,5910889.686800991,-0.322641504
705,705,1775587.83391026,5910871.796848237,0.782250007
706,706,1775226.20893125,5910881.943648263,0.592854253
707,707,1775422.186258645,5910884.071958923,1.331621225
708,708,1775155.958696453,5910860.167463336,4.660983676
709,709,1775148.330085917,5910849.82542468,3.832340395
710,710,1775170.785850378,5910840.729786698,-0.208749995
711,711,1775379.596257521,5910835.256313105,1.919830466
712,712,1775218.187491894,5910837.901407072,0.879212119
713,713,1775603.389083675,5910821.619541827,0.901296309
714,714,1775130.736041883,5910821.159547931,5.235744608
715,715,1775394.409583206,5910816.170011769,0.409642855
716,716,1775122.860834713,5910811.08732166,4.001935438
717,717,1775552.326370387,5910809.95214016,0.066497694
718,718,1775338.872860805,5910795.996615734,1.307272706
719,719,1775330.422840303,5910786.71552281,1.986086965
720,720,1775241.735079626,5910779.964743027,0.88843137
721,721,1775323.081303875,5910776.613970385,2.690851049
722,722,1775387.670894721,5910789.583391153,0.362920964
723,723,1775585.581207472,5910762.888309712,-0.441199982
724,724,1775281.108732795,5910748.511497825,1.032658228
725,725,1775365.12115685,5910746.776144229,0.534062502
726,726,1775288.904104698,5910738.379439119,1.047624981
727,727,1775600.869269246,5910736.279367212,-0.362903228
728,728,1775280.531489197,5910728.37999819,1.075818171
729,729,1775608.539047099,5910711.830772874,-0.008124996
730,730,1775616.333822295,5910701.69812896,-0.038500002
731,731,1775096.323115436,5910712.676941801,0.957897013
732,732,1775350.069955119,5910716.042285297,0.542881359
733,733,1775624.128992426,5910691.566030369,-0.127624997
734,734,1775103.916606923,5910692.425336791,0.951392395
735,735,1775119.645735387,5910682.04643215,0.85187501
736,736,1775134.884695449,5910680.083169635,0.868154765
737,737,1775119.234497359,5910662.112756933,0.869499991
738,738,1775324.949890703,5910671.615703283,0.657906975
739,739,1775103.217263245,5910631.581792359,3.227288106
740,740,1775614.244299433,5910626.393528918,0.931467885
741,741,1775651.06600739,5910652.035247777,0.01632446
742,742,1775646.316625528,5910611.13678427,0.843272724
743,743,1775078.20117718,5910613.103756573,0.977999982
744,744,1775061.993484484,5910603.467008128,1.024936707
745,745,1775288.380303651,5910606.013636901,0.873835612
746,746,1775045.800852607,5910594.556930828,1.094615377
747,747,1775677.882743303,5910581.498481421,0.904363645
748,748,1775029.951381066,5910583.765425049,1.648783755
749,749,1775069.426062971,5910583.572798331,0.945714293
750,750,1775259.052257315,5910587.369528363,1.149683103
751,751,1775022.216793331,5910573.543474974,3.096785658
752,752,1775245.400184185,5910569.769158087,0.980123453
753,753,1775696.836349963,5910563.89041957,1.003832322
754,754,1775014.72289005,5910563.287531502,3.010810852
755,755,1775233.192852267,5910560.050104422,0.860000007
756,756,1775717.253921657,5910550.043112596,1.031125006
757,757,1775193.191557775,5910560.879408708,1.664395855
758,758,1775004.99088653,5910544.538360261,1.901066688
759,759,1775180.977671004,5910540.928796176,1.989220762
760,760,1775139.646647173,5910589.45900146,1.077082828
761,761,1775164.628776307,5910521.243079051,1.39585714
762,762,1775206.148550718,5910534.169146691,0.690633953
763,763,1775418.333322252,5910523.560086964,0.364855775
764,764,1775724.272263623,5910510.214568345,1.027142863
765,765,1775000.802416181,5910524.124256098,1.871655639
766,766,1775156.457095178,5910511.396855247,1.534428591
767,767,1775188.158902609,5910511.124251384,0.462874998
768,768,1775435.982530869,5910496.034579078,0.320249998
769,769,1774981.550250437,5910503.164629149,3.04553717
770,770,1775628.784974656,5910470.089875518,3.62547084
771,771,1775770.116656423,5910495.302492172,1.245465349
772,772,1775819.412379559,5910459.06175679,1.427846133
773,773,1775651.64849062,5910458.671795166,4.519740188
774,774,1775450.954516711,5910445.86942531,0.195999992
775,775,1775557.88588541,5910504.602199104,0.979462343
776,776,1775698.618828507,5910430.97664912,2.777818191
777,777,1775675.017131547,5910427.054190482,3.260879396
778,778,1775711.336975806,5910418.071827154,5.559249985
779,779,1775730.593121931,5910400.949209925,-9999.0
780,780,1775521.568506938,5910384.784214291,0.934545444
781,781,1775092.209580252,5910399.287135207,-0.797612356
782,782,1775081.268051637,5910373.734625475,-0.668125017
783,783,1775471.371986095,5910398.052158912,-0.317472183
784,784,1775079.623441491,5910293.999942874,-0.210875007
785,785,1775470.657835605,5910251.025590252,0.871559637
786,786,1775096.359965977,5910253.858654459,-0.116
787,787,1775110.392549305,5910233.538525864,-0.171898732
788,788,1775406.26089479,5910227.630269402,1.035090908
789,789,1775444.244313326,5910256.907726375,0.164268824
790,790,1775317.841455176,5910209.514980509,1.077407391
791,791,1775377.519597793,5910212.319900965,1.196241549
792,792,1775428.693688286,5910176.862361751,1.095824164
793,793,1775436.772800799,5910147.029512321,0.050999996
794,794,1775508.366191659,5910125.607057605,0.933374992
795,795,1775075.276715948,5910109.059722338,0.542752293
796,796,1775059.147209969,5910085.230736526,0.604909091
797,797,1775036.171077878,5910074.774971296,2.082857132
798,798,1775272.474239879,5910146.224860475,1.063525948
799,799,1775537.798791884,5910070.156977849,0.754566375
800,800,1775427.272906934,5910051.974518104,1.713679255
801,801,1775562.720992912,5910044.713884481,0.845499991
802,802,1775020.057381813,5910044.999470607,1.43255815
803,803,1775502.738767226,5910026.596519788,0.837870379
804,804,1775562.685815326,5910014.801251011,0.899999979
805,805,1775522.425373658,5910007.735991531,5.75590927
806,806,1775002.214997173,5910005.994068066,0.826086968
807,807,1775425.737263385,5910019.368000185,1.58294239
808,808,1775489.528416431,5909996.573348704,0.805964923
809,809,1775537.864817909,5909995.578921124,5.423220158
810,810,1775545.544151637,5909985.315492779,3.894805218
811,811,1775441.893531967,5909983.951921324,2.417839998
812,812,1775449.521764573,5909967.745520082,3.336911773
813,813,1775554.525814839,5909966.502014263,4.612749946
814,814,1775595.649819934,5909996.262788085,0.759455395
815,815,1774985.51905556,5909966.402732516,2.496060613
816,816,1775561.93190514,5909956.081093256,4.961698163
817,817,1775569.391093151,5909945.540668869,5.009692276
818,818,1775465.381483625,5909946.811607635,4.791101321
819,819,1775608.298230296,5909934.289795686,0.471818188
820,820,1775616.689543884,5909919.522993731,0.441454552
821,821,1775087.653723804,5909915.134173813,1.09250001
822,822,1775584.100547157,5909914.782185663,2.626957446
823,823,1775086.831189138,5909875.266782996,1.05553572
824,824,1775214.99422199,5909872.420228353,1.117815127
825,825,1774993.046591004,5909893.305782173,-0.359567165
826,826,1775006.573950536,5909856.778782812,0.00025
827,827,1775014.368663872,5909846.647013252,-0.056874993
828,828,1775156.048229521,5909886.341067017,1.028625019
829,829,1774934.47398743,5909827.800372178,1.077205869
830,830,1775087.566595027,5909837.447135158,1.09852055
831,831,1774926.923465962,5909817.541650897,0.868199998
832,832,1774933.180805322,5909798.666835635,1.622678577
833,833,1774949.11821615,5909787.438902752,5.067499936
834,834,1774911.81866654,5909783.985700757,1.34576642
835,835,1774957.342729695,5909779.510111193,-9999.0
836,836,1775040.846840688,5909809.307397127,-0.10545911
837,837,1774973.014667458,5909763.90374318,5.49000001
838,838,1774985.301719188,5909743.976512237,3.558015872
839,839,1775033.180174142,5909701.525370149,0.168056681
840,840,1774993.091931261,5909693.937946004,1.366258078
841,841,1775099.665065489,5909685.34997932,1.191800017
842,842,1775106.773388476,5909670.246660108,1.200062527
843,843,1775005.483794456,5909664.31004528,0.718489794
844,844,1774942.994610775,5909648.250486359,1.061159425
845,845,1775114.362187585,5909650.147865425,1.284500027
846,846,1774930.318331967,5909638.783380128,1.786351363
847,847,1775062.114440475,5909638.978221371,2.30195431
848,848,1775089.832625513,5909624.999237695,1.490588277
849,849,1775121.950947518,5909630.049062057,1.376562513
850,850,1774923.005024798,5909618.526243412,1.630545447
851,851,1775097.88978477,5909616.008530582,1.907599999
852,852,1775113.785447417,5909605.987676542,1.677301585
853,853,1774905.341192925,5909589.23621232,0.960714286
854,854,1774934.505426572,5909593.479293784,0.976524066
855,855,1774920.715109902,5909574.373203823,0.970937499
856,856,1774960.961216046,5909568.898560951,-0.723783764
857,857,1774897.744340259,5909559.473788599,1.089148942
858,858,1774967.823893367,5909558.445321775,-0.797358496
859,859,1774976.509866167,5909538.881329072,-0.684393949
860,860,1774888.232937659,5909534.186361709,0.862071426
861,861,1774999.379662307,5909507.939133401,-0.393000004
862,862,1775007.267125691,5909497.923882447,-0.673506497
