OID,FID_,X,Y,BCE_Hokian
220,220,1656006.395542394,6091219.557514202,-0.649600005
221,221,1655828.030011352,6091205.233389992,-0.28585188
222,222,1648270.412843989,6091308.308464565,-0.884917517
223,223,1648299.534972237,6091242.11677036,-0.88499999
224,224,1655638.148046484,6091194.139168133,0.445430978
225,225,1648552.239230659,6091223.251334391,0.735963751
226,226,1652163.23238468,6091216.642227613,-0.704999983
227,227,1648593.142385845,6091165.455117126,0.683645832
228,228,1648614.037807463,6091144.572448993,0.797868428
229,229,1648344.290710989,6091141.458011956,-0.88499999
230,230,1648365.020612143,6091107.716095868,-0.88499999
231,231,1648666.23636026,6091093.521578703,0.959859185
232,232,1648388.978858474,6091069.634082481,-0.88499999
233,233,1648406.516077102,6091040.51527946,-0.88499999
234,234,1648737.685286684,6091036.099281311,0.827319224
235,235,1648431.449284728,6091002.422109562,-0.88499999
236,236,1652253.088744921,6090990.907642065,0.94133333
237,237,1648795.096923577,6090979.552849662,0.744657314
238,238,1655585.40561758,6090923.512625932,0.319451222
239,239,1648465.136713281,6090966.596973948,-0.88499999
240,240,1655585.158452319,6090898.653683088,0.545887487
241,241,1648849.051784049,6090934.173261283,0.719102379
242,242,1648523.221401074,6090902.826020286,-0.88499999
243,243,1652277.149267124,6090896.037887353,0.948541796
244,244,1648920.471155564,6090872.545666641,0.707867812
245,245,1648986.566248443,6090811.382250701,0.64746528
246,246,1648664.598208332,6090789.214879153,-0.88499999
247,247,1648999.357538475,6090787.399589627,0.440749996
248,248,1649023.743652479,6090767.340973019,0.401749999
249,249,1655457.190348221,6090730.62962314,0.423384622
250,250,1649069.344907473,6090752.806633417,0.900333345
251,251,1655449.046690947,6090720.43374884,0.434461542
252,252,1648713.984968871,6090752.379580663,-0.88499999
253,253,1649088.746884213,6090734.609644078,0.881355568
254,254,1648732.85287069,6090732.561151101,-0.88499999
255,255,1652194.440352219,6090791.304338603,-0.736029062
256,256,1648744.577553863,6090721.200006329,-0.88499999
257,257,1654882.014034416,6090663.534561093,0.40323921
258,258,1649147.917470942,6090681.957181604,0.869884056
259,259,1654854.188515306,6090631.763865905,0.199416674
260,260,1654842.646916956,6090613.706801568,-0.073950816
261,261,1649185.79376003,6090638.117834811,0.911932048
262,262,1654820.396051572,6090593.753350792,0.02134286
263,263,1654776.962162516,6090556.46637602,0.158731657
264,264,1649275.116455341,6090551.498316492,0.843442443
265,265,1654727.503903355,6090511.151682753,0.252998609
266,266,1649331.263519678,6090509.377268661,1.013716381
267,267,1649348.52668564,6090466.497043281,0.945409267
268,268,1649355.74965101,6090455.774711896,0.888749865
269,269,1654668.296245661,6090448.317779395,0.199578318
270,270,1652250.00693989,6090466.38854278,-0.764999986
271,271,1652329.775320116,6090475.206073363,0.798524019
272,272,1649033.07220167,6090421.73532209,-0.88499999
273,273,1654613.627985762,6090372.853181133,0.811916677
274,274,1652328.365312527,6090380.114795538,0.623390004
275,275,1654593.818615303,6090335.311932099,-0.020712223
276,276,1649502.844501865,6090287.224391449,-0.852519991
277,277,1654542.970093922,6090250.737374545,-0.33424194
278,278,1649592.269639213,6090236.696989769,-0.858549011
279,279,1649790.99881325,6090222.079916743,0.587469161
