OID,FID_,X,Y,BCE_Waihi_
324,324,1907073.838934431,5813351.88058932,0.043015872
325,325,1907089.488657632,5813340.934850913,0.171890626
326,326,1907104.699956988,5813339.797332142,-0.014
327,327,1907593.915075814,5813281.582142211,-0.014
328,328,1907085.405162371,5813294.025754279,-0.014
329,329,1907618.758468378,5813270.735694966,-0.014
330,330,1907585.384903382,5813260.994512805,-0.014
331,331,1907600.868427615,5813251.158544123,0.167874999
332,332,1907642.729068437,5813252.349454283,-0.014
333,333,1907624.239278015,5813240.299558879,0.153575
334,334,1907480.288364344,5813257.973088449,-0.014
335,335,1907497.234287309,5813235.061520501,-0.002775001
336,336,1907631.936324379,5813230.45267655,0.211342467
337,337,1907133.607589711,5813249.008304984,-0.014
338,338,1907411.608019234,5813234.267465914,-0.014
339,339,1907647.611846903,5813220.059482402,-0.012417911
340,340,1907674.315595459,5813226.812008579,-0.014
341,341,1907156.291137181,5813227.996511179,0.162259741
342,342,1907235.152603951,5813225.090400794,-0.014
343,343,1907425.258067774,5813217.78094801,-0.008250001
344,344,1907655.688645253,5813211.511130524,0.014842104
345,345,1907147.320347526,5813268.493363497,-0.013250397
346,346,1907670.359370078,5813198.773779529,0.016974358
347,347,1907697.935834828,5813197.602802152,-0.014
348,348,1907226.650928294,5813205.22907519,-0.012025642
349,349,1907259.603212404,5813204.727051863,-0.014
350,350,1907685.691179949,5813188.075616035,-0.008
351,351,1907772.350678758,5813174.120936126,-0.014
352,352,1907808.070089229,5813180.318076844,-0.014
353,353,1907242.229585895,5813186.113144434,-0.013593221
354,354,1907692.85986673,5813167.837085278,-0.001050001
355,355,1907779.919408391,5813164.580668069,-0.014
356,356,1907841.538955363,5813159.191995604,0.694434783
357,357,1907265.105930388,5813173.837846863,0.196349999
358,358,1907864.724198067,5813138.709640448,0.213428568
359,359,1907872.750972426,5813129.392929501,0.302355555
360,360,1907330.425610722,5813170.381766743,-0.012114079
361,361,1907785.968519309,5813114.428307945,0.280850001
362,362,1907888.455724674,5813110.084310553,0.445347829
363,363,1907777.681068219,5813104.753106263,0.146088607
364,364,1907903.422036921,5813082.041407001,0.276506624
365,365,1907902.861588575,5813061.928171084,0.560450003
366,366,1907732.001278091,5813121.167730668,0.045032699
367,367,1907825.227920331,5813055.788541316,0.276492601
