OID,FID_,X,Y,BCE_Waimea
509,509,1616695.037410014,5427747.463019796,2.213348188
510,510,1612778.681978187,5427831.596007037,1.375504294
511,511,1612812.953904277,5427719.979853815,1.029527272
512,512,1612820.838359913,5427710.278414513,0.850754724
513,513,1613158.418794492,5427703.64188686,1.257871439
514,514,1613251.174494883,5427692.86268496,1.263970786
515,515,1613669.727707228,5427695.346781503,1.206383221
516,516,1613405.167877157,5427685.699206857,1.215019208
517,517,1616843.283873128,5427641.022448999,0.988012986
518,518,1612909.585652786,5427675.199988105,1.344120167
519,519,1613470.997274001,5427650.654488121,1.071888223
520,520,1618202.132883988,5427598.02111646,-0.458386386
521,521,1613383.678866023,5427598.724834818,0.859882352
522,522,1613559.154449697,5427666.463731772,1.363345025
523,523,1615889.522024389,5427588.322836063,-0.109100461
524,524,1616821.99164202,5427581.13561955,1.441534838
525,525,1618456.069047737,5427577.088413117,0.780540536
526,526,1618593.553425025,5427590.428380522,0.79541776
527,527,1613024.109766894,5427634.779148934,1.353472264
528,528,1613372.911138518,5427579.176414886,1.062099992
529,529,1617831.883109375,5427569.021779423,0.682853346
530,530,1618313.164257585,5427567.824799705,0.776596663
