OID,FID_,X,Y,BCE_Whitia
527,527,1840578.725970814,5914057.125966378,0.785549029
528,528,1840617.894848081,5914046.041008817,0.894025011
529,529,1841258.280694491,5914027.686849774,0.306351845
530,530,1839969.778654317,5914062.962702177,0.6381383
531,531,1840009.703948843,5914080.08693816,0.144958479
532,532,1839464.190109135,5914063.658315234,-0.289955349
533,533,1839979.166167732,5914047.237313089,0.723375011
534,534,1840598.983953422,5914038.649624306,0.848859766
535,535,1839326.793370912,5914062.083182198,0.524992348
536,536,1839992.979829721,5914034.386680693,0.755909094
537,537,1840054.664084895,5914035.455420516,0.228883333
538,538,1840480.930312249,5914019.988464199,0.3880125
539,539,1839303.469776994,5914043.446186182,0.739072715
540,540,1840076.298747064,5914021.450843716,0.17907547
541,541,1840496.662090483,5914009.567186795,0.1931
542,542,1841113.056567071,5913997.092109966,-0.751215524
543,543,1839374.741486351,5914017.407075298,0.397111118
544,544,1839276.639330245,5914033.076169132,1.351258353
545,545,1840015.542680916,5913998.226514901,0.571149066
546,546,1840608.214210445,5913966.505124345,0.73001853
547,547,1839430.197750478,5913974.831192677,-0.281884955
548,548,1840029.078368746,5913963.940684067,0.573321609
549,549,1841284.646105588,5913917.45206035,0.442857142
550,550,1840054.169494236,5913947.254798007,0.568662495
551,551,1840121.869502279,5913978.52085261,-0.10952467
552,552,1840774.645742816,5913921.886800141,-0.506112529
553,553,1840069.760864023,5913931.850162631,0.557249999
554,554,1840169.846652184,5913929.022255339,-0.275974998
555,555,1840093.499795972,5913921.203432541,0.513587498
556,556,1840109.479195817,5913911.201093922,0.550808227
557,557,1839721.053554612,5913912.34855161,0.403443396
558,558,1839761.087578976,5913911.219306353,0.427183493
559,559,1839804.671002175,5913908.677763334,0.148188679
560,560,1839740.295379231,5913896.658765918,0.535966891
561,561,1839796.262843499,5913894.678198551,-0.013356261
562,562,1839290.355277371,5913957.092252919,1.335567623
563,563,1839274.558916329,5913864.488944026,1.212329116
564,564,1840411.517555915,5913832.404286624,-0.022075948
565,565,1840547.611822234,5913827.826122864,-0.050100005
566,566,1840571.564904089,5913828.719136816,-0.138671644
567,567,1840795.842266775,5913821.524254477,-0.101405062
568,568,1841124.261723826,5913817.200941937,-0.211826095
569,569,1840811.573278723,5913811.102381588,-0.00403704
570,570,1841131.844150328,5913802.021365973,-0.600950012
571,571,1839287.275527372,5913846.997484985,1.26115463
572,572,1840823.301099493,5913800.793753285,0.019424998
573,573,1841098.092769274,5913832.442245942,0.566099897
574,574,1839297.898289909,5913833.702187018,0.632740751
575,575,1840717.989763714,5913818.401970317,0.030974882
576,576,1841139.284956909,5913781.858153512,-0.185675022
577,577,1840845.04114374,5913782.979012838,0.130080568
578,578,1839275.447564587,5913828.200122179,1.415958746
579,579,1840858.483945977,5913769.867948915,-0.02953086
580,580,1841146.86777266,5913766.678309814,-0.458068756
581,581,1840866.208074982,5913759.672937431,-0.036775003
582,582,1841074.38297201,5913753.770455241,0.8587625
583,583,1840875.207847274,5913736.075101987,0.081
584,584,1841161.60817161,5913721.367042116,0.409123461
585,585,1841169.332079823,5913711.17162791,0.14735001
586,586,1839287.505661083,5913755.114715722,1.245163236
587,587,1839172.482937807,5913686.802160306,1.499967596
588,588,1840866.087425681,5913612.288617815,0.725633978
589,589,1841341.920937092,5913586.758127083,-0.252642863
590,590,1840861.122833955,5913580.244523099,0.041899999
591,591,1839203.210336725,5913607.118736752,1.547775017
592,592,1840852.692632072,5913565.519158224,0.261176095
593,593,1839490.88234393,5913579.064583354,0.184074997
594,594,1839194.362153375,5913577.439478233,0.931367105
595,595,1839498.60790162,5913568.870738921,0.201262503
596,596,1839186.075134065,5913567.696620232,1.026474991
597,597,1839177.788133147,5913557.95375497,1.100375006
598,598,1841339.534382618,5913496.837750843,-0.693135799
599,599,1839161.494715514,5913548.436206157,1.468772173
600,600,1839429.582149524,5913521.519649186,-0.223462972
601,601,1839409.024284874,5913511.739507958,0.292232136
602,602,1840809.976476443,5913471.955181138,-0.386950004
603,603,1841489.304163149,5913461.997398257,0.71545986
604,604,1840799.001635312,5913461.886524019,-0.211445382
605,605,1841128.330273378,5913461.757206469,1.116096233
606,606,1841518.798446767,5913428.08287449,0.702999994
607,607,1840789.113176377,5913442.61763813,-0.277490567
608,608,1841526.256802731,5913417.822194659,0.918666681
609,609,1840872.898083282,5913430.266580651,-0.404087497
610,610,1840856.744070621,5913425.736502806,-0.379425
611,611,1840760.243315609,5913413.506862747,0.264139234
612,612,1840864.326438632,5913410.557096238,-0.35348101
613,613,1840944.965065498,5913409.296346077,0.956357149
614,614,1841536.302695495,5913394.63264435,1.282062507
615,615,1840775.973647954,5913403.084934757,-0.327225006
616,616,1839340.072918114,5913440.322189865,0.630435139
617,617,1839358.286433037,5913423.182334348,0.806625
618,618,1840735.377000116,5913384.282592528,1.012271601
619,619,1840954.968584973,5913390.641210846,0.999666666
620,620,1840743.100946646,5913374.08720316,-0.269975
621,621,1841447.660165805,5913354.098026669,-0.805475003
622,622,1840823.023423101,5913366.834206396,-0.388150003
623,623,1840967.278798841,5913364.931126533,1.248429622
624,624,1841548.187454405,5913355.189099689,1.011367814
625,625,1839381.20268582,5913383.359770902,0.888499982
626,626,1840980.437917615,5913344.6540777,1.170518697
627,627,1839172.296499652,5913368.763737309,1.477607129
628,628,1840669.632392428,5913326.286638886,-0.39887654
629,629,1840709.663884857,5913325.153370735,-0.354891666
630,630,1839356.461408917,5913358.388969652,0.61288679
631,631,1840637.325003921,5913317.225833103,-0.44287499
632,632,1840994.80929621,5913473.779758958,0.872323685
633,633,1841014.288661084,5913310.235940672,0.739666669
634,634,1841029.890049405,5913307.774197213,0.464716981
635,635,1839388.085727064,5913343.261386154,0.837903858
636,636,1840605.017405084,5913308.164321627,-0.437799996
637,637,1840621.050550201,5913308.438114823,-0.439867924
638,638,1840662.719142986,5913308.525842212,-0.429541346
639,639,1841047.215523266,5913300.033957651,0.541125003
640,640,1841461.690288026,5913283.865167244,-0.480899992
641,641,1839307.722023487,5913334.821382607,0.78672499
642,642,1840588.722626002,5913298.649453335,-0.434275001
643,643,1840786.85921425,5913295.882202029,0.583277778
644,644,1839315.46800435,5913325.354548861,-0.240892847
645,645,1840540.402854689,5913290.041030314,-0.41793827
646,646,1840556.436234699,5913290.315124496,-0.428925931
647,647,1841084.667617731,5913274.818942906,0.891125022
648,648,1840526.159852494,5913274.371452757,-0.400149368
649,649,1840547.824189193,5913269.151502659,-0.414192298
650,650,1840783.749647801,5913311.289482449,-0.296387069
651,651,1840507.228737008,5913250.348125205,-0.374019224
652,652,1840583.016241524,5913238.603073856,-0.424756755
653,653,1840692.059934471,5913246.008355833,-0.010363089
654,654,1839273.571141856,5913266.1516045,0.880648154
655,655,1840562.900932082,5913229.748547018,-0.406296288
656,656,1840555.023894979,5913219.793676374,-0.395489793
657,657,1840666.393129365,5913223.706963871,0.70853504
658,658,1839155.330108394,5913258.992383782,1.49700001
659,659,1840438.068349868,5913213.12769755,-0.335699995
660,660,1840658.238231889,5913206.895182418,0.117024999
661,661,1840529.696114882,5913200.759496451,-0.366586208
662,662,1841316.904475118,5913277.413503001,0.825238978
663,663,1839167.096818258,5913230.942380803,1.460304322
664,664,1840417.347916135,5913188.773587513,-0.327450003
665,665,1839263.775853038,5913513.198314777,0.852710406
666,666,1840393.033857444,5913174.363404864,-0.321766234
667,667,1839177.351977166,5913208.165437965,1.081971419
668,668,1839215.885830293,5913197.540276255,1.263537034
669,669,1839185.104843221,5913189.133782671,1.490434828
670,670,1840484.120706298,5913141.640326094,-0.329232144
671,671,1841147.028662433,5913115.089395996,0.903000004
672,672,1841148.992590693,5913189.936635484,0.896007154
673,673,1839184.276578243,5913139.373904846,1.706409145
674,674,1841447.73581903,5913074.75920724,-0.514200011
675,675,1841161.729983132,5913091.607063299,0.999286685
676,676,1841181.325840109,5913057.545730607,0.560390946
677,677,1840366.911307483,5913066.392129336,-0.288920791
678,678,1841191.475036436,5913033.140575215,0.487311114
679,679,1841218.580436489,5913031.970795203,0.847654208
680,680,1841198.71586152,5913020.949411163,0.464318181
681,681,1841230.289541349,5913016.654449186,1.131567545
682,682,1840364.074284038,5913025.673138121,-0.257061212
683,683,1841212.331039797,5912998.08850114,0.458899475
684,684,1841222.585691398,5912972.167904943,0.521882344
685,685,1840366.644242841,5912987.746766072,-0.31966666
686,686,1841228.220155668,5912961.326654334,0.310088606
687,687,1841235.031087926,5912941.132530158,0.460687498
688,688,1841226.831429356,5912911.363052887,0.535000003
689,689,1841209.933251356,5912881.944687099,0.279215187
690,690,1841377.914138315,5912972.545693711,0.844016256
691,691,1840381.296948896,5912910.965510993,-0.404286942
692,692,1840372.193880721,5912872.857555331,-0.420833324
693,693,1841193.038388524,5912852.537893084,0.026822786
694,694,1841184.466489658,5912832.828748611,0.230974995
695,695,1841176.046866266,5912818.074780397,0.167364783
696,696,1841402.077512982,5912799.490932772,-0.021594604
697,697,1841183.334615454,5912792.955699666,0.900212495
698,698,1841190.330418217,5912763.029548558,0.934472743
699,699,1841181.636786888,5912733.146103685,0.536172845
700,700,1841430.538407999,5912722.425626281,-0.144843486
701,701,1841188.094022853,5912697.480685958,0.766045453
702,702,1841505.672793674,5912752.643343557,0.714498072
703,703,1841539.346041512,5912633.196732817,-0.770274999
704,704,1841635.004699478,5912624.218525227,0.479592852
705,705,1841643.013590167,5912610.095161282,0.705909094
706,706,1841554.648637752,5912607.821003498,-0.293303515
707,707,1841650.13006277,5912590.342749726,-0.188351862
708,708,1841209.697626213,5912592.681257504,-0.144325001
709,709,1841569.95119406,5912582.445284387,0.696550006
710,710,1841581.676195156,5912572.135541585,-0.01329998
711,711,1841665.574251918,5912569.950753156,-0.217745451
712,712,1841441.133346141,5912566.35586915,0.932296293
713,713,1841673.457378524,5912559.548816558,0.240935902
714,714,1841472.589153899,5912545.509197382,1.110509088
715,715,1841595.509621378,5912539.330359282,0.300625702
716,716,1841232.157750229,5912537.173861613,-0.279674995
717,717,1841692.855049043,5912525.45017484,0.472690539
718,718,1841230.884016059,5912492.316647852,-0.489962523
719,719,1841237.739691057,5912472.169358598,0.458285739
720,720,1841244.630494399,5912412.115836974,0.453323647
721,721,1841343.212753292,5912402.893427812,1.366255658
722,722,1841309.12274776,5912379.445891687,1.348879487
723,723,1841395.884542485,5912377.890227498,0.865900012
724,724,1841255.848608939,5912372.457313636,0.220852733
725,725,1841410.874417273,5912338.248530124,0.793249997
726,726,1841421.595073811,5912311.40688544,1.115000069
727,727,1841430.775111209,5912277.172745433,1.307999969
728,728,1841704.654979921,5912249.561208133,1.116205478
729,729,1841695.538129617,5912243.721153466,1.054133328
730,730,1841454.819854237,5912502.196471741,0.798703409
731,731,1841447.299505693,5912213.222964566,0.573666672
732,732,1841998.455007585,5912150.696369405,1.018520541
733,733,1842121.1314173,5912178.816977523,-0.182195396
734,734,1841893.733647936,5912091.558501287,-9999.0
735,735,1841995.45373285,5912116.482898713,-0.627397025
736,736,1841828.077759303,5912246.554675884,0.244416331
