OID,FID_,X,Y,BCE_Whanga
303,303,1834290.283136688,5930183.819719596,-0.148678567
304,304,1834269.782555159,5930174.205117669,-0.128931251
305,305,1837249.771730141,5930099.968465162,-0.353769225
306,306,1837387.480102436,5930093.156074969,-0.297207871
307,307,1835257.188256123,5930143.899880904,-0.168423785
308,308,1834345.580059203,5930157.163546288,-0.139307053
309,309,1834700.787338771,5930150.070146641,-0.260070674
310,310,1834677.962085412,5930113.711541167,-0.262880734
311,311,1834303.805899087,5930103.645978872,-0.139509093
312,312,1834417.040946138,5930137.895667754,-0.188228652
313,313,1834410.240155823,5930077.080584908,-0.241877774
314,314,1833990.282207143,5930080.658115153,-0.199870968
315,315,1834557.067411296,5930071.627446221,-0.249045357
316,316,1833973.537031619,5930062.416960386,-0.18889285
317,317,1834374.634836479,5930051.826523255,-0.18303637
318,318,1834567.479834046,5930046.131760815,-0.25069642
319,319,1834551.983009992,5929975.412644493,-0.251805551
320,320,1835182.660770865,5929944.630676296,-0.302701861
321,321,1833962.891699438,5929959.493014038,-0.159619875
322,322,1834878.457168885,5929928.800697591,-0.279475006
323,323,1836147.724559438,5930605.614666251,-0.272540795
324,324,1833166.751243987,5929915.294930778,-0.041833331
325,325,1835208.052291997,5929886.10511178,-0.299997057
326,326,1833203.171527406,5929904.708796841,-0.231181813
327,327,1835228.038867684,5929853.602367855,-0.309886948
328,328,1833146.47667737,5929886.305576088,-0.223613202
329,329,1833933.687398963,5929854.227347082,-0.086799998
330,330,1835235.381885895,5929818.486099287,-0.317506322
331,331,1833085.065679065,5929857.470916632,-0.137849995
332,332,1834383.806992788,5929794.819331417,-0.25106737
333,333,1834442.250099544,5929730.557889664,-0.259893076
334,334,1835269.779972362,5929743.043418247,-0.310704826
335,335,1835316.429757139,5929680.416377102,-0.366018521
336,336,1834477.2522671,5929689.695737806,-0.264462499
337,337,1835327.227470664,5929655.621922322,-0.385277776
338,338,1834460.077440121,5929670.216325504,-0.265333333
339,339,1835338.73043088,5929636.081493619,-0.39209375
340,340,1835421.245173396,5929638.847702923,-0.373165071
341,341,1834501.826186279,5929660.979166261,-0.269012022
342,342,1834197.082251335,5929968.232960352,-0.197219712
343,343,1835370.110805048,5929603.904512241,-0.398672126
344,344,1835357.238184711,5929585.492952657,-0.397561403
345,345,1835429.181652358,5929588.134648375,-0.446541276
346,346,1834979.350467219,5929597.532019358,-0.300285101
347,347,1835436.638621274,5929553.781313513,-0.322259262
348,348,1833863.371310482,5929557.093659909,-0.009333334
349,349,1833840.631614584,5929541.973808878,0.028175324
350,350,1835482.218676064,5929487.468481672,-0.170680854
351,351,1835456.273264524,5929509.814667001,-0.302444773
352,352,1834800.356609086,5929470.610392831,-0.294907395
353,353,1834792.08140398,5929461.589793898,-0.294787497
354,354,1835478.996683123,5929449.662307625,-0.260605884
355,355,1834775.765044843,5929452.062806706,-0.296091666
356,356,1833066.548703258,5929479.117312462,0.23161111
357,357,1835473.325488357,5929407.480487755,-0.360709342
358,358,1834794.16454577,5929391.353873192,-0.242238544
359,359,1833052.928302638,5929431.844711594,-0.170170398
360,360,1834834.035792515,5929725.218568391,-0.281524343
361,361,1834722.381023074,5929373.169244989,-0.217274473
362,362,1834682.307766464,5929359.532681727,-0.169000005
363,363,1835084.715069281,5929323.860849933,-0.245925938
364,364,1835102.591187517,5929293.241161592,-0.239163472
365,365,1835433.552399648,5929274.936074927,-0.403415092
366,366,1833030.546937236,5929330.269152907,-0.23597531
367,367,1834609.728908911,5929252.128558182,-0.172074776
368,368,1834322.548650218,5929246.381573424,-0.239358773
369,369,1835113.038041332,5929192.905923747,-0.231623652
370,370,1834560.142413991,5929183.136443303,-0.238990827
371,371,1835097.677728235,5929166.944479752,-0.078282054
372,372,1835489.78861548,5929228.000820507,-0.399035858
373,373,1834626.028666721,5929194.61416749,-0.161110403
374,374,1832914.427956374,5929193.055130571,-0.095539997
375,375,1834503.459877477,5929158.840031787,-0.008742703
