OID,FID_,X,Y,BCE_Otago_
874,874,1417090.449091499,4925237.450103273,-9999.0
875,875,1417118.522357893,4925238.072497927,-0.98951848
876,876,1418001.7695478,4925269.559269984,-9999.0
877,877,1418141.578171611,4925267.466259338,-9999.0
878,878,1419191.565808918,4925299.013808947,-9999.0
879,879,1420757.891730375,4925350.413134688,-9999.0
880,880,1420779.424433243,4925344.27953957,-9999.0
881,881,1417049.154752123,4925216.255029832,-9999.0
882,882,1418525.543317401,4925268.399122593,-9999.0
883,883,1418496.946683699,4925285.874187292,-9999.0
884,884,1420892.669332545,4925318.746544832,-9999.0
885,885,1417032.4435691,4925195.57956284,-0.938291746
886,886,1417573.273714374,4925211.70431006,-0.986588268
887,887,1418063.306837465,4925252.635225783,-9999.0
888,888,1421309.408960941,4925333.829811365,-0.938687262
889,889,1417950.659946536,4925212.591351116,-9999.0
890,890,1417981.616400243,4925218.802630604,-9999.0
891,891,1418013.332097844,4925214.634160175,-9999.0
892,892,1418041.914101951,4925215.267311133,-9999.0
893,893,1420651.92333481,4925291.440175368,-9999.0
894,894,1420672.864542008,4925292.045255506,-9999.0
895,895,1416973.547273926,4925174.069884664,-9999.0
896,896,1416991.149695617,4925174.384089221,-0.96384472
897,897,1418470.536576607,4925223.132846324,-9999.0
898,898,1417993.437297559,4925199.431594384,-9999.0
899,899,1418052.314576141,4925200.588856192,-9999.0
900,900,1418441.124277062,4925211.392721772,-9999.0
901,901,1415654.850937344,4925119.853605417,-9999.0
902,902,1416958.015283932,4925151.365328495,-0.905304101
903,903,1420094.648346028,4925235.357276934,-9999.0
904,904,1416921.723612935,4925132.380519247,-0.948105276
905,905,1418154.986963205,4925148.86379943,-9999.0
906,906,1420624.93766944,4925267.947177195,-9999.0
907,907,1420653.942082646,4925221.577825307,-9999.0
908,908,1420678.871309304,4925222.675309368,-9999.0
909,909,1421100.834148624,4925234.270363749,-0.686728574
910,910,1421185.599322953,4925317.531775958,-0.79292761
911,911,1416853.949982486,4925100.9959538,-9999.0
912,912,1416897.042871193,4925108.252881493,-0.883330077
913,913,1417804.762869122,4925139.808673603,-9999.0
914,914,1418262.633347209,4925322.078280086,-9999.0
915,915,1419872.435553689,4925188.957234709,-9999.0
916,916,1415733.207927953,4925069.952444199,-0.897614293
917,917,1416874.838981876,4925091.041280837,-0.923488376
918,918,1417983.598757768,4925165.478232301,-9999.0
919,919,1418092.761124067,4925126.652804502,-9999.0
920,920,1418144.833345135,4925129.050223415,-9999.0
921,921,1418375.18316649,4925135.795454646,-9999.0
922,922,1417594.449161389,4925102.825419906,-9999.0
923,923,1418134.935354041,4925117.899868445,-9999.0
924,924,1416830.239056256,4925075.388187368,-0.990000069
925,925,1417142.537305029,4925144.255650912,-0.940534724
926,926,1417447.189978347,4925088.929451006,-0.998000026
927,927,1418065.842541575,4925110.561758682,-9999.0
928,928,1417995.903002568,4925094.256143728,-9999.0
929,929,1416779.177646356,4925056.187239972,-0.973200043
930,930,1417305.150823441,4925063.972074452,-0.987307672
931,931,1417850.858208592,4925080.542022727,-9999.0
932,932,1416737.053004685,4925037.611132716,-9999.0
933,933,1419898.216280836,4925128.423554226,-9999.0
934,934,1416747.471669598,4925027.347705801,-0.941219535
935,935,1416975.988172315,4925040.156968629,-0.87478176
936,936,1417616.856463557,4925053.53918968,-9999.0
937,937,1420297.265286639,4925131.728502958,-0.712063844
938,938,1416719.845497732,4925016.542884143,-0.996999979
939,939,1417349.454981934,4925025.850209462,-0.991245277
940,940,1415655.271738699,4924963.147566655,-0.822023831
941,941,1415743.504377379,4924957.665666921,-9999.0
942,942,1417478.425951119,4925009.513760251,-9999.0
943,943,1419674.444285416,4925073.861532961,-9999.0
944,944,1416658.051442452,4924974.96640487,-9999.0
945,945,1417345.293878047,4925000.329352442,-0.992173918
946,946,1415723.156525905,4924937.083267799,-9999.0
947,947,1417807.080580759,4924999.192769667,-9999.0
948,948,1419587.022256258,4925051.190485767,-9999.0
949,949,1417134.508307678,4924977.408762765,-0.992999991
950,950,1417377.608495669,4924975.794140462,-9999.0
951,951,1417418.600920433,4925017.29766379,-0.98949998
952,952,1417479.306504234,4924979.572770109,-9999.0
953,953,1417747.54438856,4924987.078575039,-9999.0
954,954,1418470.406062937,4925011.132164769,-9999.0
955,955,1420475.299669269,4925092.395503369,-0.717770548
956,956,1415700.959230019,4924921.138256488,-9999.0
957,957,1415765.481887972,4924923.356208019,-0.857000045
958,958,1416644.979722076,4924949.402771942,-0.978285679
959,959,1417329.029165064,4924964.785177551,-0.989000022
960,960,1417538.433314694,4924970.94524748,-9999.0
961,961,1416579.457185291,4924933.065081213,-9999.0
962,962,1416596.561137874,4924932.988525691,-9999.0
963,963,1416624.481639342,4924933.813569373,-9999.0
964,964,1417159.779503522,4924978.377246152,-0.988625834
965,965,1417299.289514488,4924958.699667037,-9999.0
966,966,1417706.552659593,4924965.487072947,-9999.0
967,967,1416589.875965404,4924922.80191482,-9999.0
968,968,1417333.604620742,4924945.319082415,-0.992999971
969,969,1417878.053713365,4924961.320197764,-9999.0
970,970,1415840.156219758,4924891.192702195,-9999.0
971,971,1416538.166503101,4924911.866496148,-9999.0
972,972,1416562.250507167,4924911.996369896,-0.98857138
973,973,1415617.059769324,4924904.410253499,-9999.0
974,974,1416520.960023305,4924890.797672118,-9999.0
975,975,1417387.741828035,4924920.775777964,-9999.0
976,976,1417749.302916163,4924927.196587139,-9999.0
977,977,1418217.271310797,4924940.511904385,-9999.0
978,978,1417335.444143804,4924919.396159929,-0.985666659
979,979,1418168.692730384,4924919.520689283,-9999.0
980,980,1418194.659108563,4924922.638547036,-9999.0
981,981,1416585.76184383,4924863.480912394,-0.805960523
982,982,1418158.539507651,4924899.707120025,-9999.0
983,983,1417314.202095216,4924870.548095712,-9999.0
984,984,1417799.921567118,4924868.749274589,-9999.0
985,985,1418198.353042378,4924881.123356845,-9999.0
986,986,1416460.303293827,4924824.075186592,-0.888793148
987,987,1416980.562026921,4924835.027661238,-0.992785731
988,988,1418271.061208497,4924877.673195886,-9999.0
989,989,1415511.22209663,4924780.949513556,-9999.0
990,990,1417402.64802089,4924837.095016736,-9999.0
991,991,1415501.048830777,4924770.657917924,-9999.0
992,992,1417340.121847972,4924825.265994053,-9999.0
993,993,1415581.61515928,4924763.063510505,-9999.0
994,994,1416403.333588523,4924787.428303266,-9999.0
995,995,1417281.247541024,4924812.991074951,-9999.0
996,996,1417340.882221601,4924804.377203234,-9999.0
997,997,1415421.669633969,4924738.329982782,-9999.0
998,998,1416434.270523079,4924768.365366154,-9999.0
999,999,1417738.207176177,4924851.347466093,-9999.0
1000,1000,1416820.575611538,4924786.913375357,-0.989640818
1001,1001,1416842.036575011,4924769.842580175,-9999.0
1002,1002,1417226.447721693,4924777.867342046,-9999.0
1003,1003,1417261.326001276,4924777.790967548,-9999.0
1004,1004,1417711.368768887,4924780.468905288,-9999.0
1005,1005,1416344.052270815,4924725.944628488,-9999.0
1006,1006,1419153.961146344,4924808.843799639,-9999.0
1007,1007,1417102.163527018,4924738.722653516,-9999.0
1008,1008,1416324.069086261,4924697.925515749,-9999.0
1009,1009,1419064.167324584,4924751.01476657,-9999.0
1010,1010,1419668.842312558,4924774.547877305,-0.66248953
1011,1011,1415446.171267597,4924619.188828477,-9999.0
1012,1012,1415369.541844923,4924611.914776003,-9999.0
1013,1013,1415490.483398424,4924618.442860542,-9999.0
1014,1014,1415516.711124468,4924596.313443931,-9999.0
1015,1015,1419655.716906022,4924713.191807945,-0.582791674
1016,1016,1416675.948612623,4924615.479960517,-9999.0
1017,1017,1417496.266158061,4924640.44674546,-9999.0
1018,1018,1417517.205462105,4924641.062536794,-9999.0
1019,1019,1415524.432649499,4924571.57011595,-9999.0
1020,1020,1417437.330380616,4924617.948324347,-9999.0
1021,1021,1417496.85320394,4924620.486075751,-9999.0
1022,1022,1419028.666811776,4924690.386277729,-9999.0
1023,1023,1415385.512778249,4924554.116952648,-9999.0
1024,1024,1415535.347301132,4924556.910857514,-9999.0
1025,1025,1416433.823466683,4924583.161241016,-9999.0
1026,1026,1416461.406126652,4924580.110669397,-9999.0
1027,1027,1416492.909867211,4924584.675533107,-9999.0
1028,1028,1418927.992513673,4924652.422079641,-9999.0
1029,1029,1415486.923956524,4924540.835397088,-9999.0
1030,1030,1416627.967026774,4924574.515797471,-9999.0
1031,1031,1416666.853296773,4924576.041973652,-9999.0
1032,1032,1419008.124038643,4924646.933219163,-9999.0
1033,1033,1415511.660031044,4924531.233779564,-9999.0
1034,1034,1415570.634864674,4924540.615952934,-9999.0
1035,1035,1415631.837588884,4924542.297443192,-9999.0
1036,1036,1416635.544578406,4924564.340958961,-9999.0
1037,1037,1415436.665815904,4924551.63021305,-9999.0
1038,1038,1417396.323797532,4924577.195579171,-9999.0
1039,1039,1415606.330942077,4924519.063987682,-0.445190492
1040,1040,1415704.493401597,4924524.409385341,-9999.0
1041,1041,1416635.831488999,4924544.781048297,-9999.0
1042,1042,1417068.866348102,4924547.572899793,-9999.0
1043,1043,1417396.911176402,4924557.234908391,-9999.0
1044,1044,1417458.084533958,4924564.266276147,-9999.0
1045,1045,1415534.114289206,4924497.896101518,-9999.0
1046,1046,1415577.301247611,4924496.649993126,-9999.0
1047,1047,1415737.740242086,4924504.56222443,-9999.0
1048,1048,1416647.38861447,4924525.521638917,-9999.0
1049,1049,1417460.315452685,4924539.122428088,-9999.0
1050,1050,1417478.262438711,4924540.027530126,-9999.0
1051,1051,1415440.921634309,4924482.514218125,-9999.0
1052,1052,1415597.047763219,4924478.831548118,-0.692450024
1053,1053,1419188.232783041,4924579.169812744,-9999.0
1054,1054,1417377.147042009,4924516.69736023,-9999.0
1055,1055,1415474.921581642,4924456.764933117,-9999.0
1056,1056,1416470.090108321,4924479.946864799,-9999.0
1057,1057,1416554.153811562,4924479.689772964,-9999.0
1058,1058,1417339.844475121,4924495.998635337,-9999.0
1059,1059,1415577.443637909,4924433.297764543,-9999.0
1060,1060,1415735.965866786,4924440.764603036,-9999.0
1061,1061,1419420.640231532,4924526.934559903,-0.667204297
1062,1062,1419572.337461157,4924539.723486329,-0.549014026
1063,1063,1415494.578779234,4924400.866903742,-9999.0
1064,1064,1416520.471655513,4924447.589193273,-9999.0
1065,1065,1416590.218628756,4924433.553454599,-9999.0
1066,1066,1416740.777046938,4924438.379008882,-9999.0
1067,1067,1417350.105410982,4924977.514308599,-0.921688555
1068,1068,1415534.785435864,4924399.565023511,-9999.0
1069,1069,1416767.173613736,4924430.977408577,-9999.0
1070,1070,1418991.480394511,4924494.075799604,-9999.0
1071,1071,1416790.223352517,4924419.861068901,-9999.0
1072,1072,1416340.135958849,4924386.200171441,-0.983565232
1073,1073,1416131.046158215,4924370.0187706,-9999.0
1074,1074,1416499.511555281,4924398.913268437,-0.977401753
1075,1075,1416817.209044788,4924392.498590285,-9999.0
1076,1076,1416613.222081266,4924364.309976583,-9999.0
1077,1077,1416653.026025928,4924375.762634581,-9999.0
1078,1078,1416443.017716078,4924349.665391249,-9999.0
1079,1079,1416522.783890659,4924351.647365997,-9999.0
1080,1080,1416703.798476624,4924361.217874546,-9999.0
1081,1081,1416848.465671029,4924364.341868674,-9999.0
1082,1082,1416564.644661852,4924359.570324431,-0.97410003
1083,1083,1416422.669847652,4924329.085275669,-9999.0
1084,1084,1416613.950161388,4924328.59591506,-9999.0
1085,1085,1416418.185334185,4924299.274765096,-9999.0
1086,1086,1416972.800507398,4924332.127660662,-9999.0
1087,1087,1416664.142709808,4924295.891374028,-9999.0
1088,1088,1416707.266705428,4924297.695432247,-9999.0
1089,1089,1417082.907119436,4924308.250584442,-9999.0
1090,1090,1416625.675386507,4924290.13015232,-9999.0
1091,1091,1416085.739493438,4924248.80681833,-9999.0
1092,1092,1416714.177812285,4924257.41339111,-9999.0
1093,1093,1419625.014150652,4924332.521145417,-0.328173916
1094,1094,1416609.320518107,4924237.442375125,-9999.0
1095,1095,1415975.253575427,4924205.574471233,-9999.0
1096,1096,1416038.071032689,4924212.226959826,-9999.0
1097,1097,1416637.345020499,4924224.236411832,-9999.0
1098,1098,1418917.830000373,4924282.538430509,-9999.0
1099,1099,1416018.38179557,4924186.670387451,-9999.0
1100,1100,1415676.18350304,4924166.52482031,-9999.0
1101,1101,1416667.386549357,4924186.107661409,-9999.0
1102,1102,1415684.582513684,4924142.585039825,-9999.0
1103,1103,1416556.30818024,4924162.846420457,-9999.0
1104,1104,1416577.536763433,4924163.474026357,-9999.0
1105,1105,1416598.183741373,4924164.084367822,-9999.0
1106,1106,1416747.932895184,4924173.607587649,-9999.0
1107,1107,1416605.7609025,4924153.909572197,-9999.0
1108,1108,1416567.371114285,4924147.985052493,-9999.0
1109,1109,1418797.53702539,4924208.317714516,-9999.0
1110,1110,1418998.883008483,4924227.243293104,-0.816906662
1111,1111,1415618.639055754,4924104.880142884,-9999.0
1112,1112,1415646.704226811,4924100.719536862,-9999.0
1113,1113,1416568.455076999,4924123.626484163,-9999.0
1114,1114,1416588.589887485,4924128.943114552,-9999.0
1115,1115,1416648.218293372,4924125.606927342,-9999.0
1116,1116,1418787.846277642,4924188.843858861,-9999.0
1117,1117,1418834.252425243,4924180.36299869,-9999.0
1118,1118,1415944.873446583,4924099.817074879,-9999.0
1119,1119,1416750.504228018,4924109.027877369,-9999.0
1120,1120,1416018.692533314,4924095.734396555,-9999.0
1121,1121,1416709.21874418,4924087.830268927,-9999.0
1122,1122,1416409.705050801,4924058.996651682,-9999.0
1123,1123,1416660.687948688,4924094.981584314,-9999.0
1124,1124,1418750.293376417,4924132.749703009,-9999.0
1125,1125,1415945.6896032,4924029.683108547,-9999.0
1126,1126,1416084.976350633,4924043.802678913,-9999.0
1127,1127,1416735.574788611,4924048.805454404,-9999.0
1128,1128,1416784.428672273,4924050.248311992,-9999.0
1129,1129,1418751.295096786,4924107.488155378,-9999.0
1130,1130,1416410.083380657,4924023.772933743,-9999.0
1131,1131,1416805.301396304,4924015.168139563,-9999.0
1132,1132,1416163.669111238,4923981.205684619,-0.781237653
1133,1133,1415568.736640439,4923956.317051844,-9999.0
1134,1134,1416442.230276601,4923978.133429172,-9999.0
1135,1135,1416150.450347338,4923955.841240547,-0.886276939
1136,1136,1416417.488190901,4923939.510837726,-9999.0
1137,1137,1415678.391358171,4923905.248202344,-9999.0
1138,1138,1415712.104914321,4923897.885000738,-9999.0
1139,1139,1418857.743906284,4923997.214446122,-0.760301882
1140,1140,1415621.674668787,4923885.209014473,-9999.0
1141,1141,1415642.589975614,4923886.558936799,-9999.0
1142,1142,1416274.209096738,4923904.567356346,-9999.0
1143,1143,1416525.650458987,4923932.99147736,-9999.0
1144,1144,1415517.258339589,4923891.077216663,-9999.0
1145,1145,1415596.217243449,4923879.213747415,-9999.0
1146,1146,1418772.629201462,4923967.480397196,-0.925095737
1147,1147,1416174.114230569,4923881.624159753,-0.663136362
1148,1148,1418297.818396195,4923961.405154938,-9999.0
1149,1149,1415566.5845927,4923858.598642949,-9999.0
1150,1150,1416388.438004043,4923870.554734405,-9999.0
1151,1151,1415445.771536159,4923836.206669915,-9999.0
1152,1152,1416147.440236428,4923868.84684555,-0.815777791
1153,1153,1418213.434481832,4923912.481944793,-9999.0
1154,1154,1415404.294128596,4923826.081368252,-0.061703758
1155,1155,1415513.893072076,4923825.09883019,-9999.0
1156,1156,1417033.042922145,4923867.263521093,-9999.0
1157,1157,1418764.116368673,4923917.664590429,-0.913208326
1158,1158,1415466.073408517,4923811.822763938,-9999.0
1159,1159,1415489.878009482,4923820.950544732,-9999.0
1160,1160,1418791.734904377,4923923.670629743,-0.778927032
1161,1161,1415424.780709245,4923799.812474385,-9999.0
1162,1162,1416463.040963076,4923867.210048059,-9999.0
1163,1163,1416985.073788741,4923835.881550848,-9999.0
1164,1164,1418757.860769382,4923887.720091894,-0.726130436
1165,1165,1418256.105463919,4923853.26863791,-9999.0
1166,1166,1416466.53085054,4923790.972866057,-9999.0
1167,1167,1418209.085198445,4923801.741567082,-9999.0
1168,1168,1416258.643494669,4923734.873790429,-9999.0
1169,1169,1418149.776693962,4923783.488810579,-9999.0
1170,1170,1418318.336215879,4923764.319773962,-0.970320769
1171,1171,1416148.165996127,4923691.64426796,-9999.0
1172,1172,1418173.773926009,4923753.195804432,-9999.0
1173,1173,1418241.849906286,4923792.797037141,-9999.0
1174,1174,1416378.561364151,4923682.902316301,-9999.0
1175,1175,1418212.338218011,4923739.146026853,-9999.0
1176,1176,1418088.33327549,4923723.593928143,-9999.0
1177,1177,1416658.028296076,4923666.861881819,-9999.0
1178,1178,1418109.597929159,4923709.591723209,-9999.0
1179,1179,1418608.84303542,4923723.747687241,-0.843061217
1180,1180,1416410.412244739,4923647.228095297,-9999.0
1181,1181,1418087.285724991,4923691.651874524,-9999.0
1182,1182,1416615.678578346,4923649.95710883,-9999.0
1183,1183,1416802.243870971,4923640.693489445,-9999.0
1184,1184,1416841.124262156,4923642.218736992,-9999.0
1185,1185,1418090.598220397,4923668.994361595,-9999.0
1186,1186,1416739.573853987,4923623.084981357,-9999.0
1187,1187,1418069.954942057,4923658.400065398,-9999.0
1188,1188,1417361.724483555,4923616.824626666,-9999.0
1189,1189,1417553.645705124,4923639.557020906,-9999.0
1190,1190,1417600.975417437,4923608.503183987,-9999.0
1191,1191,1418550.730686239,4923631.943398228,-0.609240954
1192,1192,1415875.711082251,4923542.093514084,-0.764571484
1193,1193,1417383.823497094,4923577.928926529,-9999.0
1194,1194,1417662.515477309,4923590.347396246,-9999.0
1195,1195,1417743.717959868,4923588.890235538,-9999.0
1196,1196,1416264.209265205,4923534.674604798,-9999.0
1197,1197,1416292.4697604,4923536.093628023,-9999.0
1198,1198,1416398.218549375,4923558.272860004,-9999.0
1199,1199,1417491.016462511,4923597.509459643,-9999.0
1200,1200,1417621.388507884,4923574.928837688,-9999.0
1201,1201,1416337.734602834,4923509.033950594,-9999.0
1202,1202,1417637.473306419,4923545.964789991,-9999.0
1203,1203,1417933.311222429,4923554.501782608,-9999.0
1204,1204,1417133.629910414,4923518.75363555,-9999.0
1205,1205,1417847.415394505,4923532.155081675,-9999.0
1206,1206,1417818.542876425,4923527.43128512,-9999.0
1207,1207,1416424.898114487,4923488.927250251,-9999.0
1208,1208,1417059.432508207,4923488.98879724,-9999.0
1209,1209,1417913.547444497,4923513.96589228,-9999.0
1210,1210,1417934.482906891,4923514.580380789,-9999.0
1211,1211,1416863.376800582,4923462.695693513,-9999.0
1212,1212,1416899.516512186,4923464.292548624,-9999.0
1213,1213,1417935.068751823,4923494.619679091,-9999.0
1214,1214,1418491.999452881,4923500.369611843,-0.618979158
1215,1215,1416535.979425007,4923433.043159854,-9999.0
1216,1216,1416962.986970752,4923462.118771417,-9999.0
1217,1217,1415608.592633902,4923411.044390117,-9999.0
1218,1218,1416564.47908504,4923423.896923573,-9999.0
1219,1219,1416864.555400545,4923422.774299499,-9999.0
1220,1220,1415642.558757971,4923388.07489223,-9999.0
1221,1221,1415863.30405987,4923392.928510747,-9999.0
1222,1222,1416540.79814888,4923410.66049477,-9999.0
1223,1223,1418812.292172314,4923506.688935979,-0.223999449
1224,1224,1415556.836953249,4923364.193118729,-9999.0
1225,1225,1415522.10373413,4923357.817739967,-9999.0
1226,1226,1418076.686952249,4923428.85199827,-9999.0
1227,1227,1416258.906392551,4923364.907641632,-9999.0
1228,1228,1418765.920454264,4923438.456423331,-0.272399995
1229,1229,1416566.191999257,4923343.83011448,-9999.0
1230,1230,1418038.979099816,4923387.413051833,-9999.0
1231,1231,1415837.760870034,4923312.257047787,-0.953999996
1232,1232,1415487.289252445,4923295.274195362,-9999.0
1233,1233,1415569.084873271,4923288.721548862,-9999.0
1234,1234,1414481.969260587,4923221.909466994,-9999.0
1235,1235,1415566.290343246,4923254.245397702,-9999.0
1236,1236,1415825.078350497,4923269.849335818,-0.408000045
1237,1237,1416861.341211874,4923303.391100846,-9999.0
1238,1238,1414526.930054323,4923217.856989764,-9999.0
1239,1239,1415789.286174954,4923243.121125209,-0.516065575
1240,1240,1416841.062218646,4923272.244893213,-9999.0
1241,1241,1415704.05578743,4923228.372691457,0.012864845
1242,1242,1416042.462452453,4923267.456315627,-9999.0
1243,1243,1414419.678364135,4923199.728906952,-0.462347874
1244,1244,1414480.020212214,4923182.476143148,-9999.0
1245,1245,1414639.757255777,4923196.322698614,-9999.0
1246,1246,1415662.482977281,4923217.148182418,-9999.0
1247,1247,1416328.483931389,4923237.571663946,-9999.0
1248,1248,1416552.22779278,4923249.334728739,-9999.0
1249,1249,1416886.011391708,4923262.809056297,-9999.0
1250,1250,1416910.982314267,4923258.551658534,-9999.0
1251,1251,1417086.335287766,4923249.310581123,-9999.0
1252,1252,1418034.880982671,4923284.271816328,-9999.0
1253,1253,1414547.041010006,4923170.462196875,-9999.0
1254,1254,1415492.768788832,4923220.222724624,-9999.0
1255,1255,1414390.199281575,4923149.821142681,-9999.0
1256,1256,1415890.510171894,4923194.535286919,-9999.0
1257,1257,1416531.701025369,4923218.25544558,-9999.0
1258,1258,1414571.930558392,4923145.267399919,-9999.0
1259,1259,1414689.625450538,4923151.480505281,-9999.0
1260,1260,1415872.863321387,4923183.645129906,-9999.0
1261,1261,1416029.590661395,4923208.38561471,-9999.0
1262,1262,1418061.021095252,4923248.591620864,-9999.0
1263,1263,1418782.916770976,4923269.142130458,-0.203043472
1264,1264,1416858.077962016,4923212.165920054,-9999.0
1265,1265,1414436.554903791,4923137.934179955,-9999.0
1266,1266,1414642.308841013,4923127.392448178,-9999.0
1267,1267,1415446.549593506,4923166.001323137,-9999.0
1268,1268,1416025.945947258,4923168.911608636,-9999.0
1269,1269,1416340.992430104,4923177.545709928,-9999.0
1270,1270,1414593.833719349,4923114.705710295,-9999.0
1271,1271,1414598.017039445,4923174.381884002,-9999.0
1272,1272,1414701.066425478,4923118.576769399,-9999.0
1273,1273,1415413.194509845,4923140.015195386,-9999.0
1274,1274,1414412.626961176,4923100.545833661,-9999.0
1275,1275,1414663.839744998,4923108.057324442,-9999.0
1276,1276,1418811.849887086,4923235.026305539,-0.225235718
1277,1277,1414681.085707541,4923098.206169279,-9999.0
1278,1278,1414723.084189917,4923099.984381034,-9999.0
1279,1279,1416544.040831368,4923169.458097297,-9999.0
1280,1280,1416614.025843805,4923155.65691594,-9999.0
1281,1281,1417060.625868678,4923168.844973315,-9999.0
1282,1282,1418581.50013092,4923213.309912478,-0.595934775
1283,1283,1418795.346334436,4923247.567509384,-0.238588108
1284,1284,1414308.552558469,4923077.452348519,-9999.0
1285,1285,1414702.253480356,4923095.88928185,-9999.0
1286,1286,1414774.796684111,4923091.082754056,-9999.0
1287,1287,1415944.422061149,4923125.8341206,-9999.0
1288,1288,1416823.81576254,4923151.662093458,-9999.0
1289,1289,1418624.018201502,4923204.769311777,-0.598340439
1290,1290,1415441.029320016,4923124.815916152,-9999.0
1291,1291,1416534.865496643,4923133.714981951,-9999.0
1292,1292,1416782.090465596,4923140.645505762,-9999.0
1293,1293,1414285.774913385,4923105.380235258,-0.72533335
1294,1294,1414723.848813203,4923069.515939147,-9999.0
1295,1295,1414242.962698012,4923044.733554053,-9999.0
1296,1296,1414702.759631995,4923063.117406948,-9999.0
1297,1297,1415945.310537596,4923095.893070295,-9999.0
1298,1298,1416514.521672515,4923113.135029315,-9999.0
1299,1299,1416531.469202348,4923113.259165144,-9999.0
1300,1300,1416552.40344202,4923113.878357175,-9999.0
1301,1301,1416807.804452992,4923137.911173275,-9999.0
1302,1302,1414681.630618477,4923060.183934404,-9999.0
1303,1303,1414712.557577379,4923048.995275921,-9999.0
1304,1304,1415463.175509548,4923083.485805109,-9999.0
1305,1305,1414254.222100902,4923025.879073089,-9999.0
1306,1306,1416494.177985203,4923092.555005638,-9999.0
1307,1307,1416615.344547358,4923099.982092095,-9999.0
1308,1308,1414222.168863668,4923018.773320516,-9999.0
1309,1309,1414709.91030595,4923031.837780687,-9999.0
1310,1310,1415406.962824936,4923062.221843786,-9999.0
1311,1311,1415505.906865562,4923056.877119992,-9999.0
1312,1312,1415988.527108922,4923104.711642629,-9999.0
1313,1313,1414293.000339315,4922996.695181501,-9999.0
1314,1314,1414725.637578693,4923009.633854857,-9999.0
1315,1315,1414787.102147375,4923025.869112516,-9999.0
1316,1316,1415990.975402039,4923049.17525543,-9999.0
1317,1317,1418629.751810398,4923129.896695463,-0.60267142
1318,1318,1414314.23319057,4922987.341595153,-9999.0
1319,1319,1415912.052678176,4923044.755516498,-9999.0
1320,1320,1416494.717585535,4923062.021670745,-9999.0
1321,1321,1418204.333688187,4923112.366561438,-9999.0
1322,1322,1414136.323553814,4922982.702733818,-9999.0
1323,1323,1414744.813735774,4922993.301006882,-9999.0
1324,1324,1414796.674116233,4922991.572070817,-9999.0
1325,1325,1414817.121025361,4922991.454206675,-9999.0
1326,1326,1415432.380558778,4923016.515365987,-9999.0
1327,1327,1418184.916237568,4923072.423697947,-9999.0
1328,1328,1418629.059637361,4923075.591142977,-0.498153296
1329,1329,1414350.619051847,4922943.274149941,-9999.0
1330,1330,1414786.900828132,4922950.975302058,-9999.0
1331,1331,1415930.817789907,4922990.681062399,-9999.0
1332,1332,1415976.479435299,4923001.810483846,-9999.0
1333,1333,1413927.910193668,4922922.837455082,-0.86937619
1334,1334,1413939.346844952,4922916.694428607,-0.990000054
1335,1335,1418401.207734919,4923043.891403858,-9999.0
1336,1336,1418440.288708139,4923044.361097297,-9999.0
1337,1337,1415928.523050918,4922955.546910758,-9999.0
1338,1338,1415967.399243301,4922957.07775825,-9999.0
1339,1339,1416717.028249918,4922978.898201359,-9999.0
1340,1340,1413914.274407154,4922879.418728705,-0.729116514
1341,1341,1413996.537253116,4922867.939682762,-9999.0
1342,1342,1414017.048230104,4922873.868112272,-9999.0
1343,1343,1415413.428776104,4922923.687597412,-9999.0
1344,1344,1415929.411651746,4922925.60585395,-9999.0
1345,1345,1416477.673526432,4922942.230321507,-9999.0
1346,1346,1418668.238998372,4923011.07406865,-0.601333345
1347,1347,1413926.70054954,4922855.650666713,-0.872452402
1348,1348,1416537.07389584,4922933.621411641,-9999.0
1349,1349,1416694.262531876,4922948.427781077,-9999.0
1350,1350,1418097.4756357,4922982.654987954,-9999.0
1351,1351,1418839.4834224,4923001.299785513,-0.284653062
1352,1352,1414377.92688669,4922859.764597612,-9999.0
1353,1353,1414088.147256179,4922840.718480804,-9999.0
1354,1354,1417786.409855181,4922950.473364057,-9999.0
1355,1355,1415418.22263915,4922870.833916048,-9999.0
1356,1356,1416512.282849067,4922911.636847769,-9999.0
1357,1357,1418735.69576021,4922973.090342713,-0.391436755
1358,1358,1418289.530467603,4922945.779736008,-9999.0
1359,1359,1418693.63782461,4922954.008305592,-0.581292582
1360,1360,1418718.834551502,4922952.619770151,-0.509974912
1361,1361,1416517.621069355,4922873.111422432,-9999.0
1362,1362,1418269.342531627,4922924.686874312,-9999.0
1363,1363,1418289.985228917,4922925.291698685,-9999.0
1364,1364,1418740.205562083,4922938.26104778,-0.465414281
1365,1365,1414088.909018895,4922798.92406005,-9999.0
1366,1366,1414340.843718182,4922798.341670508,-9999.0
1367,1367,1416389.324694432,4922859.702648277,-9999.0
1368,1368,1418708.951265177,4922932.353114422,-0.573812952
1369,1369,1415976.772117042,4922863.812889673,-9999.0
1370,1370,1418730.322234895,4922917.994426956,-0.626442868
1371,1371,1418794.218442298,4922920.596449958,-0.341690647
1372,1372,1418741.080602392,4922908.31996531,-0.584464281
1373,1373,1414299.873456704,4922767.147174282,-9999.0
1374,1374,1415970.22224223,4922824.354711028,-9999.0
1375,1375,1416599.544062924,4922835.955357807,-9999.0
1376,1376,1417675.37547271,4922873.782297842,-9999.0
1377,1377,1417701.22928608,4922873.156959856,-9999.0
