OID,FID_,X,Y,BCE_Tauran
2361,2361,1860705.974524969,5839016.064171557,-0.713999987
2362,2362,1861198.680672692,5838986.579016961,-0.207990828
2363,2363,1862297.640177991,5838951.108430536,-0.713999987
2364,2364,1863026.350063183,5838943.166694373,-0.713999987
2365,2365,1863131.008615496,5838925.129884604,-0.713999987
2366,2366,1863180.311947535,5838938.237141168,-0.713999987
2367,2367,1863535.781855321,5838912.279687645,-0.713999987
2368,2368,1863719.406412004,5838923.180431888,-0.713999987
2369,2369,1859822.54199269,5839031.326673273,-0.414299998
2370,2370,1860021.055739964,5839035.8023417,-0.415055125
2371,2371,1860487.626001638,5838999.102258995,-0.380170204
2372,2372,1862317.43972989,5838941.295282927,-0.713999987
2373,2373,1863087.300378004,5838916.913364724,-0.713999987
2374,2374,1867059.056838992,5838789.611739081,-0.713999987
2375,2375,1861736.881309324,5838949.745895407,-0.713999987
2376,2376,1862137.958348521,5838936.61277127,-0.713999987
2377,2377,1862221.884177784,5838934.336912712,-0.713999987
2378,2378,1862264.959034726,5838961.769589056,-0.713999987
2379,2379,1862328.756417004,5838930.165054178,-0.713999987
2380,2380,1860524.18486685,5838986.516004244,-0.36531638
2381,2381,1862344.327617561,5838920.108723729,-0.713999987
2382,2382,1862367.806965254,5838919.3660965,-0.713999987
2383,2383,1859407.124648286,5839002.504985915,-0.172735851
2384,2384,1859641.238310431,5839000.273898694,-0.356746479
2385,2385,1861719.612267291,5838935.191407183,-0.713999987
2386,2386,1862614.266007973,5838901.379210824,-0.713999987
2387,2387,1862673.884372933,5838907.340097872,-0.713999987
2388,2388,1863116.447539757,5838902.65219003,-0.713999987
2389,2389,1863546.679878464,5838872.391030551,-0.713999987
2390,2390,1860357.34146731,5838987.59015251,-0.349387095
2391,2391,1862046.332201947,5838909.945740893,-0.713999987
2392,2392,1862625.287746636,5838891.401383473,-0.713999987
2393,2393,1863124.855121775,5838874.633576107,-0.713999987
2394,2394,1862664.21095342,5838880.51405653,-0.713999987
2395,2395,1863036.825280211,5838892.530290523,-0.713999987
2396,2396,1862316.059200748,5838903.485404564,-0.713999987
2397,2397,1862652.251677852,5838870.029416766,-0.713999987
2398,2398,1863044.856027479,5838857.211399134,-0.713999987
2399,2399,1863090.233699872,5838857.084672276,-0.713999987
2400,2400,1866993.79558424,5838731.623738493,-0.486936697
2401,2401,1859117.983518321,5838978.001924585,-0.148239718
2402,2402,1859360.830454166,5838978.331924009,-0.129415782
2403,2403,1861794.793054699,5838887.572753803,-0.713999987
2404,2404,1862354.484055448,5838869.681133162,-0.713999987
2405,2405,1868523.353540416,5838687.237097209,-0.582643613
2406,2406,1862545.136677147,5838858.347011632,-0.713999987
2407,2407,1862965.721102357,5838840.930587,-0.713999987
2408,2408,1862991.004743448,5838864.46221851,-0.713999987
2409,2409,1867535.664808168,5838700.700655587,0.008815028
2410,2410,1861794.163732056,5838867.633350107,-0.713999987
2411,2411,1861893.961870769,5838864.859770452,-0.713999987
2412,2412,1863027.572698501,5838835.341439071,-0.713999987
2413,2413,1867024.421000305,5838700.905266685,-0.713999987
2414,2414,1862603.698983752,5838836.84561064,-0.713999987
2415,2415,1862944.656767013,5838821.262027237,-0.713999987
2416,2416,1866682.821946011,5838701.915317685,-0.525714294
2417,2417,1868504.61818128,5838647.922306277,-0.615779189
2418,2418,1869082.018001665,5838669.755394953,-0.314826479
2419,2419,1859206.357745459,5838947.644251646,-0.187120127
2420,2420,1861634.80277668,5838852.702304791,-0.713999987
2421,2421,1861793.534406833,5838847.693945968,-0.713999987
2422,2422,1861865.294353289,5838845.428751128,-0.713999987
2423,2423,1862588.635991977,5838821.443293161,-0.713999987
2424,2424,1867060.17877132,5838917.985218157,-0.711882829
2425,2425,1868462.360079775,5838650.359852665,-0.330885832
2426,2426,1859198.128024909,5838919.016180693,-0.38496667
2427,2427,1859861.259487835,5838898.852283539,-0.396616825
2428,2428,1862809.261294958,5838805.385678473,-0.713999987
2429,2429,1862942.495539088,5838802.033741984,-0.713999987
2430,2430,1867154.401646178,5838671.873215491,-0.404467294
2431,2431,1867179.914421408,5838678.773063234,-0.404605692
2432,2432,1862491.482132413,5838805.468623106,-0.713999987
2433,2433,1862972.0773221,5838790.830300382,-0.713999987
2434,2434,1862999.264738816,5838789.591456161,-0.713999987
2435,2435,1866990.970390778,5838661.853484211,-0.525937503
2436,2436,1859714.966590486,5838895.680373218,-0.427233645
2437,2437,1859796.535911853,5838885.637717272,-0.353638499
2438,2438,1859876.563619362,5838882.507062133,-0.388967445
2439,2439,1859292.272322441,5838886.343423728,-0.246927272
2440,2440,1859937.674252309,5838877.905633799,-0.450502788
2441,2441,1861218.549726265,5838830.139443438,-0.246827038
2442,2442,1861820.731479594,5838808.749138891,-0.713999987
2443,2443,1862391.212297316,5838788.0970568,-0.713999987
2444,2444,1861856.412728056,5838816.881579458,-0.713999987
2445,2445,1861871.644018401,5838794.914257287,-0.713999987
2446,2446,1862470.260899853,5838776.87676711,-0.713999987
2447,2447,1862582.121562598,5838782.640287239,-0.713999987
2448,2448,1862675.197638342,5838814.208266961,-0.713999987
2449,2449,1867135.626472902,5838627.255210351,-0.542924729
2450,2450,1859268.848174696,5838868.803646131,-0.102272723
2451,2451,1859313.92903997,5838866.370315847,-0.21542723
2452,2452,1859648.790494395,5838855.232039961,-0.388981486
2453,2453,1861658.470162443,5838849.674636099,-0.713999987
2454,2454,1861767.836839017,5838788.627182541,-0.713999987
2455,2455,1862648.660201587,5838766.083755073,-0.713999987
2456,2456,1862720.221074548,5838758.515684476,-0.713999987
2457,2457,1862612.144944485,5838765.471232615,-0.713999987
2458,2458,1866061.201687102,5838642.037882411,-0.713999987
2459,2459,1867608.829760724,5838591.832573955,0.033113208
2460,2460,1859292.285869161,5838848.455287264,-0.094294119
2461,2461,1859592.925945012,5838841.803588606,-0.393676409
2462,2462,1861200.338351363,5838786.935367291,-0.283111114
2463,2463,1862620.973562184,5838742.076098048,-0.713999987
2464,2464,1868482.381655009,5838587.618089192,-0.440093087
2465,2465,1859616.10842609,5838826.316802398,-0.36903703
2466,2466,1861611.130701144,5838769.921647581,-0.713999987
2467,2467,1861738.095709059,5838776.999323393,-0.713999987
2468,2468,1861818.6166883,5838772.815358956,-0.713999987
2469,2469,1862660.340470216,5838730.849818572,-0.713999987
2470,2470,1867236.632014352,5838584.808380414,-0.444268752
2471,2471,1869402.20088501,5838519.012680693,-0.19501677
2472,2472,1859348.148641729,5838829.396336594,-0.196588771
2473,2473,1861616.102640266,5838753.080157308,-0.713999987
2474,2474,1862550.935207199,5838751.297418925,-0.713999987
2475,2475,1864076.103076577,5838675.538368755,-0.713999987
2476,2476,1867711.054085792,5838559.008784004,0.00509091
2477,2477,1860002.490760866,5838812.938661543,-0.487527557
2478,2478,1862671.023155576,5838710.175230674,-0.713999987
2479,2479,1862726.578635096,5838708.415655712,-0.713999987
2480,2480,1861297.697677607,5838743.573669706,-0.713999987
2481,2481,1861738.748986512,5838734.878066191,-0.713999987
2482,2482,1862371.3645862,5838724.748820585,-0.713999987
2483,2483,1862593.65365277,5838708.439894671,-0.713999987
2484,2484,1862700.618682321,5838710.190359334,-0.713999987
2485,2485,1868477.665268425,5838523.481895141,-0.464980951
2486,2486,1861894.486208354,5838718.968870222,-0.713999987
2487,2487,1862027.719318283,5838711.083512685,-0.713999987
2488,2488,1862629.180176962,5838692.203512088,-0.713999987
2489,2489,1868460.688127311,5838503.953824817,-0.407504588
2490,2490,1859373.301107204,5838784.232476558,-0.184000002
2491,2491,1860336.448689912,5838743.861940475,-0.388036363
2492,2492,1862384.785306927,5838679.108464298,-0.713999987
2493,2493,1862631.530793025,5838672.026704457,-0.713999987
2494,2494,1867131.438213205,5838655.350980003,-0.63023791
2495,2495,1859574.001751735,5838761.988827832,-0.340263635
2496,2496,1861316.456746235,5839060.819509844,-0.655492636
2497,2497,1861867.864022407,5838685.673342275,-0.713999987
2498,2498,1862391.827659327,5838668.905980986,-0.713999987
2499,2499,1867176.214979934,5838522.091477528,-0.667507455
2500,2500,1869457.860674289,5838465.144322506,0.02435154
2501,2501,1859743.866981357,5838749.117742669,-0.345827505
2502,2502,1861590.716817612,5838693.353413459,-0.713999987
2503,2503,1862370.056287274,5838663.123494231,-0.713999987
2504,2504,1862399.60746288,5838658.472246557,-0.713999987
2505,2505,1859394.178933033,5838747.044161924,-0.188939677
2506,2506,1861351.047295173,5838685.614659335,-0.713999987
2507,2507,1861728.38737927,5838702.001414731,-0.713999987
2508,2508,1862328.142329691,5838664.787122132,-0.713999987
2509,2509,1862355.916291455,5838649.40688863,-0.713999987
2510,2510,1862613.588699968,5838642.135883377,-0.713999987
2511,2511,1862804.049866983,5838635.687332623,-0.713999987
2512,2512,1863233.766639267,5838625.567254147,-0.713999987
2513,2513,1867276.529490449,5838493.558011414,-0.44906422
2514,2514,1859937.279922129,5838786.805554491,-0.447081124
2515,2515,1862605.743390063,5838632.196652849,-0.713999987
2516,2516,1867128.79181766,5838487.960635482,-0.713999987
2517,2517,1859402.521291435,5838723.018330857,-0.185025481
2518,2518,1861585.453640152,5838655.043316281,-0.713999987
2519,2519,1862731.990358192,5838618.010817534,-0.713999987
2520,2520,1869124.02641997,5838414.269630292,-0.279415436
2521,2521,1859651.805127363,5838709.656471513,-0.349572722
2522,2522,1862781.586253076,5838609.045753847,-0.713999987
2523,2523,1859713.69466753,5838694.191949482,-0.368939532
2524,2524,1859889.403433003,5838687.817519186,-0.450884622
2525,2525,1861339.698458013,5838645.521139506,-0.713999987
2526,2526,1862417.76688555,5838617.77100109,-0.713999987
2527,2527,1866004.976109642,5838493.932315457,-0.563199991
2528,2528,1869317.002700751,5838411.004914232,-0.568574727
2529,2529,1859746.972046166,5838687.289560067,-0.38086013
2530,2530,1859782.3542549,5838686.493273333,-0.400497647
2531,2531,1860754.571160315,5838650.891302697,-0.713999987
2532,2532,1861564.078875101,5838625.401750704,-0.713999987
2533,2533,1862381.524694113,5838599.581944957,-0.713999987
2534,2534,1862573.453481431,5838610.162406606,-0.713999987
2535,2535,1862754.865221281,5838587.762785397,-0.713999987
2536,2536,1859427.610167414,5838699.279083211,-0.250305013
2537,2537,1859762.535170852,5838671.625105781,-0.406092589
2538,2538,1861611.382561685,5838613.930199046,-0.713999987
2539,2539,1861722.194599031,5838622.323972569,-0.713999987
2540,2540,1863103.419312313,5838566.733346007,-0.713999987
2541,2541,1867965.075307527,5838411.458693954,0.037824074
2542,2542,1860782.313689023,5838629.176386636,-0.537416676
2543,2543,1862539.382189485,5838578.837332472,-0.713999987
2544,2544,1862738.346794426,5838573.108562237,-0.713999987
2545,2545,1859420.491443429,5838662.579674844,-0.185662339
2546,2546,1859828.870556485,5838671.770811126,-0.432087949
2547,2547,1859866.554010973,5838678.535911151,-0.441419746
2548,2548,1866975.751551982,5838423.02715864,-0.713999987
2549,2549,1859848.566882667,5838638.991898551,-0.478111122
2550,2550,1860185.856102546,5838633.927307968,-0.329539912
2551,2551,1861708.28553431,5838583.104232877,-0.713999987
2552,2552,1862538.989891515,5838554.68012904,-0.713999987
2553,2553,1859800.64990171,5838630.929366028,-0.456218178
2554,2554,1861301.526834447,5838609.944697237,-0.713999987
2555,2555,1862693.338043566,5838544.159870116,-0.713999987
2556,2556,1865162.231656627,5838461.623449608,-0.713999987
2557,2557,1859713.482870542,5838649.328308196,-0.401898312
2558,2558,1860052.785444335,5838617.868926493,-0.445495168
2559,2559,1861006.810524695,5838582.872085648,-0.713999987
2560,2560,1861578.06500407,5838565.082966096,-0.713999987
2561,2561,1866025.459256152,5838426.234705041,-0.505106956
2562,2562,1859761.643821365,5838625.169423821,-0.448588854
2563,2563,1861538.0691124,5838556.364683039,-0.713999987
2564,2564,1862222.797289803,5838542.764642479,-0.713999987
2565,2565,1862484.025463614,5838533.825583518,-0.713999987
2566,2566,1864149.117930923,5838473.615766815,-0.713999987
2567,2567,1867122.359387121,5838378.177801271,-0.53616667
2568,2568,1868317.381201153,5838346.995877604,-0.072259708
2569,2569,1860199.017991206,5838595.078079841,-0.465436766
2570,2570,1860799.998868246,5838569.21087307,-0.713999987
2571,2571,1860875.092476305,5838810.527820987,-0.407825119
2572,2572,1862759.944068137,5838507.763982846,-0.713999987
2573,2573,1869322.907609983,5838297.028452773,-0.70190384
2574,2574,1859439.453927784,5838606.148924626,-0.206234204
2575,2575,1861695.926512613,5838535.636173482,-0.713999987
2576,2576,1867132.884395338,5838358.086345474,-0.520629609
2577,2577,1869208.650181288,5838345.838887288,-0.311130492
2578,2578,1859751.61838384,5838586.599429507,-0.45998559
2579,2579,1860779.804160832,5838550.67944496,-0.713999987
2580,2580,1861665.974521005,5838526.588578581,-0.713999987
2581,2581,1861706.126691449,5838520.916617339,-0.713999987
2582,2582,1862645.728259315,5838494.488991771,-0.713999987
2583,2583,1862687.584718299,5838498.218206874,-0.713999987
2584,2584,1865930.463592664,5838387.125853687,-0.44952779
2585,2585,1859477.949963718,5838581.531786682,-0.341099993
2586,2586,1859687.669126804,5838574.591075467,-0.394909088
2587,2587,1859806.712360891,5838570.862842169,-0.476527273
2588,2588,1860227.490906748,5838557.463148157,-0.699710513
2589,2589,1862709.357169271,5838479.219398846,-0.713999987
2590,2590,1864847.009871174,5838415.701310053,-0.713999987
2591,2591,1865679.558343746,5838384.810423193,-0.712357129
2592,2592,1866679.538565457,5838352.715937384,-0.235163636
2593,2593,1868426.905336085,5838431.625729361,-0.276109442
2594,2594,1862628.322816837,5838472.390873992,-0.713999987
2595,2595,1867604.394986673,5838313.321672635,-0.047355141
2596,2596,1859477.326145835,5838561.592495312,-0.32610185
2597,2597,1859679.108608369,5838554.900261552,-0.408814813
2598,2598,1860266.365913299,5838535.914888205,-0.702555543
2599,2599,1862510.813950639,5838471.610849493,-0.713999987
2600,2600,1862684.462388073,5838463.323066966,-0.713999987
2601,2601,1862723.32252207,5838474.684575344,-0.713999987
2602,2602,1866627.643457958,5838388.640470794,-0.250849291
2603,2603,1868416.960470065,5838276.70531622,-0.266309085
2604,2604,1859926.139684905,5838553.793871928,-0.448069894
2605,2605,1859964.259066436,5838540.197835296,-0.477229337
2606,2606,1861666.800994376,5838487.540606788,-0.713999987
2607,2607,1862146.719085874,5838471.501486475,-0.713999987
2608,2608,1865886.814860347,5838352.425571322,-0.399540988
2609,2609,1859974.462135128,5838525.480569849,-0.497242091
2610,2610,1860773.678156666,5838500.597553674,-0.713999987
2611,2611,1862178.718613626,5838456.300115286,-0.713999987
2612,2612,1862504.104108439,5838446.007519626,-0.713999987
2613,2613,1862919.17118609,5838443.926900327,-0.713999987
2614,2614,1866178.307838232,5838333.679850114,-0.44173394
2615,2615,1866630.638282545,5838314.367646789,-0.194290914
2616,2616,1859476.390414219,5838531.683557417,-0.353129631
2617,2617,1859934.137062574,5838521.775293613,-0.480674956
2618,2618,1859960.075971252,5838516.302896966,-0.49895574
2619,2619,1862665.877443348,5838430.113152279,-0.713999987
2620,2620,1865885.758131677,5838328.821775853,-0.358637504
2621,2621,1859614.130393442,5838521.226887077,-0.441564824
2622,2622,1859717.540778641,5838513.779134068,-0.454660714
2623,2623,1860399.631084531,5838492.183244318,-0.342407414
2624,2624,1860476.035090992,5838490.368715071,-0.514038099
2625,2625,1860785.545995438,5838480.642141799,-0.713999987
2626,2626,1866209.971082284,5838312.703354022,-0.397052174
2627,2627,1867566.799458994,5838263.840805506,-0.116089287
2628,2628,1859551.510571281,5838522.152389187,-0.396008986
2629,2629,1860499.530467305,5838479.651255072,-0.426787035
2630,2630,1861677.949581983,5838468.062103779,-0.713999987
2631,2631,1862157.421927141,5838442.201727225,-0.713999987
2632,2632,1862235.136642947,5838482.636282833,-0.713999987
2633,2633,1865518.709482528,5838326.763486005,-0.708307005
2634,2634,1859518.827779224,5838504.822493513,-0.391065129
2635,2635,1859872.878996139,5838500.473884569,-0.47617156
2636,2636,1861623.04712853,5838434.448827736,-0.713999987
2637,2637,1861677.134527697,5838431.80684529,-0.713999987
2638,2638,1862224.744411176,5838414.926262955,-0.713999987
2639,2639,1865770.357702986,5838306.165168852,-0.375259501
2640,2640,1865809.39161989,5838339.622543058,-0.423100159
2641,2641,1866220.956440982,5838292.39052938,-0.371473352
2642,2642,1868764.22272056,5838205.576516114,-0.012436363
2643,2643,1859554.50401458,5838489.321666185,-0.439641493
2644,2644,1859638.695497325,5838486.829315579,-0.473584898
2645,2645,1860319.382015435,5838475.118924333,-0.712290063
2646,2646,1864205.102303676,5838342.470798417,-0.713999987
2647,2647,1862224.113958262,5838394.986825595,-0.713999987
2648,2648,1863684.531124903,5838348.473990132,-0.465532464
2649,2649,1865776.158330241,5838282.291637919,-0.33542857
2650,2650,1868437.044282039,5838214.947922564,-0.13358051
2651,2651,1859553.879993967,5838469.382368654,-0.456933349
2652,2652,1864204.467076583,5838322.53125604,-0.713999987
2653,2653,1864855.236393659,5838301.773654654,-0.713999987
2654,2654,1865645.815633683,5838293.19275965,-0.426736018
2655,2655,1867175.996580542,5838226.955023242,-0.408870361
2656,2656,1859505.675762648,5838465.316388968,-0.428690962
2657,2657,1859711.42479621,5838454.561863733,-0.460853231
2658,2658,1859739.475850271,5838453.215608283,-0.469672722
2659,2659,1859763.28415338,5838452.469931328,-0.475518504
2660,2660,1864794.805733963,5838293.346571486,-0.713999987
2661,2661,1859598.854495738,5838453.538343552,-0.464934669
2662,2662,1859789.357791772,5838491.351065361,-0.458745439
2663,2663,1863281.097090383,5838348.564907184,-0.538386395
2664,2664,1863620.249234373,5838325.56799394,-0.405149795
2665,2665,1863651.438439387,5838324.004755967,-0.406853207
2666,2666,1866215.069424514,5838237.896883712,-0.304666669
2667,2667,1867683.274407789,5838190.636205582,0.092890908
2668,2668,1869022.962206358,5838153.899858974,0.023402655
2669,2669,1869170.7633165,5838153.670460382,-0.186341665
2670,2670,1859699.037151927,5838439.824707026,-0.474345455
2671,2671,1862207.044218494,5838369.902650588,-0.713999987
2672,2672,1866635.132392226,5838218.632115837,-0.077172728
2673,2673,1862143.176583225,5838347.647155025,-0.713999987
2674,2674,1862222.855351889,5838344.712369837,-0.713999987
2675,2675,1863576.113654403,5838318.411334952,-0.501961673
2676,2676,1864202.331491564,5838282.770693641,-0.713999987
2677,2677,1865541.305239565,5838240.057543331,-0.393737499
2678,2678,1866722.347026816,5838201.637042015,-0.101642856
2679,2679,1869281.876325229,5838194.029326952,-0.284811389
2680,2680,1869362.050731751,5838133.949548583,-0.346544443
2681,2681,1862401.375787211,5838329.878791149,-0.713999987
2682,2682,1863182.493648618,5838304.750169561,-0.271254546
2683,2683,1863294.850500877,5838312.605972349,-0.65184242
2684,2684,1864261.968219838,5838270.214964296,-0.713999987
2685,2685,1866220.795902874,5838217.351802702,-0.28028266
2686,2686,1866761.707424383,5838190.390873835,-0.135833337
2687,2687,1866903.885140815,5838215.456809307,-0.654604856
2688,2688,1865070.849380389,5838239.930101809,-0.713999987
2689,2689,1865495.29045078,5838221.518766528,-0.411388895
2690,2690,1866189.980696315,5838198.781827468,-0.23785715
2691,2691,1866332.818779944,5838193.779919175,-0.199888889
2692,2692,1867164.604478449,5838168.103578145,-0.540462617
2693,2693,1862130.917608594,5838318.472444076,-0.713999987
2694,2694,1865476.847200635,5838210.543797633,-0.41423781
2695,2695,1868748.318456336,5838360.547688341,-0.214441372
2696,2696,1863752.944540782,5838256.687832532,-0.377571431
2697,2697,1867761.022832082,5838127.828862021,0.100962963
2698,2698,1861671.792480259,5838362.870495484,-0.713999987
2699,2699,1862371.747132151,5838290.520558198,-0.713999987
2700,2700,1863780.390032199,5838250.928939994,-0.380551401
2701,2701,1868326.615317985,5838187.896293445,-0.102019045
2702,2702,1862156.918847149,5838291.544857236,-0.713999987
2703,2703,1867391.610569781,5838125.414668675,-0.093629108
2704,2704,1868275.002073221,5838102.378418205,-0.026614887
2705,2705,1862358.937659408,5838271.434198242,-0.713999987
2706,2706,1863561.857878664,5838232.823475725,-0.317666666
2707,2707,1865069.386432149,5838184.775093151,-0.713999987
2708,2708,1865431.070661358,5838173.583409773,-0.4387757
2709,2709,1866930.398665441,5838130.17584618,-0.713999987
2710,2710,1868283.844964215,5838080.990464198,0.005363636
2711,2711,1862272.190839486,5838264.107409178,-0.713999987
2712,2712,1863292.14940263,5838235.67316284,-0.475541272
2713,2713,1865464.078156617,5838183.585460049,-0.402958904
2714,2714,1861575.203425349,5838293.798138636,-0.713999987
2715,2715,1862346.993801666,5838256.166791629,-0.713999987
2716,2716,1867753.752644113,5838591.049860399,0.006115846
2717,2717,1861536.874555117,5838266.577685115,-0.713999987
2718,2718,1867273.748682281,5838310.232580528,-0.356903948
2719,2719,1859293.300369429,5838329.635729168,-0.126000004
2720,2720,1866560.414883528,5838096.646224013,-0.044727274
2721,2721,1868297.873928766,5838045.241613195,0.078091744
2722,2722,1862247.33603478,5838231.108007528,-0.713999987
2723,2723,1863829.768315346,5838174.405344867,-0.336148149
2724,2724,1865127.904317262,5838133.381366888,-0.713999987
2725,2725,1862043.847813298,5838221.050558913,-0.713999987
2726,2726,1866351.050390554,5838086.186602386,-0.100753137
2727,2727,1866956.261412857,5838064.368219933,-0.713999987
2728,2728,1867107.378013589,5838059.502117932,-0.521839283
2729,2729,1860956.304200722,5838245.364354798,-0.713999987
2730,2730,1863845.006003847,5838153.960845543,-0.367703724
2731,2731,1867709.869816675,5838030.093615381,0.043464286
2732,2732,1868294.668247767,5838014.260791741,0.101983955
2733,2733,1863916.099723485,5838141.302919432,-0.651018176
2734,2734,1866455.646760287,5838060.50854292,-0.058851854
2735,2735,1867765.100642088,5838018.33015203,0.033981482
2736,2736,1861131.396642768,5838226.221852676,-0.713999987
2737,2737,1862257.173903623,5838184.367941911,-0.713999987
2738,2738,1863896.546287738,5838132.737988803,-0.503626184
2739,2739,1865368.087697482,5838085.402101503,-0.436545468
2740,2740,1860713.042461359,5838223.544750631,-0.640814811
2741,2741,1862335.889719683,5838161.502987989,-0.713999987
2742,2742,1866105.500056698,5838041.811637436,-0.133178573
2743,2743,1867165.552906221,5838008.103943226,-0.349888887
2744,2744,1867653.347171151,5837991.581289629,0.025454547
2745,2745,1869756.251281393,5837940.068216117,0.319613226
2746,2746,1866432.010296266,5838021.867278651,-0.035044305
2747,2747,1867625.522737146,5837983.291770117,0.027398148
2748,2748,1862224.169011592,5838145.492882542,-0.713999987
2749,2749,1863593.710547982,5838102.450146914,-0.128161903
2750,2750,1865398.26389995,5838103.667918135,-0.407317485
2751,2751,1866130.121246117,5838021.581118695,-0.094509428
2752,2752,1863374.00933963,5838093.30452483,-0.214360363
2753,2753,1864861.910307887,5838053.79126696,-0.713999987
2754,2754,1866069.099106438,5838003.436149281,-0.07507407
2755,2755,1867675.314588463,5837955.577470999,0.002833331
2756,2756,1867775.342026251,5837948.514452945,-0.00747619
2757,2757,1864842.067466969,5838031.94266313,-0.713999987
2758,2758,1866409.423822741,5837987.246666559,-0.005425234
2759,2759,1867992.669922462,5837931.136562445,0.070196428
2760,2760,1862251.274191953,5838105.093805144,-0.713999987
2761,2761,1863608.199803291,5838071.465326535,-0.124213533
2762,2762,1867190.810865887,5837947.032070746,-0.316259251
2763,2763,1866023.900883701,5837974.569139372,-0.045301887
2764,2764,1866050.022186863,5837979.525853566,-0.056700407
2765,2765,1867031.76985213,5837942.174867238,-0.713999987
2766,2766,1865420.58430635,5837982.986196176,-0.491901948
2767,2767,1866392.59098615,5837957.847068619,-0.013584111
2768,2768,1863900.992247854,5838022.818011014,-0.507532696
2769,2769,1865293.154866287,5837978.019559089,-0.452777774
2770,2770,1864386.08796199,5838007.306793211,-0.713999987
2771,2771,1869713.170275525,5837825.452159696,-0.12773585
2772,2772,1862130.660037996,5838059.008903579,-0.713999987
2773,2773,1869832.191959265,5837843.554670004,0.229752242
2774,2774,1869609.118516473,5837813.085524981,-0.350314819
2775,2775,1864386.950483221,5837971.252258025,-0.713999987
2776,2776,1869831.237239617,5837791.669570005,0.327981824
2777,2777,1859157.354033573,5838122.667959472,-0.174096148
2778,2778,1862077.677021498,5838029.432101144,-0.713999987
2779,2779,1863346.973463472,5837998.276428867,-0.128274391
2780,2780,1865244.313110051,5837949.795014412,-0.419967096
2781,2781,1865322.168043753,5837926.255614861,-0.364767289
2782,2782,1865363.301228627,5837930.657117459,-0.410885836
2783,2783,1865858.701781763,5837910.474500833,-0.048818183
2784,2784,1869609.036098832,5837788.91677765,-0.478625007
2785,2785,1862148.64839983,5838018.144687126,-0.713999987
2786,2786,1869885.753812745,5837774.170715351,0.223865601
2787,2787,1864408.494456257,5837946.216096004,-0.713999987
2788,2788,1868306.093502967,5837812.518277558,0.251378373
2789,2789,1869909.476862895,5837758.56795829,0.246228568
2790,2790,1859159.203364335,5838098.441349554,-0.213965321
2791,2791,1863647.946685345,5837977.699004509,0.007069454
2792,2792,1864471.661943129,5837930.898113337,-0.713999987
2793,2793,1864790.644696086,5837914.241173266,-0.713999987
2794,2794,1868242.911264907,5837803.073735108,0.241991665
2795,2795,1868278.37407205,5837806.136700328,0.208300002
2796,2796,1865509.110718191,5837881.664355356,-0.341453708
2797,2797,1862076.124545469,5837980.310462338,-0.713999987
2798,2798,1863726.178542813,5837946.863798223,-0.037076063
2799,2799,1865167.550520477,5837882.613879162,-0.414366971
2800,2800,1865857.968618733,5837860.506701436,-0.056816516
2801,2801,1866897.615318379,5837841.494101667,-0.574243673
2802,2802,1860274.237949763,5838027.291219342,-0.475690912
2803,2803,1863661.680897879,5837920.97707635,0.048810976
2804,2804,1863920.176385526,5837931.423936645,-0.429168581
2805,2805,1865480.424426009,5837867.028012256,-0.373006316
2806,2806,1865806.669454808,5837870.976977799,-0.10927872
2807,2807,1865869.279341399,5837849.371297729,-0.054309093
2808,2808,1867368.824980901,5837801.15531115,-0.026962264
2809,2809,1869968.014856989,5837717.49701427,0.254458716
2810,2810,1869985.077894611,5837712.917023483,0.417857136
2811,2811,1860607.225018128,5838006.853412226,-0.641377337
2812,2812,1861805.679023883,5837968.894144058,-0.713999987
2813,2813,1863742.163670726,5837912.518071468,-0.032779412
2814,2814,1865733.733280296,5837844.152003083,-0.22405357
2815,2815,1866868.888703704,5837807.695976852,-0.413763636
2816,2816,1868564.402436731,5837754.491546309,0.31275758
2817,2817,1863678.178718912,5837898.855489169,0.04532
2818,2818,1865641.154554764,5837843.427805128,-0.27544768
2819,2819,1865681.818363107,5837840.929482266,-0.23770423
2820,2820,1867071.328532129,5837821.969057341,-0.639248986
2821,2821,1869535.019677612,5837711.479409583,-0.569999988
2822,2822,1863667.76877907,5837889.934355606,0.052521278
2823,2823,1864455.418395281,5837864.64364857,-0.713999987
2824,2824,1866898.60327699,5837801.052423471,-0.571558113
2825,2825,1869523.052397538,5837701.004269939,-0.64990565
2826,2826,1869983.063737253,5837691.704907445,0.174379308
2827,2827,1860574.23926429,5837986.072793918,-0.621175751
2828,2828,1861096.80228937,5837977.470249389,-0.599617016
2829,2829,1862042.878095187,5837941.902685532,-0.713999987
2830,2830,1863639.243677656,5837890.312052439,0.091975
2831,2831,1865494.402738841,5837830.000018606,-0.329844308
2832,2832,1865598.19691055,5837818.554285543,-0.417438595
2833,2833,1866884.204372659,5837777.054593553,-0.568480775
2834,2834,1866946.71706561,5837779.460623468,-0.688909914
2835,2835,1867074.08547294,5837770.940871069,-0.445775009
2836,2836,1863955.160596063,5837860.623356529,-0.438314813
2837,2837,1863975.273170701,5837860.775768825,-0.485666666
2838,2838,1865137.271704558,5837823.325275738,-0.444436362
2839,2839,1868047.690659991,5837729.544357412,0.12829787
2840,2840,1870012.357295894,5837671.938055923,0.143249226
2841,2841,1863644.607921285,5837862.875356392,0.10085159
2842,2842,1863986.586192929,5837849.643066419,-0.459296288
2843,2843,1865479.643884133,5837802.910513698,-0.269240506
