OID,FID_,X,Y,BCE_Ohiwa_
156,156,1959041.877957744,5787036.146322655,-0.648000002
157,157,1959081.340868351,5787034.409940408,-0.648000002
158,158,1964144.039792289,5786809.476312112,-0.726999998
159,159,1964384.767869741,5786798.730232884,-0.726999998
160,160,1964483.271824744,5786794.53916732,-0.726999998
161,161,1959052.996519913,5787024.870973293,-0.648000002
162,162,1962920.194814434,5786853.276767357,-0.726999998
163,163,1964299.071903702,5786796.089843196,-0.136180684
164,164,1964372.483436053,5786789.285544385,-0.726999998
165,165,1964593.479601345,5786779.414328572,-0.726999998
166,166,1959480.700482903,5787030.841306955,-0.648000002
167,167,1962427.222113669,5786872.649420372,0.039886487
168,168,1964328.444022107,5786804.143336874,-0.126366059
169,169,1959107.056190224,5787002.923580514,-0.648000002
170,170,1959430.632779832,5786988.261356847,-0.648000002
171,171,1960898.671471915,5786923.883810188,-0.648000002
172,172,1964111.634448429,5786792.063060457,-0.726999998
173,173,1964262.159340038,5786859.366242106,-0.627333729
174,174,1964273.371207426,5786774.309716686,0.02218868
175,175,1964324.236564732,5786771.453318482,-0.28312658
176,176,1964363.92271721,5786774.677949362,-0.726999998
177,177,1964572.856611388,5786760.349206999,-0.726999998
178,178,1964790.351892877,5786760.622295244,0.790173913
179,179,1964408.442410785,5786757.700036433,-0.726999998
180,180,1964339.353997192,5786755.788495663,-0.726999998
181,181,1964551.890013507,5786833.037550092,-0.72664955
182,182,1958944.534882581,5786980.473859776,-0.645345799
183,183,1959350.407911803,5786962.233351693,-0.648000002
184,184,1964982.376401131,5786712.647832112,-0.346392528
185,185,1959321.095982305,5786957.617062626,-0.648000002
186,186,1964310.353574549,5786745.369952918,-0.66344696
187,187,1964549.286867507,5786724.18772353,-0.726999998
188,188,1964765.950788045,5786725.048285398,0.036805194
189,189,1959603.662026743,5786938.794404721,-0.648000002
190,190,1964242.928493396,5786725.325209867,0.021611113
191,191,1959268.652990186,5786936.51918278,-0.648000002
192,192,1964159.76578626,5786718.835631175,-0.139477981
193,193,1964179.464914718,5786717.227798418,-0.116313723
194,194,1964250.68624458,5786714.569304327,-0.720592591
195,195,1964530.94259266,5786707.258796443,-0.726999998
196,196,1964747.551279588,5786698.099642873,-0.726999998
197,197,1964779.661574738,5786698.394843932,0.287543479
198,198,1965045.254396217,5786682.756814972,-0.067727272
199,199,1959220.436262081,5786934.482160944,-0.648000002
200,200,1961247.391223993,5786854.248760219,-0.648000002
201,201,1964348.735574307,5786690.999093634,-0.726999998
202,202,1964419.072421208,5786719.393745702,-0.627942481
203,203,1964506.150844957,5786683.383146904,-0.726999998
204,204,1964959.640172662,5786667.536723193,-0.158190905
205,205,1959158.005654512,5786924.285927789,-0.648000002
206,206,1964280.320653921,5786673.481663411,-0.726999998
207,207,1964484.627093513,5786667.125130461,-0.725237441
208,208,1964761.992485684,5786656.960420496,-0.45466105
209,209,1960793.129026846,5786822.833572944,-0.648000002
210,210,1964382.672911215,5786658.683098017,-0.465118971
211,211,1965068.844287925,5786618.045927239,0.11038182
212,212,1964754.385478801,5786628.319909951,-0.726999998
213,213,1961504.755260722,5786757.533930434,-0.127207543
214,214,1964770.047179758,5786611.630497538,-0.683571426
215,215,1964819.794261515,5786623.14604156,0.406415146
216,216,1961729.795384005,5786793.208908757,-0.282981194
217,217,1964755.609753882,5786602.633933001,-0.71122222
218,218,1960878.152768572,5786786.599119765,-0.648000002
219,219,1965025.452400123,5786620.800203017,0.382168622
220,220,1965084.140259912,5786590.519439556,0.431381085
221,221,1959985.251457067,5787100.177727064,-0.2173235
222,222,1962911.799342546,5786664.511212369,-0.726999998
223,223,1960903.162637907,5786744.193120819,-0.648000002
224,224,1964908.00588222,5786565.696864653,-0.057537032
225,225,1965099.88385834,5786559.663812288,0.330558252
226,226,1962713.001881235,5786643.579769682,-0.710245282
227,227,1963084.135227078,5786627.593973742,-0.726999998
228,228,1963616.82938186,5786602.792660284,-0.726999998
229,229,1964848.670953566,5786563.036529448,-0.365170342
230,230,1961409.546902532,5786670.501877644,-0.002849058
231,231,1962715.834528381,5786615.342024062,-0.726999998
232,232,1962830.058334522,5786608.396408462,-0.726999998
233,233,1962940.552418192,5786603.482283078,0.035833333
234,234,1962989.978397034,5786605.936975883,0.176218018
235,235,1963060.390545976,5786598.671357745,-0.134006297
236,236,1964657.763260869,5786536.703047277,-0.72679281
237,237,1962790.307921445,5786599.962701188,-0.726999998
238,238,1963113.742228795,5786585.783737521,-0.726999998
239,239,1963161.251997587,5786583.461115426,-0.726999998
240,240,1963002.804513627,5786580.72691976,0.146181822
241,241,1962856.084334266,5786577.728399936,0.196120369
242,242,1963180.09524086,5786562.636264781,-0.726999998
243,243,1964617.887234896,5786501.790996508,-0.726999998
244,244,1960910.438953867,5786653.55923165,-0.648000002
