OID,FID_,X,Y,BCE_Mouter
526,526,1603553.24452463,5443502.226305537,-0.50943103
527,527,1602560.549873263,5443540.723929724,0.129776419
528,528,1603027.815372694,5443486.019753785,-0.651696988
529,529,1603042.688739394,5443485.763831482,0.139081082
530,530,1602673.073758492,5443537.236117303,0.368417486
531,531,1602897.643920766,5443508.066717124,-0.700366901
532,532,1603379.561842175,5443479.395918678,0.313443112
533,533,1603065.368435916,5443465.880009052,0.537194029
534,534,1601876.584381416,5443463.42691133,1.33142264
535,535,1602568.069824209,5443466.732822358,-0.167459157
536,536,1602606.508368285,5443458.919877161,0.256751766
537,537,1602628.221420006,5443456.462638091,0.025365385
538,538,1602677.757728369,5443456.821192794,0.458254899
539,539,1603057.948594898,5443456.090851905,-0.541476217
540,540,1603118.24015492,5443456.794115188,1.866729164
541,541,1602707.899657704,5443446.83796373,0.676336633
542,542,1603438.930110322,5443446.530338348,0.336485434
543,543,1602628.214242986,5443436.518409205,0.052235287
544,544,1602756.332799722,5443436.471181358,0.408886799
545,545,1602899.177438465,5443440.627730843,-0.70467857
546,546,1602958.456447202,5443492.684867454,-0.82074361
547,547,1603110.538681515,5443426.356799399,-9999.0
548,548,1602650.816161251,5443416.566008671,0.587307705
549,549,1602950.636880466,5443422.301230333,-0.259371601
550,550,1602997.488789361,5443416.022942821,-9999.0
551,551,1601550.392912979,5443411.69194407,0.641225481
552,552,1602489.33056769,5443407.027267333,0.546788464
553,553,1602876.903186718,5443406.508333962,0.342150949
554,554,1602976.225298339,5443406.999270155,-0.336219994
555,555,1603037.199033178,5443412.795294012,-9999.0
556,556,1602949.04420903,5443396.883992394,-0.311862761
557,557,1603118.062284804,5443396.437240577,-9999.0
558,558,1601580.298401482,5443391.171607941,0.718372544
559,559,1601942.5545506,5443386.684834174,1.118885713
560,560,1602598.355164539,5443386.668511876,0.279471699
561,561,1603000.963450897,5443394.246441476,-0.317942124
562,562,1603188.608588752,5443385.283483976,1.195161017
563,563,1602573.401740103,5443375.224954047,0.444208107
564,564,1602881.209236475,5443376.966834395,-0.865500018
565,565,1603201.105344832,5443376.25257493,1.447687488
566,566,1602740.702070671,5443374.789200013,0.647261145
567,567,1602822.579977235,5443456.292611213,-0.022609866
568,568,1602892.264139777,5443366.204786417,0.118647069
569,569,1602941.495815048,5443366.970685083,-0.323623775
570,570,1603208.637287528,5443366.277152126,1.150785701
571,571,1603520.967758808,5443366.79870883,0.351504949
572,572,1601535.095660171,5443380.64003684,0.734022578
573,573,1603016.854836632,5443356.967827277,-0.812684233
574,574,1603240.882193845,5443356.571696126,0.911236842
575,575,1602771.3715146,5443346.716439468,0.434803914
576,576,1601542.953644798,5443337.107157306,0.733230767
577,577,1602779.208056574,5443336.332331367,0.459961535
578,578,1602806.763858475,5443352.362551535,0.306532422
579,579,1602831.311268902,5443340.933186889,0.486663364
580,580,1603059.14434496,5443335.516021611,-0.825666693
581,581,1603567.413367785,5443349.721427656,-0.177811336
582,582,1603012.524667162,5443326.676712569,-0.083092589
583,583,1602805.823006035,5443317.163480403,0.490669996
584,584,1602839.186522303,5443316.774037726,-0.324980395
585,585,1603101.339112061,5443357.132278521,-0.737378293
586,586,1602824.414339523,5443306.807647492,0.345711541
587,587,1602869.327653329,5443306.790139851,0.122943402
588,588,1603230.704772001,5443328.139151183,0.59967976
589,589,1603612.825857217,5443328.58134386,-0.466777385
590,590,1602813.380544197,5443295.96982203,0.323019227
591,591,1602989.903601956,5443296.769653641,0.597499996
592,592,1603181.903913061,5443291.806339375,-9999.0
593,593,1602723.518664622,5443338.08569841,-0.144397959
594,594,1603077.245842577,5443269.58758858,0.006820224
595,595,1603175.544052379,5443266.570421864,-9999.0
596,596,1602794.600655228,5443262.309773253,-0.323557688
597,597,1602853.888955661,5443261.147452972,-0.520826907
598,598,1602824.08700469,5443246.975062366,-0.700999992
599,599,1603231.193606128,5443247.330539213,-9999.0
600,600,1602432.342392613,5443374.85185922,-0.111835852
601,601,1602974.7986227,5443216.99886898,0.492358489
602,602,1602531.51119779,5443207.724599404,0.946099997
603,603,1602843.479740666,5443203.623548485,-0.517437502
604,604,1602875.851991585,5443213.852203279,-0.275879216
605,605,1602184.288634261,5443181.102641379,0.418499989
606,606,1602919.993950989,5443179.485503843,0.102243477
607,607,1602363.647199163,5443182.928473627,-0.124097377
608,608,1602813.537306972,5443201.208890445,0.031854839
609,609,1602978.703273089,5443179.836403922,0.292123213
610,610,1603274.850118271,5443165.892511224,0.814333326
611,611,1602624.895355617,5443157.676845463,0.290893207
612,612,1602756.531612118,5443157.251796033,0.516156872
613,613,1602745.498143294,5443146.413865631,0.335637247
614,614,1602835.902225917,5443147.625833796,0.272330099
615,615,1603024.279922702,5443153.533040501,0.181797833
616,616,1602846.956848328,5443136.863850383,0.075622638
617,617,1602615.436404141,5443131.464469523,0.360116672
618,618,1602866.038749403,5443127.66982708,-0.026831678
619,619,1603293.500420509,5443126.387164605,1.047880727
620,620,1602706.471196773,5443145.133231551,1.019334393
621,621,1603006.320157437,5443124.553590627,0.01640645
622,622,1602658.391757842,5443106.494313913,0.682679998
623,623,1603293.932519878,5443106.560474688,0.062076193
624,624,1603313.692612658,5443106.385960161,1.980579725
625,625,1603385.222778234,5443106.341255115,0.340931376
626,626,1602961.123277578,5443126.169989788,-0.079634833
627,627,1603507.556297906,5443098.421012161,1.399330403
628,628,1603547.159317117,5443095.867782766,1.414481474
629,629,1603117.930301692,5443087.30159112,0.49286792
630,630,1603322.36175591,5443093.209014764,1.71444828
631,631,1603343.30989949,5443086.998694405,1.546590163
632,632,1602836.133369618,5443094.63597717,0.208011629
633,633,1602356.117592809,5443095.689738937,-0.045097138
634,634,1603056.853325608,5443087.446420234,-0.218861863
635,635,1603137.311460994,5443067.725595021,0.404336638
636,636,1603348.540650835,5443068.193357284,-0.221126391
637,637,1602665.607386387,5443064.005340622,1.336596315
638,638,1602885.434868046,5443070.087042633,0.130876712
639,639,1603101.800109659,5443056.452330876,-0.4943245
640,640,1603185.741481171,5443057.355957149,-0.717023274
641,641,1603125.444987528,5443037.437767022,-0.646392153
642,642,1603155.242361285,5443041.636811566,0.083097088
643,643,1602379.684490416,5443027.746743698,0.344283016
644,644,1602903.6794338,5443027.933739427,-0.186588226
645,645,1603099.614503275,5443027.853202528,0.451722768
646,646,1603166.642868671,5443026.662328551,-0.271990195
647,647,1602621.153206295,5443046.155001657,1.289892487
648,648,1602920.920305478,5443016.6384294,0.244758389
649,649,1603379.268569455,5443025.890208308,-0.35275124
650,650,1603408.584382706,5443017.743399392,-0.330598046
651,651,1603426.874594349,5443017.358290431,-0.587200028
652,652,1602368.715653196,5443011.273103229,0.099015625
653,653,1602740.69785623,5442997.499302408,1.201819959
654,654,1602872.419436499,5443009.314917625,0.083984435
655,655,1602397.932518267,5442988.313233403,0.284105764
656,656,1602718.637696959,5442992.521491922,1.443676678
657,657,1602929.489658378,5442987.658390434,-0.090037733
658,658,1602710.944048254,5442977.361656582,1.347259237
659,659,1602937.32558973,5442977.274106507,-0.073941182
660,660,1602976.142884373,5442979.494588296,0.999398802
661,661,1603389.480497801,5442977.487247629,0.259000002
662,662,1603423.63758971,5442977.847862394,0.437940595
663,663,1603556.564204785,5442981.376635899,1.135741823
664,664,1603623.965148876,5442979.788369374,0.880594142
665,665,1602390.399213009,5442978.576812635,0.055179487
666,666,1602761.704820823,5442974.89975836,1.318343257
667,667,1603266.240255973,5442974.014864756,-9999.0
668,668,1603381.635594096,5442967.109747633,-0.321750004
669,669,1603648.154313166,5442966.719452689,1.289080635
670,670,1602657.838747877,5442962.057803031,1.250097075
671,671,1602783.825730245,5442957.951854275,1.206671139
672,672,1602898.987423199,5442961.966051381,0.322796112
673,673,1603214.125647973,5443110.781506566,-0.576557631
674,674,1603340.331196901,5442947.389014276,-0.723142879
675,675,1603402.445609316,5442952.231156686,-0.004235077
676,676,1603539.88006028,5442947.499516544,-0.785000024
677,677,1603600.1671129,5442947.470043208,0.412576924
678,678,1603660.514016361,5442947.120421275,1.303666688
679,679,1602417.426239465,5442951.397551672,0.181899999
680,680,1602680.785907171,5442937.893309206,1.232980389
681,681,1603666.610427523,5442937.227942078,1.373920021
682,682,1603012.36012558,5442927.791932574,0.420320753
683,683,1603364.137590735,5442929.493981118,-9999.0
684,684,1603419.951641835,5442932.963670608,-0.035894224
685,685,1602433.368895189,5442923.650462732,0.159666672
686,686,1603607.408516407,5442922.804783151,0.837529128
687,687,1603326.500270068,5442914.154916125,-9999.0
688,688,1603404.367592148,5442907.470937077,-0.862000048
689,689,1603442.198980038,5442907.657714993,-0.114038452
690,690,1603570.004085691,5442907.596351178,-0.839000016
691,691,1602511.764705922,5442898.441456041,0.678742571
692,692,1603548.111686052,5442910.319220684,-0.288723581
693,693,1602454.194223372,5442898.401161966,0.292638891
694,694,1603428.846350154,5442894.07161296,-0.755882372
695,695,1603011.992959356,5442882.14331978,0.398233007
696,696,1603006.144940163,5442858.520355737,0.208190791
697,697,1603704.851315527,5442857.089373264,1.283462273
698,698,1603502.306131452,5442850.331610901,-0.36191177
699,699,1602632.316423235,5442838.566246147,0.441382348
700,700,1603413.734167936,5442859.100084118,-0.782411355
701,701,1603513.60368676,5442837.614317375,-0.698765968
702,702,1603723.983783193,5442843.71783745,0.643655181
703,703,1602515.383138217,5442855.811914391,0.196288128
704,704,1602582.93254251,5442827.301943828,0.499529411
705,705,1602516.581746067,5442819.967372839,0.245578943
706,706,1603713.244143095,5442817.632519826,0.459971021
707,707,1603408.829178162,5442806.442653224,-0.181147055
708,708,1603447.892598326,5442798.630332569,-0.504177336
709,709,1602535.87765716,5442795.662781741,0.473654871
710,710,1602553.185290725,5442800.308204793,0.213480663
711,711,1602642.654944032,5442788.120827883,0.533961533
712,712,1603363.263020078,5442788.405533923,0.041980198
713,713,1603703.729523873,5442794.921903288,0.411545455
714,714,1603513.996604661,5442767.143780827,-0.797310365
715,715,1602553.908843586,5442764.598520963,0.157000005
716,716,1603396.610177357,5442758.097167567,0.011745099
717,717,1602515.083502452,5442748.27737914,1.375462508
718,718,1602575.918382022,5442748.256170162,0.717217388
719,719,1603575.082693517,5442813.34682102,-0.009221028
720,720,1603534.391440523,5442735.387359392,-0.64368688
721,721,1602618.629689698,5442748.714324842,0.670994754
722,722,1603458.786958821,5442738.932501731,-0.031958139
723,723,1602484.771815948,5442698.631627659,0.443784311
724,724,1603705.190369929,5442703.908681634,0.232008194
725,725,1603456.575674749,5442693.56669302,-0.069883497
726,726,1603524.683144263,5442688.231571801,-0.077999997
727,727,1603588.716137127,5442689.998980934,-0.627932089
728,728,1603285.738897818,5442628.305720316,1.200909116
729,729,1603568.936869358,5442639.330325671,-0.032093188
730,730,1603272.356473417,5442608.71643277,1.31026001
731,731,1603569.506686391,5442602.672492716,-0.085631072
732,732,1603709.009333204,5442587.633402149,-0.681715701
733,733,1603596.069220581,5442584.099678771,-0.714352432
734,734,1603575.046622823,5442564.900984909,-0.600294875
735,735,1603660.470483727,5442658.438164221,-0.588439073
736,736,1603730.080461324,5442570.944575612,-0.023058702
737,737,1602319.166046856,5442552.8108922,0.928166663
738,738,1603539.681857257,5442538.6423666,-0.329830186
739,739,1603763.252853299,5442544.820448081,0.691152539
740,740,1603498.68867672,5442628.447341991,-0.015050253
741,741,1603753.665578955,5442510.838916673,-0.348788133
742,742,1602778.581465697,5442489.111020419,1.01438462
743,743,1603478.843548119,5442496.927914112,-0.415579627
744,744,1602793.798561802,5442473.942507204,0.966386952
745,745,1603461.076080469,5442469.251678955,-0.601207926
746,746,1603253.450835599,5442458.793962193,1.404114299
747,747,1603793.862279964,5442453.32591674,1.168422752
748,748,1603815.764220781,5442425.837241368,1.472859603
749,749,1603833.570700338,5442388.366740976,0.702571584
750,750,1603867.623736653,5442311.964119492,1.700428389
751,751,1604165.144606336,5442298.21269522,1.415652812
752,752,1603313.504925204,5442289.445192874,-9999.0
753,753,1604098.26972071,5442292.328648786,1.769279152
754,754,1604148.375788444,5442290.903822707,1.114007264
755,755,1603863.569418605,5442279.202688926,0.361923074
756,756,1603918.950203748,5442283.539426661,0.896240404
757,757,1603959.061135115,5442285.041992852,1.838092695
758,758,1603396.359676839,5442219.602171421,-0.379188681
759,759,1603260.868182053,5442194.529096233,-0.430269616
760,760,1603509.201240829,5443470.442060912,-0.016890929
761,761,1602930.077141616,5442170.519627177,1.037135135
762,762,1604225.765301968,5442185.274548631,1.041999976
763,763,1603967.770893108,5442072.516564452,1.044212918
764,764,1603342.941201876,5441918.60751191,-0.375886078
765,765,1603181.543044929,5441905.298823651,-9999.0
766,766,1603373.592992277,5441870.587875241,-0.717391329
767,767,1604034.589959507,5441849.932883631,1.259933289
768,768,1603396.164826191,5441800.772415401,-0.670882362
769,769,1603396.136989176,5441740.939570644,0.023865385
770,770,1603471.584295388,5441728.540410862,-0.276286356
771,771,1603399.890962195,5441695.982609455,-9999.0
772,772,1603372.391948035,5441694.840995071,1.711033001
773,773,1603460.702609246,5441681.452931723,-0.570966671
774,774,1603398.891968304,5441670.445284931,2.049914719
775,775,1603496.288584519,5441676.98875564,-0.390901038
776,776,1603515.607451305,5441660.166090816,-0.418559212
777,777,1603561.835727566,5441611.222717951,-0.874000013
778,778,1603468.549331133,5441587.253253169,3.379000008
779,779,1603475.804894437,5441576.870641201,3.368666728
780,780,1603636.06735626,5441572.001939199,-0.41962321
781,781,1604115.758154477,5441565.867559972,-9999.0
782,782,1603622.086801834,5441560.923323918,-0.01925
783,783,1603762.008509702,5441531.7216718,0.200603959
784,784,1604177.027656931,5441470.763477262,0.880249985
785,785,1603721.287478895,5441372.342358393,0.273673332
786,786,1603800.557575715,5441369.490353461,-0.129981659
787,787,1603787.888202306,5441351.628555094,0.1501
788,788,1603777.008089388,5441340.996580318,0.24688235
789,789,1603807.116203328,5441342.227456217,0.024009899
790,790,1604274.448666687,5441337.003212077,1.173333367
791,791,1603908.577443395,5441331.825126777,0.312588237
792,792,1604284.969828161,5441322.494309515,1.070782591
793,793,1603897.115968083,5441316.66852415,0.103896668
794,794,1603908.561203334,5441301.499668876,0.128568628
795,795,1603750.73565261,5441291.814837247,0.922416668
796,796,1603900.707135993,5441271.996430737,0.048846156
797,797,1603960.964119955,5441242.04752192,0.480339623
798,798,1604341.586651536,5441214.322843823,1.064925927
799,799,1603930.790037445,5441172.258767074,-0.018692314
800,800,1603785.808874866,5441160.347832715,1.98074102
801,801,1603819.813803282,5441141.277650833,3.634691462
802,802,1603953.370578896,5441132.357956437,0.229725484
803,803,1604637.862966723,5441099.692601076,1.139147071
804,804,1603840.477165217,5441065.257822023,1.364745104
805,805,1603861.098174758,5441055.657668592,1.023866657
806,806,1604118.564652597,5440767.50866771,0.686596162
807,807,1604088.915460702,5440725.977361549,0.968307683
808,808,1604201.331255468,5440587.962580861,0.655188112
809,809,1604250.550928511,5440521.128011957,1.0514329
