OID,FID_,X,Y,BCE_Te_Pun
1550,1550,1688704.450715153,6103629.499298394,-0.433235293
1551,1551,1688720.441175951,6103626.020192837,-0.213931818
1552,1552,1694240.336224329,6103570.71224397,0.264685712
1553,1553,1694280.840989639,6103569.770821794,-0.911222266
1554,1554,1695615.473767602,6103554.935083894,0.136116252
1555,1555,1695801.780042128,6103553.789540378,-0.392714324
1556,1556,1688443.598137209,6103647.85179228,-0.645174345
1557,1557,1688728.520478331,6103615.977181112,-0.211333327
1558,1558,1689644.862807867,6103614.725930304,-0.295383785
1559,1559,1692432.720087627,6103578.881987794,-0.960000038
1560,1560,1694296.495001151,6103559.643738645,-9999.0
1561,1561,1688769.14213557,6103605.819180846,1.378436409
1562,1562,1694266.937474368,6103554.935352704,-0.018446516
1563,1563,1694288.810365658,6103549.75985426,-0.400906679
1564,1564,1695104.033999298,6103579.559517813,-0.5473071
1565,1565,1695817.326911918,6103533.696855184,-9999.0
1566,1566,1688442.435083698,6103612.273256587,-0.364883813
1567,1567,1695535.568198304,6103702.187490933,0.412561472
1568,1568,1688458.950247745,6103601.786555284,-0.516388882
1569,1569,1688793.636131599,6103584.720375109,0.623235925
1570,1570,1689496.865322742,6103578.516061756,-0.007545454
1571,1571,1689627.697383617,6103577.220544821,-0.430774986
1572,1572,1693814.334108366,6103534.765570819,-9999.0
1573,1573,1694318.212096094,6103530.274527297,-0.201487795
1574,1574,1694351.934205084,6103542.526264939,-0.338042543
1575,1575,1688484.887802053,6103592.837788491,-0.694999993
1576,1576,1688781.280188664,6103575.604262272,0.009610765
1577,1577,1688805.376696175,6103574.787298348,0.503014913
1578,1578,1689431.350844871,6103569.20025328,-0.050775001
1579,1579,1689615.333178042,6103567.379298634,-0.446746987
1580,1580,1692318.013158837,6103540.971815486,-0.523000002
1581,1581,1688511.366195295,6103583.167967745,-0.694999993
1582,1582,1688533.836205802,6103572.140938198,-0.60724999
1583,1583,1688557.839192485,6103569.558818106,-0.339962495
1584,1584,1688825.989888923,6103565.40603411,0.755678579
1585,1585,1689366.284793283,6103559.191558187,1.550678788
1586,1586,1689545.730082518,6103558.104854502,-0.384674994
1587,1587,1691102.770687196,6103543.558186798,-0.709596531
1588,1588,1692249.995681181,6103543.881066004,-0.224490435
1589,1589,1693646.498361247,6103516.57694203,-9999.0
1590,1590,1694092.155522865,6103511.244561917,-0.174370382
1591,1591,1688598.208940023,6103565.693978982,0.067856835
1592,1592,1688590.6443741,6103595.953525476,-0.609179378
1593,1593,1689419.780910212,6103554.516664888,-0.186174283
1594,1594,1689511.923707578,6103559.124262792,-0.337480087
1595,1595,1689553.974095991,6103547.855108662,-0.6084042
1596,1596,1691062.458533493,6103532.651040159,-0.644478303
1597,1597,1692348.262838555,6103562.625091068,-0.380997502
1598,1598,1693670.926109935,6103506.360249184,-9999.0
1599,1599,1693891.705952968,6103504.070910111,-9999.0
1600,1600,1694108.706233343,6103503.638787885,-0.633911772
1601,1601,1688631.623662306,6103555.967453549,-0.230952723
1602,1602,1691107.377291302,6103524.673632893,-0.536759974
1603,1603,1693642.203405594,6103496.693678952,-0.375129912
1604,1604,1694004.582965016,6103499.472598443,-0.52980773
1605,1605,1688654.437553088,6103544.239771288,-0.342016253
1606,1606,1688678.67691623,6103536.755904444,0.059855767
1607,1607,1689324.663484239,6103531.12590956,0.479039211
1608,1608,1689385.983491733,6103529.793593601,-0.365087496
1609,1609,1690982.206606497,6103519.932442071,-9999.0
1610,1610,1691123.984143013,6103512.99317077,-0.495771443
1611,1611,1693615.365792213,6103499.818311093,-0.62869235
1612,1612,1693658.677955077,6103492.291777879,-0.184540171
1613,1613,1693830.266977498,6103499.359223803,0.152636614
1614,1614,1693969.305559858,6103483.573677732,-0.855000049
1615,1615,1693985.575623981,6103482.548827872,3.21446634
1616,1616,1694304.437315451,6103479.849378801,-9999.0
1617,1617,1688695.142453944,6103533.527042487,-0.080163908
1618,1618,1691132.396893876,6103503.543733966,-0.137724141
1619,1619,1693576.581214787,6103477.44496318,-9999.0
1620,1620,1693674.935480356,6103482.218757211,-0.473146868
1621,1621,1693737.366722723,6103484.444314335,-0.627564169
1622,1622,1694004.807652537,6103476.736359559,1.333020476
1623,1623,1688712.157160714,6103517.453944025,0.083527878
1624,1624,1688730.9963399,6103538.119776047,-0.694999993
1625,1625,1688907.266024278,6103514.379985465,0.718648349
1626,1626,1689218.196197479,6103511.475096389,1.046359923
1627,1627,1689320.48984123,6103515.434200703,-0.047545448
1628,1628,1690929.559632189,6103500.558935034,-0.564188163
1629,1629,1691140.84225472,6103494.364662521,-0.121513502
1630,1630,1693691.192425347,6103472.148170312,0.25020201
1631,1631,1693821.796536808,6103467.008316953,0.325791624
1632,1632,1695040.151349732,6103482.41059236,-0.152306425
1633,1633,1695059.273146806,6103455.341031608,2.375377617
1634,1634,1695602.915046058,6103459.546294096,1.635642149
1635,1635,1688719.856846126,6103507.087608096,0.16170263
1636,1636,1689202.09089452,6103501.115132127,1.305
1637,1637,1690927.040902279,6103484.541262474,-0.442179493
1638,1638,1691156.25585173,6103482.632673693,-0.029138889
1639,1639,1693715.541716004,6103463.151266442,-0.148223904
1640,1640,1695612.712241914,6103436.52121488,0.73228749
1641,1641,1689047.855943932,6103491.430890829,1.60755344
1642,1642,1689193.46038812,6103491.80269317,1.05079068
1643,1643,1691164.834867548,6103474.418243464,-0.049842105
1644,1644,1692214.329591231,6103464.446883989,0.10338342
1645,1645,1693175.601005322,6103451.692973132,-9999.0
1646,1646,1688735.426868306,6103486.380516983,-0.220813948
1647,1647,1688926.613581771,6103495.113592399,0.147656889
1648,1648,1691180.970375271,6103463.875596312,0.135184782
1649,1649,1692611.364333143,6103447.611758423,-0.377508509
1650,1650,1692633.329561841,6103451.657480831,-0.945000052
1651,1651,1692938.902194921,6103446.205511812,0.902340862
1652,1652,1693036.49026506,6103443.160919785,-9999.0
1653,1653,1693502.57643989,6103438.354695282,-0.506682957
1654,1654,1693534.524556666,6103452.416517784,-0.451293824
1655,1655,1688752.659969813,6103486.211433914,-0.684340618
1656,1656,1688963.597373333,6103476.387516187,0.515804792
1657,1657,1689236.740632404,6103487.902674508,-0.264057902
1658,1658,1691196.850862149,6103457.517258625,0.535017206
1659,1659,1692406.763816691,6103439.652853357,0.417503561
1660,1660,1693169.530220577,6103435.702526094,-9999.0
1661,1661,1693519.366475808,6103430.49413754,0.355950014
1662,1662,1689201.677863444,6103465.188997185,0.333575219
1663,1663,1691204.747523031,6103441.995131592,-0.266911393
1664,1664,1692504.785480242,6103428.686694135,-9999.0
1665,1665,1692550.886742426,6103428.215164751,-9999.0
1666,1666,1692620.682745937,6103428.784834176,-0.671724983
1667,1667,1693061.366226444,6103423.575697197,-0.517033958
1668,1668,1693076.669756174,6103427.234189505,-0.904473725
1669,1669,1693183.47011978,6103421.720128832,-0.897000059
1670,1670,1694280.534860998,6103409.757882596,1.799352881
1671,1671,1694299.535824529,6103427.473080392,-9999.0
1672,1672,1695637.164408467,6103396.737632638,1.725426404
1673,1673,1688760.260510618,6103456.245551461,-0.694999993
1674,1674,1689135.808001645,6103453.278812336,-0.212035717
1675,1675,1689172.596902641,6103452.189527829,-0.221320406
1676,1676,1692426.691270309,6103486.865680533,-0.232513986
1677,1677,1693837.528852278,6103405.720558402,0.087290908
1678,1678,1693853.709599043,6103405.030469245,0.556206901
1679,1679,1694369.614630176,6103398.604714722,1.688158744
1680,1680,1691210.630347341,6103482.379572462,-0.13583881
1681,1681,1692537.686931575,6103409.670855948,0.180769262
1682,1682,1692755.294656656,6103413.291471693,0.519392876
1683,1683,1692953.104007978,6103430.988746395,-0.413517165
1684,1684,1692962.41348453,6103404.515934077,-0.917333364
1685,1685,1693818.457988838,6103401.815969767,0.186908899
1686,1686,1688745.595169861,6103440.743233157,-0.634139175
1687,1687,1691244.642019996,6103411.59590537,-9999.0
1688,1688,1693420.73162736,6103390.579112233,-0.368854541
1689,1689,1693886.210471482,6103384.765280919,0.033527268
1690,1690,1693945.59655856,6103387.684888766,-0.766486333
1691,1691,1694385.219760778,6103384.349123096,-9999.0
1692,1692,1692439.132199607,6103389.706995519,-9999.0
1693,1693,1693811.589964749,6103384.774993319,0.423981305
1694,1694,1693968.041628621,6103373.747118542,-0.904333313
1695,1695,1694244.823649281,6103382.232636993,-0.519405559
1696,1696,1694368.710035916,6103369.575441242,-0.149156751
1697,1697,1694986.066637638,6103363.112914042,-9999.0
1698,1698,1688743.515737532,6103416.554804082,-0.489192298
1699,1699,1692471.560746598,6103378.480691623,-0.788047651
1700,1700,1692569.430822397,6103385.487592519,-0.61194525
1701,1701,1692727.856159552,6103416.734749406,-0.31388512
1702,1702,1692416.60954171,6103388.470201876,-0.562647071
1703,1703,1692733.324698975,6103366.854341886,-0.531363633
1704,1704,1693134.046174377,6103374.625067138,-0.144119403
1705,1705,1694965.415213057,6103343.40170422,-0.524375039
1706,1706,1691261.182578886,6103370.847100507,-0.610147096
1707,1707,1692295.561908051,6103361.077227974,0.645603916
1708,1708,1692447.756358294,6103361.101444765,-0.760571461
1709,1709,1693152.862460934,6103358.950426645,-0.083575003
1710,1710,1693910.327413666,6103344.659150075,2.528577091
1711,1711,1693994.183780696,6103354.137192179,-0.731252271
1712,1712,1694033.411707266,6103343.636335987,1.183267608
1713,1713,1692463.188422954,6103354.52218219,-0.61614076
1714,1714,1694049.618003047,6103338.830516757,1.545810781
1715,1715,1694069.838628392,6103332.833099889,-0.212812484
1716,1716,1693873.722885038,6103355.117650469,0.693005976
1717,1717,1693927.064614682,6103330.973496739,-0.065329547
1718,1718,1693965.554902267,6103330.504309718,-0.258178948
1719,1719,1691253.386429056,6103342.550289716,-0.321030762
1720,1720,1691571.607820188,6103338.544175874,-0.899050038
1721,1721,1692313.082590217,6103337.535832893,0.834952869
1722,1722,1693935.90097146,6103316.130010772,-0.157439026
1723,1723,1690820.742523419,6103419.537958459,-0.218883034
1724,1724,1691261.477222643,6103332.847639008,-0.285864399
1725,1725,1691555.523263867,6103331.649482745,-0.793199164
1726,1726,1692331.785332807,6103321.056305186,1.919356329
1727,1727,1693166.078852451,6103333.661805592,-0.303122095
1728,1728,1693951.056136452,6103309.597339055,-0.103914472
1729,1729,1694662.631415468,6103327.137357128,-0.229363037
1730,1730,1694658.094794889,6103305.251971697,0.414400035
1731,1731,1694776.595144755,6103301.28282279,-0.562808235
1732,1732,1694886.29507042,6103317.448257477,-0.302137644
1733,1733,1695651.782499107,6103286.388384863,-0.233349979
1734,1734,1691277.112643939,6103321.684123484,-0.322835437
1735,1735,1692372.23272352,6103314.889407419,0.5465037
1736,1736,1694555.945641427,6103287.908170027,-0.132550003
1737,1737,1694801.651910771,6103286.998229334,0.811013878
1738,1738,1694821.692640446,6103285.126053797,0.021701217
1739,1739,1694842.122792993,6103284.927984389,0.726625001
1740,1740,1694858.232699412,6103286.710669888,0.795928577
1741,1741,1689420.802612577,6103329.447167908,-0.690834668
1742,1742,1691285.484590913,6103312.060585028,-0.204042857
1743,1743,1691497.5481965,6103309.606727808,-0.768017531
1744,1744,1692347.935523794,6103300.96364392,0.451387927
1745,1745,1694547.664474831,6103278.030924913,-0.700856169
1746,1746,1695651.171717264,6103400.764889731,0.122309847
1747,1747,1689441.153294679,6103320.008605281,-0.519912075
1748,1748,1691293.945563687,6103302.789996414,0.046320754
1749,1749,1691452.640693779,6103299.892725606,-0.331745464
1750,1750,1691524.406442645,6103310.006370713,-0.725165228
1751,1751,1691628.441645427,6103298.113375328,-0.970032255
1752,1752,1692311.638278188,6103291.746545249,0.422717887
1753,1753,1695661.05914702,6103257.062532433,-0.336869584
1754,1754,1691309.674862333,6103297.258396454,-0.13422111
1755,1755,1691481.001503086,6103294.596035726,-0.598857149
1756,1756,1691636.683107825,6103287.861675595,-0.976199961
1757,1757,1693176.497514889,6103282.364146668,0.156874428
1758,1758,1688702.538136826,6103307.541509306,-0.030776067
1759,1759,1691326.140452866,6103282.46845942,-0.023879309
1760,1760,1691371.857913492,6103316.793000562,-0.339065491
1761,1761,1691505.574082764,6103281.533339591,-0.251649995
1762,1762,1693946.357512806,6103254.405162428,-0.877651781
1763,1763,1695675.871050781,6103236.425780526,-0.397465795
1764,1764,1688708.443294237,6103297.33368691,0.296641508
1765,1765,1693926.184235366,6103250.502166901,-0.020973144
1766,1766,1695684.193904579,6103226.724760939,-0.063685713
1767,1767,1689039.809644919,6103284.206388406,-0.102029197
1768,1768,1690239.121723201,6103287.010441782,-0.219681456
1769,1769,1690684.741553408,6103283.134213594,-0.079311766
1770,1770,1691354.936999813,6103271.607930314,0.194763797
1771,1771,1691382.296150103,6103262.203528895,0.297571436
1772,1772,1691687.521789392,6103257.659118918,-9999.0
1773,1773,1693173.445692622,6103242.472966181,-0.968333364
1774,1774,1693970.680985797,6103234.224578474,-9999.0
1775,1775,1689077.0816488,6103281.211985654,-0.121544717
1776,1776,1689355.255866437,6103272.956059192,0.339015747
1777,1777,1690557.057481693,6103265.217054521,0.158822696
1778,1778,1691646.317330176,6103259.724265639,-0.848601306
1779,1779,1691663.941876161,6103252.745179198,-0.85799998
1780,1780,1693940.040164351,6103232.90543679,0.737170334
1781,1781,1693982.842562158,6103224.134060905,-9999.0
1782,1782,1695741.177497037,6103212.462183211,0.893647059
1783,1783,1688717.415302566,6103267.816305016,-0.102411762
1784,1784,1689101.421536192,6103269.141796657,0.037688742
1785,1785,1689166.476472796,6103263.142518263,0.179105266
1786,1786,1689371.608537572,6103261.801587225,0.604402087
1787,1787,1690573.424553363,6103249.632408237,0.090911765
1788,1788,1691677.915786527,6103251.094661134,-0.934310327
1789,1789,1691743.721738135,6103236.63262213,-0.963933307
1790,1790,1693958.762643552,6103215.610153384,-0.621734681
1791,1791,1689117.680134315,6103259.401666216,0.07562745
1792,1792,1689133.829946601,6103252.569685033,0.193619044
1793,1793,1689387.314944375,6103250.794424299,0.538724998
1794,1794,1690248.350268383,6103246.524640431,-0.233920137
1795,1795,1690589.464916179,6103244.235487117,0.093397435
1796,1796,1692339.081562592,6103221.097961313,0.593616664
1797,1797,1693974.654703321,6103210.379751791,-0.198770118
1798,1798,1694015.334993246,6103203.142071499,-9999.0
1799,1799,1695742.266828775,6103226.115038606,0.347875942
1800,1800,1688725.498484507,6103253.881756731,-0.244687502
1801,1801,1689126.445359093,6103301.252501015,-0.488783529
1802,1802,1689141.972880777,6103245.565443195,0.321150007
1803,1803,1690339.802122047,6103231.366338452,-0.173487493
1804,1804,1690638.384344211,6103230.489638421,0.346953498
1805,1805,1693132.164944906,6103203.025784751,-0.52787999
1806,1806,1688733.328883604,6103237.65167699,-0.2783662
1807,1807,1688756.102059271,6103257.338970124,-0.685000428
1808,1808,1689395.940657529,6103231.44717673,0.621488372
1809,1809,1692363.271663983,6103201.168165285,0.522107142
1810,1810,1692427.974570149,6103199.955814294,4.434097237
1811,1811,1693156.828101465,6103195.276994727,-0.939688308
1812,1812,1695765.115294519,6103165.76339746,0.893217965
1813,1813,1689403.969926005,6103221.957567878,0.523595675
1814,1814,1690483.306591604,6103263.103993424,-0.106099539
1815,1815,1691790.985893058,6103196.849494115,-0.050774998
1816,1816,1692400.565156377,6103191.199567602,2.192454552
1817,1817,1693172.829792922,6103182.695850509,-0.960018863
1818,1818,1688741.013283508,6103222.285920019,-0.170259816
1819,1819,1689419.938930821,6103211.08766138,0.31484685
1820,1820,1690197.863713987,6103201.996334756,2.750384652
1821,1821,1691808.425999818,6103201.816347738,-0.498894836
1822,1822,1692444.835143377,6103180.407027402,3.81536847
1823,1823,1693128.327288905,6103183.745199081,-0.395318548
1824,1824,1693156.373743,6103172.901455815,-0.123146033
1825,1825,1694583.586715662,6103161.513013355,-0.169254751
1826,1826,1688749.043302085,6103207.261469309,-0.140549999
1827,1827,1689428.485133915,6103202.530608045,0.308244895
1828,1828,1689495.699685676,6103215.417239817,-0.335144728
1829,1829,1691799.879041867,6103177.699875541,0.010050841
1830,1830,1692378.984835,6103175.326012885,0.307550598
1831,1831,1692453.075590979,6103170.154562959,0.642849991
1832,1832,1693951.378172089,6103154.14276877,0.907725565
1833,1833,1688774.024237298,6103208.74270256,-0.685000002
1834,1834,1689460.541174847,6103196.153694873,0.097326529
1835,1835,1692461.157849686,6103160.834577392,0.8313846
1836,1836,1693180.854281813,6103152.905841136,0.058205135
1837,1837,1693194.32453242,6103164.331218881,0.22358688
1838,1838,1693973.837593365,6103144.516250487,-0.932111098
1839,1839,1697312.539286996,6103114.420245816,0.740823497
1840,1840,1689476.805857307,6103186.019814728,0.086165542
1841,1841,1691815.091976843,6103156.726117646,-0.048349986
1842,1842,1694063.677577417,6103133.618186254,-0.804999985
1843,1843,1689493.057260641,6103175.86225392,0.187460341
1844,1844,1692469.719584277,6103140.09272127,0.479333332
1845,1845,1693392.921092903,6103130.810438941,-0.536927273
1846,1846,1693957.269653998,6103124.034016917,0.23288459
1847,1847,1697440.54844935,6103087.900847503,-9999.0
1848,1848,1689558.82957796,6103160.377454999,2.145086942
1849,1849,1693188.567404022,6103122.750135755,-0.727000058
1850,1850,1694545.893861378,6103108.662068006,-0.826900002
1851,1851,1688854.684721856,6103156.609650152,-0.685000486
1852,1852,1689566.94650328,6103150.22356239,-9999.0
1853,1853,1692321.875253701,6103121.847124167,0.898464131
1854,1854,1694077.767769373,6103114.194394371,0.289377276
1855,1855,1697154.292965312,6103071.225073292,5.822200012
1856,1856,1697375.113899401,6103070.914460253,0.046382963
1857,1857,1697407.619042619,6103067.600870207,-0.108375008
1858,1858,1690195.716187974,6103133.166414196,0.483599988
1859,1859,1692330.206471886,6103112.159051233,1.150371411
1860,1860,1693148.332672702,6103101.947451716,0.987580641
1861,1861,1693400.789081303,6103100.837410411,-0.558877182
1862,1862,1693924.260006864,6103095.211574616,-0.749124979
1863,1863,1693984.337926116,6103094.230349828,-0.884562485
1864,1864,1694607.600781921,6103114.82849487,0.00343137
1865,1865,1694627.536509553,6103089.354492664,2.948126975
1866,1866,1697424.145549379,6103059.39302163,0.327322037
1867,1867,1688756.535657196,6103137.441493546,-0.685000002
1868,1868,1692338.094269617,6103101.792285602,0.458415589
1869,1869,1693945.844983588,6103085.380463073,-0.925899985
1870,1870,1694091.113737844,6103088.49468302,-0.689598274
1871,1871,1697224.721658552,6103104.891379884,0.504112706
1872,1872,1697448.743852411,6103048.649788196,0.95384614
1873,1873,1691834.947381773,6103129.696662131,-0.398318477
1874,1874,1693899.850229642,6103080.684193073,-0.800482717
1875,1875,1694071.232530322,6103073.756021605,-9999.0
1876,1876,1694162.406359091,6103082.360363409,0.068535401
1877,1877,1697453.972672381,6103041.172114323,1.600799966
1878,1878,1691830.816568312,6103091.871571584,-0.376806253
1879,1879,1692346.167365945,6103087.204104929,1.229049863
1880,1880,1693122.847105796,6103073.340132718,0.073693697
1881,1881,1693155.347563027,6103073.272807324,-9999.0
1882,1882,1693915.938711794,6103071.621946499,-0.564919983
1883,1883,1693114.433045627,6103063.640244517,-0.13054546
1884,1884,1694063.316780369,6103059.965923409,-0.791901079
1885,1885,1697083.559495892,6103024.838696854,-9999.0
1886,1886,1689592.232331407,6103166.428255314,-0.328782444
1887,1887,1691838.711229946,6103066.811624548,-0.463724998
1888,1888,1693106.583984116,6103053.580318124,0.053114286
1889,1889,1693329.84780683,6103080.096074344,-0.43264021
1890,1890,1694070.994494098,6103043.947662279,-0.892714275
1891,1891,1689574.301840349,6103079.824099565,0.539916673
1892,1892,1690203.864908638,6103085.323167922,0.533413038
1893,1893,1692363.566567519,6103063.817380074,0.400845732
1894,1894,1693163.216212914,6103043.299902105,-0.510538484
1895,1895,1694160.464133757,6103036.29405591,-0.502127823
1896,1896,1697075.718565842,6103001.800925794,1.14865214
1897,1897,1690211.704282072,6103063.591572853,0.563677513
1898,1898,1693154.937109399,6103033.421270346,-0.203889988
1899,1899,1694137.566951678,6103024.568467678,1.100153851
1900,1900,1689581.084648467,6103059.565081368,1.562583852
1901,1901,1689955.044716787,6103237.479874771,-0.227430008
1902,1902,1693098.827061899,6103023.804319996,-0.266323048
1903,1903,1693192.503801375,6103033.672268816,-0.831300041
1904,1904,1693294.095991716,6103027.604894378,-0.203573329
1905,1905,1694152.650952672,6103013.511734944,0.203666662
1906,1906,1697029.774939156,6103001.288617472,-0.064622672
1907,1907,1688584.05351584,6103060.149099927,0.134156863
1908,1908,1690219.847640903,6103049.460070134,0.55161937
1909,1909,1693130.267197139,6103033.935354616,-0.76988625
1910,1910,1693179.416660822,6103018.513540536,-0.291597391
1911,1911,1694168.677702801,6103007.976271078,-0.148180123
1912,1912,1690227.634389651,6103033.427283818,0.588765437
1913,1913,1688621.745776015,6103046.338740844,-0.382157841
1914,1914,1689663.149889982,6103028.860371833,-0.413075004
1915,1915,1693105.99403567,6103000.039401938,0.175710122
1916,1916,1693121.820326604,6102993.906828941,-0.910628554
1917,1917,1689588.866394593,6103019.632802333,1.112578964
1918,1918,1689671.227735705,6103018.81642123,-0.424625009
1919,1919,1690248.010103081,6103013.269157131,0.66194692
1920,1920,1692005.61815928,6102995.020807654,-0.422925005
1921,1921,1694152.087304701,6102973.434119862,1.505000013
1922,1922,1695909.470447152,6102955.548151852,0.974608476
1923,1923,1688558.531463767,6103029.131593047,-0.289067454
1924,1924,1693113.867380098,6102981.269272417,-0.866586465
1925,1925,1695827.418485933,6103036.99301672,0.360291573
1926,1926,1689758.747060834,6103019.504921257,-0.41162144
1927,1927,1691846.68257285,6102978.124816462,-0.078101695
1928,1928,1691894.616880463,6102992.936012814,-0.24055205
1929,1929,1692233.934210508,6103084.758472859,-0.428080623
1930,1930,1693128.78801044,6102964.980108812,-0.514382337
1931,1931,1694306.099966279,6102952.067706469,-0.731426564
1932,1932,1691855.100135908,6102968.878354299,-0.014999999
1933,1933,1694178.628160219,6102954.256388792,0.718018712
1934,1934,1694331.533783539,6102941.51318453,-9999.0
1935,1935,1696072.951260916,6103034.121491933,0.709057587
1936,1936,1696948.075209369,6102939.978170136,0.233073079
1937,1937,1696980.733593741,6102914.822391536,0.771588979
1938,1938,1691870.571844985,6102957.408350567,0.23267606
1939,1939,1694191.832936325,6102933.005466912,-9999.0
1940,1940,1694299.04235835,6102932.553025221,0.075506941
1941,1941,1694348.378895877,6102931.3734765,-9999.0
1942,1942,1688509.847436983,6102980.643381566,-0.206275872
1943,1943,1688783.012897838,6103037.148372936,-0.546004715
1944,1944,1689776.861937791,6102968.153757009,1.282028783
1945,1945,1691886.781840425,6102953.283435634,0.321310024
1946,1946,1694143.341789835,6102923.580705196,0.869974026
1947,1947,1694324.048672121,6102923.182035689,-0.102158637
1948,1948,1691919.301603521,6102943.260067305,0.223375328
1949,1949,1691943.682627266,6102935.488074291,0.341222229
1950,1950,1692075.466483504,6102961.045299055,-0.220180277
1951,1951,1694151.61310129,6102915.942070104,1.838666682
1952,1952,1694184.045105521,6102913.158673017,-0.639181802
1953,1953,1694208.573872635,6102912.260768398,-0.265554649
1954,1954,1694339.491256914,6102911.654876408,-0.148262491
1955,1955,1694376.192740039,6102911.155360661,-9999.0
1956,1956,1691952.175408737,6102927.732975684,0.457549446
1957,1957,1694224.933404743,6102909.41050283,-0.086586653
1958,1958,1694356.108456436,6102902.188973867,0.377896158
1959,1959,1694388.35339846,6102901.064372468,-9999.0
1960,1960,1694707.256681551,6102897.704989675,0.909919907
1961,1961,1696874.603760187,6102874.771969489,-9999.0
1962,1962,1691976.334243299,6102917.264624751,0.622033897
1963,1963,1692078.3299399,6102914.938017613,0.321714788
1964,1964,1694364.581541007,6102892.58829139,0.34346153
1965,1965,1694396.425938227,6102891.016233182,-0.565965499
1966,1966,1689531.807576882,6102929.863707716,2.251666683
1967,1967,1692123.421403409,6102911.711116252,0.474519443
1968,1968,1694372.914030048,6102883.05197142,-0.168209315
1969,1969,1694429.027709239,6102880.711956637,-9999.0
1970,1970,1694729.423649001,6102883.418948524,-0.399649787
1971,1971,1696882.023955897,6102859.74640604,-0.627888921
1972,1972,1694388.483304663,6102873.221805221,2.685681823
1973,1973,1694483.437024397,6102870.582681294,-0.774636344
1974,1974,1688482.191941399,6102987.465485158,-0.40435376
1975,1975,1689514.965327348,6102910.570369539,2.12720293
1976,1976,1694453.799959887,6102862.766247409,-0.370581402
1977,1977,1688508.253632412,6102922.790004383,-0.357047822
1978,1978,1694408.781556634,6102863.217789413,-0.713927742
1979,1979,1694470.043116621,6102851.002771358,-0.443024996
1980,1980,1688476.185068045,6102900.331691644,-0.625
1981,1981,1688661.57876878,6102933.494253703,-0.615329775
1982,1982,1688427.036421791,6102891.575316763,-0.300808334
1983,1983,1696456.432472189,6102816.079789608,-0.063092321
1984,1984,1696480.783522891,6102808.507467793,-0.622151518
1985,1985,1696591.450659721,6102812.757658974,-9999.0
1986,1986,1696677.026164667,6102807.137955918,-9999.0
1987,1987,1688418.762644912,6102881.692456487,0.02607212
1988,1988,1689482.06126917,6102870.7185171,2.401124636
1989,1989,1694571.490855046,6102819.43928605,-9999.0
1990,1990,1696364.817251945,6102874.063940077,0.133369841
1991,1991,1696562.441524602,6102797.671820506,0.049571429
1992,1992,1696832.271748016,6102795.51281792,-9999.0
1993,1993,1688461.874587798,6102878.520376096,-0.625
1994,1994,1689473.55095787,6102861.176111344,2.012581638
1995,1995,1696578.848631827,6102795.339179786,-0.400046175
1996,1996,1696710.926134689,6102801.823281663,-0.596333375
1997,1997,1696811.724029281,6102785.768783377,-9999.0
1998,1998,1689465.375300856,6102851.242959999,1.58958615
1999,1999,1694559.494847579,6102807.17891698,-0.23817821
2000,2000,1696684.875032828,6102776.435409188,-0.037767885
2001,2001,1688395.359350717,6102852.054678587,0.202865336
2002,2002,1694583.821028161,6102790.544610465,-0.758249139
2003,2003,1696700.916585832,6102772.200711343,0.209191494
2004,2004,1696721.627018455,6102766.498716978,-0.055293597
2005,2005,1689457.061685131,6102831.351748253,1.822166701
2006,2006,1688407.912777463,6102839.193073129,-0.093131194
2007,2007,1688418.967558039,6102823.448360442,-0.277779999
2008,2008,1689448.755107604,6102811.459855139,1.767490783
2009,2009,1688434.650588932,6102812.083793385,-0.278629621
2010,2010,1689440.8347551,6102791.791160457,1.894090911
2011,2011,1689456.2061359,6102791.983077453,1.518800029
2012,2012,1694632.296489344,6102739.49944943,-0.369645167
2013,2013,1694659.269099492,6102742.130334014,-9999.0
2014,2014,1694762.801397362,6102737.724616214,1.747737474
2015,2015,1694819.869986911,6102737.330878353,-0.581070178
2016,2016,1688451.69863108,6102792.716193691,-0.132710517
2017,2017,1694648.902328211,6102720.098006881,-0.577124817
2018,2018,1694837.981504427,6102721.457500215,-0.483313647
2019,2019,1694657.238357996,6102710.566871798,0.267466648
2020,2020,1688466.84185739,6102766.938693795,-0.025755235
2021,2021,1689444.560433426,6102761.912655805,1.173644355
2022,2022,1694672.496403875,6102698.878949204,0.148186675
2023,2023,1694834.695570361,6102697.918234267,4.684285689
2024,2024,1689464.077584889,6102741.909188036,1.085950015
2025,2025,1694680.696195151,6102688.991457153,-0.512387774
2026,2026,1694689.064120376,6102680.629776965,2.028504807
2027,2027,1688479.504454048,6102728.874139591,-0.455226923
2028,2028,1694726.844794293,6102644.550771123,-0.551028312
2029,2029,1688474.145035268,6102691.839226339,-0.130300003
2030,2030,1694714.575867829,6102628.645426563,-0.53991305
2031,2031,1694720.562691798,6102608.635630824,-0.669056625
2032,2032,1688488.867973156,6102752.812822138,-0.596515404
2033,2033,1694736.856649207,6102602.950592868,-0.447555602
2034,2034,1689509.835459205,6102647.167092888,1.677753519
2035,2035,1689521.025175446,6102623.400964875,1.287174849
2036,2036,1689536.500363852,6102611.815313021,1.315864506
2037,2037,1689544.446075745,6102601.6045727,0.848431813
2038,2038,1694704.833255633,6102538.242468991,-0.449545446
2039,2039,1694716.472822028,6102521.770313617,-0.826760038
