OID,FID_,X,Y,BCE_Akaroa
523,523,1596902.25269928,5149509.799623847,-9999.0
524,524,1596930.840528842,5149515.113005556,-9999.0
525,525,1593565.383152844,5149499.495018645,-9999.0
526,526,1596811.806329657,5149480.034556945,-9999.0
527,527,1596804.595545462,5149450.100881274,-9999.0
528,528,1597139.034651893,5149471.873304983,-0.511323155
529,529,1597002.21570197,5149417.389614634,-0.541457746
530,530,1596716.502982629,5149380.883336646,-9999.0
531,531,1596775.884128553,5149360.815996068,-9999.0
532,532,1596943.99420954,5149361.022702628,-9999.0
533,533,1596971.987993211,5149386.180647681,-0.923749998
534,534,1596710.309770637,5149352.744687068,-9999.0
535,535,1596752.2390233,5149330.146803182,-9999.0
536,536,1596816.021906443,5149320.785449539,-9999.0
537,537,1596891.786532499,5149335.698920769,-0.796400003
538,538,1596789.199045305,5149318.586583083,-9999.0
539,539,1596835.309577225,5149261.135011711,-0.398735951
540,540,1593449.68391448,5149197.35257744,1.343100847
541,541,1593268.308978216,5149187.510170436,-0.45766998
542,542,1593313.797415328,5149188.830488509,-0.507934054
543,543,1593423.957108174,5149186.411657763,2.961787214
544,544,1593557.089297346,5149347.833823775,-0.354918737
545,545,1596792.416789141,5149177.761149097,-0.670999951
546,546,1593421.375951088,5149160.207787503,0.005375572
547,547,1596770.922937005,5149125.272357712,-0.528172977
548,548,1593052.629241142,5149047.629504334,-9999.0
549,549,1593134.218419735,5149100.744423811,-0.082019275
550,550,1593062.556754446,5149037.998358849,-9999.0
551,551,1596437.632060462,5149031.411011089,-9999.0
552,552,1593045.088597095,5149020.311034297,-9999.0
553,553,1596728.993471346,5149024.200862788,-0.562952214
554,554,1596437.648078666,5149001.480778181,-9999.0
555,555,1596638.792975884,5148995.869548523,-9999.0
556,556,1596551.107755184,5148986.179048277,-0.779206531
557,557,1596687.461892478,5148979.773822178,-0.248389704
558,558,1593013.825830016,5148966.118539891,0.744716049
559,559,1592996.154927245,5148923.235078441,-9999.0
560,560,1592948.270290839,5148897.285436491,0.337122459
561,561,1592983.227323537,5148903.228990735,-9999.0
562,562,1592626.685758852,5148905.647639475,0.445661609
563,563,1596414.206903781,5148906.916699068,-0.856285751
564,564,1592961.574839865,5148883.252614232,-0.595272701
565,565,1592523.34959399,5148869.870751389,0.781274443
566,566,1592583.50532157,5148871.202540613,-0.853203114
567,567,1592720.758391956,5148866.489043234,0.019411769
568,568,1592938.481164255,5148865.826260774,-0.27124335
569,569,1592499.169570258,5148851.746585628,0.851122047
570,570,1592737.246576137,5148846.506163775,0.178795455
571,571,1592477.583665271,5148837.827806207,1.525699995
572,572,1592917.820983692,5148844.485305758,-0.010404431
573,573,1592515.108945123,5148831.465477379,-0.692741567
574,574,1596384.740590922,5148832.310751988,-0.959200013
575,575,1592455.932908877,5148817.849780763,1.494100022
576,576,1592877.672074928,5148827.511647323,0.13491202
577,577,1592448.719791931,5148807.864840467,1.322028566
578,578,1592724.405681597,5148798.922607752,-9999.0
579,579,1596320.672286001,5148791.808736879,-0.384210532
580,580,1592438.756288851,5148767.946474412,-0.839451574
581,581,1592810.17901428,5148787.755695871,-0.072122642
582,582,1596304.138276263,5148769.333850579,-0.944787927
583,583,1592431.107112751,5148748.568838742,-9999.0
584,584,1592369.342621597,5148727.960217638,1.60781428
585,585,1596255.446305202,5148734.048750618,-9999.0
586,586,1592351.304706161,5148707.985984921,1.105406675
587,587,1596186.978478157,5148705.831001223,-0.909111102
588,588,1595806.957527258,5148692.015949658,-9999.0
589,589,1595952.1506879,5148694.197791993,-0.980190481
590,590,1596144.082448329,5148691.310465422,-0.654380441
591,591,1595842.440760618,5148681.677929729,-0.75075609
592,592,1595892.443368435,5148679.520363827,-0.992000043
593,593,1596032.117775566,5148671.291153987,-0.860769178
594,594,1596086.00768254,5148671.630229083,-0.768945061
595,595,1595777.315857616,5148672.332593949,-0.580349387
596,596,1595699.668168918,5148651.338993263,-9999.0
597,597,1595851.633952703,5148641.100001691,-9999.0
598,598,1592296.8380547,5148498.411113543,0.111363648
599,599,1592297.399451958,5148468.481465519,-0.887142835
600,600,1592335.522064886,5148522.749531367,-0.319300912
601,601,1595862.664850288,5148403.434117661,-9999.0
602,602,1595855.382735392,5148386.713600557,-9999.0
603,603,1595843.792209256,5148373.558861485,-9999.0
604,604,1592329.717676315,5148364.074503073,-9999.0
605,605,1595831.063553197,5148363.069211553,-9999.0
606,606,1595800.577886658,5148344.916168028,-9999.0
607,607,1595699.771683926,5148331.610715655,-0.935151543
608,608,1595670.472153337,5148315.052969652,-9999.0
609,609,1592318.493869867,5148310.99502334,-9999.0
610,610,1592319.142015133,5148279.155847765,-9999.0
611,611,1592337.024230275,5148200.754351192,-9999.0
612,612,1592283.101322415,5148301.235573336,-0.081012202
613,613,1595564.683257651,5148192.072403618,-0.659162379
614,614,1592271.80808882,5148033.083585449,-0.87838665
615,615,1592279.97012228,5147924.727246815,-9999.0
616,616,1592263.757928752,5147889.789713199,-0.71204877
617,617,1592249.629909651,5147833.342716139,-0.864285699
618,618,1595497.948812943,5147851.850204876,-9999.0
619,619,1592286.031756489,5147783.715353399,-9999.0
620,620,1592312.802339777,5147704.205439667,-9999.0
621,621,1595509.466356633,5147627.745895982,-0.84283333
622,622,1595504.227827693,5147569.885494625,-9999.0
623,623,1592337.56836553,5147592.801291198,-0.66596251
624,624,1595487.967009367,5147517.372814338,-9999.0
625,625,1592310.298936466,5147496.809024148,-9999.0
626,626,1595466.129411456,5147457.481522794,-9999.0
627,627,1592303.319914368,5147437.926248393,-9999.0
628,628,1595458.984154726,5147424.729211224,-9999.0
629,629,1592317.155562592,5147406.623768403,-9999.0
630,630,1595451.433382781,5147398.882158305,-0.908000012
631,631,1592424.85782512,5147325.901672845,-0.930239584
632,632,1595435.575951024,5147264.240595393,-9999.0
633,633,1592539.450997504,5147255.577954601,-0.713368419
634,634,1592555.237759314,5147231.654715719,-0.76489658
635,635,1592592.485147566,5147206.708735966,-0.630201482
636,636,1592680.031555315,5147157.632427594,-0.26618946
637,637,1592655.328010727,5147145.502028675,-0.695720565
638,638,1592616.932768521,5147120.944137787,-0.441131368
639,639,1592734.644739509,5147129.709319872,0.264303893
640,640,1592724.683208486,5147064.307660974,0.498937512
641,641,1592710.733814713,5147042.26797286,-0.270333347
642,642,1592607.269802058,5147044.535823118,-9999.0
643,643,1595443.752401581,5147048.648917455,-0.418439243
644,644,1592761.520480516,5147002.733169783,-0.322599995
645,645,1592570.014483486,5147002.284559706,-9999.0
646,646,1595448.80351002,5146981.401560687,-9999.0
647,647,1592652.895908087,5146962.597883973,-9999.0
648,648,1592553.566194269,5146952.349605897,-9999.0
649,649,1592668.498262623,5147019.39551532,-0.040151158
650,650,1592764.716420559,5146950.705638945,-0.368200003
651,651,1592783.44142196,5147013.961869649,0.217040005
652,652,1592729.642491725,5146953.671155991,-9999.0
653,653,1592607.569110035,5146955.966844686,-9999.0
654,654,1592706.175521735,5146935.633404214,-0.622653355
655,655,1592554.526804779,5146891.144298044,-0.366762714
656,656,1592538.366438672,5146834.048767968,-9999.0
657,657,1595446.151542855,5146851.950532322,-0.563276604
658,658,1595475.944879346,5146803.437660981,-9999.0
659,659,1592539.033221782,5146799.76430815,-0.358420819
660,660,1592520.086152519,5146710.691764785,-9999.0
661,661,1592496.928990846,5146688.195897113,-0.714374308
662,662,1592494.657958332,5146600.336841611,-0.731966677
663,663,1592495.1253378,5146529.292497223,-0.684383725
664,664,1595584.168552518,5146475.232302723,-0.655949979
665,665,1592516.37155063,5146468.386563833,-0.443608231
666,666,1595591.739767798,5146445.751466217,-9999.0
667,667,1592544.35726608,5146438.824055747,0.066951045
668,668,1592567.482829467,5146340.558209017,-9999.0
669,669,1595600.437596767,5146285.363049238,-9999.0
670,670,1592587.748044398,5146282.414027075,-9999.0
671,671,1595584.871065371,5146247.965623206,-0.66141172
672,672,1592574.869018656,5146218.408880699,-0.955599988
673,673,1595542.525237093,5146196.741358195,-0.752315738
674,674,1595520.867195809,5146186.750013077,-9999.0
675,675,1595482.32013609,5146164.709231746,-0.861999949
676,676,1595447.58605435,5146143.494970749,-0.834896511
677,677,1592574.514231842,5146139.217348656,-9999.0
678,678,1595426.581371407,5146127.023517169,-0.720857154
679,679,1592628.945119387,5146099.799358866,-9999.0
680,680,1592696.505473916,5146100.269961506,-9999.0
681,681,1595364.770485463,5146087.533300329,-9999.0
682,682,1592610.701246522,5146079.408653055,-9999.0
683,683,1595342.745552542,5146067.586006788,-0.831480019
684,684,1592650.428479722,5146059.48723764,-9999.0
685,685,1592690.168337558,5146039.577428396,-9999.0
686,686,1592731.723450351,5146018.102724314,-9999.0
687,687,1595312.000184883,5146035.652612506,-9999.0
688,688,1592776.717326787,5146004.961038504,-9999.0
689,689,1592752.79564761,5146001.401562857,-0.953333378
690,690,1592769.822070831,5145979.941026346,-0.772906227
691,691,1592806.402765454,5145986.988202831,-9999.0
692,692,1592791.354726678,5145959.873449527,-0.835111108
693,693,1592822.754533336,5145917.326259795,-0.370408701
694,694,1592848.679300642,5145885.109308257,-9999.0
695,695,1592856.453895672,5145860.175647815,-9999.0
696,696,1595288.530175385,5145837.766185307,-9999.0
697,697,1595268.103861224,5145783.526599087,-9999.0
698,698,1595234.32108288,5145724.873452036,-9999.0
699,699,1592879.433479758,5145770.572060958,-0.138709686
700,700,1595209.921015643,5145659.972558658,-9999.0
701,701,1592905.068808534,5145657.768502497,0.023704734
702,702,1595210.446829474,5145616.643101832,-0.920000017
703,703,1592914.28024713,5145591.254258563,0.382600002
704,704,1592941.096154223,5145548.150143944,-9999.0
705,705,1592948.707993693,5145522.147474287,-9999.0
706,706,1595195.262629404,5145388.050040592,-9999.0
707,707,1592945.861788217,5145432.843099535,-0.705999963
708,708,1592949.766783066,5145285.103505166,-9999.0
709,709,1595242.758225772,5145256.45448867,-0.915916656
710,710,1592974.153579416,5145182.875587368,-9999.0
711,711,1592990.782793705,5145161.941828812,-9999.0
712,712,1593012.465162927,5145142.011019767,-9999.0
713,713,1593030.175951562,5145111.81781244,-0.852666676
714,714,1593048.642039097,5145077.204264331,-9999.0
715,715,1595205.624372888,5145125.854801774,-9999.0
716,716,1593083.563801418,5145035.00129154,-9999.0
717,717,1593112.811560646,5144988.070312938,-9999.0
718,718,1595153.722416082,5144849.336553635,-9999.0
719,719,1593138.937335776,5144889.01023618,0.314393431
720,720,1595161.823452885,5144805.917304752,-9999.0
721,721,1593201.775916172,5144774.727795538,-9999.0
722,722,1593226.706152252,5144728.453107347,-9999.0
723,723,1595151.397930994,5144704.210587176,0.876214915
724,724,1593212.46039588,5144526.813751495,-9999.0
725,725,1595171.347149791,5144572.400872263,-0.737652755
726,726,1595141.147237981,5144498.660366318,-9999.0
727,727,1595124.765313969,5144480.6854645,-9999.0
728,728,1595103.180255855,5144440.666283696,-9999.0
729,729,1593153.93790481,5144465.335543298,-0.924428565
730,730,1593114.310996925,5144408.820845746,-9999.0
731,731,1595083.761909974,5144414.352732032,-9999.0
732,732,1593091.771860545,5144377.402589005,0.749595969
733,733,1593085.920434886,5144342.525922365,-0.499100015
734,734,1593062.374649236,5144322.607309606,-0.388999969
735,735,1593017.366585968,5144278.563282298,-0.284999941
736,736,1593004.676384286,5144262.062868408,1.973066631
737,737,1595180.38316713,5144158.391421972,-0.216812497
738,738,1592892.97224443,5144112.246858619,-9999.0
739,739,1595363.308072507,5144091.71969028,-9999.0
740,740,1592894.204597724,5144084.342164206,-9999.0
741,741,1592887.669534632,5144064.021859487,-9999.0
742,742,1595374.328006737,5144026.670142482,-9999.0
743,743,1595366.077086154,5143987.47038156,-0.286499992
744,744,1595363.591068917,5143922.989012792,-0.255547182
745,745,1592837.344870301,5143881.890291944,-9999.0
746,746,1592821.603156392,5143951.401664176,-0.734703715
747,747,1592897.544177193,5143861.027376367,-9999.0
748,748,1592921.528727064,5143844.214632301,-9999.0
749,749,1592923.945805257,5143820.992657904,-0.089061199
750,750,1595370.125807172,5143784.352360155,-0.506666686
751,751,1595385.187964134,5143772.060676319,1.022470601
752,752,1593003.029751474,5143776.465305149,-0.261626374
753,753,1595399.62140631,5143732.534526909,4.389166613
754,754,1595393.113433102,5143722.389864044,3.90825006
755,755,1593105.235308668,5143711.857249479,-9999.0
756,756,1593124.076374213,5143680.797680011,-9999.0
757,757,1595365.363837447,5143656.391817971,0.644235773
758,758,1595354.599908539,5143592.664209671,1.178722292
759,759,1595366.22824269,5143546.164958259,0.577659098
760,760,1593075.891375024,5143490.420155362,-9999.0
761,761,1593068.628191035,5143480.560197996,-9999.0
762,762,1593059.164937498,5143444.890299819,-9999.0
763,763,1593432.616451304,5143446.690209761,-9999.0
764,764,1593048.06222816,5143429.793128185,-9999.0
765,765,1593034.535388463,5143391.413009088,-9999.0
766,766,1593015.995336015,5143363.943162364,-9999.0
767,767,1593034.39410041,5143343.970076474,-9999.0
768,768,1593234.542366712,5143321.469160491,-9999.0
769,769,1593216.591966611,5143306.609146496,0.026744045
770,770,1593299.539479952,5143290.877017783,-9999.0
771,771,1593264.944924845,5143292.761258262,-0.063374997
772,772,1593321.740447277,5143271.673156316,-9999.0
773,773,1593332.061747524,5143251.7298302,-9999.0
774,774,1593427.23011282,5143132.812409405,-9999.0
775,775,1593442.146468911,5143120.518432286,-9999.0
776,776,1595701.301286841,5143106.597038507,-9999.0
777,777,1595729.481393269,5143071.048730245,-9999.0
778,778,1593509.424263919,5143052.863518212,-9999.0
779,779,1593548.860487704,5142997.534270846,-9999.0
780,780,1593564.420281117,5142905.943614184,-9999.0
781,781,1596136.638438446,5142854.878812523,1.511473773
782,782,1593568.023100128,5142829.139383742,-9999.0
783,783,1593549.858534653,5142795.78110664,-9999.0
784,784,1595954.542870721,5142774.604525128,-0.733666658
785,785,1596613.110044692,5142685.532427796,-9999.0
786,786,1596548.00949887,5142675.729928767,-9999.0
787,787,1596666.623693037,5142675.116068555,-0.843999959
788,788,1595905.634854472,5142665.388220448,-9999.0
789,789,1596598.538939283,5142665.779146527,-9999.0
790,790,1593560.021329313,5142653.343717149,-9999.0
791,791,1593544.933009298,5142620.157479708,-0.851999998
792,792,1593513.274066093,5142582.829008974,-0.557235291
793,793,1596609.259608998,5142551.154797394,-9999.0
794,794,1593589.969971494,5142540.50449477,0.217214965
795,795,1593633.096235833,5142534.585273005,0.206242417
796,796,1593704.4895811,5142533.759878424,-0.56281817
797,797,1593513.853155942,5142540.855398429,-0.572518558
798,798,1593778.082841842,5142518.476640751,-0.487899957
799,799,1593809.172829619,5142503.927757071,-9999.0
800,800,1596682.168842346,5142466.661197303,-9999.0
801,801,1596714.14139613,5142426.392960941,-9999.0
802,802,1596937.952596,5142276.847129113,-9999.0
803,803,1593813.93428582,5142367.213122985,-0.149841677
804,804,1597248.463814842,5142227.618380155,-9999.0
805,805,1593884.475705794,5142209.676958237,-0.373270009
806,806,1597226.679044416,5142197.159131738,-9999.0
807,807,1593833.764970836,5142205.985740397,-9999.0
808,808,1593928.554680856,5142184.778486602,-9999.0
809,809,1597095.963177973,5142187.926429146,-9999.0
810,810,1597147.43942421,5142186.940869908,-9999.0
811,811,1593950.632020573,5142214.989468733,-0.824687514
812,812,1597190.609717437,5142157.236557601,-9999.0
813,813,1597203.324761037,5142177.332370438,0.403613055
814,814,1594002.248081402,5142151.524386303,-9999.0
815,815,1597140.243671985,5142137.053504262,-9999.0
816,816,1597164.25165173,5142151.434585925,-9999.0
817,817,1593988.792194279,5142132.887837664,-9999.0
818,818,1597060.863564925,5142117.06514218,-9999.0
819,819,1594049.287424524,5142123.190145534,-9999.0
820,820,1597168.979385932,5142107.343099769,-9999.0
821,821,1597421.622022083,5141997.700568327,-9999.0
822,822,1594131.557722409,5141949.054777252,-0.492096156
823,823,1594329.47756178,5141755.77700872,-9999.0
824,824,1594387.283800627,5141744.791311262,-9999.0
825,825,1594376.797574427,5141727.302334826,-0.267403516
826,826,1594191.671663652,5141797.449974349,-0.369070855
827,827,1594296.171325434,5141728.212103204,-0.178400004
828,828,1594408.895267121,5141716.28762778,-9999.0
829,829,1594419.728731707,5141706.319875767,-9999.0
830,830,1594615.377685417,5141688.462878831,-9999.0
831,831,1594693.983641739,5141681.602490552,-9999.0
832,832,1594712.041237471,5141661.6631652,-9999.0
833,833,1594737.374404107,5141643.158417722,-0.656999998
834,834,1594758.992841346,5141606.827607254,-9999.0
835,835,1594785.801964218,5141590.666382249,-9999.0
836,836,1597493.957921339,5141558.746420966,-9999.0
837,837,1594840.871559371,5141539.363260726,-0.252171453
838,838,1597515.619628856,5141528.631768456,2.294380951
839,839,1597531.566240674,5141491.083894986,4.190571393
840,840,1594858.138903874,5141473.405064279,-0.604796297
841,841,1594874.566273172,5141467.241663384,-9999.0
842,842,1597536.309280405,5141439.200386051,-9999.0
843,843,1594975.634314406,5141417.434554187,-9999.0
844,844,1595004.387230007,5141417.738877042,-9999.0
845,845,1595074.274073577,5141417.990607909,-9999.0
846,846,1595098.526605288,5141409.584790424,-9999.0
847,847,1595260.111165238,5141297.893418067,-9999.0
848,848,1595326.939889712,5141264.712390986,-9999.0
849,849,1595365.455463243,5141223.169081936,-9999.0
850,850,1597509.197674548,5141199.377120594,-0.594666646
851,851,1595391.230123307,5141178.537581939,-9999.0
852,852,1597508.974394293,5141169.715344198,0.99958977
853,853,1597500.948680346,5141145.856354627,0.09325715
854,854,1595394.562883107,5141118.240652001,-0.136736872
855,855,1597500.414488167,5141049.021559147,3.789357117
856,856,1597500.725966864,5141020.249113157,1.043166632
857,857,1595387.286229702,5141008.727293374,-0.63500005
858,858,1595398.10564573,5140998.726575186,-9999.0
859,859,1597493.840848091,5141000.233222607,0.313177816
860,860,1595435.546532473,5140949.516897243,-9999.0
861,861,1597481.142374188,5140937.344474617,-0.652506883
862,862,1597465.152546442,5140890.167976159,1.196857187
863,863,1597466.026386698,5140870.124021114,0.809620707
864,864,1597461.12537958,5140820.042891191,1.220757545
865,865,1597458.383958843,5140790.299981873,2.536470618
866,866,1597472.317360494,5140753.521990255,-0.432866691
867,867,1597465.166816692,5140716.456617889,2.266749982
868,868,1595522.291582844,5140742.011447649,-9999.0
869,869,1597456.250982007,5140690.594557772,1.779925938
870,870,1595524.625762108,5140669.87220597,-9999.0
871,871,1595543.868732215,5140606.387672523,-0.221588206
872,872,1595589.621117517,5140524.940356929,-9999.0
873,873,1595633.04821443,5140320.442934313,-9999.0
874,874,1595647.576372751,5140285.598498341,-9999.0
875,875,1595694.802842671,5140251.229647546,-9999.0
876,876,1595677.0118826,5140231.90923306,-0.865599936
877,877,1595712.476664566,5140225.714287707,-9999.0
878,878,1595741.398626973,5140180.883336601,-9999.0
879,879,1595771.871769281,5140174.1697723,-9999.0
880,880,1595792.016463562,5140136.078715534,-0.900999963
881,881,1595813.557277853,5140116.033040079,-9999.0
882,882,1595832.430841518,5140101.079575775,-9999.0
883,883,1595838.83160013,5140081.129820334,-9999.0
884,884,1595853.552000281,5140057.510662352,-0.728529398
885,885,1595864.166037837,5140021.346776801,-0.900965489
886,886,1595912.974126119,5139997.712397204,-9999.0
887,887,1595957.758735477,5139878.323807905,-9999.0
