OID,FID_,X,Y,BCE_New_Ri
531,531,1245561.541191744,4841866.326400571,-0.09588756
532,532,1245547.188623142,4841775.145624825,-0.269696964
533,533,1245523.554088518,4841754.297538852,-0.163990559
534,534,1245508.368916199,4841737.641939515,-0.275990296
535,535,1245135.94265204,4841699.973656902,0.671805969
536,536,1245183.593746638,4841702.946459708,0.534295451
537,537,1245129.53209826,4841689.761550128,0.611014284
538,538,1245445.655859557,4841782.474119927,-0.170843441
539,539,1245006.031137657,4841672.502406488,0.458164177
540,540,1245061.766060185,4841665.757811888,0.850420302
541,541,1244442.508741853,4841609.369639091,0.515000002
542,542,1239485.921887223,4841428.772338097,0.509437247
543,543,1245046.85638281,4841635.072204016,0.42772682
544,544,1244443.681716686,4841589.409533584,1.07062317
545,545,1244817.874607194,4841625.407982627,0.277444767
546,546,1245071.097779557,4841626.407850169,0.488545458
547,547,1245152.7269289,4841623.938423164,0.712647059
548,548,1244826.732874506,4841595.690303959,0.58100001
549,549,1244744.048053124,4841577.67591428,0.310196257
550,550,1244666.664885153,4841561.721111998,0.519500006
551,551,1244704.536825844,4841564.675423755,0.49493431
552,552,1244721.77077155,4841565.687439358,0.449785717
553,553,1244571.400024604,4841561.423645379,0.807191175
554,554,1244618.953309018,4841549.63456937,0.678432842
555,555,1245004.944556978,4841572.215776499,0.755544115
556,556,1245085.195334003,4841561.89120145,-9999.0
557,557,1244331.318290947,4841492.163237145,0.435350882
558,558,1244871.591362759,4841530.751020322,0.429337512
559,559,1244243.41245824,4841457.462484428,0.263826087
560,560,1239556.190859506,4841195.497686421,0.780952659
561,561,1244917.735525732,4841494.311559021,0.495107528
562,562,1244982.495734809,4841481.805908495,0.479637935
563,563,1244924.137357726,4841482.107245657,-9999.0
564,564,1239598.869280685,4841151.475277781,0.681809109
565,565,1239640.885000478,4841095.747782768,0.503616251
566,566,1244164.490889223,4841343.275680076,0.818892482
567,567,1244161.930765571,4841322.481199127,0.672780487
568,568,1239657.585598462,4841037.690089503,0.478181823
569,569,1239675.353736578,4840986.242831183,0.460519662
570,570,1239699.210369349,4840935.403519525,0.502038244
571,571,1244107.928433666,4841129.61426948,1.206431588
572,572,1244118.455899163,4841074.569509181,1.214146182
573,573,1244142.44878974,4841011.689102383,0.978999996
574,574,1244021.640997327,4840998.76795333,1.01440625
575,575,1239735.569225731,4840817.982438631,0.408353403
576,576,1243786.966400869,4840985.735772597,1.160915488
577,577,1244016.458614291,4840973.426455683,0.835257131
578,578,1244038.311993618,4840954.683222805,0.97305712
579,579,1243991.661655371,4840929.065557276,0.699404769
580,580,1239689.007784824,4840637.086727793,1.671308255
581,581,1239674.720574834,4840565.018453953,0.223865167
582,582,1243721.147880391,4840781.919276372,0.838214274
583,583,1239680.62326879,4840520.538384184,0.027641892
584,584,1243780.067115604,4840759.217480746,0.973347838
585,585,1239685.098046053,4840496.637906266,-0.0525375
586,586,1239666.853338953,4840490.543305366,0.001649485
587,587,1243742.613217959,4840763.604067188,1.041503058
588,588,1243816.274116215,4840730.229821349,1.146526305
589,589,1239677.841812304,4840476.174785708,-0.066064747
590,590,1243776.700887249,4840698.931257691,0.9768261
591,591,1243818.099619534,4840700.638955065,0.921613626
592,592,1243791.073908524,4840689.763042201,0.902088244
593,593,1243845.523385397,4840697.411875502,1.120145735
594,594,1239689.667080224,4840451.840698807,-0.136740074
595,595,1243722.820659255,4840665.713847237,0.810377793
596,596,1239721.326204026,4840429.695030739,-0.13802774
597,597,1243477.081252708,4840621.392238437,0.664729172
598,598,1239752.238451811,4840330.375117882,2.768558821
599,599,1239781.024865826,4840327.797028504,1.188075642
600,600,1243781.81226739,4840559.613754908,0.425212773
601,601,1239639.934080855,4840584.083222168,0.737072606
602,602,1239730.290901367,4840313.336783731,0.924500003
603,603,1243874.472621535,4840590.874241713,0.78495503
604,604,1243190.206050703,4840477.723527648,0.896776314
605,605,1243937.192349347,4840484.700046523,0.946806842
606,606,1243738.692801139,4840396.252478183,0.386886363
607,607,1243729.444795136,4840385.693040333,0.378705889
608,608,1243383.895028118,4840504.040878911,0.875387473
609,609,1243256.570463123,4840377.976556642,0.997679618
610,610,1243263.258904015,4840308.353586458,1.120194436
611,611,1243594.560222663,4840327.320386789,0.863708319
612,612,1243941.960974291,4840388.089205037,0.910489365
613,613,1243387.268777048,4840265.379586919,0.941309163
614,614,1243751.834992305,4840357.43649164,0.817110424
615,615,1243147.798742659,4840211.852089196,0.644016666
616,616,1242752.297912733,4840000.764530225,0.808461529
617,617,1242770.058109709,4840012.584244728,0.651162543
618,618,1242706.092000368,4839967.105300441,0.542789473
619,619,1242680.949636606,4839942.16405271,0.444086962
620,620,1242649.000088772,4839898.742210138,0.590040816
621,621,1237904.798128397,4839589.058150009,-9999.0
622,622,1242618.452062353,4839870.447064718,0.683670633
623,623,1237888.764090413,4839568.066409142,-9999.0
624,624,1242584.839020751,4839838.635801662,0.880387752
625,625,1242565.255908668,4839805.704167502,0.737076919
626,626,1242533.294533323,4839794.338301915,0.732182471
627,627,1242564.897051581,4839786.191476191,0.811289857
628,628,1242547.27984027,4839760.89075366,0.858220208
629,629,1242482.734133122,4839735.370267464,0.755831937
630,630,1242408.25928369,4839716.773072087,0.79981418
631,631,1242440.094722211,4839680.453883595,0.87577611
632,632,1242381.225715701,4839635.199452861,0.834907834
633,633,1238916.502580437,4839276.309360293,-0.8224746
634,634,1238973.627208943,4839237.320085765,-0.815993295
635,635,1239072.692696679,4839208.180271861,-0.879023782
636,636,1239093.45964426,4839199.404381994,-0.756886396
637,637,1238984.391974649,4839172.861605339,-0.574000001
638,638,1238985.583824225,4839152.901589145,-0.977000058
639,639,1239070.488703786,4839164.238511866,-0.614291907
640,640,1241584.818915131,4839188.107676391,0.530688402
641,641,1241639.337126217,4839180.783121014,0.500040816
642,642,1241420.59949988,4839137.768400311,0.061559999
643,643,1241635.392339906,4839132.417013259,0.503937495
644,644,1241533.83260795,4839114.979041862,0.540366908
645,645,1241573.219825669,4839108.833146508,0.683166693
646,646,1239091.311015952,4838926.470931164,-0.666344709
647,647,1239118.767226852,4838914.469722798,-0.639121502
648,648,1239147.573742765,4838872.120741791,-0.831642853
649,649,1239075.815722041,4838857.821457915,-0.819458323
650,650,1239128.092706352,4838850.926731325,-0.395797098
651,651,1239105.887196032,4838842.103622103,-0.838433694
652,652,1239026.518167035,4838814.815687783,-0.949999988
653,653,1239061.69872136,4838804.118020406,-0.889245771
654,654,1239090.322697763,4838788.57846971,-0.72120385
655,655,1239375.477598813,4838778.860210176,-0.644554488
656,656,1239397.51336158,4838762.842065114,-0.63541525
657,657,1239011.058353062,4838723.954304397,0.212459999
658,658,1239421.502781347,4838743.240421821,-0.837208802
659,659,1238991.578304004,4838702.759800949,0.503653066
660,660,1238968.196876282,4838681.994895427,0.627999991
661,661,1237481.62487109,4838572.131135548,-9999.0
662,662,1239466.120561301,4838690.816270342,-0.835865672
663,663,1238936.892995623,4838652.477007685,0.351208236
664,664,1237848.620621674,4838564.081625415,-9999.0
665,665,1237491.237781789,4838533.230943442,-0.824551701
666,666,1238920.701185096,4838618.199568599,0.945884066
667,667,1237860.001129419,4838544.933936001,-0.946068192
668,668,1239092.947835139,4838661.421704625,0.7963834
669,669,1237535.915052096,4838530.001330818,-0.549164618
670,670,1238915.002907818,4838597.827952806,1.002191166
671,671,1239150.67714825,4838615.69365748,0.474967949
672,672,1237967.85234683,4838536.168409336,-0.908325831
673,673,1239255.405504681,4838621.206678567,0.817698423
674,674,1237930.552201164,4838523.918519778,-0.881239688
675,675,1238905.561336682,4838582.240530523,0.885369566
676,676,1238785.369229959,4838560.036080926,-0.547777775
677,677,1239307.418598928,4838598.22142856,0.831857373
678,678,1238545.897397442,4838525.690029596,-0.15444118
679,679,1238906.853891058,4838552.056212701,0.914141169
680,680,1239597.620423673,4838579.058594825,-0.549010766
681,681,1238578.426413691,4838508.190538552,-0.26015218
682,682,1238770.075226082,4838509.043903702,-0.915600002
683,683,1238924.929200712,4838507.849214936,0.56308333
684,684,1239299.514794842,4838534.660901857,0.731982823
685,685,1239631.555379671,4838531.263076418,-0.202677742
686,686,1240245.610807243,4838548.632749809,-0.709845111
687,687,1239903.902540414,4838511.63225044,-0.677022061
688,688,1240123.957808429,4838542.992090414,-0.706149984
689,689,1239669.78803122,4838494.325988975,-0.268384244
690,690,1239285.594159173,4838449.875257961,0.670888901
691,691,1240540.280167857,4838535.177694527,-0.249015037
692,692,1239290.94176546,4838440.024655633,0.752942022
693,693,1240483.871634771,4838514.255668718,-0.211925538
694,694,1238425.735946312,4838372.564991934,-0.388080245
695,695,1239307.363127421,4838428.251741854,0.690221832
696,696,1239331.108238288,4838410.414029325,0.679154595
697,697,1239901.848610723,4838436.557343324,-0.390179166
698,698,1239352.494928568,4838393.608401379,0.828845589
699,699,1240196.123724584,4838444.453836453,-0.31090698
700,700,1239371.327498703,4838385.789058872,0.77163226
701,701,1240166.095665632,4838432.075429099,-0.304510794
702,702,1238462.001549721,4838348.824700815,-0.132761527
703,703,1239394.824612479,4838379.478521951,0.63060001
704,704,1239720.768757382,4838396.654662894,0.925813957
705,705,1239736.663427915,4838388.171988254,1.064288897
706,706,1239432.163461855,4838373.594918509,0.557876917
707,707,1238643.79758138,4838276.143613559,-9999.0
708,708,1238720.267162319,4838252.81402,-0.667276543
709,709,1238873.260982113,4838254.802888797,1.813882339
710,710,1238863.854670469,4838226.154955701,1.184212866
711,711,1238619.136476425,4838217.160907357,0.264435987
712,712,1238594.383746315,4838149.916645865,-0.528630569
713,713,1238576.723672079,4838126.30006667,-0.475234368
714,714,1238885.107040585,4838162.864906017,1.191504272
715,715,1238565.190874197,4838104.087059938,-0.70031429
716,716,1238868.807207967,4838122.613619514,1.031953333
717,717,1238544.999511505,4838082.166361112,-0.732032245
718,718,1238860.281669119,4838106.603722508,1.026652168
719,719,1238847.638248669,4838094.796387439,0.870476196
720,720,1238522.003633394,4838062.473040175,-0.552784492
721,721,1238823.735814544,4838073.680299184,0.829198974
722,722,1238482.151806986,4838031.090359461,0.08034286
723,723,1238431.625200913,4837967.323877895,-0.084266055
724,724,1238412.53472009,4837948.441796631,0.030493674
725,725,1238774.367665382,4837981.143269431,0.749038877
726,726,1238393.75010689,4837929.136732298,0.166333335
727,727,1238743.615340639,4837936.56986817,1.326925255
728,728,1238369.750772984,4837899.847006029,0.351603043
729,729,1238343.793613724,4837862.228896552,0.395060603
730,730,1238637.800460284,4837914.804655534,0.685662209
731,731,1238324.750967664,4837824.9153079,0.315869766
732,732,1238572.895934859,4837855.067877167,0.225863246
733,733,1238310.616510059,4837803.263394126,0.442885868
734,734,1238299.82496635,4837789.401514175,0.679838717
735,735,1238546.094862558,4837806.426605845,0.2635
736,736,1238528.01300443,4837783.514164744,0.37519403
737,737,1238292.841551787,4837766.256678221,0.616262292
738,738,1238521.59687478,4837773.288928846,0.491707702
739,739,1238502.055548372,4837743.209305404,0.2652
740,740,1238488.726022635,4837723.549114249,0.465952384
741,741,1238430.219911392,4837691.946446438,-0.175105256
742,742,1238469.842485946,4837681.273767378,0.374913039
743,743,1238267.659488248,4837647.414020048,0.230955703
744,744,1238226.707725847,4837587.909745626,0.57862841
745,745,1238204.307640351,4837557.749527441,0.712509572
746,746,1238433.498622198,4837624.01422905,-0.336483002
747,747,1238170.354973863,4837521.676327354,0.699507174
748,748,1238467.848093056,4837514.442690413,-0.850857156
749,749,1238489.125210124,4837510.827438486,0.277124996
750,750,1238482.011430533,4837473.146035602,-0.261029724
751,751,1238511.404962803,4837470.135300217,0.251189189
752,752,1238170.02603465,4837404.868651163,-0.036000002
753,753,1238469.977347971,4837335.40120203,-0.330468896
754,754,1238506.528991099,4837334.21752594,0.420753089
755,755,1238490.809965665,4837315.197306796,1.267736084
756,756,1238189.82109149,4837204.235368317,0.400555568
757,757,1238170.112736307,4837180.150012054,0.637763638
758,758,1238482.185366615,4837221.950061587,0.556662589
759,759,1238490.958820147,4837152.507347957,0.389048947
760,760,1238507.274005086,4837106.170899223,0.597755102
761,761,1238521.574023932,4836999.081945615,0.642120226
762,762,1238493.416415474,4836960.851807527,0.487146097
763,763,1238514.958707907,4836897.746928249,0.61795192
764,764,1238534.803411313,4836871.406364362,0.292057968
765,765,1238524.422769147,4836861.796810068,-0.558206601
766,766,1238555.564466985,4836852.593572634,0.594156867
767,767,1238546.261703542,4836843.424061733,-0.517445774
768,768,1238143.239101103,4837135.872836955,0.732473241
769,769,1238577.333282229,4836833.420089209,0.780866672
770,770,1238569.694202563,4836824.442350119,-0.501599986
771,771,1238579.223408708,4836814.794553548,-0.784363676
772,772,1238671.010223656,4836729.704116507,0.483998953
773,773,1238767.413105194,4836735.353381867,0.87891802
774,774,1238776.208459655,4836696.543568959,1.102540144
775,775,1238797.376306236,4836677.200409263,0.69894017
776,776,1239271.531390373,4836714.469275749,0.855977725
777,777,1238777.939139643,4836623.89119645,0.721215055
778,778,1238874.748691439,4836603.161179235,0.613228478
779,779,1238962.481029354,4836587.546345966,0.631148424
780,780,1239025.110190042,4836581.247503642,0.941778574
781,781,1239262.502892875,4836575.421637308,0.731024371
782,782,1239087.726018412,4836551.198819493,0.90052128
783,783,1239169.884409887,4836542.445213136,0.775316826
784,784,1239224.405041782,4836543.07471654,0.808771426
785,785,1239256.706366788,4836556.888454176,0.868076921
786,786,1238788.913885485,4836495.247344438,0.703363652
787,787,1238773.641713982,4836483.325715018,0.589994506
788,788,1238782.640739958,4836416.518092065,0.857414286
789,789,1238805.201496031,4836381.835379783,0.634796743
790,790,1238813.176998347,4836368.266056932,0.553617647
791,791,1238834.360478881,4836321.523303136,0.572355728
792,792,1238856.761220483,4836304.192742732,0.649722931
793,793,1238880.433527178,4836290.082051597,0.708344588
794,794,1239024.197634615,4836256.121371111,0.865999997
795,795,1239246.457046147,4835815.44447431,0.528406233
796,796,1239193.944818025,4835780.06734289,0.713602936
797,797,1239211.944708604,4835789.448706864,0.50808572
798,798,1238989.104774726,4835758.116624361,0.343649263
799,799,1238721.108467458,4835711.738178211,0.338166664
800,800,1238674.091808627,4835688.89396906,0.322115943
801,801,1238637.406299397,4835666.667516991,0.344357662
802,802,1238627.672646653,4835656.069347122,0.6665
803,803,1238585.294808938,4835613.470398662,0.361691175
804,804,1238538.884985084,4835597.621205557,0.388391303
805,805,1238475.241345573,4835546.788597492,0.602294124
806,806,1238455.775035699,4835525.591659226,0.560223882
807,807,1238449.485460967,4835515.199324532,0.689999996
808,808,1238443.649428401,4835495.03292111,0.948476934
809,809,1238372.077215483,4835480.517002589,0.468185773
810,810,1238433.86193523,4835485.782087075,0.907512823
811,811,1238294.072003083,4835455.813775279,0.435456138
812,812,1237756.448200872,4835442.888779659,0.776862507
813,813,1238199.447822392,4835420.097966042,0.499357143
814,814,1238179.941777571,4835398.95546817,0.587852942
815,815,1238160.416248414,4835377.835251633,0.756144923
816,816,1238141.585930577,4835346.600497103,0.628128574
817,817,1238129.803767858,4835311.181058705,0.847832076
818,818,1238113.446577027,4835271.989556897,0.803912577
819,819,1237813.103261041,4835231.402072567,0.649000049
820,820,1238092.722664575,4835233.978438179,0.605684198
821,821,1237833.9312016,4835211.342182928,0.673909111
822,822,1237862.798156891,4835182.435698066,0.671684199
823,823,1238081.723367586,4835206.330974548,0.799872142
824,824,1237876.247136703,4835171.981253058,0.720609757
825,825,1238071.328768513,4835172.298063254,0.8590648
826,826,1237902.272581339,4835152.632847917,0.8018785
827,827,1237915.945071043,4835143.048426414,0.930918704
828,828,1238035.940840611,4835149.887012928,0.718058842
829,829,1237926.442687903,4835133.466111047,0.741910459
830,830,1237995.219176022,4835137.42997027,0.922735291
831,831,1237950.313537363,4835124.533811633,0.720740854
