FID,X,Y,BCE_Manukau_Harbour_System_MHS__Seagrass
3829,1750531.803124011261389,5905690.334148781374097,
3830,1753338.285031541017815,5905640.742409770376980,-0.263461538000000
3831,1754121.681626310804859,5905625.602331224828959,-0.077272727000000
3832,1754128.818769949954003,5905645.650524280034006,-0.091554308000000
3833,1754950.702704268274829,5905613.962898328900337,0.610918896000000
3834,1755209.244916182709858,5905605.226543870754540,0.392745103000000
3835,1744634.638288232730702,5905788.364055629819632,
3836,1744811.224899580702186,5905780.636256236582994,
3837,1745008.623509370489046,5905780.996619272977114,
3838,1745850.645686027826741,5905762.810395007021725,
3839,1750000.359413752099499,5905689.126279153861105,
3840,1750503.519381418358535,5905694.461845782585442,
3841,1750719.081836713245139,5905677.697701849974692,
3842,1753929.611939709633589,5905619.526045482605696,-0.202777778000000
3843,1754849.112890708027408,5905602.773384349420667,0.557818154000000
3844,1755297.379277733154595,5905601.030308881774545,0.512388883000000
3845,1749700.072070247726515,5905685.330043334513903,
3846,1749899.639112265780568,5905681.802201375365257,
3847,1750021.382518747355789,5905699.224357062019408,
3848,1744008.629713455680758,5905834.025363644585013,-0.725637576000000
3849,1744638.391097451094538,5905763.266429132781923,
3850,1749748.251831025583670,5905678.767035533674061,
3851,1749880.063637374201789,5905672.561805374920368,
3852,1750258.934199942275882,5905679.158042146824300,
3853,1753430.112784453667700,5905609.028077340684831,-0.178348621000000
3854,1753871.807638316182420,5905616.012461113743484,-0.150594595000000
3855,1744653.087192202452570,5905752.105165099725127,
3856,1744998.334771092515439,5905746.743483496829867,
3857,1745341.826017564162612,5905741.261548629961908,
3858,1745700.278510405682027,5905763.683427879586816,
3859,1750251.084721518913284,5905655.236449275165796,
3860,1753481.313912540907040,5905597.748111850582063,-0.121481484000000
3861,1754336.420572978444397,5905582.015815178863704,0.060800000000000
3862,1743998.194437024882063,5905759.539839412085712,-0.747411205000000
3863,1744406.181483199587092,5905747.288068535737693,
3864,1744678.028371663764119,5905742.651204048655927,
3865,1744809.379136432893574,5905744.764712527394295,
3866,1745505.600565597880632,5905795.514195808209479,
3867,1750587.173064306145534,5905659.674762353301048,
3868,1753277.835291742114350,5905591.844285500235856,-0.331284404000000
3869,1753453.738704570569098,5905588.660666544921696,-0.159433961000000
3870,1754143.187288218643516,5905615.608725213445723,-0.068424592000000
3871,1754229.313450324116275,5905574.580224967561662,-0.029444446000000
3872,1744318.061311356490478,5905738.819973928853869,
3873,1744765.808600720250979,5905731.182778446935117,
3874,1750746.168747023912147,5905631.125766810961068,
3875,1754336.798245774814859,5905561.868014230392873,0.078545454000000
3876,1744325.461991681018844,5905728.523450681939721,
3877,1744574.786528570344672,5905730.802787887863815,
3878,1744802.207550423918292,5905720.974510740488768,
3879,1749711.320743791060522,5905657.083057917654514,
3880,1749836.862244461895898,5905754.376947890035808,
3881,1750152.151242977473885,5905634.924822316505015,
3882,1750210.583960954565555,5905626.448047799058259,
3883,1750226.575060098897666,5905626.164570323191583,
3884,1750279.145072397310287,5905624.369181108660996,
3885,1753237.496788793476298,5905572.634265600703657,-0.392777774000000
3886,1753297.196511921240017,5905571.171514841727912,-0.318679237000000
3887,1754473.273685393156484,5905556.142319578677416,0.014333333000000
3888,1745058.062617186456919,5905711.637025470845401,
3889,1745113.176209351979196,5905710.397797779180110,
3890,1745165.658812111010775,5905739.467722842469811,
3891,1749327.490496198879555,5905632.469334779307246,
3892,1749727.267078792909160,5905625.415017005056143,
3893,1749763.700788907241076,5905630.716582205146551,
3894,1750169.304163806838915,5905616.268924632109702,
3895,1750234.709517310373485,5905615.648323966190219,
3896,1744645.780013230163604,5905721.699271813035011,
3897,1745845.001886737998575,5905682.367273328825831,
3898,1749498.333625390427187,5905623.323384698480368,
3899,1750352.494377091759816,5905667.172513421624899,
3900,1750482.325016449438408,5905606.471064318902791,
3901,1751837.481012611649930,5905577.312366975471377,
3902,1753868.690353993326426,5905546.458671880885959,-0.285505953000000
3903,1754088.075191416312009,5905536.887361242435873,-0.133272725000000
3904,1744573.236729542026296,5905694.593190939165652,
3905,1744789.113917417125776,5905690.907391387037933,
3906,1749746.018841895973310,5905608.980450651608407,
3907,1750337.982306945603341,5905594.279932287521660,
3908,1753157.000489333877340,5905544.180195059627295,-0.506851858000000
3909,1753331.213566705817357,5905546.923223657533526,-0.285909089000000
3910,1754492.772123440168798,5905528.012735127471387,0.080313725000000
3911,1755150.335899509955198,5905548.396478156559169,0.320976213000000
3912,1744581.220069449162111,5905684.286488147452474,
3913,1744653.179038809845224,5905683.058421779423952,
3914,1744737.562788233859465,5905682.201684377156198,
3915,1750305.823433572426438,5905584.880798229016364,
3916,1750445.653170048957691,5905587.494532353244722,
3917,1753016.623784270370379,5905535.961091198027134,-0.724528296000000
3918,1753184.537585892947391,5905533.329697776585817,-0.468518517000000
3919,1753687.641645437804982,5905528.438822509720922,-0.072752293000000
3920,1753743.610575525555760,5905527.423528513871133,-0.092363636000000
3921,1754423.106970052933320,5905518.968713760375977,0.089575756000000
3922,1744537.506748820655048,5905675.647047989070415,
3923,1744672.565884856972843,5905672.174025123938918,
3924,1745074.539485710207373,5905684.297398000024259,
3925,1745316.472193302353844,5905661.941681763157248,
3926,1745668.271670755930245,5905655.901467891409993,
3927,1753249.921358953230083,5905542.580338850617409,-0.380369257000000
3928,1753332.542140943231061,5905521.065988737158477,-0.295092586000000
3929,1753543.834131772164255,5905516.857037619687617,-0.133392859000000
3930,1754263.140874796546996,5905508.011583263985813,-0.035963304000000
3931,1744751.651764983776957,5905668.129917520098388,
3932,1745063.308180196443573,5905963.725955755449831,
3933,1745556.164258967386559,5905647.858531073667109,
3934,1750045.342186616268009,5905568.772563523612916,
3935,1750319.895590846892446,5905565.366952175274491,
3936,1750465.537568354513496,5905561.905859594233334,
3937,1753299.506557083688676,5905511.771803802810609,-0.325092595000000
3938,1753887.168707418721169,5905504.877990801818669,-0.389545452000000
3939,1754567.083056522998959,5905488.283966527320445,0.212727274000000
3940,1755075.390703204087913,5905479.379631309770048,0.413518515000000
3941,1745525.981175337219611,5905673.888478952459991,
3942,1753175.451907524140552,5905514.936896155588329,-0.485408794000000
3943,1753211.052550325170159,5905507.143999223597348,-0.435447153000000
3944,1753285.577174955280498,5905501.391942428424954,-0.344680854000000
3945,1754691.422143622767180,5905476.428063543513417,0.407407409000000
3946,1744606.445838503539562,5905662.009669386781752,
3947,1744664.238458782900125,5905648.288623061031103,
3948,1749870.822894348064438,5905555.783727282658219,
3949,1753295.746809739852324,5905491.036966465413570,-0.338750003000000
3950,1754631.730926180956885,5905473.493257485330105,0.335953177000000
3951,1744052.509298257995397,5905643.243239816278219,
3952,1745195.525912601500750,5905639.953916033729911,
3953,1749593.666180652799085,5905547.635023443959653,
3954,1750049.330702215433121,5905544.362081420607865,
3955,1753254.980221195146441,5905486.425998693332076,-0.383727269000000
3956,1754386.472082271473482,5905473.405509879812598,0.064348785000000
3957,1744710.501304159639403,5905642.657657729461789,
3958,1744860.123485710704699,5905624.692061367444694,
3959,1744891.564458333654329,5905623.589867390692234,
3960,1745091.746656877221540,5905615.945837182924151,
3961,1749513.213030500104651,5905539.085382205434144,
3962,1753030.675649716285989,5905491.687931203283370,-0.711883677000000
3963,1754574.351366432616487,5905448.271902965381742,0.279090911000000
3964,1744978.984953431179747,5905630.292661268264055,
3965,1745035.608341208193451,5905606.937556413933635,
3966,1750008.223418409004807,5905652.513467314653099,
3967,1753842.491767972940579,5905456.716356200166047,-0.371635508000000
3968,1754097.305446227081120,5905458.667681884951890,-0.150904977000000
3969,1754146.320770922815427,5905451.194677063263953,-0.145399061000000
3970,1754226.275797020876780,5905449.739791517145932,-0.087009347000000
3971,1754294.327017731266096,5905443.405649360269308,0.011851852000000
3972,1754362.199365630978718,5905447.264753269962966,0.060280373000000
3973,1754822.030197179876268,5905433.780216708779335,0.523703706000000
3974,1744504.335320430342108,5905606.427743861451745,
3975,1744691.420406149933115,5905608.161515147425234,
3976,1744768.006211676867679,5905616.297038655728102,
3977,1750134.466128203086555,5905507.960464816540480,
3978,1750329.655687216203660,5905520.128495603799820,
3979,1750490.112317605642602,5905506.058814549818635,
3980,1753502.592560881050304,5905447.815594363026321,-0.192592595000000
3981,1744435.615323236677796,5905597.247142031788826,
3982,1744629.612797412090003,5905627.287637671455741,
3983,1745279.841141864191741,5905649.470147269777954,
3984,1753048.111599642783403,5905446.605565920472145,-0.689375000000000
3985,1754541.823996834456921,5905418.955602379515767,0.228181820000000
3986,1754973.580270138569176,5905411.070041014812887,0.550925924000000
3987,1743933.503069262485951,5905644.452444151043892,-0.069228715000000
3988,1744583.602300859289244,5905589.537526269443333,
3989,1744703.879084605257958,5905583.083925507962704,
3990,1744739.511668745195493,5905586.875854341313243,
3991,1744807.818624215433374,5905581.308324190787971,
3992,1745387.306597566697747,5905585.755420009605587,
3993,1745699.977655089925975,5905567.748674334958196,
3994,1749320.619832630502060,5905502.603148748166859,
3995,1749534.191717563429847,5905511.506176545284688,
3996,1750308.042036430910230,5905489.500461763702333,
3997,1754424.125676935305819,5905422.860419218428433,0.013545918000000
3998,1745194.832880967762321,5905564.333470670506358,
3999,1749869.996035967953503,5905488.425698357634246,
4000,1749999.758392796386033,5905484.857452617026865,
4001,1752982.346805285662413,5905427.314879776909947,-0.756481478000000
4002,1753179.267796544358134,5905447.433542135171592,-0.492458915000000
4003,1744698.951498994836584,5905562.846533723175526,
4004,1744970.792753104120493,5905558.200096752494574,
4005,1745490.489587941206992,5905549.292912684381008,
4006,1749816.228709758259356,5905478.699436271563172,
4007,1753023.626663623144850,5905425.365042570047081,-0.713040929000000
4008,1753062.121219749795273,5905415.904442859813571,-0.641272717000000
4009,1754349.095017804298550,5905396.777925630100071,0.036055046000000
4010,1754397.360491417348385,5905391.679576405324042,-0.064074075000000
4011,1744470.819387731608003,5905561.864829301834106,
4012,1745250.458618270233274,5905543.441478901542723,
4013,1753094.896300933556631,5905429.138471007347107,-0.613185190000000
4014,1754965.104510822333395,5905376.129204884171486,0.555104141000000
4015,1744391.381251364015043,5905548.537507138215005,
4016,1744565.592781218234450,5905553.881350607611239,
4017,1744645.977968132123351,5905559.088654712773860,
4018,1745258.453469011699781,5905533.860823391936719,
4019,1753224.926956406794488,5905404.196341713890433,-0.466933700000000
4020,1754105.880676967324689,5905384.685736021026969,-0.184569537000000
4021,1754467.122960971435532,5905411.312426216900349,0.097523066000000
4022,1754524.609566791681573,5905387.164763377979398,0.228012500000000
4023,1744488.023351647425443,5905539.614388546906412,
4024,1745033.910745541332290,5905532.913735083304346,
4025,1745131.761908736079931,5905571.885606803931296,
4026,1745282.351144629996270,5905552.674725099466741,
4027,1745497.971531392307952,5905519.256402373313904,
4028,1749899.131344576599076,5905441.755512611009181,
4029,1750290.682741633616388,5905436.409876280464232,
4030,1753007.905298909172416,5905399.646173960529268,-0.725666325000000
4031,1753161.427920831367373,5905404.206348306499422,-0.527742787000000
4032,1743956.475613146554679,5905562.453623262234032,-0.238361107000000
4033,1744650.298986513400450,5905523.800002736039460,
4034,1744906.561929915798828,5905534.174264786764979,
4035,1749862.797859174199402,5905450.402606644667685,
4036,1752946.053429688327014,5905382.593298247084022,-0.786279058000000
4037,1753066.859782123006880,5905379.016325652599335,-0.645668451000000
4038,1754144.260512769687921,5905382.094359238632023,-0.198132831000000
4039,1744442.251561049604788,5905517.379713875241578,
4040,1744972.423228953732178,5905522.971864552237093,
4041,1750286.827365702483803,5905415.734197594225407,
4042,1753343.958129348699003,5905367.236247912980616,-0.378531070000000
4043,1753436.711233481531963,5905363.499580044299364,-0.316999996000000
4044,1753712.303554500453174,5905382.680185320787132,-0.244811623000000
4045,1754099.057544056791812,5905347.935676473192871,-0.219162789000000
4046,1744684.831756473751739,5905509.548066233284771,
4047,1745469.553216035477817,5905579.595124810002744,
4048,1745643.139398537343368,5905492.307164480909705,
4049,1749671.167265150463209,5905416.460666959173977,
4050,1749846.906860701739788,5905413.555815887637436,
4051,1750264.105573941022158,5905406.706268313340843,
4052,1753037.054869557032362,5905356.538517428562045,-0.685925935000000
4053,1753580.740896265720949,5905346.701401351019740,-0.287407402000000
4054,1744918.219475561054423,5905489.697108207270503,
4055,1745068.733534016646445,5905502.125780252739787,
4056,1745533.981426230864599,5905485.277023110538721,
4057,1745680.962455411907285,5905481.544071107171476,
4058,1750043.724547128425911,5905416.870008783414960,
4059,1753500.606484018964693,5905338.183688050135970,-0.306727268000000
4060,1754100.582699511898682,5905327.293222191743553,-0.240370368000000
4061,1754370.414951946586370,5905327.152233880944550,-0.069432626000000
4062,1744857.924363858764991,5905518.098603615537286,
4063,1744929.622725628549233,5905479.675550056621432,
4064,1744942.914926119381562,5905485.419391484931111,
4065,1745015.491775387199596,5905488.984218069352210,
4066,1745401.649555359268561,5905474.282338128425181,
4067,1750278.301728488644585,5905385.976547065190971,
4068,1752921.347738218959421,5905343.160112447105348,-0.821220664000000
4069,1753132.639184088213369,5905334.872029338032007,-0.589999984000000
4070,1753457.041344296885654,5905329.385951252654195,-0.351775707000000
4071,1753747.989291694713756,5905327.947647168301046,-0.550181819000000
4072,1754088.684181255754083,5905316.676490968093276,-0.233636368000000
4073,1754827.658210947876796,5905304.068859722465277,0.543749990000000
4074,1744529.519656243501231,5905476.014480472542346,
4075,1744980.113842062884942,5905473.651890370994806,
4076,1745224.621064525563270,5905474.699650753289461,
4077,1749983.739362530875951,5905381.764788714237511,
4078,1752956.561338881962001,5905328.082620907574892,-0.764150960000000
4079,1752988.521387397078797,5905340.355055777356029,-0.718176357000000
4080,1753044.510194072499871,5905326.494515977799892,-0.658727251000000
4081,1753076.491599102970213,5905325.916796766221523,-0.657222251000000
4082,1753146.057647820329294,5905327.957020133733749,-0.580397741000000
4083,1753898.865418468834832,5905311.727259078063071,-0.408404907000000
4084,1753941.431416162056848,5905310.785256240516901,-0.350874997000000
4085,1754041.447329296031967,5905323.252011772245169,-0.248210195000000
4086,1754122.252788619603962,5905312.807712773792446,-0.230085226000000
4087,1754306.017886324319988,5905328.879932652227581,0.001670823000000
4088,1754355.749179206555709,5905302.708967041224241,-0.086666667000000
4089,1754419.212936439318582,5905327.296282386407256,0.038697275000000
4090,1754803.489970288239419,5905294.540561363101006,0.500555549000000
4091,1744861.741451333044097,5905460.754906428046525,
4092,1745141.043644822202623,5905491.743156145326793,
4093,1745208.937940584961325,5905454.026710163801908,
4094,1745376.547717871610075,5905455.773896279744804,
4095,1745464.792615612503141,5905450.040623743087053,
4096,1750004.089108148589730,5905378.895307119935751,
4097,1750046.407108671963215,5905370.146957562305033,
4098,1753020.591878127772361,5905321.740395800210536,-0.700271972000000
4099,1753084.622344911331311,5905315.397691195830703,-0.638518521000000
4100,1753295.900326769100502,5905312.441136180423200,-0.472935766000000
4101,1753336.750136600807309,5905311.624090668745339,-0.438878497000000
4102,1754007.367454091552645,5905470.116821829229593,-0.256951094000000
4103,1754283.767092984402552,5905293.848902037367225,-0.027750001000000
4104,1744297.318217306397855,5905460.033372693695128,
4105,1744957.513809245312586,5905449.147703406400979,
4106,1745184.788342189509422,5905444.873608308844268,
4107,1749745.663737710332498,5905376.463464184664190,
4108,1750029.011941637378186,5905363.892827092669904,
4109,1750253.785552335437387,5905356.502463514916599,
4110,1750442.042226393008605,5905365.344967416487634,
4111,1753124.103483194019645,5905305.116927525028586,-0.601272730000000
4112,1753199.969064076896757,5905308.840791702270508,-0.545093465000000
4113,1753883.908833142369986,5905296.135459803044796,-0.426500000000000
4114,1754075.548886509146541,5905287.869101278483868,-0.262452826000000
4115,1744037.208574758144096,5905459.584643330425024,-0.637669771000000
4116,1744740.787705089431256,5905447.595332174561918,
4117,1744797.438928459770977,5905441.915370420552790,
4118,1745488.436098482459784,5905429.695996351540089,
4119,1752964.016913075465709,5905298.038697244599462,-0.734181798000000
4120,1753523.396536685293540,5905292.140734483487904,-0.370183476000000
4121,1753576.249266646103933,5905287.346884998492897,-0.342149527000000
4122,1753875.476970377843827,5905281.132626061327755,-0.441428567000000
4123,1744576.810900871641934,5905435.330514584667981,
4124,1744837.244659541174769,5905431.265735711902380,
4125,1745016.692834706511348,5905426.885376488789916,
4126,1745203.030466567724943,5905426.809630385600030,
4127,1745285.269800136331469,5905456.178064725361764,
4128,1745380.919106893241405,5905421.955004523508251,
4129,1753067.776056510396302,5905286.195113177411258,-0.662545478000000
4130,1753227.682351781520993,5905283.304845584556460,-0.554629615000000
4131,1754188.324900840641931,5905284.171969618648291,-0.168591440000000
4132,1754278.548374081961811,5905272.415894190780818,-0.029147058000000
4133,1754794.766272968146950,5905254.820395163260400,0.438363633000000
4134,1744085.525967072928324,5905434.112582543864846,
4135,1752938.523142240010202,5905279.266829184256494,-0.767757566000000
4136,1753119.475351163884625,5905280.386437265202403,-0.630883726000000
4137,1753267.058232753071934,5905295.615411336533725,-0.503392551000000
4138,1753467.361354048363864,5905268.997243332676589,-0.395283010000000
4139,1753634.969777813879773,5905270.178765190765262,-0.365688068000000
4140,1753672.764745538588613,5905295.864603785797954,-0.372934779000000
4141,1754496.942296523600817,5905254.953187908045948,0.227455834000000
4142,1744264.658587457146496,5905420.712367185391486,
4143,1744804.923177898395807,5905411.879538237117231,
4144,1744844.025985740590841,5905411.289075670763850,
4145,1744991.960649540647864,5905412.413928171619773,
4146,1750041.112312534824014,5905325.487821754068136,
4147,1753378.867254562908784,5905270.999895136803389,-0.463022846000000
4148,1754159.023061072453856,5905251.255095660686493,-0.205406248000000
4149,1754239.450187895214185,5905251.524438076652586,-0.110652176000000
4150,1754426.192315179156139,5905241.404999006539583,0.050000000000000
4151,1754820.093919878359884,5905241.291446450166404,0.498446212000000
4152,1744724.116350306430832,5905408.002870148979127,
4153,1744832.139584758318961,5905400.659719506278634,
4154,1745047.355204912833869,5905430.478412872180343,
4155,1745314.749857438029721,5905399.075370810925961,
4156,1745433.756701113190502,5905419.567995547316968,
4157,1754037.001524312887341,5905254.580459346994758,-0.315197367000000
4158,1754274.669683208921924,5905233.468447584658861,-0.077884614000000
4159,1754547.807239244459197,5905248.882856259122491,0.236705151000000
4160,1754783.802815776318312,5905231.017651299946010,0.447482010000000
4161,1754814.365986081305891,5905224.351420284248888,0.485031444000000
4162,1755134.610723722726107,5905219.078109272755682,0.559905658000000
4163,1745013.971407664241269,5905389.490904155187309,
4164,1745375.647963956929743,5905381.785137046128511,
4165,1750439.523616232676432,5905302.086424898356199,
4166,1753509.161282636458054,5905267.330830283463001,-0.376056464000000
4167,1754170.404956865590066,5905226.324591916985810,-0.200892859000000
4168,1754282.496736071305349,5905224.083041783422232,-0.105874999000000
4169,1754706.089662997517735,5905216.560460322536528,0.382075477000000
4170,1754798.193281865445897,5905214.677021216601133,0.460187501000000
4171,1745340.214254067046568,5905378.940082495100796,
4172,1745404.049607927212492,5905371.711384389549494,
4173,1749660.901652444852516,5905297.208171573467553,
4174,1749701.200490247458220,5905296.496264566667378,
4175,1753090.568241397384554,5905240.153390170074999,-0.664259264000000
4176,1753827.867838790873066,5905223.119284154847264,-0.517000002000000
4177,1754089.805115894880146,5905231.069412580691278,-0.273970406000000
4178,1754578.231693235225976,5905213.707899949513376,0.220585774000000
4179,1754786.601249605650082,5905204.918913308531046,0.442400002000000
4180,1744803.368742505088449,5905372.106742870993912,
4181,1744903.591765125514939,5905369.932539642788470,
4182,1745097.380196693586186,5905395.233832196332514,
4183,1745183.422184261726215,5905365.142358467914164,
4184,1753181.846701956354082,5905239.450967448763549,-0.597025339000000
4185,1754274.270114846061915,5905211.523865289054811,-0.086888891000000
4186,1755129.475630622124299,5905188.879451964981854,0.583818192000000
4187,1744751.216095134615898,5905366.786516267806292,
4188,1744781.002773758489639,5905372.230052822269499,
4189,1745219.819116875296459,5905354.932229584082961,
4190,1753063.107986201765016,5905216.873902739956975,-0.702752312000000
4191,1753681.857028994709253,5905209.509535075165331,-0.692181811000000
4192,1753862.633325882023200,5905202.392594405449927,-0.486203695000000
4193,1754009.662773174000904,5905203.557378249242902,-0.384818174000000
4194,1754797.263959100935608,5905188.036233401857316,0.446054054000000
4195,1744991.197363832499832,5905348.495242747478187,
4196,1745022.880526003427804,5905352.171807662583888,
4197,1753554.045394796878099,5905197.638035354204476,-0.419056602000000
4198,1754058.175560308154672,5905203.240132067352533,-0.339822731000000
4199,1754232.913853299804032,5905205.337339748628438,-0.138293862000000
4200,1754298.033569374121726,5905198.875480125658214,-0.173572917000000
4201,1754514.714671954046935,5905187.932068629190326,0.167657267000000
4202,1754542.048904014052823,5905180.057559665292501,0.192685187000000
4203,1754601.423370523145422,5905178.591413627378643,0.255740738000000
4204,1744582.977924657287076,5905349.720372432842851,
4205,1744897.977376810275018,5905346.396855344995856,
4206,1744957.810309239896014,5905351.388674943707883,
4207,1745070.680726503720507,5905341.384206686168909,
4208,1750172.054853201378137,5905408.020239997655153,
4209,1753182.676342789316550,5905194.773450999520719,-0.621214959000000
4210,1754441.043854831019416,5905175.765474922955036,0.036697248000000
4211,1754655.547971533844247,5905174.103815893642604,0.310619837000000
4212,1755192.880276155425236,5905166.134024806320667,0.808317737000000
4213,1744477.531661694636568,5905343.178970282897353,
4214,1744841.841093370690942,5905337.387347523123026,
4215,1745082.526416628854349,5905326.207916790619493,
4216,1745299.881525643868372,5905333.614489054307342,
4217,1749832.507490062387660,5905244.710264482535422,
4218,1753126.990386622026563,5905192.312862670049071,-0.690058480000000
4219,1753294.051275350619107,5905223.612828066572547,-0.563646085000000
4220,1753353.803525530500337,5905181.325088502839208,-0.552727266000000
4221,1753447.263267836999148,5905192.441829076036811,-0.517172133000000
4222,1753979.573336497182027,5905177.595435574650764,-0.449531577000000
4223,1754025.650956840487197,5905173.921900739893317,-0.388473086000000
4224,1754161.479324791114777,5905166.466683441773057,-0.305000006000000
4225,1754289.245379988104105,5905164.342222128994763,-0.189285713000000
4226,1754328.802043939707801,5905171.741780561394989,-0.151144578000000
4227,1754541.685325683793053,5905160.124445840716362,0.185740739000000
4228,1754682.453327729599550,5905157.711449060589075,0.347875010000000
4229,1755200.782764881150797,5905147.408257787115872,0.832051281000000
4230,1745182.713784799445421,5905314.379696126095951,
4231,1750291.463836813112721,5905226.229136398993433,
4232,1753161.317396425874904,5905182.956974636763334,-0.661227004000000
4233,1754340.758297077380121,5905152.648757819086313,-0.109626169000000
4234,1754585.135945580666885,5905153.762670798227191,0.241756587000000
4235,1743991.128735404461622,5905325.672394243068993,-0.761018533000000
4236,1744838.608338057994843,5905311.227728410623968,
4237,1744966.773062498541549,5905313.819311000406742,
4238,1749819.572509170509875,5905224.616857602261007,
4239,1750043.436992368660867,5905220.655424825847149,
4240,1750073.239629825577140,5905235.798917892388999,
4241,1750136.094462273409590,5905226.653531027957797,
4242,1750195.591212858445942,5905222.743171331472695,
4243,1750321.044029772281647,5905224.429011527448893,
4244,1753070.202946848701686,5905166.896799248643219,-0.757155965000000
4245,1753089.307685616426170,5905170.387659512460232,-0.740648142000000
4246,1753241.509889087406918,5905163.417230851948261,-0.646603769000000
4247,1753414.479097849922255,5905220.270740637555718,-0.486083109000000
4248,1754383.049179364927113,5905209.473288565874100,-0.007198142000000
4249,1743999.112380678299814,5905315.366244846023619,-0.863549995000000
4250,1744799.740379603113979,5905317.013920143246651,
4251,1744914.296230254461989,5905305.059233807027340,
4252,1745235.750878806691617,5905318.096227692440152,
4253,1750432.856079304125160,5905209.962603315711021,
4254,1750459.166335824411362,5905203.112272067926824,
4255,1753294.425473416689783,5905164.154090019874275,-0.604216427000000
4256,1753449.204699531430379,5905149.688394941389561,-0.563333348000000
4257,1753675.665660618105903,5905147.771286683157086,-0.946292112000000
4258,1744451.095981976483017,5905298.287460451945662,
4259,1744515.056565786479041,5905297.196777299046516,
4260,1750450.994202444795519,5905193.287755654193461,
4261,1753808.807714764261618,5905133.198114660568535,-0.588181827000000
4262,1754176.902047308161855,5905126.105430299416184,-0.259636364000000
4263,1744766.384691441431642,5905287.337533687241375,
4264,1744949.730774892494082,5905283.638264273293316,
4265,1750175.161664945771918,5905198.181263623759151,
4266,1750199.531907141441479,5905194.497458438389003,
4267,1750354.964004864683375,5905190.007613527588546,
4268,1750437.908409003866836,5905183.550469374284148,
4269,1753330.440018900204450,5905143.919793154112995,-0.592061609000000
4270,1754280.342724723974243,5905114.655047228559852,-0.243272720000000
4271,1754648.444231467787176,5905107.944142145104706,0.281886785000000
4272,1744622.060325511964038,5905275.049484555609524,
4273,1744678.025716561824083,5905274.094029124826193,
4274,1749794.615868802415207,5905194.260104962624609,
4275,1750061.329011668218300,5905196.325568310916424,
4276,1750133.300108025781810,5905183.261227129958570,
4277,1750386.363389605889097,5905184.338740559294820,
4278,1753284.847219702322036,5905132.929151793010533,-0.646107792000000
4279,1753948.086871880339459,5905109.943480323068798,-0.447663536000000
4280,1753968.349334547063336,5905110.360669849440455,-0.440909074000000
4281,1754176.223920124815777,5905106.580495142377913,-0.246851855000000
4282,1754496.353836526162922,5905100.748990098014474,0.086851851000000
4283,1754528.011842911830172,5905100.171648438088596,0.156666664000000
4284,1754639.937064183643088,5905097.727108352817595,0.280181815000000
4285,1754686.042330549331382,5905121.740040638484061,0.332806299000000
4286,1744406.024000540841371,5905268.764951202087104,
4287,1753640.511050396133214,5905105.414000152610242,-0.956976721000000
4288,1754360.835279687307775,5905101.434111974202096,-0.093836476000000
4289,1754392.160644822288305,5905097.462156893685460,-0.038277312000000
4290,1754593.693299276754260,5905104.508509185165167,0.215115387000000
4291,1744389.864070265088230,5905259.071066950447857,
4292,1744478.788297542603686,5905264.162403399124742,
4293,1744969.793169852579013,5905263.770843911916018,
4294,1745253.742937786737457,5905261.858415248803794,
4295,1745334.095661330269650,5905245.383319001644850,
4296,1750241.379326266469434,5905186.660706276074052,
4297,1753208.595053434371948,5905143.070641709491611,-0.668993036000000
4298,1753308.976978090358898,5905102.760863559320569,-0.670092600000000
4299,1753330.999218204058707,5905106.055586279369891,-0.649100536000000
4300,1753628.350768579635769,5905096.391649347729981,-0.967222238000000
4301,1754234.422861682018265,5905087.768918307498097,-0.239694326000000
4302,1754375.732869408791885,5905082.605491780675948,-0.074545454000000
4303,1754439.701495263958350,5905081.842117839492857,0.070545454000000
4304,1744613.797927671810612,5905250.066046562977135,
4305,1745269.463330096565187,5905233.663822132162750,
4306,1745365.087942351121455,5905232.426152613945305,
4307,1750345.720501022180542,5905149.728447785601020,
4308,1753384.877579818014055,5905114.249138452112675,-0.614772731000000
4309,1754559.695727394660935,5905074.467794839292765,0.186670855000000
4310,1754667.971692760474980,5905068.091116516850889,0.268148143000000
4311,1744244.055392033886164,5905637.355930468067527,-0.862599772000000
4312,1744405.514412201941013,5905238.865761592052877,
4313,1744485.464569171192124,5905237.502745436504483,
4314,1744645.364912792108953,5905234.774448283016682,
4315,1744989.150785762816668,5905228.898383636958897,
4316,1745013.379058322403580,5905233.267197516746819,
4317,1745216.914086433826014,5905230.092719941399992,
4318,1745394.357701391680166,5905225.031053696759045,
4319,1750318.445321888662875,5905136.406802019104362,
4320,1754250.487761039985344,5905071.840141077525914,-0.272580649000000
4321,1754719.168235909892246,5905056.803508073091507,0.304150943000000
4322,1744574.279349810909480,5905232.346578318625689,
4323,1744656.913621495012194,5905223.822630735114217,
4324,1744703.119552345946431,5905228.466997616924345,
4325,1744897.627108637476340,5905220.877703993581235,
4326,1749698.205274213338271,5905136.107585266232491,
4327,1750114.126932853600010,5905129.676758320070803,
4328,1750373.452793827978894,5905130.419911645352840,
4329,1753611.999068989185616,5905076.748498947359622,-0.936666645000000
4330,1754291.836456954944879,5905055.009543682448566,-0.200091744000000
4331,1754691.154539553681388,5905046.793430317193270,0.269736839000000
4332,1745065.667864146409556,5905267.289622065611184,
4333,1745171.115318848285824,5905259.766309586353600,
4334,1745196.679811890237033,5905205.405824170447886,
