OID,FID_,X,Y,BCE_Whitia
515,515,1838956.509009889,5915606.26194952,-0.161854925
516,516,1840019.778049755,5915569.289823907,0.342088611
517,517,1840743.10527782,5915551.209783898,-0.357826388
518,518,1840876.887894935,5915544.913824501,-0.419109096
519,519,1840937.223393493,5915543.990461202,-0.572745441
520,520,1840027.350287418,5915558.924894717,0.121391892
521,521,1839082.878019301,5915576.046718832,-0.263675557
522,522,1840698.482696504,5915537.343178676,-0.4701576
523,523,1838857.191862518,5915572.155836785,-0.259714275
524,524,1840037.765024502,5915542.239251553,-0.023824999
525,525,1838835.12840987,5915561.75086821,-0.006736844
526,526,1840679.533614197,5915515.786328951,-0.382744558
527,527,1838925.006111143,5915540.322853616,-0.019389942
528,528,1838937.802306018,5915551.91887732,0.106630436
529,529,1840098.224272934,5915507.278618124,0.206878664
530,530,1840683.416406213,5915490.735926081,-0.065927269
531,531,1838832.209472732,5915527.965323063,-0.151342103
532,532,1839133.580516911,5915514.991622869,-0.200358022
533,533,1841039.327212197,5915462.359768781,-0.092099999
534,534,1840316.908829139,5915464.287711938,-0.370797982
535,535,1838879.864565838,5915481.734638683,-0.115042552
536,536,1839143.573820203,5915483.446335265,-0.214314918
537,537,1840679.886537238,5915436.305868275,-0.197723083
538,538,1841040.11042066,5915423.102309041,-0.102647666
539,539,1838811.799299861,5915468.104175213,-0.144635378
540,540,1840588.303438161,5915439.093034094,-0.429512367
541,541,1838862.340429352,5915446.200524156,-0.069284401
542,542,1840920.84242176,5915384.25041105,-0.36477083
543,543,1840928.145443176,5915373.865927059,-0.326771923
544,544,1838795.483746906,5915432.535791798,-0.221539064
545,545,1838783.720645622,5915413.004567258,-0.159949998
546,546,1838847.322082855,5915419.328392128,-0.14139732
547,547,1840899.531871598,5915359.913596879,-0.45014953
548,548,1839445.339882276,5915376.046359832,-0.224187502
549,549,1839577.908525573,5915372.896473869,-0.186990741
550,550,1840887.018374643,5915342.562892538,-0.31677528
551,551,1841014.625008064,5915351.138717227,-0.336028529
552,552,1840910.394622404,5915324.890398034,-0.385763644
553,553,1838768.72369259,5915365.65870815,-0.228250003
554,554,1839468.85425155,5915341.773119076,-0.331796988
555,555,1839603.962370425,5915336.096418844,-0.100581814
556,556,1840873.653043779,5915290.53133203,-0.420952457
557,557,1840897.272663096,5915280.167792625,-0.322894076
558,558,1840973.526185401,5915479.989934724,-0.392136371
559,559,1838755.669184357,5915295.550162098,-0.249733331
560,560,1839550.440374106,5915258.679149671,-0.317012985
561,561,1838754.478337129,5915270.919758495,-0.231676472
562,562,1840286.493755794,5915224.81902642,-0.252881775
563,563,1839586.016344683,5915235.65979496,-0.328999994
564,564,1840522.497170117,5915205.979409589,-0.445937501
565,565,1840273.299591823,5915188.307961279,-0.186775242
566,566,1840541.905360507,5915185.279894435,-0.446898971
567,567,1839725.696249169,5915189.457159737,-0.264007932
568,568,1840363.944784826,5915125.665376454,-0.292207547
569,569,1838772.735482375,5915145.992082981,-0.163963631
570,570,1840335.655955646,5915104.974731272,-0.198618316
571,571,1840661.452378196,5915249.598786219,-0.301904316
572,572,1840243.296169462,5915100.183154464,-0.108390192
573,573,1840322.632373471,5915076.527406055,-0.182571885
574,574,1840585.826943466,5915050.672398698,-0.41772401
575,575,1840605.91144976,5915044.201559222,-0.418000013
576,576,1840644.010262294,5915051.564129123,-0.239541174
577,577,1838386.795725511,5915074.298696273,1.411425018
578,578,1838490.552197673,5915052.397514292,0.610217388
579,579,1838518.287756514,5915051.223643256,1.061057688
580,580,1840220.866435321,5915016.466767827,-0.103912619
581,581,1840320.52390433,5915007.178607026,-0.189267912
582,582,1840476.708848927,5914997.975829234,-0.425055542
583,583,1840546.407026393,5914995.802884624,-0.43102105
584,584,1838385.629727282,5915053.035567046,-0.321941
585,585,1840532.006805948,5914975.530456376,-0.433199993
586,586,1839891.540562156,5914999.341273267,-0.26269279
587,587,1840193.023126082,5914948.300925757,-0.207928572
588,588,1840483.43640796,5914937.727039739,-0.436296296
589,589,1840518.88764759,5914936.724245298,-0.435799165
590,590,1840591.839011239,5914943.290308893,-0.377956985
591,591,1840528.752774424,5914866.410411286,-0.419464279
592,592,1840568.238755895,5914845.743503393,-0.394089285
593,593,1840653.528333938,5914856.096018589,-0.261272044
594,594,1840455.615464004,5914819.056280741,-0.218776318
595,595,1840543.369491592,5914816.518554668,-0.389482138
596,596,1840160.516396423,5914852.333114748,-0.167597212
597,597,1840418.311121751,5914991.750574527,-0.373051797
598,598,1840599.641841795,5914824.745951452,-0.397606823
599,599,1840647.238892293,5914793.626710927,-0.392446425
600,600,1840142.535413867,5914787.824179135,0.060000005
601,601,1840530.196751402,5914782.084947451,-0.380051405
602,602,1840629.82562765,5914769.742161998,-0.292739608
603,603,1840589.74321574,5914750.159693456,-0.400552662
604,604,1839939.718649779,5914718.649197184,-0.277062511
605,605,1840130.331147688,5914678.350806547,-0.117576923
606,606,1840130.211126845,5914653.413783252,-0.171253161
607,607,1840117.63674593,5914633.816614803,-0.246109036
608,608,1840116.510543109,5914593.943757104,-0.237267912
609,609,1839882.058508388,5914552.31986302,-0.287
610,610,1840119.399115391,5914531.021751684,-0.255028574
611,611,1840092.310671218,5914450.091876514,-0.09226582
612,612,1840077.6680768,5914434.897169455,-0.24814462
613,613,1840058.208176387,5914381.305950588,-0.13764103
614,614,1839770.856086677,5914366.835872553,-0.188558824
615,615,1839729.753819034,5914328.081790119,-0.224199311
616,616,1839703.399482288,5914301.531337116,-0.266254546
617,617,1839683.654805954,5914292.018902342,-0.256752806
618,618,1839672.092756992,5914263.211416139,-0.277092231
619,619,1839647.334418037,5914236.704098375,-0.238992408
620,620,1839619.965846288,5914216.623713664,-0.258517954
621,621,1839686.038740249,5914202.798607858,-0.257718744
622,622,1839571.329941348,5914188.972601729,-0.291666647
623,623,1839908.315889403,5914155.992564305,-0.217269242
624,624,1839920.719256082,5914165.616968673,-0.220491891
625,625,1841075.681014097,5914113.432657751,-0.067100014
626,626,1839583.113789803,5914135.711507191,-0.297627265
627,627,1841114.622895743,5914089.496665678,0.205206906
628,628,1839594.409824443,5914124.832441388,-0.315250007
629,629,1839981.344673506,5914121.446912481,-0.312273424
630,630,1839537.483451986,5914118.604058014,-0.316548946
631,631,1839608.83959507,5914113.709130955,-0.304329199
632,632,1839840.746639917,5914079.041505232,-0.336483882
633,633,1841155.575241921,5914035.145931149,0.086902912
634,634,1839448.969962942,5914052.310741231,-0.288653611
635,635,1840993.234771421,5914000.489004286,-0.000745225
636,636,1840096.010114565,5914012.455212653,-0.376750004
637,637,1839479.061314085,5914018.54713635,-0.287259256
638,638,1839504.545204248,5914047.476499831,-0.213013275
639,639,1839719.40881967,5914010.843089316,-0.337000012
640,640,1841014.438202289,5913974.643085992,0.493995059
641,641,1839454.450232147,5914001.207467561,-0.284828766
642,642,1839490.811487026,5914003.050542812,-0.285903131
643,643,1841095.769904269,5913942.711850954,0.700305443
644,644,1839661.834344754,5913974.488995668,-0.337000009
645,645,1840619.37363158,5913953.601255624,1.494114295
646,646,1839598.093347097,5913965.311880347,-0.337000007
647,647,1841166.869315785,5913928.686466224,-0.723778389
648,648,1839589.633025242,5913955.372901023,-0.337000012
649,649,1840750.626400524,5913922.566338349,-0.369379747
650,650,1840215.375719283,5913894.512696953,-0.33242535
651,651,1841191.466339378,5913866.869823064,-0.365414626
652,652,1840233.666096943,5913879.449816032,-0.326440476
653,653,1841092.903471531,5913872.314475484,-0.437477558
654,654,1841117.245041739,5913852.316703471,-0.771050017
655,655,1840282.011628481,5913869.747503213,-0.338386357
656,656,1840576.211706443,5913847.344462495,-0.370403668
657,657,1841124.665679861,5913831.426125217,-0.774396246
658,658,1841136.272379597,5913816.859691562,-0.777180687
659,659,1841205.98404315,5913816.999226946,-0.487415615
660,660,1841154.875044278,5913766.450900057,-0.748544302
661,661,1841232.877333191,5913738.462577727,-0.290145448
662,662,1841241.992013525,5913720.74713762,-0.307023809
663,663,1841062.07312602,5913750.034115862,-0.485621606
664,664,1841166.39739254,5913725.386978306,-0.512055893
665,665,1841271.515838793,5913686.881269789,-0.080111104
666,666,1841279.989856723,5913667.803445301,-0.239319993
667,667,1841287.025865964,5913657.128546664,-0.253109079
668,668,1841294.838809002,5913640.199525386,-0.464163455
669,669,1841223.706003012,5913626.355742324,-0.725243363
670,670,1841326.378365144,5913623.076773361,0.189886902
671,671,1841228.742127467,5913599.836750721,-0.824609756
672,672,1841020.924740817,5913599.858889182,-0.39956597
673,673,1841259.14373022,5913581.930093351,-0.630221856
674,674,1841279.15628847,5913571.312587027,-0.819047624
675,675,1841365.395210715,5913560.948065269,0.041850936
676,676,1841382.881432053,5913542.069777145,0.085089915
677,677,1840957.710879426,5913525.794943823,-0.667906608
678,678,1841335.986339564,5913504.841662104,-0.787208336
679,679,1840936.742489045,5913506.156420399,-0.774607689
680,680,1841357.133744156,5913481.651501321,-0.811977529
681,681,1840908.787392898,5913489.191151517,-0.736955549
682,682,1841375.430350465,5913460.657593611,-0.832732416
683,683,1840895.132376635,5913473.641709304,-0.616999972
684,684,1841465.987478716,5913435.516800622,0.022360899
685,685,1840880.904942525,5913430.039319683,-0.396425
686,686,1840868.613084331,5913420.411291404,-0.377515724
687,687,1841403.042833508,5913431.284829009,-0.81763673
688,688,1840831.171339483,5913371.590847133,-0.384950002
689,689,1841487.874450795,5913377.833250954,-0.080235289
690,690,1841456.548879619,5913334.213518242,-0.741780008
691,691,1840677.921998795,5913336.027592791,0.036300006
692,692,1840541.712098761,5913293.115961525,-0.259995553
693,693,1841523.198246282,5913241.989583606,0.683551032
694,694,1840446.780798224,5913237.820729243,-0.32143125
695,695,1840430.344912742,5913223.321676013,-0.336137494
696,696,1840418.053826235,5913213.693080037,-0.331975
697,697,1840529.57589141,5913190.584486187,-0.205594939
698,698,1840490.27074145,5913143.478852173,-0.343896554
699,699,1841458.947925813,5913109.421388123,-0.76696629
700,700,1840458.233622603,5913102.817476895,-0.314999998
701,701,1840462.141539745,5913072.778844142,1.217599985
702,702,1841442.880042969,5913051.635447004,-0.25737947
703,703,1840369.930445226,5913094.195734084,-0.30571429
704,704,1840439.85166458,5913040.155300207,-0.247058572
705,705,1841429.411762078,5912985.380978795,-0.569486118
706,706,1841476.209388269,5912944.744873778,-0.575325024
707,707,1841467.228451905,5912925.756958168,-0.465360736
708,708,1841414.352712554,5912919.306170614,-0.575807058
709,709,1841411.613930422,5912881.011787451,-0.633004827
710,710,1841443.753261465,5912805.334950828,0.133686269
711,711,1841455.728394869,5912795.083027004,0.327974359
712,712,1841463.539377117,5912784.995662326,0.141604938
713,713,1841470.074936546,5912774.797841655,0.913541665
714,714,1841425.089030353,5912747.845649538,-0.82677776
715,715,1841524.782777406,5912721.895703679,0.936104154
716,716,1841461.886972402,5912705.861896209,-0.833459015
717,717,1841468.995575516,5912695.053754102,-0.830050004
718,718,1841557.552267831,5912690.938509625,0.774785715
719,719,1841483.931536441,5912678.584338789,-0.828342701
720,720,1841580.997323829,5912671.06442956,0.174304862
721,721,1841543.016591125,5912637.507987181,-0.773789472
722,722,1841555.781387543,5912618.608178879,-0.807719521
723,723,1841600.763806687,5912550.624473634,-0.711133937
724,724,1841616.111284006,5912525.654523869,-0.585912902
725,725,1841703.023284059,5912498.847459999,0.910553197
726,726,1841632.980961659,5912493.001724308,-0.737524478
727,727,1841651.949894664,5912462.45685917,-0.336673539
728,728,1841687.783857307,5912421.128453217,-0.764034481
729,729,1841754.241820939,5912367.574886953,0.344026311
730,730,1841711.675235942,5912355.279244506,-0.766604174
731,731,1841781.312011252,5912267.16467868,-0.1227875
732,732,1841792.752502797,5912246.886479632,0.571200004
733,733,1842193.294876308,5912224.412128007,-0.862900006
734,734,1841800.190730218,5912226.721538367,0.194324998
735,735,1841807.912288882,5912216.525376881,-0.453556955
736,736,1841876.616685629,5912161.33410925,-0.533374999
737,737,1841951.496960991,5912142.599740099,-0.342680002
