OID,FID_,X,Y,BCE_Kaipar
14034,14034,1723690.142875164,5971863.554055032,1.11112553
14035,14035,1723737.361067932,5971850.746177832,0.865504584
14036,14036,1725018.962110834,5971859.129390052,1.665021218
14037,14037,1723749.591721125,5971844.780890945,1.007222252
14038,14038,1725013.723741217,5971812.858631709,1.290357177
14039,14039,1725094.148687156,5971801.729927253,1.370428577
14040,14040,1725126.376214622,5971801.264300429,1.392124987
14041,14041,1727817.539675604,5971761.757482405,1.78404765
14042,14042,1714191.766271034,5972017.481024588,0.90503688
14043,14043,1714354.442611221,5971940.775161494,0.74215687
14044,14044,1723204.096629678,5971839.985552587,0.925191467
14045,14045,1725290.106390829,5971794.336512402,1.35181497
14046,14046,1725353.181386044,5971789.44804223,1.355049277
14047,14047,1727752.008921477,5971795.179746015,1.229011858
14048,14048,1714318.493668976,5971929.894461147,0.718691585
14049,14049,1723168.273089562,5971809.403061884,1.075090959
14050,14050,1714380.804085252,5971924.042841526,0.741204193
14051,14051,1723152.017682722,5971799.667108851,0.389285717
14052,14052,1714538.143100789,5971930.187836117,0.931710773
14053,14053,1719799.597682783,5971825.80734732,3.06475001
14054,14054,1714651.741361786,5971876.316437223,0.671624976
14055,14055,1714665.242111857,5971881.857997098,0.745823524
14056,14056,1727574.970118287,5971695.764338138,1.376418181
14057,14057,1719812.039290286,5971804.542922777,1.962107861
14058,14058,1725524.056644445,5971705.95256344,1.304871799
14059,14059,1727703.063416396,5971668.756580324,1.274406756
14060,14060,1714985.790873251,5972006.576549262,1.174219836
14061,14061,1719831.482345491,5971773.842249536,1.055548773
14062,14062,1723016.698097117,5971719.963272316,1.04666667
14063,14063,1724021.761431238,5971707.315182221,-0.502777778
14064,14064,1727928.876001535,5971993.952568876,1.210028331
14065,14065,1717663.358613705,5971905.806682016,1.360000014
14066,14066,1724033.116366711,5971697.185342894,1.772149979
14067,14067,1727558.988284509,5971670.406502419,1.412475948
14068,14068,1723870.904098309,5971704.627130143,0.620450001
14069,14069,1727573.815777572,5971640.122057207,1.423362179
14070,14070,1719862.115082758,5971743.771229092,0.874230764
14071,14071,1719969.865591419,5971729.631476709,1.269999981
14072,14072,1719907.326274856,5971724.733844061,0.988309849
14073,14073,1726293.426911447,5971638.350919531,1.245995628
14074,14074,1727760.92490965,5971617.254685253,1.081192486
14075,14075,1726252.019619462,5971614.553558619,1.200363584
14076,14076,1720020.980287603,5971707.8085779,1.529010532
14077,14077,1723960.873961454,5971644.69575077,1.389063177
14078,14078,1720051.983507671,5971673.560433729,0.799044571
14079,14079,1720063.93031867,5971663.427793269,0.735125011
14080,14080,1723940.072625021,5971631.774033074,1.590725005
14081,14081,1726219.232802676,5971576.615920681,1.170636372
14082,14082,1720071.848762671,5971653.350978036,0.618750008
14083,14083,1724001.88416583,5971608.346531394,1.140972177
14084,14084,1725607.448138219,5971613.074894449,1.550327286
14085,14085,1727718.595161729,5971560.131497469,1.094285008
14086,14086,1720079.767187912,5971643.274154945,0.576499985
14087,14087,1723980.662171761,5971600.009627943,1.321428575
14088,14088,1724035.739983847,5971587.709766473,1.165981522
14089,14089,1726959.987075382,5971545.325791663,1.240053558
14090,14090,1720095.742197409,5971633.085583272,0.622374983
14091,14091,1717693.019399037,5971660.517217397,0.868961032
14092,14092,1724011.445028292,5971578.004063129,1.252380681
14093,14093,1724051.402273336,5971567.349833445,1.913749957
14094,14094,1725666.603398025,5971548.399922099,1.413887439
14095,14095,1726959.69483748,5971525.395404548,1.241890903
14096,14096,1724067.373065804,5971557.153373996,1.230750003
14097,14097,1725624.791130533,5971554.067035288,1.710959886
14098,14098,1726947.910695841,5971506.016372584,1.254555541
14099,14099,1727765.227965692,5971493.410504411,1.436249945
14100,14100,1717822.518161283,5971614.481968384,0.381764706
14101,14101,1720123.630886656,5971600.236603528,0.679999999
14102,14102,1724115.2839977,5971526.56556122,0.271349997
14103,14103,1726314.739594189,5971494.75794563,1.125624999
14104,14104,1720151.30872929,5971572.512585929,0.739743596
14105,14105,1725025.536644527,5971503.502409047,2.095679045
14106,14106,1722926.325760764,5971533.089048896,1.099448252
14107,14107,1725283.044088006,5971490.014141478,1.864000016
14108,14108,1725266.78672256,5971480.282106377,1.893428539
14109,14109,1717838.676201891,5971574.394425719,0.53425
14110,14110,1725516.556182629,5971466.496481069,1.685728425
14111,14111,1725073.103557035,5971469.444824719,2.135449367
14112,14112,1717739.535503277,5971556.73305188,0.98060001
14113,14113,1712077.947973061,5971610.810759766,1.557142875
14114,14114,1717846.19017615,5971534.424498689,0.529749995
14115,14115,1720183.971652715,5971528.538197328,0.977353227
14116,14116,1725661.155931896,5971424.328628112,1.477982749
14117,14117,1726091.520662086,5971428.106152872,1.295198867
14118,14118,1724078.418422362,5971441.870927773,1.274000049
14119,14119,1717854.043173777,5971519.367239419,0.362875005
14120,14120,1720228.080730097,5971484.121888679,0.856378729
14121,14121,1726039.36370086,5971399.097989411,1.307374999
14122,14122,1727255.900873553,5971381.30298717,1.441391674
14123,14123,1724095.780684289,5971537.176658574,0.827008996
14124,14124,1727281.418116773,5971362.986663566,1.45793502
14125,14125,1717853.636250908,5971489.472028621,0.322911389
14126,14126,1720252.896991283,5971461.681374268,0.781857502
14127,14127,1724155.544568089,5971397.830649731,0.649540538
14128,14128,1717837.319983669,5971474.743728038,0.602624993
14129,14129,1722875.006352335,5971407.368977123,2.166792456
14130,14130,1724169.720192637,5971386.294507425,1.050329105
14131,14131,1725213.202100576,5971422.530846632,2.08565701
14132,14132,1727194.89119942,5971342.33008724,1.54734378
14133,14133,1727213.201360844,5971354.520269835,1.744671888
14134,14134,1720280.507550109,5971440.842164379,0.759207043
14135,14135,1724185.649569773,5971376.048379735,0.857300005
14136,14136,1720305.81465972,5971420.588442521,0.650199999
14137,14137,1724201.690890054,5971370.834822814,0.6364125
14138,14138,1725273.840579984,5971365.900501289,2.155917817
14139,14139,1727222.869326367,5971326.967992159,2.39569373
14140,14140,1724213.49195702,5971391.809708308,0.014352007
14141,14141,1726038.213739319,5971320.10315151,1.525916653
14142,14142,1727311.124421767,5971300.752300713,1.421250021
14143,14143,1712127.165171119,5971502.184091902,1.54034483
14144,14144,1725441.721579114,5971318.273175079,2.050309121
14145,14145,1727230.340053042,5971286.988801181,1.911391276
14146,14146,1727238.176831683,5971271.922600315,2.511174998
14147,14147,1726907.716701807,5971266.805508826,1.174324985
14148,14148,1725956.913747512,5971270.723010175,1.386575022
14149,14149,1720342.811946101,5971370.451610593,0.853825186
14150,14150,1725607.713759789,5971279.106112552,1.999796686
14151,14151,1712164.287962787,5971440.546580783,1.781842091
14152,14152,1712244.616198101,5971439.620620703,1.025964888
14153,14153,1725561.701061844,5971256.730358252,2.071280716
14154,14154,1720377.346480453,5971320.441728071,0.718461538
14155,14155,1724208.235807508,5971265.358455122,-0.041230767
14156,14156,1727246.088409268,5971221.969552316,1.519999964
14157,14157,1727688.61562624,5971375.977404679,1.021175587
14158,14158,1725617.495379145,5971240.204372511,2.028081831
14159,14159,1727100.350221197,5971214.869750569,1.606538468
14160,14160,1727283.31135519,5971209.845408902,1.963581862
14161,14161,1727319.490140206,5971237.662091184,1.532776543
14162,14162,1720400.800970586,5971288.408565553,0.754232209
14163,14163,1712203.720118701,5971380.149521402,1.64749998
14164,14164,1712211.647151164,5971370.080111465,1.769374964
14165,14165,1727705.241697716,5971173.237670782,1.254183064
14166,14166,1726164.637738909,5971148.090872983,1.065125002
14167,14167,1712145.231651994,5971641.454099041,1.188956964
14168,14168,1726600.858867842,5971137.219838999,1.32655497
14169,14169,1726647.859502538,5971130.34129323,2.194230763
14170,14170,1727248.064735731,5971122.266827206,1.424499957
14171,14171,1727748.258992405,5971127.085645085,0.95987588
14172,14172,1727074.69761942,5971129.997637074,1.795804793
14173,14173,1727099.036218229,5971114.287604814,1.64375001
14174,14174,1712259.738782317,5971314.114367955,1.193545395
14175,14175,1724103.403372782,5971149.381499044,0.259524998
14176,14176,1724118.266545943,5971152.752627476,0.118085036
14177,14177,1726685.890994765,5971141.604853171,1.480140564
14178,14178,1727227.04338024,5971102.641188391,1.44102036
14179,14179,1727799.537941227,5971090.790352785,0.836666661
14180,14180,1725503.443592688,5971117.832086708,2.118313205
14181,14181,1726228.361655642,5971097.325453016,2.041749968
14182,14182,1726260.586674174,5971096.855533769,1.981481481
14183,14183,1726614.474540348,5971091.687091076,1.55309091
14184,14184,1726637.017379758,5971091.357365302,1.393978528
14185,14185,1727195.112857764,5971083.175669163,1.446624945
14186,14186,1727219.441293311,5971082.617029653,1.439636317
14187,14187,1727759.051798716,5971074.871626458,1.329500017
14188,14188,1724098.621115979,5971122.752105943,0.3282093
14189,14189,1726362.366098288,5971307.719441112,1.791474145
14190,14190,1727098.291376864,5971074.630306107,1.496000004
14191,14191,1724100.64056017,5971108.152874712,0.373109083
14192,14192,1726324.911424094,5971076.18369991,1.508214293
14193,14193,1727090.099497323,5971065.510003973,1.685660382
14194,14194,1727560.204783526,5971068.669766736,1.414470777
14195,14195,1727774.870063476,5971054.703528467,1.346624963
14196,14196,1727847.743939304,5971066.593208965,1.01732725
14197,14197,1724127.374156739,5971090.586560321,0.019973806
14198,14198,1726566.141670223,5971052.524536504,1.339359005
14199,14199,1724124.665407797,5971068.140775119,0.175053575
14200,14200,1726822.352790783,5971038.448977042,1.452998483
14201,14201,1725504.916047907,5971403.995809455,1.790054174
14202,14202,1726421.04118321,5971042.445051502,1.316405616
14203,14203,1726819.762148564,5971009.527611164,1.572990629
14204,14204,1727890.417319178,5971017.901958308,0.986111909
14205,14205,1727915.871487164,5970990.333361292,0.988000023
14206,14206,1724097.145885332,5971051.229664395,0.700727064
14207,14207,1724108.157302076,5970988.438613982,0.182843986
14208,14208,1727468.425715806,5970956.331050145,1.315011254
14209,14209,1726503.285770731,5970938.683877081,1.510654752
14210,14210,1720658.048528271,5970983.713615033,0.666285698
14211,14211,1724084.117169717,5970974.475002439,0.474369403
14212,14212,1726241.578364193,5970898.513312127,1.042962922
14213,14213,1724073.699378263,5970909.734270028,0.467859658
14214,14214,1720701.824677516,5970944.11381929,0.43372765
14215,14215,1727354.461515752,5970857.295558318,1.676132613
14216,14216,1712094.62077118,5971042.673828809,2.390174951
14217,14217,1720722.487149195,5970926.67638184,0.645285698
14218,14218,1712086.766619438,5971032.458580994,2.001385719
14219,14219,1720734.108345096,5970916.696068441,0.860425926
14220,14220,1720754.13406798,5970896.535148403,0.946517855
14221,14221,1727873.697792037,5970894.586312391,0.82361492
14222,14222,1720762.210766732,5970886.254266167,0.903949997
14223,14223,1720770.127664899,5970876.176761949,0.899274986
14224,14224,1727238.896662471,5970783.712668872,2.200862052
14225,14225,1727255.008638633,5970783.475827395,1.502363612
14226,14226,1712149.930179866,5970972.4139526,1.225618165
14227,14227,1720784.819199853,5970861.064420233,0.819408265
14228,14228,1722725.851725866,5970824.016471879,-9999.0
14229,14229,1720801.521977173,5970845.244541634,0.539909081
14230,14230,1726597.734975227,5970762.426032169,2.014128428
14231,14231,1720809.748886347,5970835.624225831,0.489285719
14232,14232,1722662.695826114,5970808.535334786,0.905434777
14233,14233,1722694.884950466,5970811.179558904,0.75706806
14234,14234,1726754.947979654,5970750.540913159,1.734814803
14235,14235,1720825.439241379,5970819.098871551,0.507984844
14236,14236,1722654.366971541,5970789.8812404,0.823749988
14237,14237,1726919.247291303,5970741.118728736,1.852602038
14238,14238,1722637.954294553,5970780.347794793,0.797678593
14239,14239,1726775.248915787,5970721.126786975,1.949259243
14240,14240,1726823.244571241,5970919.924020826,1.80755534
14241,14241,1726613.697209207,5970722.907275804,1.972226806
14242,14242,1722950.370774905,5970741.854199681,0.587999976
14243,14243,1712108.489668378,5970883.250636565,1.231642876
14244,14244,1711987.4270917,5970854.716487817,1.187024359
14245,14245,1722597.85308599,5970714.161048868,0.755000012
14246,14246,1724095.172182923,5970788.752297346,0.144290165
14247,14247,1712130.387799369,5971028.100143239,1.308057544
14248,14248,1722612.344814572,5970705.191291135,0.64090907
14249,14249,1711995.401875021,5970837.05577498,1.053575075
14250,14250,1722596.81604483,5970690.139447957,0.731874984
14251,14251,1727916.276239162,5970671.227991522,0.680783993
14252,14252,1722599.651630444,5970664.192902913,0.800000012
14253,14253,1722668.501657533,5970650.140891351,0.215000006
14254,14254,1722616.277965715,5970631.289437388,1.160476206
14255,14255,1722629.312267692,5970601.532372012,2.567250004
14256,14256,1722642.808867711,5970602.791134104,0.396
14257,14257,1724127.760939148,5970581.199303043,0.359723579
14258,14258,1727957.200844932,5970538.173727158,0.832137809
14259,14259,1723214.619796271,5970560.613810359,0.189354838
14260,14260,1728016.360883678,5970492.961430707,0.693485478
14261,14261,1724129.078144631,5970541.595139501,0.539222227
14262,14262,1721064.025888747,5970573.78553798,0.903962257
14263,14263,1728049.248753521,5970479.722178787,0.683614461
14264,14264,1721079.847925253,5970552.903712671,0.762999987
14265,14265,1721087.764059534,5970542.826039228,0.741375005
14266,14266,1721095.840022003,5970532.544819743,0.745892847
14267,14267,1722642.050594395,5970515.490166076,0.311320756
14268,14268,1723342.495454003,5970500.005051249,0.252954542
14269,14269,1728113.822653052,5970458.793111317,1.194545431
14270,14270,1721103.297239761,5970512.908647006,0.422727271
14271,14271,1728160.024127386,5970411.29747528,1.161428537
14272,14272,1722641.774337076,5970481.279256202,0.363892857
14273,14273,1721114.79606998,5970495.869743631,0.556540537
14274,14274,1728170.208693321,5970393.762098728,1.192289667
14275,14275,1728185.782680192,5970374.575633606,1.228878923
14276,14276,1728206.945357558,5970355.370224134,1.303999949
14277,14277,1721117.553148926,5970459.256387908,0.603472363
14278,14278,1722641.787597298,5970436.482694452,-0.372294959
14279,14279,1728050.252820577,5970332.981727702,1.190874938
14280,14280,1728215.232813489,5970330.74050654,1.315535688
14281,14281,1724142.107969915,5970551.104116078,-0.061867573
14282,14282,1728222.99314066,5970310.690711522,1.098035723
14283,14283,1728166.61616845,5970301.35716049,0.9985
14284,14284,1728231.060799357,5970300.402435211,1.208250009
14285,14285,1721079.687505308,5970421.340146597,0.356524858
14286,14286,1722623.570210163,5970387.465713042,-0.358543564
14287,14287,1724130.648089882,5970350.214335992,-0.259299993
14288,14288,1728238.968711145,5970290.317852977,1.209250015
14289,14289,1727070.767918744,5970297.580664248,1.230874991
14290,14290,1728250.909440281,5970280.524090598,1.273482159
14291,14291,1721065.325156818,5970378.683140582,0.277192545
14292,14292,1722610.114330078,5970360.022334403,-0.025460318
14293,14293,1727050.482807974,5970287.911086597,1.328727262
14294,14294,1728276.590087375,5970259.858255851,1.379042568
14295,14295,1726939.8732563,5970276.179479774,1.175308223
14296,14296,1721060.670196132,5970333.896395038,0.170287502
14297,14297,1721072.14293091,5970347.689830055,0.441485001
14298,14298,1727026.754728733,5970264.854915196,1.469499077
14299,14299,1728076.879898713,5970255.944748434,1.707732023
14300,14300,1726892.512876875,5970229.697660556,1.230892877
14301,14301,1728081.138962025,5970213.499841488,2.195887813
14302,14302,1721088.915146956,5970313.151825645,0.680452312
14303,14303,1722597.506829921,5970271.811026365,-9999.0
14304,14304,1727935.465467406,5970222.919242757,1.527643937
14305,14305,1727940.027424262,5970195.068142892,1.39509432
14306,14306,1728312.310745348,5970222.018513018,1.444491572
14307,14307,1728083.821277746,5970187.393032056,2.094374995
14308,14308,1728221.590509658,5970185.917611623,1.275420541
14309,14309,1721076.014304054,5970278.862818985,0.153900002
14310,14310,1721091.929843093,5970279.129915958,0.841539486
14311,14311,1726831.523409395,5970191.449020222,1.127090897
14312,14312,1727899.455604141,5970175.733000568,1.307636309
14313,14313,1727963.311741962,5970174.789090985,1.395208314
14314,14314,1721059.534728685,5970264.343876004,-0.025636362
14315,14315,1726985.586413203,5970212.135000936,1.551509194
14316,14316,1728341.610132748,5970159.421271597,1.36218183
14317,14317,1727906.702754314,5970160.674798429,1.321624932
14318,14318,1727980.41847745,5970155.341098627,1.409312467
14319,14319,1728235.167754413,5970157.510759054,1.330484487
14320,14320,1727970.618179111,5970135.012605104,1.422321383
14321,14321,1727986.728984696,5970134.774368539,1.428070125
14322,14322,1728357.27761678,5970129.286645593,1.328000001
14323,14323,1726778.422612501,5970141.66349905,0.975636357
14324,14324,1728018.952043802,5970123.40241976,1.424150897
14325,14325,1728196.181478462,5970121.505802905,1.411428537
14326,14326,1722573.778104586,5970202.851669453,-9999.0
14327,14327,1727994.649235672,5970114.521241033,1.44731338
14328,14328,1728042.981539557,5970113.806320518,1.417499959
14329,14329,1728067.147694369,5970113.448750714,1.37384616
14330,14330,1728207.683501846,5970110.783970203,1.438272667
14331,14331,1728365.037413309,5970109.236703396,1.32581811
14332,14332,1728128.557887642,5970124.289409728,1.46569936
14333,14333,1722562.527930572,5970176.395904559,-0.800699966
14334,14334,1727792.810755346,5970097.770324104,1.347321427
14335,14335,1727858.397485266,5970111.011250322,1.346815308
14336,14336,1727889.794331652,5970095.935382403,1.397142836
14337,14337,1727921.629716017,5970111.440235103,1.398340213
14338,14338,1728002.250238407,5970094.675187154,1.459821431
14339,14339,1728195.579048286,5970091.813636592,1.443272662
14340,14340,1728373.36678749,5970092.499326028,1.32075393
14341,14341,1723983.515111951,5970130.929327443,0.326809522
14342,14342,1724073.283813456,5970226.110143681,0.208917164
14343,14343,1727679.741639726,5970079.504386838,1.404285686
14344,14344,1728066.568594361,5970074.314461754,1.461272764
14345,14345,1728392.873507696,5970073.73650346,1.375749953
14346,14346,1728082.361456707,5970063.587708474,1.46875003
14347,14347,1722509.415134193,5970130.933510511,-0.38386364
14348,14348,1724001.142674006,5970113.783207679,-0.223855265
14349,14349,1728049.992655782,5970054.099284759,1.4701786
14350,14350,1728107.50898208,5970062.212642825,1.465012192
14351,14351,1728396.371906523,5970048.967320047,1.37611111
14352,14352,1727461.433317924,5970069.255232038,1.886833339
14353,14353,1728060.273244375,5970043.778585805,1.47728263
14354,14354,1722507.825526618,5970114.190603723,-0.807074991
14355,14355,1728306.956962615,5970042.246803178,1.416339278
14356,14356,1728396.076216491,5970029.036849278,1.343571367
14357,14357,1728404.30285758,5970018.54503342,1.316363599
14358,14358,1721175.751736183,5970113.413178459,-0.117035724
14359,14359,1726771.464071648,5970033.254757696,1.217964575
14360,14360,1726809.214118142,5970032.499469408,1.303818146
14361,14361,1721186.347648506,5970102.894174469,-0.100900004
14362,14362,1726800.681790198,5970022.254807243,1.247894739
14363,14363,1728397.0828584,5969999.658224542,1.376111105
14364,14364,1721204.718708005,5970095.711342633,0.088657003
14365,14365,1727627.667554578,5970003.609223722,1.723121707
14366,14366,1728046.765616514,5970013.906340775,1.487917659
14367,14367,1722488.58504932,5970088.5935095,-0.80420073
14368,14368,1721218.149607659,5970072.547945307,-0.063384616
14369,14369,1721226.065197045,5970062.469979292,-0.089782049
14370,14370,1721233.980767662,5970052.392005417,-0.042524996
14371,14371,1722476.569068171,5970048.214292792,-0.320265278
14372,14372,1727178.242806172,5969971.498040369,1.363669741
14373,14373,1728321.861177132,5969973.026059457,1.398621524
14374,14374,1722445.277292757,5970021.841838074,0.159428571
14375,14375,1728136.830689376,5969933.204988479,1.50571428
14376,14376,1728363.089763737,5969986.27629002,0.977464242
14377,14377,1727124.869184658,5969986.53040509,1.459161166
14378,14378,1727569.599628561,5970043.772762997,1.652912035
14379,14379,1728362.240825828,5969909.728464848,1.002249997
14380,14380,1727061.724809373,5969925.669903481,1.839999987
14381,14381,1728354.037819855,5969899.882705468,1.124249989
14382,14382,1727081.01245067,5969908.904199218,1.563571406
14383,14383,1728101.586454163,5969902.364437811,1.740301634
14384,14384,1728176.51639165,5969892.747605194,1.490714295
14385,14385,1728272.86875218,5969895.537939959,1.450720717
14386,14386,1728337.631862927,5969880.191164481,1.216125005
14387,14387,1721299.925250284,5969974.907869867,0.521071594
14388,14388,1722408.977796569,5969961.098520618,-0.848943365
14389,14389,1728128.362640135,5969876.744498749,1.97685607
14390,14390,1728212.914815373,5969862.689009693,1.468727304
14391,14391,1728288.310592281,5969883.816647974,1.445749328
14392,14392,1721313.135441497,5969951.611834186,0.628900001
14393,14393,1728054.054009323,5969873.668066258,1.431530154
14394,14394,1728192.036283155,5969852.648033471,1.861090938
14395,14395,1728321.665566264,5969850.525646023,1.438235295
14396,14396,1728078.806840125,5969848.57517097,1.386106184
14397,14397,1728147.276860725,5969850.131243546,1.499948408
14398,14398,1728240.219482813,5969841.966718007,1.463090855
14399,14399,1721316.88357796,5969931.625094878,0.319837499
14400,14400,1722390.266212509,5969924.970448926,-0.740300001
14401,14401,1727148.417278344,5969892.807548666,1.37137047
14402,14402,1728178.260806561,5969836.992460595,1.416753907
14403,14403,1728215.906425658,5969832.359556169,1.686071445
14404,14404,1728256.182062779,5969831.762728282,1.397037016
14405,14405,1728293.512711085,5969831.008199666,1.433684162
14406,14406,1727144.694728131,5969845.22498273,1.352000022
14407,14407,1721312.576664354,5969911.751278706,0.121846853
14408,14408,1727660.133999059,5969820.641376113,1.337272748
14409,14409,1728127.004598673,5969824.522000268,1.390101236
14410,14410,1722375.630034129,5969881.832984602,-0.817756077
14411,14411,1727603.12925911,5969801.547339954,1.319642803
14412,14412,1728296.95383995,5969798.191682993,1.418458826
14413,14413,1728410.445625538,5969890.601683734,1.506152545
14414,14414,1727638.84426418,5969805.056400008,1.334874469
14415,14415,1728320.043830223,5969780.777694314,1.410375002
14416,14416,1727627.160168799,5969781.057000948,1.350625013
14417,14417,1727924.890706389,5969766.894555802,1.582982433
14418,14418,1722358.726193059,5969837.42100815,-0.896869543
14419,14419,1728375.838063473,5969740.080431016,1.210333317
14420,14420,1726756.735734783,5969761.210164627,0.953894724
14421,14421,1728005.392491424,5969850.202877187,1.453595013
14422,14422,1728034.686956423,5969734.763935232,1.321517801
14423,14423,1727900.136376835,5969727.390824625,1.823636352
14424,14424,1727916.246419901,5969727.152698581,1.523571451
14425,14425,1727932.516058857,5969726.711018871,1.38023809
14426,14426,1728329.718983474,5969739.470621699,1.312185424
14427,14427,1722345.603653762,5969809.497351417,-0.654320648
14428,14428,1727674.02104079,5969720.561354456,1.699199984
14429,14429,1727757.897130341,5969725.799637716,1.579000003
14430,14430,1728012.918860548,5969715.554552437,1.311645511
14431,14431,1728319.596778096,5969711.012313824,1.338799968
14432,14432,1727628.912613293,5969738.036667099,1.357616096
14433,14433,1722319.371399175,5969778.85244788,-0.131687303
14434,14434,1727770.66154213,5969689.031585328,1.964464264
14435,14435,1727907.454903022,5969677.445598971,1.348214311
14436,14436,1728319.005684376,5969671.151356695,1.40106384
14437,14437,1721325.333964436,5969820.110930219,0.359522045
14438,14438,1727931.337438297,5969646.989148143,1.282499969
14439,14439,1728436.944087914,5969646.168980611,1.359049574
14440,14440,1727839.712222463,5969676.711478997,1.510478596
14441,14441,1727769.209740667,5969619.482354109,1.323921538
14442,14442,1727753.433412682,5969602.518920138,1.328494562
14443,14443,1727732.087167915,5969596.813228317,1.345858568
14444,14444,1727728.934097792,5969580.207344972,1.326124968
14445,14445,1727704.462789084,5969570.802298034,1.331964327
14446,14446,1726754.002340138,5969574.608872466,0.912749994
14447,14447,1726769.952421853,5969574.576374377,0.932280702
14448,14448,1727722.331484783,5969565.309996183,1.323251188
14449,14449,1727671.373657272,5969501.317602252,1.331374958
14450,14450,1728234.755291255,5969473.252889844,1.510181785
14451,14451,1728218.040533982,5969457.783718407,1.496339299
14452,14452,1727731.04916396,5969450.599856185,1.192578585
14453,14453,1728229.028939202,5969558.211177515,1.554466522
14454,14454,1726999.796083908,5969446.295906635,1.286153868
14455,14455,1728217.597527943,5969427.887994202,1.575315335
14456,14456,1727009.124619703,5969391.455248426,1.057179479
14457,14457,1728317.380686295,5969316.94890542,1.570000052
14458,14458,1728183.164010076,5969278.88673588,1.493909049
14459,14459,1728054.452658248,5969266.607248816,1.569999997
14460,14460,1728062.519339347,5969256.319265854,1.601428539
14461,14461,1728279.660723555,5969232.468431918,1.552830154
14462,14462,1728369.320868986,5969521.378540439,1.475750957
14463,14463,1728133.817960831,5969185.692818025,1.465714293
14464,14464,1727266.009341933,5969178.365514291,0.980543479
14465,14465,1728230.176851722,5969164.330344761,1.940357127
14466,14466,1728101.009677496,5969146.308930549,1.523750024
14467,14467,1728095.699227261,5969206.59055794,1.530280817
14468,14468,1728181.406895966,5969135.150737132,1.363636357
14469,14469,1728164.707446498,5969095.528405625,1.371428507
14470,14470,1728259.080219213,5969135.103041025,1.583292159
14471,14471,1728189.583482143,5969105.696473544,1.416200003
14472,14472,1728156.081654182,5969058.416905699,1.499136976
14473,14473,1728276.421058587,5969048.253566242,1.595871562
14474,14474,1728289.401190252,5969046.323512372,1.377777797
14475,14475,1727582.877562182,5968974.551751688,1.401272704
14476,14476,1728298.455649687,5968966.875363738,1.660526302
14477,14477,1727566.621995644,5968964.824056175,1.410892823
14478,14478,1727566.328111106,5968944.893577824,1.436545396
14479,14479,1728305.199436393,5968880.28631794,1.419736815
14480,14480,1728335.364557083,5968722.943709112,1.369999975
14481,14481,1728380.576887876,5968611.549415317,1.435714259
14482,14482,1728334.580623515,5968594.876479968,1.52945609
14483,14483,1728337.359035099,5968475.370255963,1.569724771
14484,14484,1729189.258640194,5968457.879154999,1.5
14485,14485,1725207.572904437,5968490.754254584,-0.265682925
14486,14486,1728151.677201867,5968448.220880474,1.53805558
14487,14487,1728345.343093177,5968444.297864616,1.530714282
14488,14488,1729204.951211002,5968442.193699757,1.431465317
14489,14489,1729230.964784156,5968418.110137959,1.362011498
14490,14490,1725213.232974297,5968455.122278347,0.818059845
14491,14491,1729263.735501141,5968386.312592623,1.379676557
14492,14492,1724924.398887986,5968427.133241246,0.948340931
14493,14493,1729283.564654158,5968360.557029511,1.494234253
14494,14494,1725022.656958015,5968422.24279388,1.028083341
14495,14495,1725045.344371572,5968413.362656279,1.049524999
14496,14496,1725053.657123101,5968404.834217624,1.556346187
14497,14497,1725074.270717473,5968399.659475637,1.336919703
14498,14498,1725125.593324149,5968392.267551099,0.632728387
14499,14499,1729311.179154806,5968324.551401608,1.624500006
14500,14500,1725075.963314259,5968343.148876726,0.189392159
14501,14501,1729360.811090034,5968277.645271461,2.001800021
14502,14502,1729004.597391974,5968293.68972944,1.601376793
14503,14503,1725044.037276276,5968322.949114606,0.004083334
14504,14504,1729386.834254792,5968255.544714282,1.272397173
14505,14505,1729406.43324425,5968238.0460514,1.187352962
14506,14506,1729412.847230023,5968227.008568377,1.262714284
14507,14507,1728965.428848105,5968226.426373685,1.541928557
14508,14508,1724864.246245845,5968422.849709813,0.277491352
14509,14509,1724946.825196856,5968244.732990858,0.033893938
14510,14510,1728935.579479687,5968208.342095359,1.376095252
14511,14511,1728942.830880153,5968175.718806601,1.385275855
14512,14512,1728972.442301208,5968156.549393436,1.387890946
14513,14513,1729166.475337881,5968153.452416027,-0.114647056
14514,14514,1724921.614476472,5968205.713000663,0.397325303
14515,14515,1724953.570483133,5968205.576954479,-0.237017537
14516,14516,1724905.201111342,5968186.038841116,0.250680053
14517,14517,1728951.814617588,5968140.385848305,1.396499962
14518,14518,1729415.425925325,5968114.896176605,0.910072731
14519,14519,1724799.978457355,5968167.925114045,-0.546781815
14520,14520,1724920.950762703,5968166.704603967,-0.237111121
14521,14521,1724880.528989531,5968156.594072034,-0.353285712
14522,14522,1728484.946797572,5968105.353679347,1.532327195
14523,14523,1729452.133895461,5968075.79268803,-0.197999946
14524,14524,1728524.443271977,5968083.27739942,1.590303056
14525,14525,1728540.407384815,5968073.423104376,1.601171173
14526,14526,1728931.698182229,5968066.444202543,1.478967719
14527,14527,1728194.565848808,5968305.472333148,1.591126898
14528,14528,1728568.281731233,5968062.892061016,1.765454494
14529,14529,1728923.718541516,5968056.37412149,1.441482754
14530,14530,1728592.050179404,5968056.970305958,1.874479169
14531,14531,1728624.833024059,5968052.083735323,2.052181814
