OID,FID_,X,Y,BCE_Raglan
338,338,1764856.256740178,5812688.0802037,-0.405834687
339,339,1764993.234039328,5812693.966176998,-0.173108017
340,340,1765015.877717587,5812667.673684786,-0.218944443
341,341,1765056.857546044,5812639.845441221,0.257843902
342,342,1764951.507486119,5812629.492763635,-0.508618195
343,343,1764978.904435083,5812629.410480642,-0.196750004
344,344,1764963.33101751,5812619.426326819,-0.525163622
345,345,1765093.711017755,5812626.441051194,1.116701488
346,346,1765137.086143109,5812605.615494743,1.972069614
347,347,1763921.759030427,5812560.3406931,0.324018866
348,348,1765197.517396803,5812526.685719693,0.607545144
349,349,1764929.523547165,5812490.701862302,-0.037757016
350,350,1764960.042910005,5812533.369754792,-0.190833892
351,351,1763932.284681331,5812485.133286391,0.466727854
352,352,1764932.148566335,5812445.190735316,0.034862501
353,353,1763956.892929733,5812439.76866508,0.54964444
354,354,1765036.100720049,5812417.317664126,-0.309508969
355,355,1765127.708738925,5812418.22365546,1.187963497
356,356,1763973.53132367,5812379.812716014,0.386600004
357,357,1765309.302745725,5812327.750692081,0.206421276
358,358,1765348.461955811,5812310.638851724,0.44303086
359,359,1765372.034054933,5812301.444708965,0.517621625
360,360,1765166.360882588,5812290.907787594,-0.338517022
361,361,1765144.708357259,5812268.490169415,-0.292
362,362,1765178.616233211,5812249.059378869,-0.513454045
363,363,1764997.635091142,5812189.589570712,0.14403846
364,364,1765111.385882098,5811888.143941202,0.063660378
365,365,1764841.02721443,5811853.889936109,-0.410166655
366,366,1765154.035790947,5811823.117664002,0.209595648
367,367,1764776.575105729,5811795.350043079,-0.063153848
368,368,1765184.728916024,5811791.016872537,0.080431735
369,369,1765203.385501701,5811771.616629597,0.091233904
370,370,1765222.851365575,5811756.267250919,0.094337499
371,371,1764760.202805164,5811748.479471568,-0.187625667
372,372,1764799.295530709,5811745.034326382,-0.258563633
373,373,1765261.827421227,5811730.599992429,0.162057509
374,374,1765281.504465035,5811704.299889462,0.232596187
375,375,1764738.319996521,5811671.570291583,-0.132446007
376,376,1764800.431414346,5811676.026965831,0.271569415
377,377,1764671.556286449,5811596.7129357,-0.423823525
378,378,1764717.747004303,5811611.860650914,0.176909948
379,379,1764673.404591175,5811572.839214685,-0.247549842
380,380,1764677.455474402,5811522.975904656,-0.087061542
381,381,1764633.984389017,5811413.851479255,-0.047383784
