OID,FID_,X,Y,BCE_Aotea_
526,526,1762669.514118852,5793728.074655624,0.206611108
527,527,1763242.056781514,5793717.033293887,-0.410620355
528,528,1762943.297787901,5793717.416176158,0.769420194
529,529,1763344.301559012,5793696.123764551,-0.044999998
530,530,1762664.895777702,5793703.339962635,0.214047167
531,531,1762920.948667958,5793677.982634079,0.896947817
532,532,1762964.944108779,5793672.703509633,0.761192652
533,533,1762478.705469345,5793676.24480939,-0.790871547
534,534,1762549.987859903,5793670.620070448,-0.288890904
535,535,1762982.772535206,5793661.064243,0.872943401
536,536,1764017.112566097,5793619.513876454,0.673857158
537,537,1762820.492349014,5793641.602330513,0.634125719
538,538,1762553.125241359,5793872.228430127,-0.317715936
539,539,1762485.876170291,5793621.618736755,-0.670649102
540,540,1761444.060040833,5793636.919826085,0.449055039
541,541,1763155.6527764,5793568.798902969,-0.384000002
542,542,1762537.294795984,5793603.109521238,-0.33200734
543,543,1761613.794202238,5793703.584227707,-0.059658827
544,544,1761135.492464458,5793578.971082035,0.624054532
545,545,1761419.746728227,5793578.138744041,0.453911397
546,546,1762581.728843081,5793552.490626411,-0.058340707
547,547,1761078.015860287,5793577.520435087,0.696146674
548,548,1761664.479186031,5793553.476250151,-0.090415705
549,549,1761044.370896352,5793580.275546186,0.810919406
550,550,1761024.417123741,5793541.064659842,0.849558448
551,551,1761054.705082671,5793539.740567265,0.687386074
552,552,1762476.622092176,5793523.954648427,-0.677754985
553,553,1763154.57788101,5793499.014711951,-0.563396213
554,554,1764004.047843818,5793471.828321636,2.243833318
555,555,1761011.335133262,5793526.45833326,0.847330809
556,556,1761670.754889505,5793508.56493306,0.039777778
557,557,1761694.421454953,5793508.09661683,-0.611924557
558,558,1761102.27929976,5793514.028246172,0.477839622
559,559,1761312.197946672,5793506.056129431,0.409828568
560,560,1761110.563559338,5793499.270307438,0.474127274
561,561,1761498.486345366,5793503.799931362,0.363384951
562,562,1762526.358209196,5793526.460577335,-0.387577549
563,563,1762561.518487523,5793475.153747765,-0.234731486
564,564,1763137.223377289,5793472.175603474,-0.473114602
565,565,1760979.430941381,5793527.205439342,1.008419952
566,566,1761497.8346428,5793472.61546332,0.301253167
567,567,1761669.965934255,5793468.691974532,-0.132267857
568,568,1761355.639134913,5793465.452699267,0.364248404
569,569,1761449.200569441,5793463.08510262,0.317290912
570,570,1762549.292725871,5793446.363336071,-0.224572091
571,571,1763997.27120581,5793418.810136281,0.931542122
572,572,1761440.788169509,5793452.863692278,0.290433966
573,573,1761488.129144169,5793452.343656437,0.262759264
574,574,1762466.658896847,5793432.944713818,-0.788019223
575,575,1764008.759161873,5793401.927445483,1.473948392
576,576,1761255.795652288,5793447.336776344,0.52725471
577,577,1762986.522333966,5793416.825746457,0.399376141
578,578,1761156.40661143,5793438.949081735,0.508811325
579,579,1761468.595828561,5793433.161991035,0.253264148
580,580,1761676.292394025,5793445.797134693,-0.605530994
581,581,1763113.079537313,5793404.899263773,-0.447839589
582,582,1761387.056206499,5793439.881476461,0.301226257
583,583,1761428.955002301,5793423.973164521,0.276953265
584,584,1762965.533930283,5793393.284056153,0.594078939
585,585,1761315.211072575,5793416.390384634,0.385407644
586,586,1763104.538181541,5793380.346946695,-0.493907418
587,587,1761270.786194853,5793407.152433156,0.488800001
588,588,1762514.475601831,5793386.326804207,-0.327662206
589,589,1762954.452634685,5793373.369480518,0.627648143
590,590,1761518.220458907,5793396.123047547,0.147626168
591,591,1762446.116541333,5793394.619470892,-0.727287719
592,592,1762985.808843895,5793362.771806229,0.675709095
593,593,1762938.277517577,5793353.747619493,0.596333325
594,594,1761356.971800818,5793375.534443381,0.291240736
595,595,1763224.472865245,5793343.97435544,0.117882847
596,596,1760929.673022258,5793382.533161953,0.3250415
597,597,1761312.804399716,5793366.057920334,0.432036369
598,598,1760847.427764324,5793370.03955604,0.401632254
599,599,1764011.015287462,5793326.111937819,1.416612833
600,600,1760672.025604243,5793354.443375059,1.368199944
601,601,1763126.612305537,5793300.128351741,-0.718943397
602,602,1764030.116453644,5793286.80788094,1.36288125
603,603,1761324.432803638,5793326.316381436,0.328
604,604,1762496.042554996,5793314.192160812,-0.231851805
605,605,1760814.612099301,5793306.593660493,0.179925926
606,606,1760562.911146397,5793306.559267748,2.996666749
607,607,1760839.903859702,5793328.302996051,0.224877846
608,608,1761087.124567966,5793298.368600124,0.267178807
609,609,1761169.234595122,5793289.114361185,0.288433963
610,610,1760782.495803208,5793286.762190113,0.166166666
611,611,1763172.705962647,5793229.194463459,0.981299989
612,612,1761097.647290406,5793260.609899465,0.244129634
613,613,1760593.15427399,5793260.280379492,0.597731708
614,614,1760718.798625937,5793258.099206472,0.163890911
615,615,1762438.667167507,5793223.877441811,-0.506412506
616,616,1760514.317517235,5793247.554599355,0.743400007
617,617,1760758.045402456,5793247.354969723,0.154836361
618,618,1760864.977854573,5793257.216900532,0.166744775
619,619,1760991.708569138,5793279.178517802,0.237526296
620,620,1762651.107535383,5793199.914183667,0.199740739
621,621,1760489.597438511,5793232.480819889,0.721552636
622,622,1760575.934395742,5793235.199089215,0.484509255
623,623,1760677.506229367,5793282.714716967,0.296839834
624,624,1761569.893309483,5793215.602876812,-0.670614681
625,625,1761586.107016443,5793210.86746657,-0.935891918
626,626,1763160.445721764,5793200.075138633,-0.09854586
627,627,1764150.881864651,5793166.895902621,0.78403606
628,628,1761218.895443533,5793198.177751816,0.121481249
629,629,1760055.665476529,5793209.348564367,1.436122459
630,630,1760715.124713778,5793201.403297733,0.235163042
631,631,1761119.655283405,5793194.578115983,0.152972971
632,632,1761155.590488637,5793189.454599176,0.178744337
633,633,1761206.702633127,5793188.238479221,0.107927272
634,634,1764176.513696895,5793137.880574407,0.670814809
635,635,1760598.816267635,5793194.86101057,0.236449543
636,636,1761258.448887573,5793200.470944372,0.090344253
637,637,1763178.639342167,5793139.118009375,-0.302499994
638,638,1760496.351734199,5793182.695523508,0.388589287
639,639,1760548.209609465,5793182.053155653,0.37603809
640,640,1761037.297075659,5793172.427256986,0.24599065
641,641,1761103.766792095,5793170.740233831,0.124285713
642,642,1761135.122274526,5793175.419546376,0.142229358
643,643,1761182.905350168,5793173.957584742,0.0929875
644,644,1761238.57693949,5793172.339666781,0.093871559
645,645,1760427.439523492,5793191.579484028,0.98726208
646,646,1760448.980075579,5793173.446183876,0.374848096
647,647,1762665.495390326,5793129.822251406,0.165716985
648,648,1763210.148058318,5793123.690489543,-0.043517914
649,649,1760488.071596705,5793162.914037548,0.329865385
650,650,1760781.368121386,5793157.666579472,0.230113206
651,651,1761959.858240426,5793134.245927989,-9999.0
652,652,1762704.739470272,5793119.068562572,0.232363632
653,653,1760926.268880326,5793144.698709726,0.322111105
654,654,1762657.209936626,5793110.042794323,0.154811322
655,655,1760246.324229076,5793151.247031441,2.551573279
656,656,1760301.416065374,5793148.239779631,1.571471815
657,657,1760365.991355735,5793145.743704387,1.132844014
658,658,1760476.429858067,5793143.575123725,0.332710283
659,659,1760897.364489708,5793167.937479942,0.259534657
660,660,1761962.82458779,5793113.866236863,-9999.0
661,661,1762570.492324793,5793106.574996029,0.068862291
662,662,1760850.508305839,5793125.662182651,0.242842793
663,663,1761500.392219152,5793292.662734616,-0.171443522
664,664,1760234.43804784,5793127.796535267,1.179811288
665,665,1760334.046238536,5793126.426575915,1.016177563
666,666,1761201.732051652,5793132.097105822,-0.005132393
667,667,1761438.327569425,5793108.723813638,-0.801205414
668,668,1762619.640624162,5793098.180987595,0.109644513
669,669,1762661.973214835,5793088.390069142,0.138969444
670,670,1762972.15350469,5793073.849531325,-0.08894444
671,671,1760167.756609421,5793144.007116099,1.632175513
672,672,1760833.985029666,5793111.548731637,0.248122643
673,673,1761335.979973751,5793102.109976536,-0.421049123
674,674,1762683.947253626,5793074.711540204,0.143478674
675,675,1762703.465960275,5793073.439879618,0.144633027
676,676,1761914.703440981,5793074.931434768,-9999.0
677,677,1761969.492295646,5793083.576081819,-9999.0
678,678,1762818.440357377,5793062.176858284,0.183625001
679,679,1760367.795100501,5793108.598704128,0.751371429
680,680,1761262.107940474,5793082.683794886,-0.338937904
681,681,1761436.212078582,5793079.944208019,-0.465854542
682,682,1762738.569497379,5793049.056670503,0.128046296
683,683,1762802.110416009,5793047.115471144,0.142575002
684,684,1764218.70715646,5793028.797310378,0.758834381
685,685,1760233.793915037,5793092.335651203,0.394045452
686,686,1760352.393985813,5793085.386160313,0.561433964
687,687,1760644.27320612,5793080.067426851,0.236963638
688,688,1760683.715252473,5793079.291751233,0.260296293
689,689,1761879.393059595,5793056.063409491,-9999.0
690,690,1762997.498885172,5793046.413115352,-0.536945376
691,691,1760317.29128275,5793076.895068232,0.530962623
692,692,1760411.952038891,5793075.036914947,0.285233645
693,693,1760836.270074674,5793072.602181519,0.313909602
694,694,1760861.590820119,5793066.195695391,0.305619048
695,695,1761622.239460867,5793050.806180521,-9999.0
696,696,1762718.426240176,5793036.146697436,0.078050691
697,697,1760238.211811492,5793068.474467042,0.341773591
698,698,1760563.667454024,5793124.270717823,0.264506685
699,699,1760643.881178858,5793060.130967086,0.224892859
700,700,1760683.323128876,5793059.355290249,0.241277783
701,701,1762364.28272286,5793025.912193335,-0.890547163
702,702,1760482.562062649,5793052.446511386,0.199425929
703,703,1760805.317378504,5793052.072735371,0.321294389
704,704,1764248.567103473,5792977.909059435,0.761378378
705,705,1760222.044041894,5793048.847453007,0.378171429
706,706,1760509.386865523,5793042.830386581,0.164018516
707,707,1760748.257120681,5793043.922975658,0.276212681
708,708,1762370.624493016,5793005.841761215,-0.829129622
709,709,1762746.832685815,5793012.740278579,0.053083436
710,710,1760258.555983059,5793041.976651394,0.388937293
711,711,1761334.107707249,5793016.989426724,-0.580102795
712,712,1762031.441611574,5793128.043523391,-9999.0
713,713,1764271.179214584,5792956.307616713,0.748808512
714,714,1760726.507410614,5793018.993984768,0.283914291
715,715,1762827.639449332,5793003.838003698,0.094690259
716,716,1762865.433002257,5792979.284383177,-0.13548045
717,717,1764279.175414173,5792946.832994798,0.739050851
718,718,1760327.367517088,5793016.488393243,0.248851847
719,719,1760200.958648829,5793008.996185171,0.368818188
720,720,1760860.216855735,5792996.418059345,0.289914282
721,721,1761270.796252602,5792994.831150396,-0.305424655
722,722,1760807.967641817,5792977.125978595,0.237472724
723,723,1761608.156535635,5792951.830757096,-0.840838381
724,724,1763090.736917302,5792928.536994745,0.070010716
725,725,1764349.785246532,5792896.458810448,0.221531645
726,726,1760770.067487263,5792967.839496076,0.208994698
727,727,1762567.456952112,5792927.707008425,-0.492422019
728,728,1760910.74918612,5792954.093187235,0.38630481
729,729,1762480.251913895,5793080.752872053,-0.237317851
730,730,1762473.232066397,5792914.77905254,-0.455139236
731,731,1760744.076554239,5792938.495021762,0.173351851
732,732,1760886.187616482,5792925.725376628,0.320160717
733,733,1760906.17247896,5792925.708310811,0.339722223
734,734,1760964.751889716,5792924.177724031,0.335272729
735,735,1763014.617214555,5792874.072478595,0.685879999
736,736,1760688.676853943,5792928.231645616,0.139519202
737,737,1760862.387022285,5792915.991735419,0.34324593
738,738,1760443.3432635,5792894.546614107,-0.033944449
739,739,1760853.531020085,5792886.480061869,0.280444443
740,740,1760873.834187803,5792886.456802445,0.318380947
741,741,1763015.049969694,5792843.405678881,0.166607592
742,742,1760763.006646003,5792868.694400155,0.064588784
743,743,1760845.250248264,5792866.698910955,0.198054549
744,744,1760861.026666923,5792866.388262034,0.218145453
745,745,1760786.481592744,5792896.340843179,0.181841145
746,746,1760726.886108965,5792858.848769356,-0.041723463
747,747,1761247.605765907,5792853.572910899,-0.66732551
748,748,1760838.195744207,5792837.440882162,0.004164558
749,749,1760682.820988114,5792858.472926118,-0.17904083
750,750,1760678.576566406,5792809.938679761,-0.52647369
751,751,1760950.367888232,5792798.251764308,-0.190467742
752,752,1761768.212135014,5792779.188112372,-9999.0
753,753,1761901.206605837,5792776.033930444,0.136072727
754,754,1760904.502962028,5792778.138668895,-0.272280346
755,755,1761276.458659139,5792742.738585765,-9999.0
756,756,1761197.66255575,5792730.114785993,-9999.0
757,757,1762279.037537724,5792712.962549623,-0.967022208
758,758,1761229.434414695,5792738.610160454,-9999.0
759,759,1760905.214288779,5792705.964326404,-9999.0
760,760,1761028.061757199,5792703.920087882,-9999.0
761,761,1760995.983810828,5792698.982015016,-9999.0
762,762,1761146.185983838,5792691.618509988,-9999.0
763,763,1761172.929919268,5792694.92131092,-9999.0
764,764,1761706.237745642,5792680.550773056,-9999.0
765,765,1761932.316601125,5792760.072770908,0.080827675
766,766,1761125.011722803,5792665.950277923,-9999.0
767,767,1762683.166308274,5792601.319429221,0.310933338
768,768,1761184.058600422,5792609.834779923,-9999.0
769,769,1761731.444711195,5792579.745822609,-0.775773362
770,770,1761928.533058269,5792608.754938352,0.039754849
771,771,1761723.359389193,5792569.933747305,-0.795531653
772,772,1762993.144387545,5792541.276842232,0.351599997
773,773,1763014.451049261,5792550.204074595,0.511442059
774,774,1761754.8124901,5792564.324857639,-0.210856843
775,775,1762708.204990157,5792528.78178465,0.280466258
776,776,1761691.018290862,5792530.685370933,-0.694455684
777,777,1761217.391949182,5792530.282871,-9999.0
778,778,1762511.008188416,5792504.647708745,0.27072727
779,779,1761229.412855901,5792510.477888658,-9999.0
780,780,1761674.85410549,5792512.51283141,-0.688202187
781,781,1758976.806245276,5792544.075511461,-0.757737514
782,782,1761457.109277293,5792494.839450812,-9999.0
783,783,1761611.649014216,5792515.912462817,-9999.0
784,784,1761658.677496009,5792491.436874312,-0.740215202
785,785,1762499.164025866,5792475.343267551,0.237952382
786,786,1761240.268528349,5792489.942788989,-9999.0
787,787,1758961.934563514,5792523.911270701,-0.757875
788,788,1761351.850977562,5792491.33917963,-9999.0
789,789,1761646.451138903,5792471.734527465,-0.614243427
790,790,1762486.352954455,5792455.277154404,0.24568518
791,791,1758976.224338298,5792514.171015814,-0.953222271
792,792,1759004.737048031,5792520.539634387,-9999.0
793,793,1759425.621073378,5792494.712192954,-0.990333319
794,794,1761330.386812936,5792462.596722647,-9999.0
795,795,1762427.380164341,5792436.882235479,0.017813083
796,796,1758960.257081849,5792500.593420488,-0.788687493
797,797,1759386.001713946,5792486.240507194,-9999.0
798,798,1759449.104087832,5792485.008909409,-0.975052074
799,799,1759515.955691725,5792473.731585773,-0.806845531
800,800,1761615.028012489,5792444.3476574,-0.719598376
801,801,1762369.25282934,5792445.296497228,-0.117678641
802,802,1759346.173797182,5792467.073578441,-9999.0
803,803,1759539.424352841,5792463.301194402,-0.808622224
804,804,1761878.211795912,5792492.740936853,-0.552834051
805,805,1762466.90391592,5792600.765782764,-0.048436003
806,806,1759314.428261761,5792457.720816895,-9999.0
807,807,1759456.157465927,5792460.805543537,-0.877126525
808,808,1759566.836841335,5792452.793689899,-9999.0
809,809,1761684.909622259,5792437.759605311,0.139136237
810,810,1761632.802058273,5792406.614292995,0.230541286
811,811,1762543.994509649,5792402.050623773,0.294646993
812,812,1759274.600665674,5792438.553542507,-0.980821438
813,813,1759444.614601258,5792435.820756338,-0.923000002
814,814,1759523.492100724,5792434.280601096,-0.869849071
815,815,1759554.713100433,5792438.072490561,-0.870661349
816,816,1761209.510627041,5792402.969145877,-9999.0
817,817,1761348.994233932,5792399.427021788,-9999.0
818,818,1762461.103177033,5792376.001730287,0.166527276
819,819,1759293.698279117,5792427.624806415,-0.916302039
820,820,1759617.522940987,5792421.887239104,-9999.0
821,821,1760465.300579408,5792405.483417439,-9999.0
822,822,1761564.911964311,5792405.218028718,-0.859481792
823,823,1761601.278555574,5792382.151847998,0.033326923
824,824,1759236.171877334,5792422.826141831,-0.984799969
825,825,1759542.239555089,5792413.593831419,-0.983375005
826,826,1759571.284694117,5792426.397496354,-0.942504738
827,827,1761640.379408828,5792372.340860617,-0.001264152
828,828,1759210.91577417,5792409.879157143,-0.983714227
829,829,1761529.908771876,5792364.346445744,-0.955666617
830,830,1761613.161487373,5792367.373998613,-0.02393868
831,831,1761808.278116402,5792364.939212834,-0.16085501
832,832,1758430.328416563,5792413.942002382,-9999.0
833,833,1758598.869969902,5792436.885116829,0.182190307
834,834,1759187.058345627,5792400.37214015,-0.964459784
835,835,1759273.667987949,5792398.891449292,-0.763277775
836,836,1762522.932780506,5792329.117617409,0.240796297
837,837,1762581.340764888,5792329.552263333,0.706270442
838,838,1759149.14677918,5792385.630361867,-0.84396136
839,839,1759399.482258755,5792376.493017222,-0.979759998
840,840,1761813.651256846,5792333.799585653,-9999.0
841,841,1762324.893930542,5792335.377256818,-0.128338881
842,842,1759115.4864068,5792371.850764907,-0.787661065
843,843,1759204.744550143,5792374.518683387,-0.837349537
844,844,1761501.513237014,5792325.019362281,-0.842486488
845,845,1759099.516877938,5792362.189863782,-0.959999998
846,846,1760889.864805477,5792327.326527364,-9999.0
847,847,1761781.174353622,5792309.720274759,0.157392857
848,848,1762183.701249082,5792306.515501563,-0.271602561
849,849,1761489.287490447,5792305.3168014,-0.947166699
850,850,1761789.019672832,5792299.3849502,-0.783700049
851,851,1759047.858817061,5792343.251957936,-9999.0
852,852,1759432.850505573,5792340.030756392,-9999.0
853,853,1761407.561742892,5792300.232246752,-0.520326087
854,854,1762589.419023343,5792273.520612526,0.693848687
855,855,1759130.484909956,5792331.670565776,-0.662506669
856,856,1758278.665109677,5792337.678632035,-9999.0
857,857,1761469.636272831,5792292.256602478,-0.80638237
858,858,1758246.999541046,5792326.919918382,-9999.0
859,859,1759032.682050087,5792320.122963783,-0.685168197
860,860,1759088.625372432,5792329.210443854,-0.607884562
861,861,1759147.264152065,5792339.811923897,-0.6977924
862,862,1761698.075035029,5792343.221708172,0.097554134
863,863,1761764.260206521,5792275.479600191,0.113841164
864,864,1762647.732526628,5792242.092099363,2.028523079
865,865,1758235.053945381,5792318.881393454,-9999.0
866,866,1761449.438963261,5792256.243851933,-9999.0
867,867,1758214.815924875,5792309.466745438,-9999.0
868,868,1758952.237062568,5792295.253510333,-9999.0
869,869,1759078.865973697,5792293.372408915,-0.559846154
870,870,1759239.9793287,5792289.856234177,-9999.0
871,871,1761756.284374976,5792240.200325668,-0.725857147
872,872,1762295.677171777,5792349.291107125,-0.200896386
873,873,1758206.666345075,5792299.757600022,-9999.0
874,874,1758989.868541312,5792301.777451231,-0.587204932
875,875,1761369.038914207,5792268.771882267,-0.306966636
876,876,1761645.505158074,5792232.6291735,-0.030399998
877,877,1759034.513505595,5792273.915614863,-0.662636347
878,878,1759285.132669831,5792273.693122196,-9999.0
879,879,1761619.631050273,5792227.23508803,0.015607142
880,880,1761748.001913375,5792220.420021331,-9999.0
881,881,1762403.563974702,5792213.941983543,0.11439933
882,882,1758916.161003141,5792266.039568939,-9999.0
883,883,1758934.684954437,5792274.980076432,-0.62281691
884,884,1758959.969948462,5792265.771332417,-0.489064232
885,885,1758983.336660207,5792274.911962327,-0.519558709
886,886,1761421.120007511,5792259.3040715,-0.323514831
887,887,1758908.079487172,5792256.224822263,-9999.0
888,888,1758923.868749464,5792256.64472594,-0.620303033
889,889,1759239.454241873,5792254.756686009,-9999.0
890,890,1761376.85660093,5792198.053192823,-0.397462978
891,891,1761547.420169885,5792251.675444663,-0.05986595
892,892,1758163.014563075,5792268.678812143,-9999.0
893,893,1758890.166381711,5792240.27591686,-0.605012506
894,894,1758915.423984407,5792236.345690464,-0.590777802
895,895,1759274.455476865,5792228.793581657,-0.987499992
896,896,1761543.833275516,5792183.70229233,0.070995305
897,897,1761723.549526801,5792181.015580107,-0.910000026
898,898,1762379.485967729,5792168.727757521,0.003189874
899,899,1758126.632591967,5792241.475857757,-9999.0
900,900,1759286.113393276,5792219.671919284,-0.963815824
901,901,1758875.908761348,5792216.754991473,-0.459836348
902,902,1761699.058578707,5792179.506076361,-0.005358444
903,903,1758224.840552102,5792219.629999441,-9999.0
904,904,1758851.548140065,5792197.700366438,-0.436142852
905,905,1761683.322294914,5792141.923384373,-0.636627928
906,906,1758054.87327216,5792202.977130475,-9999.0
907,907,1758157.410542323,5792200.992130214,-9999.0
908,908,1758804.184460642,5792188.441720818,-9999.0
909,909,1758837.182007881,5792208.758728808,-0.561266006
910,910,1760472.274040725,5792177.162148958,-9999.0
911,911,1761435.007935172,5792142.660318133,-0.244393389
912,912,1761383.046983547,5792128.125851825,-0.375035713
913,913,1761529.386195638,5792158.685010237,-0.055438668
914,914,1761635.701159073,5792127.907749661,-0.163004236
915,915,1761661.744140599,5792133.802970318,-0.176132895
916,916,1758137.305917707,5792181.437834357,-9999.0
917,917,1758097.668750393,5792171.882423865,-9999.0
918,918,1759243.562648698,5792185.74568702,-0.987285725
919,919,1759260.920792715,5792149.839753444,-0.979750037
920,920,1761411.706275113,5792110.679544328,-0.371865591
921,921,1758192.131901617,5792160.431899962,-0.962000012
922,922,1758229.43923924,5792179.437321088,-9999.0
923,923,1760822.600049522,5792109.057111458,-0.80622079
924,924,1761642.996797137,5792097.846874385,-0.839447329
925,925,1758064.420095992,5792156.327196288,-9999.0
926,926,1758115.181076454,5792159.429052705,-0.007775509
927,927,1761359.722698507,5792091.854466014,-0.474372452
928,928,1761397.555548267,5792082.185405713,-0.407284404
929,929,1761624.204715816,5792081.200381155,-0.813849061
930,930,1759236.733281629,5792115.201590632,-9999.0
931,931,1761413.297868305,5792067.487367075,-0.395473364
932,932,1761519.346853243,5792072.634545356,-0.422010025
933,933,1761571.164068248,5792064.573483684,-0.421803579
934,934,1762395.986486801,5792048.59031384,0.079112149
935,935,1758033.64591393,5792133.760628279,0.016426749
936,936,1760908.421606035,5792067.685961476,-0.860127277
937,937,1761394.087808203,5792057.219685946,-0.71230842
938,938,1761596.705654419,5792065.921092362,-0.642855416
939,939,1762474.662855511,5792037.053256186,0.097066037
940,940,1757990.13433398,5792119.468303594,-0.652999997
941,941,1758005.812704832,5792114.179019118,-0.210986302
942,942,1761578.812165175,5792044.270099539,-9999.0
943,943,1762391.063717398,5792028.367223648,0.054709091
944,944,1760972.550538697,5792046.997335478,-0.760619406
945,945,1761562.840089346,5792034.613920655,-9999.0
946,946,1762351.682455103,5792023.956334149,0.037231423
947,947,1762434.829030136,5792017.901201143,0.086179246
948,948,1757942.327604495,5792095.46363443,-0.418105263
949,949,1759767.824168399,5792060.630267343,-9999.0
950,950,1760865.919719148,5792045.099161834,-0.621331386
951,951,1760942.253093263,5792043.387474901,-0.697305553
952,952,1762237.247027163,5792001.884253245,-0.181462971
953,953,1760899.721623766,5792018.516163209,-9999.0
954,954,1760915.496407275,5792018.205356027,-9999.0
955,955,1761471.970886954,5792007.078916944,-9999.0
956,956,1761521.86454088,5792013.795048968,-9999.0
957,957,1762219.223900581,5791978.233678347,-0.250824557
958,958,1762753.779286749,5791965.028208643,0.903263349
959,959,1762176.018681477,5792115.984170878,-0.186073163
960,960,1761443.304355667,5791966.964991823,-9999.0
961,961,1762748.210552558,5791926.313800823,0.829150471
962,962,1760168.853284926,5791967.337278427,-0.955181848
963,963,1761466.770516005,5791941.259045979,-9999.0
964,964,1760061.983732862,5791949.488448979,-0.767382151
965,965,1760088.657081823,5791945.70205284,-0.558064937
966,966,1760053.803386158,5791934.690675825,-0.863149999
967,967,1759459.890387852,5791923.072320042,-9999.0
968,968,1759589.506122765,5791918.262745849,-9999.0
969,969,1759645.811137421,5791921.65485029,-9999.0
970,970,1760038.651084985,5791914.807113677,-0.645524462
971,971,1760307.885416352,5791909.221344473,-0.418461543
972,972,1760352.933061956,5791898.906352208,-9999.0
973,973,1761062.753444659,5791875.173318169,-9999.0
974,974,1761012.903136951,5791865.976464386,-9999.0
975,975,1761054.506316669,5791865.15608781,-9999.0
976,976,1760395.725628647,5791868.149713327,-0.888999999
977,977,1760981.387096689,5791861.494867402,-9999.0
978,978,1759949.832817726,5791867.155181052,-9999.0
979,979,1759995.589429893,5791881.325341558,-0.751687501
980,980,1761000.937456052,5791839.048724554,-9999.0
981,981,1760404.949780592,5791854.794748338,0.193535708
982,982,1760430.630649996,5791837.548475698,-9999.0
983,983,1759916.34762458,5791835.39864153,-9999.0
984,984,1760446.2092539,5791827.26990695,-9999.0
985,985,1762149.690055349,5791793.830423272,-0.025574072
986,986,1759846.197291157,5791809.120600705,-9999.0
987,987,1761076.986050059,5792528.209434968,-0.324438217
988,988,1759802.427850262,5791790.033037205,-9999.0
989,989,1760476.778544991,5791776.808495947,-9999.0
990,990,1762024.725525723,5791752.239180307,-0.149941056
991,991,1762132.660654821,5791754.954991627,0.033337868
992,992,1762068.894274404,5791743.816230056,-0.015077289
993,993,1759016.726793473,5791765.689968532,-9999.0
994,994,1759660.107315645,5791753.512643927,-9999.0
995,995,1759733.138898026,5791759.673142087,-9999.0
996,996,1761934.560897191,5791688.405178289,-0.103924528
997,997,1758603.326226631,5791736.906014081,-9999.0
998,998,1759551.498296468,5791712.880124112,-0.866829464
999,999,1760542.055336741,5791685.776783256,-0.868727286
1000,1000,1758475.88311746,5791716.748586436,-9999.0
1001,1001,1758589.662583181,5791714.163126864,-9999.0
1002,1002,1758834.160433031,5791709.411074668,-9999.0
1003,1003,1759481.051176698,5791701.06872122,-0.753491148
1004,1004,1761725.332076401,5791649.507655137,-0.699547897
1005,1005,1761958.826417249,5791792.387129229,-0.3397884
1006,1006,1758682.098068701,5791689.060498408,-9999.0
1007,1007,1761801.232975906,5791660.968259319,-0.403757068
1008,1008,1761877.967888287,5791619.721953687,0.105745453
1009,1009,1761798.504973368,5791591.380303439,0.007660375
1010,1010,1759289.999147609,5791609.84877025,-9999.0
1011,1011,1759305.417714729,5791612.439162314,-9999.0
1012,1012,1760536.250100463,5791591.156045999,-0.847224478
1013,1013,1758679.008736885,5791613.08414896,-9999.0
1014,1014,1759268.52860688,5791601.446357647,-9999.0
1015,1015,1759250.057488436,5791591.648381281,-9999.0
1016,1016,1760512.098936144,5791566.701205982,-0.192274992
1017,1017,1761780.543688601,5791569.948161403,0.00698141
1018,1018,1762091.864521956,5791540.321739701,0.232507802
1019,1019,1762268.364323552,5791512.067998596,0.088566039
1020,1020,1759182.156090026,5791563.111572182,-9999.0
1021,1021,1762065.080505214,5791506.316273689,0.325870376
1022,1022,1759158.211233413,5792007.034159431,-0.780448164
1023,1023,1760751.96440082,5791527.07920908,-0.796342838
1024,1024,1759141.710415726,5791543.482991948,-9999.0
1025,1025,1760763.500381727,5791511.893917259,-0.713175664
1026,1026,1758053.927244598,5791560.116821115,-9999.0
1027,1027,1759114.946242357,5791534.213382984,-9999.0
1028,1028,1760774.707044798,5791501.116842623,-0.539065428
1029,1029,1762135.426220822,5791464.823192846,0.966657885
1030,1030,1758390.235313686,5791529.085761273,-9999.0
1031,1031,1760826.148954549,5791487.976247288,-0.726981512
1032,1032,1761098.110540399,5791475.73328986,-0.91643744
1033,1033,1759074.92937993,5791505.076777981,-9999.0
1034,1034,1760904.523746411,5791469.435421823,-0.850312481
1035,1035,1761587.320148974,5791456.328282881,-0.060764152
1036,1036,1760727.381264345,5791468.158928866,-0.280679065
1037,1037,1760920.10101631,5791459.156314383,-0.478854558
1038,1038,1761003.745535769,5791460.942859335,-0.691429888
1039,1039,1761164.593472261,5791454.33422334,-0.697415102
1040,1040,1760543.055550088,5791470.061429981,-0.77728541
1041,1041,1759062.122036665,5791485.887484648,-0.995999992
1042,1042,1760707.01684686,5791448.187041538,-0.304512504
1043,1043,1761176.612732921,5791434.529240133,-0.36211111
1044,1044,1759029.427707821,5791464.412895915,-9999.0
1045,1045,1759004.706552617,5791449.100705235,-0.898999989
1046,1046,1760504.643681151,5791434.029755548,-0.724382071
1047,1047,1761115.452925467,5791431.882373089,-0.208936805
1048,1048,1761400.327046883,5791389.429482652,0.324333342
1049,1049,1760345.917527496,5791402.501759328,0.373263156
1050,1050,1760524.639809078,5791401.914004359,-0.752282047
