OID,FID_,X,Y,BCE_Tamaki
501,501,1766035.491663405,5913576.486159016,1.273291179
502,502,1766051.461084547,5913576.971642639,1.277999947
503,503,1765987.238052809,5913568.25613537,1.078269233
504,504,1766493.207827165,5913562.658141569,0.931062791
505,505,1765866.792267713,5913564.89613933,0.655221249
506,506,1766002.87858291,5913557.454337248,1.128333345
507,507,1766069.525742291,5913559.0974932,2.033854761
508,508,1766498.671064312,5913547.551658511,0.883018865
509,509,1766509.914754563,5913628.549595236,0.615195986
510,510,1765935.050424726,5913539.221426487,0.898899086
511,511,1766530.892304279,5913527.706235965,0.942037042
512,512,1765954.236357582,5913518.321621455,1.393749975
513,513,1766554.340238475,5913506.779873668,0.900545448
514,514,1765970.048625428,5913508.042310653,0.98375001
515,515,1766466.641003954,5913497.865743358,3.43971429
516,516,1765977.273806317,5913497.930726245,1.105599992
517,517,1766458.564624246,5913487.910805206,1.195322562
518,518,1766504.20422998,5913497.384800527,1.058066986
519,519,1766529.997346367,5913478.189495839,1.093225827
520,520,1766570.060318148,5913483.590228355,1.019784961
521,521,1765872.977999704,5913484.447203685,0.94225224
522,522,1765905.436981549,5913479.392943182,1.036419749
523,523,1766451.200430152,5913472.120612632,1.410403572
524,524,1766545.797544273,5913466.962177161,1.376329078
525,525,1766591.434374729,5913462.092075707,1.651885225
526,526,1766067.211385857,5913468.489166074,1.22098041
527,527,1766553.83284476,5913452.95341034,1.11619404
528,528,1766088.931697909,5913445.896449665,1.154875028
