OID,FID_,X,Y,BCE_Port_F
529,529,1811391.949731587,5990937.309510393,-9999.0
530,530,1809658.841377567,5990959.225499645,-9999.0
531,531,1810741.603927907,5990942.421725723,-9999.0
532,532,1809694.71052543,5990938.418109482,-9999.0
533,533,1810778.507357781,5990910.420398565,-9999.0
534,534,1811435.166999431,5990886.39915831,-9999.0
535,535,1809724.406125082,5990921.862682999,-9999.0
536,536,1810973.94732365,5990896.78007271,-0.861142882
537,537,1809758.671434311,5990897.160300644,-9999.0
538,538,1810260.812870972,5990893.942682475,-9999.0
539,539,1810280.169889135,5990876.794647625,-9999.0
540,540,1810973.543640664,5990847.723851025,-9999.0
541,541,1810310.303640072,5990844.743366196,-9999.0
542,542,1809791.838263682,5990857.634818137,-9999.0
543,543,1810215.819715619,5990924.820119142,-0.249684454
544,544,1810319.153157078,5990834.411593385,-9999.0
545,545,1811459.910612639,5990838.833425938,-9999.0
546,546,1810335.114937168,5990814.791358173,-9999.0
547,547,1810366.052447992,5990792.600882033,-9999.0
548,548,1811048.157298011,5990774.317711427,-9999.0
549,549,1811444.738677365,5990761.511925464,-0.662482765
550,550,1809835.235522788,5990795.423560576,-9999.0
551,551,1809845.906319071,5990775.471071748,-9999.0
552,552,1810381.200806747,5990772.866510224,-0.919100028
553,553,1811762.312431096,5990719.09930048,-9999.0
554,554,1810405.617688836,5990747.646782653,-0.678521734
555,555,1810508.783913694,5990743.81571456,-9999.0
556,556,1809855.100194999,5990759.381971269,-9999.0
557,557,1810449.584794722,5990730.854700849,-9999.0
558,558,1811074.18522576,5990716.78166025,-9999.0
559,559,1811094.272626652,5990747.199608788,-0.979142857
560,560,1811742.233041704,5990700.025364762,-9999.0
561,561,1811508.237738819,5990708.816651677,-9999.0
562,562,1810513.471321573,5990709.239608734,-9999.0
563,563,1811551.491703463,5990684.1282429,-9999.0
564,564,1809870.769872615,5990709.804515741,-9999.0
565,565,1811841.632464648,5990657.337102296,-9999.0
566,566,1811587.234563341,5990658.329507498,-9999.0
567,567,1811611.345396083,5990652.758110831,-9999.0
568,568,1811904.08382218,5990643.407952806,-9999.0
569,569,1811800.761540052,5990638.385600554,-9999.0
570,570,1811821.55301852,5990638.263346084,-9999.0
571,571,1810134.922354818,5990679.406832289,-9999.0
572,572,1811629.000155341,5990639.604217243,-9999.0
573,573,1809809.394215742,5990666.407302236,-0.608435591
574,574,1811921.481774749,5990615.676365844,-0.829774202
575,575,1811614.046534664,5990612.802712109,-0.975600016
576,576,1811800.034905623,5990608.485980236,-9999.0
577,577,1809817.916752569,5990646.257338435,-9999.0
578,578,1810113.25432107,5990655.812101919,-9999.0
579,579,1809788.361615823,5990632.010542835,0.429907976
580,580,1809844.711685224,5990668.508677205,-0.113161976
581,581,1811747.571804464,5990648.424018942,-9999.0
582,582,1811724.613286759,5990576.879756043,-0.63333338
583,583,1809822.865277845,5990608.309296575,-9999.0
584,584,1810093.340137512,5990632.722669653,-9999.0
585,585,1809778.85591507,5990597.336427653,-0.768384631
586,586,1809760.23041372,5990572.067726392,-0.604335223
587,587,1809802.150373348,5990576.786453817,-9999.0
588,588,1809802.1169777,5990531.95661543,-9999.0
589,589,1809801.277205528,5990497.073883635,-9999.0
590,590,1809792.862756586,5990483.253585343,-9999.0
591,591,1809819.669738093,5990478.955252671,-9999.0
592,592,1809804.234629555,5990423.482483068,-9999.0
593,593,1809851.858160397,5990416.077834127,-9999.0
594,594,1809887.724550576,5990395.269517933,-9999.0
595,595,1809871.330327768,5990385.692172776,-9999.0
596,596,1812078.857994909,5990378.769191958,-0.190654893
597,597,1809895.605287808,5990371.091685949,-9999.0
598,598,1809930.746004596,5990355.006328649,-9999.0
599,599,1809884.499719156,5990351.471644958,-9999.0
600,600,1810041.742215652,5990246.960517447,-9999.0
601,601,1810046.928619043,5990216.253687918,-0.371600023
602,602,1810028.185749477,5990187.453400796,-0.561333358
603,603,1809972.429157698,5990145.67168588,-9999.0
604,604,1810538.387668866,5990123.186060116,-9999.0
605,605,1809937.659749198,5990119.829338043,-0.283397487
606,606,1810042.057040971,5990092.38223621,-9999.0
607,607,1809925.273549234,5990089.639602749,-0.42205715
608,608,1809965.088224403,5990084.264949113,-9999.0
609,609,1810057.970182561,5990082.026344098,-9999.0
610,610,1810425.700556556,5990083.126040655,-9999.0
611,611,1810065.806353107,5990071.865456309,-9999.0
612,612,1810413.121702744,5990064.21229173,-9999.0
613,613,1810081.719680841,5990061.509183489,-9999.0
614,614,1809911.869134591,5990055.630514034,-0.028890193
615,615,1810089.314906778,5990041.381716222,-9999.0
616,616,1809980.948066533,5990072.254448009,-9999.0
617,617,1810371.685439749,5990014.825289182,-9999.0
618,618,1810096.183880645,5990015.916228301,-0.225291688
619,619,1810545.945420918,5990027.701428939,-9999.0
620,620,1810120.300378448,5989985.78701572,-9999.0
621,621,1810955.626783446,5989940.671922426,-0.11932099
622,622,1810093.865107593,5989968.348109405,-0.002240517
623,623,1810135.372101455,5989940.547795377,-9999.0
624,624,1810154.582387484,5989919.768199484,-9999.0
625,625,1810177.47636142,5989899.23958352,-9999.0
626,626,1810917.834044677,5989881.753021837,-0.453375006
627,627,1810558.566009464,5989879.761393234,-9999.0
628,628,1810198.541999928,5989879.190236044,-9999.0
629,629,1810186.186406124,5989869.516135746,-9999.0
630,630,1810577.739162203,5989860.262875849,-9999.0
631,631,1810889.466882279,5989853.867604102,-0.448995743
632,632,1810214.213437242,5989858.868125137,-9999.0
633,633,1810250.077276398,5989838.057646275,-9999.0
634,634,1810589.898655984,5989836.570339277,-9999.0
635,635,1810605.201453522,5989819.508467501,-9999.0
636,636,1810262.10750712,5989818.00920561,-9999.0
637,637,1810617.075238995,5989809.249104738,-9999.0
638,638,1810628.508972381,5989798.416038166,-9999.0
639,639,1810273.224245929,5989792.623629821,-9999.0
640,640,1810834.258152281,5989774.28054639,-9999.0
641,641,1810903.0660306,5989772.413970329,-9999.0
642,642,1810787.694322313,5989755.261204654,-9999.0
643,643,1810542.869041951,5989741.437470254,-9999.0
644,644,1810623.307023233,5989739.493290735,-9999.0
645,645,1810792.911436341,5989735.391529717,-9999.0
646,646,1810469.614710632,5989733.235038752,-9999.0
647,647,1810534.216088412,5989731.271696591,-9999.0
648,648,1810768.581680957,5989725.079354676,-9999.0
649,649,1810800.904832242,5989725.024507145,-9999.0
650,650,1810636.940688121,5989733.430465743,-9999.0
651,651,1810332.1133968,5989721.395818146,-9999.0
652,652,1810572.512591754,5989716.653828846,-9999.0
653,653,1810622.153447575,5989709.402867639,-9999.0
654,654,1810601.743990687,5989707.868893764,-9999.0
655,655,1811111.561640081,5989688.169768077,-0.413814819
656,656,1810347.664578003,5989696.089558654,-9999.0
657,657,1810385.111045363,5989682.175767025,-9999.0
658,658,1811170.889553496,5989655.659631462,-0.11109589
659,659,1810454.693523712,5989666.837106926,-9999.0
660,660,1810616.817107489,5989650.360002332,-9999.0
661,661,1810588.768113876,5989641.130607682,-9999.0
662,662,1810777.87497197,5989729.621096797,-9999.0
663,663,1810605.251132943,5989630.032675416,-9999.0
664,664,1810677.125479272,5989619.049732782,-9999.0
665,665,1810697.307102216,5989618.185121798,-9999.0
666,666,1810725.565641907,5989617.151083378,-9999.0
667,667,1811174.397418304,5989630.389520624,0.100668653
668,668,1810765.206033883,5989585.548121965,-0.917523864
