OID,FID_,X,Y,BCE_Peloro
1072,1072,1678151.737057815,5462601.810613364,-9999.0
1073,1073,1681531.096627036,5462581.406468535,-0.708424233
1074,1074,1675783.233602294,5462620.990629611,-0.256556978
1075,1075,1676611.983174681,5462620.309824273,-0.45839038
1076,1076,1681526.319198256,5462559.518344376,-0.876800001
1077,1077,1683385.005008102,5462556.486593748,-0.937999964
1078,1078,1676598.190462476,5462603.985130329,-0.256434803
1079,1079,1678142.373119852,5462585.091304514,-9999.0
1080,1080,1681771.857253493,5462548.888987926,-0.913124997
1081,1081,1685511.990421864,5462524.326649911,-0.43211765
1082,1082,1696367.45966182,5462370.103165137,-9999.0
1083,1083,1676590.763659036,5462593.560410552,-0.534111072
1084,1084,1678135.434380031,5462574.097085597,-9999.0
1085,1085,1675790.533157984,5462595.982739708,-0.81149182
1086,1086,1681782.969626906,5462531.73332751,-9999.0
1087,1087,1696409.316080217,5462349.983107243,-9999.0
1088,1088,1681518.849140073,5462532.415908244,-0.347504903
1089,1089,1685471.120999538,5462474.585556663,0.490054551
1090,1090,1685515.647605534,5462474.48648602,-9999.0
1091,1091,1696087.468620317,5462343.848446661,-9999.0
1092,1092,1678140.442280383,5462551.423870918,-9999.0
1093,1093,1681795.360584686,5462513.311120698,-9999.0
1094,1094,1683437.656213468,5462493.184438367,-0.242823974
1095,1095,1685455.517317642,5462464.591222572,-0.775108096
1096,1096,1695184.867419271,5462345.998914551,-9999.0
1097,1097,1697742.275196805,5462356.758400759,-0.437286841
1098,1098,1678128.948277046,5462536.586397927,-9999.0
1099,1099,1681504.87462372,5462499.916810247,-0.828769242
1100,1100,1684276.160087752,5462458.682149839,0.022000007
1101,1101,1685288.717782396,5462444.910524927,-0.386652162
1102,1102,1697725.602480705,5462293.023782367,-0.496090865
1103,1103,1676575.29119582,5462533.674482781,-9999.0
1104,1104,1684268.33423178,5462448.594031507,-0.682673091
1105,1105,1685356.652656685,5462436.965909325,1.850212793
1106,1106,1696933.295367633,5462292.843789156,-9999.0
1107,1107,1697703.64895704,5462290.759244061,-9999.0
1108,1108,1697719.011068407,5462282.586228268,-0.677882337
1109,1109,1676567.817708398,5462523.620517485,-0.834454504
1110,1110,1685212.952493361,5462427.931532789,0.235012498
1111,1111,1685240.52950474,5462434.176849134,-0.245846957
1112,1112,1685409.433197381,5462426.379232265,-0.74666667
1113,1113,1685840.00226501,5462420.837617134,-9999.0
1114,1114,1681506.431957082,5462469.9798221,-0.354180511
1115,1115,1683497.486295998,5462437.651628884,-0.455114288
1116,1116,1684162.855087104,5462429.199316778,-0.329499977
1117,1117,1675795.157940547,5462546.731942928,-0.594139532
1118,1118,1681808.86412678,5462452.156405719,-0.709787413
1119,1119,1683486.458536437,5462427.138081553,-9999.0
1120,1120,1684301.166716691,5462432.945250859,-0.486212358
1121,1121,1685195.693429138,5462410.748601526,-0.410930634
1122,1122,1678113.72933627,5462504.033614099,-0.459866127
1123,1123,1676522.322195302,5462483.828777384,-0.842999995
1124,1124,1678080.20390808,5462464.158059681,-9999.0
1125,1125,1681819.587131304,5462426.606575571,-9999.0
1126,1126,1696229.740340421,5462242.248603249,-9999.0
1127,1127,1681816.230656651,5462407.008622875,-0.68207148
1128,1128,1684063.511318088,5462381.535846846,-9999.0
1129,1129,1675797.815800464,5462485.390886827,-9999.0
1130,1130,1685869.413025146,5462350.680206171,-9999.0
1131,1131,1697673.604404229,5462235.624799006,-0.037127812
1132,1132,1685188.311159015,5462364.221086194,-0.625814086
1133,1133,1697624.095641128,5462194.310121612,-9999.0
1134,1134,1675779.340904915,5462466.198851126,-0.672012296
1135,1135,1681477.556157844,5462421.450201137,-0.61276325
1136,1136,1696969.762739782,5462192.624287997,-9999.0
1137,1137,1675762.484491807,5462431.655754737,-0.714666651
1138,1138,1681471.321548798,5462370.636797641,0.430211234
1139,1139,1675750.950865542,5462421.862602257,-0.910000019
1140,1140,1694820.086528919,5462191.135279365,-9999.0
1141,1141,1677914.167817893,5462375.357580219,-9999.0
1142,1142,1697614.80728266,5462167.019617296,-0.317878226
1143,1143,1681463.322813485,5462330.832524364,-0.369971846
1144,1144,1675726.455036349,5462395.550178265,-0.690951356
1145,1145,1685197.857567881,5462298.601486423,-0.705161945
1146,1146,1692497.210360806,5462194.646428522,-9999.0
1147,1147,1694089.941527623,5462170.223677243,-9999.0
1148,1148,1695571.017534048,5462151.108271951,-9999.0
1149,1149,1697581.661904159,5462128.192558699,-0.83594283
1150,1150,1675697.761979062,5462372.255827102,-0.715057146
1151,1151,1681455.600526436,5462315.958279881,-0.520526295
1152,1152,1681832.048205057,5462357.264797726,-9999.0
1153,1153,1675690.155271905,5462362.293151436,-0.759883713
1154,1154,1675803.078553436,5462361.691262805,-9999.0
1155,1155,1681439.658886918,5462313.268326147,-9999.0
1156,1156,1683866.616748195,5462292.069380402,-9999.0
1157,1157,1696574.077176186,5462113.922486274,-9999.0
1158,1158,1697610.784229622,5462093.76404531,-0.534164329
1159,1159,1683703.653339027,5462256.36741024,-9999.0
1160,1160,1683726.322610601,5462256.109129,-9999.0
1161,1161,1683759.771236756,5462255.351311877,-9999.0
1162,1162,1685177.07271338,5462245.61372338,-0.367890812
1163,1163,1677767.955793723,5462313.312382285,-0.968499959
1164,1164,1695532.586673608,5462101.739171689,-9999.0
1165,1165,1677755.474094019,5462296.729512988,-9999.0
1166,1166,1685184.435530365,5462216.053946752,-9999.0
1167,1167,1685858.891374806,5462206.920980087,-9999.0
1168,1168,1697595.237133183,5462054.682821128,-9999.0
1169,1169,1675697.079561033,5462327.673862794,-0.790715408
1170,1170,1677744.734367307,5462277.490791043,-0.856522723
1171,1171,1694474.04119736,5462065.557671233,-9999.0
1172,1172,1677736.722463093,5462251.525975513,-0.918235316
1173,1173,1685183.498471893,5462168.965348574,-9999.0
1174,1174,1696107.313287001,5462037.992833118,-9999.0
1175,1175,1697572.038060585,5462015.095493597,-9999.0
1176,1176,1697591.211330302,5462024.610173097,-0.742671737
1177,1177,1675700.241344591,5462267.802996153,-0.35476666
1178,1178,1676444.486811715,5462255.111001419,-9999.0
1179,1179,1676463.377597755,5462254.914433491,-9999.0
1180,1180,1676255.325086837,5462247.308074185,-9999.0
1181,1181,1676400.170505539,5462250.527468159,-0.951400042
1182,1182,1676451.939366621,5462245.06038949,-9999.0
1183,1183,1676500.293085768,5462251.764163329,-0.307118179
1184,1184,1695493.767492496,5462022.453602077,-9999.0
1185,1185,1697559.722568883,5461995.106760461,-9999.0
1186,1186,1676270.484561502,5462236.97313828,-9999.0
1187,1187,1676316.658228533,5462245.219935406,-0.53923121
1188,1188,1681431.49444017,5462186.573359502,-0.619427401
1189,1189,1684271.95625015,5462161.650161009,-9999.0
1190,1190,1697576.596830982,5461988.685192492,0.03951821
1191,1191,1677721.009307619,5462215.871681428,-0.505826059
1192,1192,1685201.65965908,5462132.188307308,-9999.0
1193,1193,1696150.911654377,5461993.935526548,-9999.0
1194,1194,1675720.600672369,5462239.003817322,-0.713868421
1195,1195,1676225.172749819,5462223.397961476,-0.399421993
1196,1196,1681416.105558268,5462161.810793396,-0.872736856
1197,1197,1697539.839457533,5461969.205910196,0.503955584
1198,1198,1675741.081101228,5462212.325827632,-0.730884621
1199,1199,1675779.017015464,5462212.139187376,-9999.0
1200,1200,1694420.249283026,5461996.433022504,-9999.0
1201,1201,1694757.160884327,5461998.613223332,-9999.0
1202,1202,1681415.884559168,5462141.866760858,-0.533925049
1203,1203,1696398.315272258,5461966.623387274,-9999.0
1204,1204,1697516.865435742,5461949.825507496,0.309659613
1205,1205,1675835.483122874,5462191.610492737,-0.783701613
1206,1206,1681831.423970052,5462132.263798195,-9999.0
1207,1207,1685221.691434124,5462095.384362402,-9999.0
1208,1208,1675901.684150866,5462180.95385972,-9999.0
1209,1209,1676028.615051038,5462179.641516004,-9999.0
1210,1210,1676043.176537636,5462179.490825168,-9999.0
1211,1211,1694631.881236131,5461967.006442684,-9999.0
1212,1212,1695255.392395768,5461956.10820124,-9999.0
1213,1213,1696263.603803795,5461942.590839498,-9999.0
1214,1214,1696356.993801518,5461947.645700691,-9999.0
1215,1215,1697495.100414981,5461933.389992532,0.165400031
1216,1216,1675879.785915962,5462182.426682077,-0.723671005
1217,1217,1676123.919060448,5462190.099251347,-0.551688611
1218,1218,1685231.457998014,5462068.675397275,-9999.0
1219,1219,1697472.410204768,5461911.63242121,-0.030613903
1220,1220,1675920.24925233,5462155.164544451,-0.395536163
1221,1221,1675948.414416304,5462150.551800499,-0.697726484
1222,1222,1676003.575901157,5462157.175639058,-0.438785707
1223,1223,1697404.911353185,5461897.422240419,-9999.0
1224,1224,1685238.116204425,5462038.678018192,-9999.0
1225,1225,1697431.626249832,5461900.828214823,-0.013466635
1226,1226,1681837.054904794,5462082.616579386,-9999.0
1227,1227,1696096.582363874,5461884.934500424,-9999.0
1228,1228,1696293.044851273,5461882.362170123,-9999.0
1229,1229,1677679.94207832,5462135.911551923,-0.573004653
1230,1230,1669612.62370901,5462160.320977007,-0.414133345
1231,1231,1669653.125661639,5462163.457539926,-0.434837568
1232,1232,1669598.623439603,5462150.783008715,-0.429761902
1233,1233,1677619.970788865,5462076.436441183,-0.883874983
1234,1234,1681848.19950228,5462042.687017153,-9999.0
1235,1235,1685238.146564981,5461993.797464243,-0.894680009
1236,1236,1697406.404393663,5461864.184509518,-0.445387551
1237,1237,1669590.4277531,5462141.489047278,-0.855277744
1238,1238,1669609.262786809,5462143.89121607,-0.928749952
1239,1239,1677577.960398969,5462059.569742939,-0.962399948
1240,1240,1681383.927574666,5462085.63521652,-0.626212753
1241,1241,1681845.147932185,5462007.445217694,-0.8688788
1242,1242,1697401.370725003,5461817.670573915,-0.514247184
1243,1243,1669681.867020427,5462140.643706923,-0.496571927
1244,1244,1697361.611430133,5461808.231474651,-9999.0
1245,1245,1696062.22241972,5461815.943841422,-9999.0
1246,1246,1669571.033993541,5462111.005152726,-9999.0
1247,1247,1669687.071305544,5462102.904800624,-9999.0
1248,1248,1685248.805147734,5461954.745420023,-9999.0
1249,1249,1669546.122397838,5462086.368013046,-9999.0
1250,1250,1677537.626946732,5462004.301964656,-0.27114283
1251,1251,1681871.531839089,5461964.006841979,-9999.0
1252,1252,1669372.124710259,5462075.21736511,-0.539723686
1253,1253,1669528.741372557,5462073.498912548,-9999.0
1254,1254,1696998.662037682,5461763.744385442,-9999.0
1255,1255,1697335.846199958,5461782.761341362,-0.268276437
1256,1256,1681327.50836027,5461961.577768485,-0.759253148
1257,1257,1669353.053617229,5462057.902080634,-0.819600003
1258,1258,1683631.672616442,5461908.120851714,-9999.0
1259,1259,1685252.367423343,5461893.898649969,-0.970333278
1260,1260,1677527.209699746,5461976.796159491,-0.414841299
1261,1261,1684146.667819669,5461891.685946072,-9999.0
1262,1262,1684170.990766097,5461893.795646518,-9999.0
1263,1263,1697303.673720087,5461729.526308729,-0.565824513
1264,1264,1677506.885888492,5461949.72197184,-0.38056943
1265,1265,1684103.028964012,5461872.443489437,-9999.0
1266,1266,1681303.549593393,5461895.8518363,-0.585167996
1267,1267,1681844.269968362,5461892.113189748,-0.738382374
1268,1268,1684125.733039334,5461862.005668681,-0.722387095
1269,1269,1684155.474639382,5461867.953151167,-0.282031263
1270,1270,1697282.604292687,5461714.551455994,-0.57474763
1271,1271,1669324.464635864,5462019.902513556,-0.46324545
1272,1272,1677489.391092615,5461928.904423994,-0.492414148
1273,1273,1684102.950807582,5461852.293172803,-0.907571435
1274,1274,1685273.978529265,5461838.589705138,-0.791615347
1275,1275,1669278.009446575,5461997.071966763,-0.937142857
1276,1276,1669292.970782549,5461997.135393054,-0.872666667
1277,1277,1677476.179650586,5461910.20484632,-0.46525175
1278,1278,1677491.389050025,5461904.854166461,-9999.0
1279,1279,1684101.271410246,5461833.774502921,-0.433147058
1280,1280,1685296.627790905,5461823.57123736,-9999.0
1281,1281,1697259.80863293,5461682.413274732,-0.80799995
1282,1282,1697279.155530309,5461677.426103012,-0.116858277
1283,1283,1681272.178177055,5461863.902968977,-0.646313697
1284,1284,1685311.566100185,5461808.43770322,-9999.0
1285,1285,1677470.884214379,5461885.732346556,-0.961999953
1286,1286,1681254.445211502,5461844.456763795,-9999.0
1287,1287,1684084.441832304,5461824.79681087,-0.583730527
1288,1288,1697017.361469914,5461659.992867701,-9999.0
1289,1289,1697098.370569366,5461656.550897046,-9999.0
1290,1290,1681261.33991778,5461834.407265958,-0.54750818
1291,1291,1684064.332899741,5461803.277606522,-0.986750022
1292,1292,1697246.309996402,5461648.901992385,-0.312386767
1293,1293,1669266.882908297,5461957.757814316,-0.921199954
1294,1294,1677440.848219917,5461868.171734721,-0.430013058
1295,1295,1681246.66868685,5461824.596288689,-0.91700004
1296,1296,1684056.92799692,5461792.982688696,-0.821142847
1297,1297,1685340.878073905,5461786.078426592,-0.643266698
1298,1298,1697211.740676455,5461630.891296597,-9999.0
1299,1299,1669254.777585888,5461937.453887707,-9999.0
1300,1300,1696962.26081722,5461624.214507142,-9999.0
1301,1301,1669229.652813991,5461928.956566866,-0.768107112
1302,1302,1681852.497002719,5461807.898149119,-0.863872314
1303,1303,1684041.387464643,5461773.464092758,-0.841619046
1304,1304,1697224.531411701,5461622.241526436,-0.24431289
1305,1305,1669216.810234569,5461917.86598957,-9999.0
1306,1306,1669715.450365418,5461908.164718938,-9999.0
1307,1307,1677427.214751875,5461838.985054445,-0.463181785
1308,1308,1681222.891132399,5461785.143387107,-0.251233759
1309,1309,1685342.522386901,5461744.636339637,-0.762374952
1310,1310,1669677.378616036,5461893.7711162,-9999.0
1311,1311,1681865.14946323,5461767.864120398,-9999.0
1312,1312,1677400.997285223,5461812.893581034,-0.680121473
1313,1313,1681180.365285191,5461765.489805697,-9999.0
1314,1314,1681201.940777192,5461777.875519819,-0.490075765
1315,1315,1669689.530574167,5461878.362994874,-9999.0
1316,1316,1683965.460894519,5461724.212452677,-9999.0
1317,1317,1684011.443039736,5461740.826540112,-0.55043442
1318,1318,1685325.680548687,5461718.280223961,-9999.0
1319,1319,1677384.247195184,5461791.497267867,-0.669693847
1320,1320,1683954.013114017,5461714.369945337,-0.407784283
1321,1321,1681171.732203401,5461742.885701455,-0.878000036
1322,1322,1685332.902009358,5461693.495965033,-9999.0
1323,1323,1697209.943345817,5461540.485349261,-0.739647049
1324,1324,1669659.868810719,5461843.868311813,-0.837933326
1325,1325,1677376.48128438,5461771.632847277,-0.691355239
1326,1326,1681925.040582251,5461717.330157484,-9999.0
1327,1327,1683943.278940639,5461701.185627391,-0.625106377
1328,1328,1677368.767924001,5461756.754416854,-0.702148931
1329,1329,1681893.576546323,5461730.415866625,-0.500403317
1330,1330,1681917.373544645,5461707.442389277,-0.720139567
1331,1331,1683915.892036528,5461684.885482525,-0.276318838
1332,1332,1670282.909200187,5461817.739305417,-0.257931453
1333,1333,1681977.700789165,5461696.06733746,-9999.0
1334,1334,1683904.444383635,5461675.042905104,-0.576263124
1335,1335,1685642.135728862,5461655.195121259,-9999.0
1336,1336,1670168.11661683,5461807.024181552,-9999.0
1337,1337,1681951.891567171,5461695.232094378,-0.724083355
1338,1338,1681996.487171912,5461686.613246102,-9999.0
1339,1339,1685362.540908635,5461660.349660155,-0.900117622
1340,1340,1670152.690791315,5461799.287333292,-9999.0
1341,1341,1677372.283267766,5461731.78462017,-9999.0
1342,1342,1681977.486364935,5461676.852036114,-0.568592564
1343,1343,1682011.487470487,5461676.47253425,-9999.0
1344,1344,1682468.605319814,5461670.62634995,-9999.0
1345,1345,1670122.67136055,5461788.734955239,-0.54588238
1346,1346,1670288.599061737,5461788.015376517,-0.613871441
1347,1347,1670311.266311641,5461787.798467496,-0.107131578
1348,1348,1682000.042459266,5461666.627027915,-0.565000011
1349,1349,1682030.265623444,5461666.289609863,-9999.0
1350,1350,1683889.506138623,5461656.00291408,-0.252303245
1351,1351,1685377.483919217,5461628.150941327,-0.685941153
1352,1352,1685397.532688334,5461630.737529946,-9999.0
1353,1353,1697005.753238222,5461484.006490227,-9999.0
1354,1354,1670101.104247424,5461776.541691606,-9999.0
1355,1355,1677353.732351942,5461711.77492833,-0.29652456
1356,1356,1682018.820601747,5461656.44412763,-0.352548597
1357,1357,1670311.075431543,5461767.854522442,-0.666784805
1358,1358,1670324.411925087,5461772.818503906,1.340835631
1359,1359,1682540.152246373,5461662.887865251,-0.462465641
1360,1360,1682619.384918808,5461639.012289174,-9999.0
1361,1361,1697253.505481987,5461465.548497936,0.541274996
1362,1362,1682066.085510272,5461655.27696167,-0.727460503
1363,1363,1682119.047413553,5461638.156739584,-9999.0
1364,1364,1697246.940217929,5461451.868774591,0.284964278
1365,1365,1682422.775204538,5461626.989760012,-0.881571429
1366,1366,1682447.597279466,5461641.272629644,-0.22510601
1367,1367,1682610.146763511,5461623.88775786,-0.364613082
1368,1368,1682638.463177328,5461620.161081045,-9999.0
1369,1369,1670317.934687567,5461744.082283828,-0.705811965
1370,1370,1677334.724529993,5461681.317251054,-0.451959765
1371,1371,1682153.409081444,5461620.487090412,-0.324357151
1372,1372,1682369.977901577,5461612.622003409,-9999.0
1373,1373,1683866.121814665,5461595.909946769,-0.243410184
1374,1374,1669985.648545224,5461731.274938796,-9999.0
1375,1375,1682201.823973723,5461610.231233984,-0.203565946
1376,1376,1693017.468629185,5461476.000579117,-9999.0
1377,1377,1670309.541793349,5461718.59646422,-9999.0
1378,1378,1677307.224900825,5461652.669784997,-0.455267173
1379,1379,1682651.61121416,5461592.836595224,-0.91954551
1380,1380,1696815.936922204,5461416.693736251,-9999.0
1381,1381,1697034.760944743,5461418.019024533,-9999.0
1382,1382,1668600.138001024,5461729.378402435,-0.091747953
1383,1383,1668640.55018465,5461724.020405048,-0.927299984
1384,1384,1668693.934473174,5461726.822999285,-0.139671882
1385,1385,1668710.248243243,5461724.970509667,-0.530987676
1386,1386,1669188.59217722,5461830.224191628,-0.753932891
1387,1387,1669199.669298177,5461718.774939907,-9999.0
1388,1388,1669953.996583187,5461718.247420891,-9999.0
1389,1389,1682326.142897784,5461597.382077619,-0.274012322
1390,1390,1683847.553584718,5461590.737684155,-9999.0
1391,1391,1685411.012885712,5461562.658413448,-9999.0
1392,1392,1692947.405464814,5461456.482786659,-9999.0
1393,1393,1692974.459222233,5461466.451810825,-9999.0
1394,1394,1693000.27718514,5461455.843590003,-0.783999979
1395,1395,1697213.216996867,5461430.115066542,-0.71941123
1396,1396,1682678.725583962,5461573.551161632,-0.713087218
1397,1397,1685399.107989887,5461538.139065756,-9999.0
1398,1398,1692907.421312836,5461460.839980537,-0.868761851
1399,1399,1694473.3901199,5461427.246752555,-9999.0
1400,1400,1669146.19155669,5461699.128264209,-9999.0
1401,1401,1670294.646764471,5461689.039419192,-0.801636379
1402,1402,1692870.583736723,5461437.961106213,-0.399942825
1403,1403,1669670.64344322,5461688.326412162,-0.988666634
1404,1404,1682701.552367358,5461554.043569636,-0.8852258
1405,1405,1677295.413820761,5461607.92996396,-0.700026083
1406,1406,1692840.995283829,5461425.024574609,-9999.0
1407,1407,1694359.669593245,5461398.78719318,-9999.0
1408,1408,1696558.385003124,5461370.214532727,-9999.0
1409,1409,1669137.879591499,5461680.879923287,-9999.0
1410,1410,1669690.187118331,5461663.65537788,-9999.0
1411,1411,1669709.451370368,5461658.950986324,-9999.0
1412,1412,1692825.371260561,5461409.810920249,-0.452249986
1413,1413,1693055.220318616,5461437.299929112,-0.378449953
1414,1414,1695749.792324736,5461370.825056456,-9999.0
1415,1415,1670216.739661386,5461648.678558791,-0.891210509
1416,1416,1692661.875161457,5461400.981048634,0.033204595
1417,1417,1692681.726322816,5461413.358976229,-0.878999949
1418,1418,1692780.284700994,5461419.195695424,-0.722377937
1419,1419,1669140.309022424,5461650.303157027,-9999.0
1420,1420,1669208.793737797,5461648.674477754,-9999.0
1421,1421,1669789.705841233,5461643.913935394,-9999.0
1422,1422,1670251.989390831,5461665.715283851,-0.766946863
1423,1423,1692637.590931776,5461394.788141107,-0.237581348
1424,1424,1692758.181137043,5461389.058876309,-9999.0
1425,1425,1693052.364921727,5461390.325021343,-9999.0
1426,1426,1697207.781833289,5461331.728019177,-9999.0
1427,1427,1683833.440444443,5461503.747698847,-0.655421891
1428,1428,1685360.584790148,5461468.681433075,-0.141188385
1429,1429,1685385.266692876,5461490.394540081,-0.552092938
1430,1430,1692624.534206633,5461381.687417463,-0.311684164
1431,1431,1692737.383546414,5461408.276400289,-0.874142824
1432,1432,1697222.95874086,5461326.284704301,0.015277055
1433,1433,1668870.611256487,5461627.258564012,-9999.0
1434,1434,1670194.316672205,5461629.910308854,-0.89866662
1435,1435,1682709.806405505,5461514.051098872,-0.715589165
1436,1436,1692578.602974828,5461374.701528579,-0.565999945
1437,1437,1692727.182616475,5461369.543356379,-0.579576251
1438,1438,1693059.66794354,5461370.285130142,-9999.0
1439,1439,1668570.726587734,5461661.302069664,-0.715535413
1440,1440,1669789.42163158,5461613.998017387,-9999.0
1441,1441,1676594.435288369,5461541.6555993,-0.649000017
1442,1442,1697207.585156923,5461306.640104409,-0.503636325
1443,1443,1668583.00921471,5461614.652097387,-9999.0
1444,1444,1685352.615047122,5461438.945492912,-0.795526322
1445,1445,1693097.193506791,5461349.862256952,-9999.0
1446,1446,1693220.982181614,5461350.106768206,-9999.0
1447,1447,1668560.240169678,5461613.211955166,-0.338630144
1448,1448,1669186.370789189,5461630.627026793,-0.357180928
1449,1449,1670175.173452348,5461605.680108025,-0.683267359
1450,1450,1681247.738814164,5461522.228722416,-0.967166613
1451,1451,1693198.194853543,5461334.211586014,-9999.0
1452,1452,1693263.379439193,5461339.17512053,-9999.0
1453,1453,1695979.885385221,5461298.382199387,-9999.0
1454,1454,1697181.427436116,5461298.450054743,-0.592961502
1455,1455,1669099.481633531,5461587.236442018,-9999.0
1456,1456,1692553.120187663,5461340.368227096,-0.780666629
1457,1457,1693126.634852313,5461325.190978933,-9999.0
1458,1458,1693139.798681968,5461331.042432955,-9999.0
1459,1459,1693283.570107811,5461326.162692238,-9999.0
1460,1460,1697164.718062565,5461272.250083704,-0.86769226
1461,1461,1669079.842989169,5461575.946575,-9999.0
1462,1462,1669194.225649734,5461574.609293926,-9999.0
1463,1463,1681256.998115388,5461455.676572642,-9999.0
1464,1464,1692518.215612311,5461322.625994714,-0.063538413
1465,1465,1697176.220733107,5461262.245579007,0.090140623
1466,1466,1670150.452972645,5461564.945963157,-0.816146324
1467,1467,1676939.684777962,5461487.098679017,-9999.0
1468,1468,1683410.36330717,5461420.634169425,-9999.0
1469,1469,1683799.568664644,5461450.095700873,-0.552098359
1470,1470,1693149.551107755,5461305.165496683,-9999.0
1471,1471,1693176.021819998,5461308.968000869,-0.887999952
1472,1472,1676542.274915343,5461486.165766791,-0.27137497
1473,1473,1677287.292122848,5461512.98636537,-0.917428566
1474,1474,1682707.834044175,5461434.028818911,-0.220204104
1475,1475,1682723.504131468,5461431.293985589,-9999.0
1476,1476,1683296.916836811,5461411.948159621,-9999.0
1477,1477,1683319.591749964,5461412.419837845,-9999.0
1478,1478,1683417.813899721,5461411.305086534,-0.410470574
1479,1479,1697139.104249928,5461245.463612064,-9999.0
1480,1480,1682715.035569256,5461409.278951479,-9999.0
1481,1481,1683304.367561121,5461402.619193682,-0.653470582
1482,1482,1683390.032428458,5461404.973893799,-0.257100738
1483,1483,1683436.589506578,5461401.118519834,-0.767466631
1484,1484,1685321.718403013,5461379.437383058,-0.430294139
1485,1485,1670142.659408217,5461540.088178778,-0.755948685
1486,1486,1685343.880419142,5461403.207829407,-0.501881357
1487,1487,1692469.13350477,5461282.992826194,-9999.0
1488,1488,1677298.882932545,5461455.240216694,-0.578360014
1489,1489,1683462.807286781,5461380.874026204,-0.812818229
1490,1490,1683756.672107546,5461395.20295205,-0.589293927
1491,1491,1685306.668544068,5461359.268290113,-0.439157883
1492,1492,1668611.376876799,5461532.04134699,-9999.0
1493,1493,1676526.748317085,5461446.435190587,-0.47819353
1494,1494,1681143.003748097,5461397.097210201,-9999.0
1495,1495,1683474.02724558,5461370.773205498,-0.736200041
1496,1496,1682721.689909354,5461373.727707208,-9999.0
1497,1497,1685301.30133174,5461342.776321881,-0.588267831
1498,1498,1693239.947440245,5461246.40185148,-9999.0
1499,1499,1677299.403265031,5461422.167722953,-0.999000013
1500,1500,1683266.024671503,5461353.187334854,-0.572937497
1501,1501,1683737.243628809,5461357.357992479,-0.440634422
1502,1502,1692279.452651258,5461247.523975768,-0.330730389
1503,1503,1692392.800765435,5461234.289570919,-9999.0
1504,1504,1676521.365060222,5461413.247650556,-0.789333277
1505,1505,1683250.687658049,5461333.414536388,-0.188536222
1506,1506,1683709.274595678,5461339.144878287,-0.454028295
1507,1507,1692328.685791203,5461254.535729882,-0.186911711
1508,1508,1692420.755078217,5461235.859628028,-9999.0
1509,1509,1677302.403961692,5461394.542633183,-0.427414242
1510,1510,1683484.907163298,5461330.756264117,-0.353348485
1511,1511,1683503.678504694,5461320.22055406,-9999.0
1512,1512,1683530.126575486,5461320.268847292,-9999.0
1513,1513,1683673.671986629,5461317.906247259,-9999.0
1514,1514,1683696.346664646,5461318.376766476,-0.510703094
1515,1515,1692381.36657168,5461214.281510128,-0.795176429
1516,1516,1668627.084826855,5461479.60715395,-9999.0
1517,1517,1676525.974633269,5461386.809253034,-9999.0
1518,1518,1683223.879705775,5461313.866151529,-0.52357997
1519,1519,1683564.008723164,5461309.561138196,-9999.0
1520,1520,1683684.899867195,5461308.533848556,-0.386309514
1521,1521,1692415.240832127,5461203.881744345,0.90037179
1522,1522,1670100.607780424,5461479.504566213,-0.612866297
1523,1523,1677304.228674798,5461368.482522212,-0.306166684
1524,1524,1683517.382971712,5461307.115983287,-0.509750015
1525,1525,1683541.289641586,5461305.181902699,-0.664242996
1526,1526,1683673.4531003,5461298.690918939,-0.305142868
1527,1527,1692270.107178152,5461196.793629413,-0.890666593
1528,1528,1683204.903022686,5461294.040028887,-0.243279406
1529,1529,1683617.653692863,5461292.469586892,-0.511997089
1530,1530,1692255.308822792,5461186.245592263,-0.713641673
1531,1531,1683189.679232468,5461284.239143429,-0.890499987
1532,1532,1685282.680676697,5461260.03216734,-9999.0
1533,1533,1685441.344583791,5461258.188293632,-9999.0
1534,1534,1693216.901257669,5461181.482756711,-0.857542809
1535,1535,1668641.740143273,5461429.618752659,-9999.0
1536,1536,1685452.562672365,5461268.599693025,-9999.0
1537,1537,1683174.11463478,5461264.916074269,-9999.0
1538,1538,1685275.166985655,5461288.74918903,-0.612244419
1539,1539,1692236.496241831,5461188.696963003,-0.804930175
1540,1540,1685440.904488226,5461233.464444597,-9999.0
1541,1541,1693230.473848438,5461133.737384786,-9999.0
1542,1542,1670097.947959824,5461401.619799338,-0.571952796
1543,1543,1683113.66548577,5461244.477536462,-9999.0
1544,1544,1683153.975559568,5461256.975464707,-9999.0
1545,1545,1685281.75159824,5461228.143622447,-9999.0
1546,1546,1681297.530679349,5461269.285480664,-0.840486489
1547,1547,1683128.431745917,5461244.769113853,-0.854999959
1548,1548,1692233.400321167,5461136.659048382,-0.799933287
1549,1549,1682701.924824727,5461264.954773898,-0.761019913
1550,1550,1683098.337351078,5461225.43317776,-0.806999998
1551,1551,1683112.671044844,5461226.493827173,-0.340142876
1552,1552,1689679.053057532,5461147.306673356,-9999.0
1553,1553,1668638.644590564,5461369.355323846,-9999.0
1554,1554,1682737.169001427,5461227.515608311,-0.756923081
1555,1555,1693260.270353567,5461098.499203514,-0.677900001
1556,1556,1682764.492766592,5461215.904703176,-0.566666678
1557,1557,1692246.119857525,5461096.166231537,-9999.0
1558,1558,1693262.523000857,5461115.0563117,-0.868999958
1559,1559,1676423.783209692,5461290.016416737,-0.60444442
1560,1560,1682803.55727308,5461204.036684205,-0.506971691
