OID,FID_,X,Y,BCE_Peloro
7143,7143,1681953.076708236,5448497.26227406,-0.402752893
7144,7144,1686793.14290106,5448436.708113874,-9999.0
7145,7145,1665518.177164615,5448661.262049039,-0.77276711
7146,7146,1672183.619817134,5448585.270016389,-0.844999981
7147,7147,1681921.144477825,5448482.709741354,-9999.0
7148,7148,1682064.163428682,5448485.341061701,-0.02621997
7149,7149,1683243.055819786,5448533.911328258,-0.189090357
7150,7150,1665531.338274953,5448637.91025671,-0.864319952
7151,7151,1665991.958589094,5448633.768797093,-0.802359961
7152,7152,1672445.075337158,5448569.008641602,-9999.0
7153,7153,1681931.360189111,5448472.885874799,-0.099174263
7154,7154,1682056.9199475,5448471.114431806,0.968672766
7155,7155,1686815.228500481,5448416.49874125,-9999.0
7156,7156,1672175.880869877,5448565.400064664,-9999.0
7157,7157,1674325.447759901,5448548.863504524,-0.505609085
7158,7158,1674334.532978974,5448594.60060142,-0.43102377
7159,7159,1677337.845559554,5448522.624751788,-0.623991445
7160,7160,1681920.346662175,5448462.805862651,-0.056430741
7161,7161,1672160.717379295,5448555.551048617,-0.430831001
7162,7162,1674313.982554592,5448534.020142662,-0.523018855
7163,7163,1677357.244346982,5448502.47300112,-0.752906643
7164,7164,1677379.870843818,5448502.23371361,-9999.0
7165,7165,1678186.801300441,5448493.563232542,-0.471103886
7166,7166,1681905.230976324,5448457.954237309,-0.372483821
7167,7167,1683230.573892185,5448444.103750954,-0.362425331
7168,7168,1687439.714868498,5448388.826198744,-0.689142815
7169,7169,1677372.223208667,5448492.341279733,-0.78111108
7170,7170,1681860.360422373,5448443.496252927,-9999.0
7171,7171,1681892.943924563,5448443.717673618,-0.175999955
7172,7172,1664324.243339737,5448608.730519512,-0.492461522
7173,7173,1677391.02585008,5448487.155731771,-0.717941145
7174,7174,1681844.464631681,5448433.905167736,-9999.0
7175,7175,1681877.349754869,5448434.248192513,0.937571469
7176,7176,1683222.779893243,5448420.903547335,-0.521798689
7177,7177,1686814.718914933,5448387.734518557,-0.489849963
7178,7178,1664203.331742272,5448600.0242451,-9999.0
7179,7179,1665970.213855046,5448586.61435951,-0.147239484
7180,7180,1672152.910156126,5448530.720622022,-0.650882329
7181,7181,1676044.648745454,5448491.301762384,-0.328151464
7182,7182,1677402.180809602,5448472.077731088,-0.757545435
7183,7183,1681829.573197945,5448424.098279928,-9999.0
7184,7184,1681859.288484287,5448424.150715791,0.074645208
7185,7185,1682402.47232365,5448417.667503786,-9999.0
7186,7186,1683209.632765786,5448408.32646798,-0.776399946
7187,7187,1686837.183917125,5448370.545582362,-0.963999927
7188,7188,1687431.195533006,5448361.843168973,-0.412015483
7189,7189,1681851.195560245,5448415.036433216,0.058807703
7190,7190,1687440.56495248,5448348.935807037,4.467333311
7191,7191,1665544.934907461,5448623.011782312,-0.931999962
7192,7192,1665935.034569561,5448575.707133271,-0.576144317
7193,7193,1663461.84029659,5448586.889086564,-0.403157896
7194,7194,1665862.473869831,5448555.151934909,-0.527530576
7195,7195,1672137.481743013,5448495.966734177,-0.490757585
7196,7196,1677438.331504711,5448453.9357956,-0.845428552
7197,7197,1681828.05807858,5448402.421550567,-0.432137206
7198,7198,1663519.359025681,5448570.14433729,-0.831512351
7199,7199,1663954.09396151,5448562.315673365,-9999.0
7200,7200,1665824.673806365,5448545.519184339,-0.64196425
7201,7201,1665847.299977547,5448545.315557241,-0.301196331
7202,7202,1676029.201735563,5448456.555849644,-0.608812984
7203,7203,1677454.553422692,5448431.630115022,-9999.0
7204,7204,1677469.791993525,5448431.673286231,-9999.0
7205,7205,1678193.678773812,5448423.767063689,-0.263084501
7206,7206,1687410.990271318,5448327.183888203,0.397683136
7207,7207,1663752.051005153,5448547.427917575,-9999.0
7208,7208,1672129.743008631,5448476.09673372,-0.882999967
7209,7209,1677461.989922793,5448421.578049422,-0.98999995
7210,7210,1683198.518204546,5448379.629789034,-0.643272336
7211,7211,1663546.88558737,5448546.012056159,-0.778093012
7212,7212,1678185.923514452,5448403.903254122,-0.008899998
7213,7213,1686869.889826959,5448313.138267439,-0.234631571
7214,7214,1687360.879405218,5448300.088005961,-0.529793065
7215,7215,1687387.183735837,5448306.334956298,-0.127791664
7216,7216,1665522.24222982,5448528.41648632,-9999.0
7217,7217,1677469.533377717,5448401.848828829,-0.803777763
7218,7218,1678155.498638354,5448394.459548504,-9999.0
7219,7219,1678178.274867012,5448394.011647646,-0.170853325
7220,7220,1664330.996217899,5448518.914830365,-0.405224978
7221,7221,1674299.161838514,5448463.160101182,-0.730703366
7222,7222,1676013.599437314,5448406.851587793,-0.768449969
7223,7223,1677480.528272208,5448391.461744403,-0.689724595
7224,7224,1678170.626239972,5448384.120033311,-0.328285716
7225,7225,1687339.128083812,5448288.553683705,-0.371828258
7226,7226,1665494.370232278,5448495.690471536,-9999.0
7227,7227,1672106.772783297,5448441.417147837,-0.916799986
7228,7228,1677491.735715886,5448381.369707039,-0.914444394
7229,7229,1687319.293233576,5448272.882706968,-0.465258383
7230,7230,1664315.736851131,5448499.103153491,-0.425526303
7231,7231,1672099.090510314,5448427.261964774,-9999.0
7232,7232,1676005.850168782,5448386.985549408,-0.512171406
7233,7233,1679960.826391378,5448341.353557037,-0.280700003
7234,7234,1664300.565217963,5448489.263598558,-0.418514247
7235,7235,1665808.96173876,5448475.849782588,-0.383338207
7236,7236,1677517.044808276,5448367.388229977,-0.774368921
7237,7237,1677586.203610481,5448361.002857397,-9999.0
7238,7238,1678155.222505831,5448354.364569374,-0.540013894
7239,7239,1687295.578823672,5448252.83480626,-0.527518474
7240,7240,1663591.382032541,5448485.694313688,-9999.0
7241,7241,1663610.790162819,5448485.902156617,-9999.0
7242,7242,1677554.216774235,5448354.916424707,-0.701871118
7243,7243,1677604.548989834,5448350.253806801,-0.944599956
7244,7244,1679945.327825589,5448321.545962869,-9999.0
7245,7245,1679959.730235571,5448324.889507435,-0.84799996
7246,7246,1663568.357453491,5448480.133708335,-0.969319983
7247,7247,1665476.388081282,5448458.884864071,-0.566440023
7248,7248,1677631.274638943,5448340.105634822,-0.645037625
7249,7249,1687200.133602066,5448232.698827587,-9999.0
7250,7250,1663658.999414249,5448455.187502145,-9999.0
7251,7251,1664271.396268432,5448463.594320481,-0.411679776
7252,7252,1675975.215995383,5448342.424025883,-0.505347811
7253,7253,1677700.418360249,5448321.809466808,-0.768987462
7254,7254,1687240.848222282,5448218.599516658,-0.637999951
7255,7255,1663447.895438152,5448447.572885625,-0.242620003
7256,7256,1672038.208302339,5448372.277249256,-0.770866619
7257,7257,1675956.205725946,5448327.661518081,-0.67994445
7258,7258,1677724.797368329,5448309.083811109,-0.731500043
7259,7259,1687194.168974477,5448202.921430072,-9999.0
7260,7260,1687219.403976376,5448202.313802321,-0.646266629
7261,7261,1663430.490088979,5448437.227928709,-0.00364407
7262,7262,1677758.630238643,5448298.750913293,-0.845722195
7263,7263,1663440.401711901,5448427.325242453,0.055945207
7264,7264,1663678.147054414,5448425.478709317,-9999.0
7265,7265,1672000.596098741,5448347.21635871,-0.812515145
7266,7266,1674322.499059416,5448350.509400347,-0.993999958
7267,7267,1677769.837162751,5448288.65844214,-0.805102557
7268,7268,1665731.69617049,5448441.025891895,-0.539762619
7269,7269,1675937.379935363,5448301.264140824,-0.728937478
7270,7270,1677799.898908553,5448278.365443603,-9999.0
7271,7271,1683176.137860197,5448292.916102782,-0.751718876
7272,7272,1665608.294220404,5448387.895556078,-0.881008854
7273,7273,1671985.751545045,5448328.055720592,-0.912999958
7274,7274,1674330.5580798,5448309.454218891,-9999.0
7275,7275,1678140.703436907,5448273.253066564,-0.765166636
7276,7276,1665725.103947342,5448376.874030219,0.380049999
7277,7277,1675929.2913005,5448278.074546228,-0.51659254
7278,7278,1677827.375865787,5448261.450927547,-0.777374969
7279,7279,1679900.005770534,5448244.277898563,-0.578914465
7280,7280,1671970.062720093,5448311.125189744,-9999.0
7281,7281,1678136.351887268,5448248.379811536,-0.16030001
7282,7282,1665684.853591042,5448378.277191025,-0.584200434
7283,7283,1677844.779125226,5448242.981285376,-0.72407809
7284,7284,1683151.468041711,5448197.987089777,-9999.0
7285,7285,1664276.800190895,5448359.824432434,-9999.0
7286,7286,1665626.329890831,5448352.258665113,-0.983999997
7287,7287,1678101.044216176,5448225.289659875,-9999.0
7288,7288,1679876.605092322,5448211.90048976,-9999.0
7289,7289,1683141.203246311,5448169.807208734,-9999.0
7290,7290,1664284.254404197,5448349.786004719,-0.645523761
7291,7291,1665694.622974698,5448342.242455494,-0.46708572
7292,7292,1671106.681308998,5448285.195042194,-0.600333329
7293,7293,1671124.716363514,5448287.203431759,-0.95699995
7294,7294,1677879.973849797,5448223.854759132,-0.611379142
7295,7295,1677912.390741419,5448217.328108627,-9999.0
7296,7296,1678066.999282523,5448215.679721336,-9999.0
7297,7297,1678118.555305652,5448232.035093615,-0.407586355
7298,7298,1663582.623044749,5448345.740729954,-0.382603763
7299,7299,1671076.624430181,5448277.683034029,-0.247347956
7300,7300,1671894.017310288,5448268.398744857,-0.785591788
7301,7301,1678048.03818158,5448205.90870825,-9999.0
7302,7302,1665569.076575593,5448315.86275624,-0.739250027
7303,7303,1665716.866296024,5448317.328488919,-0.093159995
7304,7304,1671056.484631174,5448266.986928809,-0.203519229
7305,7305,1671872.28066939,5448256.271332704,-9999.0
7306,7306,1677901.780205524,5448204.697396575,-0.591508846
7307,7307,1677919.720170299,5448197.303349535,-0.937333286
7308,7308,1679860.287612719,5448186.201772742,-0.8333846
7309,7309,1664269.457815296,5448319.997241762,-0.518411738
7310,7310,1665709.127301511,5448307.578673775,-0.184375016
7311,7311,1671392.163734604,5448255.463488355,-9999.0
7312,7312,1665701.368374035,5448297.86348593,-0.107969226
7313,7313,1671343.116746901,5448244.095156878,-0.527170164
7314,7314,1679857.761133369,5448156.455418454,-9999.0
7315,7315,1687039.981628332,5448232.055502045,-0.368173003
7316,7316,1663818.410490662,5448323.501848432,-0.246831549
7317,7317,1663867.666450605,5448321.521730069,-0.534196953
7318,7318,1663883.825570268,5448306.756245879,-9999.0
7319,7319,1671830.773111934,5448231.135999769,-0.782444391
7320,7320,1663778.42974271,5448294.37613639,-0.03479998
7321,7321,1664261.103276468,5448290.151863661,-9999.0
7322,7322,1671772.855182752,5448218.297771165,-9999.0
7323,7323,1675905.682501126,5448183.573429946,-0.613296259
7324,7324,1677993.053767443,5448170.192445719,-0.67536075
7325,7325,1679841.078615674,5448142.521485826,-0.669111788
7326,7326,1679869.260190347,5448136.964177655,-0.982214272
7327,7327,1665592.22658856,5448268.417940421,-0.862174476
7328,7328,1674347.981354659,5448232.309827693,-0.731513124
7329,7329,1663770.459317396,5448281.560570803,-0.237205113
7330,7330,1665618.545809855,5448251.313318215,-0.723240006
7331,7331,1670995.476410831,5448198.176491071,-9999.0
7332,7332,1674336.68123144,5448169.766823472,-0.882545477
7333,7333,1679811.307291907,5448097.121956905,0.294159999
7334,7334,1663745.006964733,5448248.845180917,-9999.0
7335,7335,1674315.148819738,5448147.299257533,-0.873111069
7336,7336,1663885.296200891,5448258.24121341,-9999.0
7337,7337,1675897.784999368,5448123.815701003,-0.924599954
7338,7338,1679863.528151569,5448091.901232952,-0.554282331
7339,7339,1663540.069067925,5448394.952025007,-0.390382225
7340,7340,1663687.798364637,5448222.043889204,-0.898812459
7341,7341,1683097.61894176,5448024.25455178,-9999.0
7342,7342,1679923.959512544,5448049.764788091,-0.666224813
7343,7343,1679954.6060862,5448045.68993185,-9999.0
7344,7344,1679992.306780447,5448044.548881835,-9999.0
7345,7345,1664202.337039021,5448202.012429819,-9999.0
7346,7346,1675881.412367341,5448073.549409144,-9999.0
7347,7347,1679971.438696283,5448033.039143457,-0.597978696
7348,7348,1680005.715347903,5448029.17361443,-0.779999975
7349,7349,1680044.888624287,5448024.755663722,-9999.0
7350,7350,1664185.279612052,5448193.901444372,-0.723194
7351,7351,1672958.160161288,5448084.681125211,-9999.0
7352,7352,1680025.925240044,5448014.98974622,-0.758896505
7353,7353,1680074.938326413,5448013.724494766,-9999.0
7354,7354,1680045.317286949,5448005.146150592,-0.431728381
7355,7355,1680074.727964201,5447994.50880857,-9999.0
7356,7356,1683116.624562883,5447960.500823012,-9999.0
7357,7357,1670951.63548464,5448083.399090534,-0.305085798
7358,7358,1672947.750958034,5448059.085092901,-9999.0
7359,7359,1663914.418029765,5448140.410737,-9999.0
7360,7360,1671013.319284558,5448078.121278132,-9999.0
7361,7361,1672940.109868879,5448049.188107679,-0.719912997
7362,7362,1672955.343310121,5448048.831655344,-9999.0
7363,7363,1674197.687106749,5448046.275253764,-0.746058801
7364,7364,1680082.051284282,5447974.481790329,-9999.0
7365,7365,1670964.105123806,5448058.652651906,-0.631249999
7366,7366,1670961.062355171,5448174.365895077,-0.581657455
7367,7367,1674214.545656417,5448026.395235829,-0.69586108
7368,7368,1674237.069337331,5448016.193443488,-0.311205443
7369,7369,1675858.518322125,5447999.557045533,-0.474478256
7370,7370,1680081.832921805,5447954.537337492,-0.504631549
7371,7371,1670979.09159539,5448048.534124979,-0.814038464
7372,7372,1670994.078025757,5448038.415548843,-9999.0
7373,7373,1680089.210774623,5447939.496426826,-0.753052589
7374,7374,1674287.447077586,5447983.009254739,-0.644561202
7375,7375,1680096.533994884,5447919.469391024,-0.684999973
7376,7376,1680118.445051033,5447904.269276415,-9999.0
7377,7377,1663865.390060927,5448113.667677202,-0.580729231
7378,7378,1671026.189085922,5447997.973851111,-9999.0
7379,7379,1663893.625604862,5448050.769567642,-0.297758609
7380,7380,1671016.121899271,5447978.362798599,-0.86672726
7381,7381,1680111.234921738,5447884.401404402,-0.664999952
7382,7382,1663874.208685813,5448034.244574194,0.013088108
7383,7383,1674304.251681994,5447947.36087657,-0.905999959
7384,7384,1663859.044973081,5448025.132880934,0.103217391
7385,7385,1671038.002906168,5447958.204062291,-9999.0
7386,7386,1674318.565333385,5447925.606782402,-9999.0
7387,7387,1671027.143694955,5447948.336392794,-9999.0
7388,7388,1674303.930874523,5447915.782236082,-0.388699976
7389,7389,1675841.955375601,5447905.640707153,-0.850102533
7390,7390,1671038.359102837,5447938.254347705,-9999.0
7391,7391,1664100.62344011,5448013.002272996,-0.351422395
7392,7392,1680120.67132805,5447827.781969864,-0.522060597
7393,7393,1664115.514311662,5447971.576294599,-0.505000005
7394,7394,1671045.610009152,5447908.26453414,-0.904285695
7395,7395,1674317.738585362,5447887.260178514,-0.905913006
7396,7396,1671286.742551669,5447885.972069307,-9999.0
7397,7397,1674340.880192626,5447855.771914377,-9999.0
7398,7398,1680107.868763072,5447801.945138417,-0.441527506
7399,7399,1671067.269948703,5447892.560539564,-0.864092722
7400,7400,1671205.917525263,5447892.047093638,-9999.0
7401,7401,1671301.703927068,5447873.359809776,-0.895000011
7402,7402,1671104.145501179,5447870.639992459,-0.438045689
7403,7403,1671346.775186874,5447854.738469823,-9999.0
7404,7404,1674327.921869899,5447842.241706088,-0.665721479
7405,7405,1671328.532884876,5447853.151937613,-9999.0
7406,7406,1674318.000638177,5447815.906969322,-0.459666645
7407,7407,1671353.598419072,5447837.454501557,-9999.0
7408,7408,1674325.440714756,5447805.858133265,-9999.0
7409,7409,1680073.209548931,5447751.149266956,-0.510373457
7410,7410,1671377.95739766,5447822.99693583,-0.732333302
7411,7411,1671414.314246989,5447819.902166497,-9999.0
7412,7412,1674310.155268759,5447786.066983671,-9999.0
7413,7413,1675812.285948132,5447783.948674715,-9999.0
7414,7414,1671438.0936553,5447802.463527628,-0.793309486
7415,7415,1683364.526670624,5447680.780495563,-0.353727278
7416,7416,1671481.845549453,5447784.336471559,-9999.0
7417,7417,1671504.372088597,5447774.143130275,-9999.0
7418,7418,1680043.764685531,5447692.320567233,-0.313874336
7419,7419,1663993.127800318,5447833.746654854,0.030175001
7420,7420,1674300.764325466,5447749.038745129,-0.709476147
7421,7421,1680056.230872601,5447682.795075471,-9999.0
7422,7422,1663987.915590223,5447957.282277808,-0.464755744
7423,7423,1671515.53782602,5447759.07424123,-0.637761897
7424,7424,1680025.877180907,5447665.920510157,-0.128424986
7425,7425,1674294.363411233,5447716.414773085,-0.931999981
7426,7426,1680006.914735954,5447656.154543809,-0.037192049
7427,7427,1680037.083882372,5447656.173456002,-0.882999957
7428,7428,1671565.726638713,5447739.863805244,-0.608061545
