OID,FID_,X,Y,BCE_Queen_
524,524,1703154.925364572,5437854.085511636,-0.494573875
525,525,1694515.848106371,5437949.935318965,1.168020019
526,526,1693312.56147694,5437942.869246562,-0.329899959
527,527,1691535.030424186,5437960.137315256,-9999.0
528,528,1693298.039287829,5437922.450924917,-0.363999956
529,529,1691535.905130883,5437936.758970421,-9999.0
530,530,1703190.259007815,5437769.874369424,-0.372374553
531,531,1693275.322866987,5437883.852404293,-0.358333288
532,532,1703215.579892979,5437750.720269955,-0.645606065
533,533,1691542.130406431,5437904.732389609,0.551352412
534,534,1703230.377702424,5437740.188741442,-0.680096736
535,535,1691533.849080694,5437885.970220233,1.482059724
536,536,1703238.195635119,5437731.655251613,-0.441459412
537,537,1703264.835993605,5437720.561939904,-0.445826045
538,538,1693273.343785926,5437839.691460684,-9999.0
539,539,1703320.289644504,5437679.683202056,-0.62491888
540,540,1704178.80714313,5437658.208337095,-0.635799963
541,541,1691451.114396495,5437827.659072477,-0.02696091
542,542,1703500.268253787,5437661.273359327,-0.179376701
543,543,1703381.821874042,5437648.237867086,-0.38401746
544,544,1703507.587299906,5437646.207680565,-0.118000001
545,545,1692304.785824915,5437774.743115556,1.249304376
546,546,1703522.717768175,5437626.620426631,-0.212766635
547,547,1691449.126996371,5437747.609199707,-9999.0
548,548,1688962.607531311,5437789.474111916,0.127237746
549,549,1703539.038736218,5437584.633527946,0.680162932
550,550,1703909.435619716,5437550.537142875,0.216691367
551,551,1693425.385638917,5437677.584210529,-9999.0
552,552,1703551.288449199,5437540.854699608,-0.136557804
553,553,1703977.653878383,5437535.751492521,-0.209626922
554,554,1704011.80594229,5437526.317281147,-0.648999968
555,555,1701864.247266772,5437545.312774407,-0.653322013
556,556,1703564.020482669,5437522.958686343,-0.041056879
557,557,1688981.959593275,5437727.151870693,0.416281283
558,558,1691448.111803236,5437663.010455572,-0.4614615
559,559,1701878.908874837,5437519.798936955,-0.537803898
560,560,1703578.799663953,5437502.799688383,-0.302236075
561,561,1703592.754131397,5437486.069331413,-0.171638069
562,562,1691460.804923736,5437644.943745547,0.222793133
563,563,1701901.880785915,5437490.928716203,-0.222090911
564,564,1701914.209002394,5437472.713948403,0.337580159
565,565,1703662.490324705,5437428.542704651,0.545438751
566,566,1691468.485744443,5437550.440911599,0.245200033
567,567,1691476.870832301,5437528.536791144,-9999.0
568,568,1691491.608228705,5437517.94768533,-9999.0
569,569,1696805.906725005,5437449.890095969,1.187386838
570,570,1696816.512771627,5437440.57900674,0.695276649
571,571,1688953.291850966,5437524.589467584,-9999.0
572,572,1691526.280498399,5437487.887067355,-9999.0
573,573,1696829.235497359,5437426.577855957,-0.24925419
574,574,1688960.997021449,5437509.800122409,-0.737999954
575,575,1691536.17628971,5437477.293291088,-9999.0
576,576,1688973.676370818,5437497.179584791,-9999.0
577,577,1691548.981595132,5437464.396345644,-0.224903183
578,578,1700227.127138902,5437344.733964144,-0.581909047
579,579,1688990.318019434,5437478.873587761,-9999.0
580,580,1691568.731456224,5437449.799763316,0.210571472
581,581,1693640.902179918,5437424.635121057,-0.86866655
582,582,1701927.260936905,5437330.394235672,-0.406363945
583,583,1695407.097504355,5437386.94441003,-0.267912999
584,584,1700252.863293658,5437327.577482126,-0.318781399
585,585,1692454.426666754,5437413.685265525,1.292100044
586,586,1700271.478850401,5437314.638568673,-0.4724848
587,587,1701950.931781383,5437289.268075634,-0.576777744
588,588,1689010.525927164,5437455.88126635,-9999.0
589,589,1691618.361988935,5437427.330010511,1.264747087
590,590,1692439.550045595,5437404.515865882,4.159384636
591,591,1695392.054806354,5437366.778068087,3.696347842
592,592,1700446.661379193,5437309.342052348,0.071332126
593,593,1701963.625139618,5437276.206986115,-0.080751561
594,594,1700489.290924932,5437269.555870564,-9999.0
595,595,1701983.176078605,5437256.682902128,-0.004918242
596,596,1702199.235560668,5437247.633722645,-0.672612863
597,597,1700851.040839768,5437260.812837535,-0.662888835
598,598,1700511.982033091,5437251.207766056,-0.79066662
599,599,1702003.199695084,5437229.244109331,-0.54250976
600,600,1689027.512800655,5437400.819534608,-0.482272679
601,601,1702010.497658765,5437220.683264348,-0.536810773
602,602,1702043.980346716,5437217.989247015,-9999.0
603,603,1691673.459065152,5437312.358674671,2.481566461
604,604,1702364.37149405,5437159.807749586,-9999.0
605,605,1691663.279871369,5437285.71580362,0.022742899
606,606,1702370.92924501,5437140.241880275,-0.547090861
607,607,1700901.786247749,5437139.268326828,-0.207333325
608,608,1702383.7231425,5437121.21982216,-0.304112867
609,609,1696839.863182706,5437169.98346283,-0.552909038
610,610,1700909.370973279,5437114.538029413,-0.102308819
611,611,1702393.397039535,5437100.069003719,-0.286409056
612,612,1696850.050524928,5437159.766938807,-0.538111079
613,613,1696857.735493753,5437151.263771068,-0.713999957
614,614,1700916.692362596,5437100.230518956,-0.36447931
615,615,1696909.100544211,5437126.965078129,-0.507785669
616,616,1700930.909371434,5437064.04202288,-0.374305534
617,617,1693771.512904572,5437157.95358605,0.381962659
618,618,1700938.67776584,5437055.763477001,-0.344680838
619,619,1686261.606659662,5437247.33285896,-0.274556948
620,620,1696973.553425988,5437097.940651438,-0.30685055
621,621,1700990.19327365,5437044.633552889,-0.370894519
622,622,1696984.399902371,5437087.694864985,0.332666668
623,623,1686272.654770981,5437201.302423969,-0.519266624
624,624,1687601.053025294,5437178.911787904,-9999.0
625,625,1702412.204560869,5436980.689972683,-0.308113171
626,626,1696997.766606296,5437060.221137768,0.313169141
627,627,1696992.990767728,5437027.527812758,-9999.0
628,628,1702421.763954132,5436954.147411824,0.283465122
629,629,1702433.922105605,5436936.62467893,-0.471983149
630,630,1686292.349885741,5437151.053136908,1.317557217
631,631,1690975.166779168,5437084.813297622,-0.267082144
632,632,1693899.1004427,5436992.501304203,-9999.0
633,633,1686272.223848181,5437065.218421915,0.173160929
634,634,1690982.442781527,5437017.122357218,0.683695125
635,635,1686258.677540592,5437042.640466467,0.082116318
636,636,1686251.529148597,5437027.020867871,-0.244183058
637,637,1703568.589569739,5436805.724500496,0.168076037
638,638,1703627.791510013,5436787.636336077,-0.536957866
639,639,1688771.476587401,5437007.666330317,-0.008196046
640,640,1694021.871596242,5436908.223149148,4.237090889
641,641,1691000.738421466,5436942.116408278,-0.530380905
642,642,1693963.406143213,5436947.919828312,-9999.0
643,643,1691009.604180886,5436925.401930481,-0.600571377
644,644,1691024.7406177,5436916.501726065,1.764204558
645,645,1696303.86846907,5436846.250962972,-0.889199948
646,646,1687580.779506474,5436937.578263602,-0.765199959
647,647,1702592.042295047,5436820.340807927,0.79922041
648,648,1702618.072992018,5436731.711996109,-0.481916617
649,649,1702861.580780857,5436707.773611289,-0.42243996
650,650,1700022.708944328,5436736.876557805,1.728350022
651,651,1696265.341404507,5436775.821412791,-0.574156189
652,652,1702895.045308331,5436677.377752877,-0.497277734
653,653,1686245.221782804,5436933.34057086,0.801585065
654,654,1687604.992788457,5436866.525700155,-0.586888839
655,655,1702906.200088542,5436667.245767076,-0.468437462
656,656,1702921.120021283,5436657.060594226,-0.557714255
657,657,1686226.80504332,5436857.57866259,1.898619512
658,658,1702939.664242812,5436636.84969415,-0.42024001
659,659,1694140.648012922,5436736.399324181,-9999.0
660,660,1702977.034175735,5436616.37278384,-0.062545405
661,661,1703000.990859774,5436593.331869203,-0.49066662
662,662,1686225.765644816,5436799.648911869,-0.106091907
663,663,1703017.887139176,5436575.897428193,-0.346272679
664,664,1686232.314374949,5436783.877391547,0.32333338
665,665,1703025.276455639,5436565.818468855,-0.422230719
666,666,1690940.516854783,5436737.004455578,0.835497518
667,667,1685931.655479803,5436765.047453613,-9999.0
668,668,1690965.965380696,5436707.169586681,-9999.0
669,669,1692568.918399262,5436676.397762978,-0.621258018
670,670,1703082.977901878,5436532.325668084,-0.597777734
671,671,1703107.404066948,5436514.784501338,-9999.0
672,672,1703174.470197202,5436463.962803058,-9999.0
673,673,1685732.627613362,5436703.570111892,0.511908469
674,674,1703189.248145443,5436443.804543326,-9999.0
675,675,1703332.002678931,5436442.490853259,-0.395148112
676,676,1703223.7241242,5436433.96117118,-0.319766955
677,677,1703316.766038759,5436432.89383109,-0.480999989
678,678,1703297.483424523,5436422.7788962,-0.532569576
679,679,1690991.969901736,5436581.407401734,0.08875809
680,680,1692480.875690646,5436557.857932931,-0.089014468
681,681,1685747.18910941,5436646.581562057,-0.503380376
682,682,1703260.185996359,5436416.923713253,-0.055709653
683,683,1685796.069327106,5436616.405229291,-0.007473644
684,684,1685843.890171102,5436599.275550512,-0.774444395
685,685,1694092.111057386,5436496.910389324,-9999.0
686,686,1683858.240659173,5436605.180619483,0.280780702
687,687,1685899.328040293,5436574.782976097,0.638700029
688,688,1691160.040748216,5436495.300121747,1.6592411
689,689,1685938.036720341,5436553.863426981,1.919362741
690,690,1691023.182429315,5436494.550109909,0.930187353
691,691,1691099.931882213,5436485.492984853,0.523755029
692,692,1687450.30227363,5436520.836891814,-9999.0
693,693,1691242.704846787,5436488.351392634,1.861115418
694,694,1683729.934820866,5436555.545839003,-0.543352892
695,695,1687517.308462996,5436480.663471482,-0.723499954
696,696,1691282.212359054,5436443.447108338,1.608024422
697,697,1685987.695898062,5436493.033584718,1.569219105
698,698,1686026.29964256,5436417.671939895,-9999.0
699,699,1683946.712338381,5436421.555097121,-0.419424636
700,700,1691258.423062066,5436293.123990588,1.851142895
701,701,1706150.029509553,5435982.346326737,-9999.0
702,702,1686019.95527721,5436278.642634383,1.213358554
703,703,1686030.647541673,5436227.919956667,-0.425439954
704,704,1686045.592253436,5436203.786698456,-0.813999951
705,705,1686053.003626034,5436188.022445631,-9999.0
706,706,1686061.123346465,5436167.954407671,-0.188352892
707,707,1687724.023994109,5436147.808998673,-9999.0
708,708,1687731.360509836,5436137.654315991,-0.746799958
709,709,1699078.174600816,5435978.467427849,0.533653551
710,710,1699051.276875703,5435964.199920529,0.070336554
711,711,1687755.233025609,5436104.858069247,0.684869457
712,712,1704605.117206246,5435842.943742272,-0.244866618
713,713,1690147.469433706,5436026.129147707,-0.639999941
714,714,1702880.023221416,5435859.255237487,-0.477854163
715,715,1683263.49030729,5436131.813584301,-9999.0
716,716,1702862.116192913,5435839.34762138,0.163125028
717,717,1683290.205734259,5436083.524065619,-9999.0
718,718,1683359.181301462,5436059.630030413,-0.244999963
719,719,1685704.841629932,5436030.859875942,-9999.0
720,720,1704558.49143781,5435785.44226437,-0.141911752
721,721,1683402.185392086,5436051.122594598,-0.790399975
722,722,1698526.67571237,5435850.08893008,2.37618869
723,723,1704551.214581357,5435769.196671972,0.009980591
724,724,1683426.242042733,5436033.373120111,-9999.0
725,725,1691044.33756391,5435942.336088568,-9999.0
726,726,1698514.742136911,5435840.541397218,2.120944428
727,727,1683433.102713503,5436021.073955139,-9999.0
728,728,1702539.770593161,5435772.687540303,1.646410247
729,729,1680980.415880275,5436050.591515634,-0.01117249
730,730,1691061.093123097,5435917.3213802,0.549578981
731,731,1680978.661298076,5436030.565772238,-0.010999996
732,732,1681442.235460228,5436009.953661068,-0.114809527
733,733,1681472.035218623,5436010.799403138,0.227926317
734,734,1683447.368556523,5435992.289691198,-9999.0
735,735,1691065.501325756,5435898.41136387,-0.664249942
736,736,1683466.893513331,5435981.748480562,-9999.0
737,737,1691146.659125387,5435846.378725296,-9999.0
738,738,1685590.245630488,5435907.997016172,-0.475333338
739,739,1704598.972634301,5435694.401415153,1.752818035
740,740,1685583.829642063,5435893.281286333,0.031121947
741,741,1691165.939471772,5435833.120586733,1.46609492
742,742,1683521.511460765,5435908.143834228,-9999.0
743,743,1691198.085924858,5435809.686052129,1.603004593
744,744,1702417.48955941,5435656.731510774,-0.560115351
745,745,1704680.898316502,5435620.791469155,1.364021895
746,746,1685584.82446072,5435851.829110544,-0.476209926
747,747,1684519.913412951,5435846.425081615,-0.359709676
748,748,1704703.99016215,5435591.817880366,0.193238141
749,749,1683521.122929345,5435856.570457103,-0.667611077
750,750,1691214.068814788,5435752.546763405,-9999.0
751,751,1702409.119226142,5435597.002165088,-0.056027368
752,752,1685612.507605958,5435820.237283588,-0.266841523
753,753,1691232.807788037,5435736.171137351,-9999.0
754,754,1685663.884643586,5435793.170330197,0.165630795
755,755,1691251.23223547,5435716.237924449,-9999.0
756,756,1702394.391253225,5435566.968183794,-0.261629616
757,757,1683529.869350628,5435798.516705777,-0.737799954
758,758,1685693.766763513,5435772.871322606,-0.746999949
759,759,1702386.462957049,5435546.755732191,-0.671999951
760,760,1704740.640003713,5435549.961504919,0.770639153
761,761,1683550.303520895,5435781.17502658,-0.503580906
762,762,1704784.112006661,5435493.714474684,-0.015861115
763,763,1685718.169065599,5435742.863867757,-0.731096723
764,764,1680900.806827144,5435772.871006383,-9999.0
765,765,1702368.49232035,5435510.748759332,-0.434749976
766,766,1704812.34011744,5435477.545337753,1.845186844
767,767,1684324.710057982,5435726.434966831,2.052515818
768,768,1704852.65744773,5435458.418658284,0.685302605
769,769,1705796.880338587,5435438.824102403,-9999.0
770,770,1683569.087330011,5435722.678475418,-0.99999994
771,771,1685797.114398147,5435707.559409248,1.154690008
772,772,1684301.989547011,5435706.981627563,1.16701193
773,773,1704912.79714278,5435438.718181882,1.095447491
774,774,1684284.264118277,5435690.381520839,1.477169472
775,775,1702363.408683193,5435458.284202794,-9999.0
776,776,1704967.295869024,5435421.320483177,-0.462428526
777,777,1685865.644508213,5435661.135765067,1.590906285
778,778,1685872.938476206,5435641.102149238,-0.750799954
779,779,1683566.524637568,5435663.047002312,-9999.0
780,780,1702369.821257617,5435418.340586998,-0.571999956
781,781,1685888.229207072,5435621.135630052,0.171232362
782,782,1685917.877394428,5435620.624692427,-0.577764664
783,783,1683593.281433407,5435645.456755886,-9999.0
784,784,1683607.14516683,5435628.806489799,-9999.0
785,785,1698170.999502459,5435445.910885463,0.901708962
786,786,1701789.194173964,5435395.510007441,-0.035761196
787,787,1704984.873740977,5435365.300606087,0.609792236
788,788,1685947.699289131,5435595.338398501,0.628060657
789,789,1698151.693226922,5435437.3028537,-9999.0
790,790,1705006.083519284,5435338.535294694,-0.007719957
791,791,1685954.992960933,5435575.304694042,0.436348868
792,792,1705033.3832329,5435320.253195693,0.237862622
793,793,1705048.297491238,5435310.063547774,-0.192999954
794,794,1680656.418644074,5435623.550868385,-0.394100009
795,795,1702381.307433995,5435372.292132773,-0.219311721
796,796,1705066.976211879,5435299.819570459,-0.15987496
797,797,1680681.1973242,5435601.572600123,-0.34710077
798,798,1685962.110098198,5435540.312313064,0.374044476
799,799,1702369.385403922,5435327.631247856,-0.514857096
800,800,1680733.984308792,5435581.274123979,-0.686642823
801,801,1701773.140153273,5435356.413704784,0.201681678
802,802,1683561.434427047,5435537.026724652,-0.690909039
803,803,1705149.333312114,5435266.413442364,-0.076982566
804,804,1680781.779996204,5435559.69684735,-0.463899954
805,805,1686213.852666606,5435497.094965814,1.712430113
806,806,1701787.947409098,5435297.015683998,-0.679599953
807,807,1686186.959914621,5435489.414203612,1.611914939
808,808,1686236.472858557,5435488.612008984,0.133240039
809,809,1686316.233014374,5435493.562973551,-0.036563603
810,810,1701795.273747803,5435287.276681881,-0.157545408
811,811,1705193.528224577,5435245.27711246,-0.444099955
812,812,1686019.523428358,5435483.448450088,-9999.0
813,813,1686167.231013455,5435478.918072939,1.86450003
814,814,1687302.560233725,5435464.258443444,-9999.0
815,815,1686029.322369961,5435470.413888946,-9999.0
816,816,1705252.957172833,5435225.251963553,-9999.0
817,817,1698346.481700439,5435305.282533844,-0.821999959
818,818,1698569.555253369,5435308.769289196,0.327405122
819,819,1701826.976717644,5435262.460576176,1.103848986
820,820,1686075.022399908,5435449.685672869,-9999.0
821,821,1686126.191400716,5435449.797363512,-0.639571381
822,822,1698372.949051793,5435293.990047428,-0.723124955
823,823,1686107.762451271,5435440.742498574,-0.775999963
824,824,1698526.563724958,5435281.48843486,-0.515288111
825,825,1698546.716453012,5435289.216788121,0.049310082
826,826,1686377.086835722,5435450.655465032,1.004326471
827,827,1698507.125182558,5435272.204812472,-0.344801627
828,828,1705370.186138873,5435175.790538837,-9999.0
829,829,1705385.547946074,5435167.635996149,-0.875999957
830,830,1705411.989599964,5435155.624441724,-0.98999995
831,831,1687279.169850281,5435383.451783471,-9999.0
832,832,1701847.303113594,5435220.634993509,0.730393392
833,833,1701873.284218604,5435186.202346706,-9999.0
834,834,1680803.751208616,5435444.771787993,-0.90199995
835,835,1701891.167180193,5435175.408359648,-9999.0
836,836,1701898.817877381,5435165.724583822,-9999.0
837,837,1701914.478775365,5435155.404896011,-0.426918325
838,838,1682119.781073032,5435355.23845846,-0.398367307
839,839,1682100.066594722,5435336.040233869,-0.391051532
840,840,1681768.635978628,5435314.823118813,-9999.0
841,841,1686373.301076323,5435308.12039466,0.892447915
842,842,1702032.888934019,5435093.000092158,1.308699428
843,843,1683526.657271509,5435290.6937397,-9999.0
844,844,1682013.481635855,5435276.646357814,-0.538333285
845,845,1686362.96117052,5435229.135646681,0.639793117
846,846,1680846.760449105,5435287.71082957,0.697837687
847,847,1683562.270026883,5435268.710897252,-0.35182348
848,848,1680899.282917824,5435269.242635486,-0.306240552
849,849,1683587.304557134,5435239.425745074,-0.496592544
850,850,1681329.362450865,5435268.555024956,-0.883999944
851,851,1683604.682692827,5435223.12117342,-0.540742839
852,852,1683617.178256402,5435212.125888888,-0.517333291
853,853,1702059.392701817,5435011.151476455,-0.224066982
854,854,1680946.459665175,5435230.426855123,-0.987999976
855,855,1702069.213341663,5434953.829902686,-0.556749954
856,856,1702080.792746782,5434946.077287598,-0.534307641
857,857,1686289.159108868,5435140.676353202,-0.026508451
858,858,1705381.418527858,5434878.102309197,0.139241426
859,859,1681343.835378273,5435178.611122153,-9999.0
860,860,1686281.643985042,5435115.612501077,2.08153734
861,861,1685052.316401262,5435093.369486053,5.151444462
862,862,1684722.43232023,5435084.516899488,-9999.0
863,863,1685044.829938315,5435083.310144814,5.504333337
864,864,1680854.469689457,5435116.120941905,-9999.0
865,865,1702103.68036219,5434891.421092726,0.397927758
866,866,1680830.071377706,5435088.952061409,-0.133749999
867,867,1686251.244921818,5435023.959179622,-0.324266623
868,868,1696035.941798927,5434877.987312112,-0.087928563
869,869,1702097.067401004,5434782.032094306,1.767244493
870,870,1696067.943976021,5434855.26262367,-0.139243194
871,871,1702081.591092644,5434773.307421004,2.605407469
872,872,1686256.842754775,5434973.921805246,0.49984949
873,873,1702074.30646079,5434763.582660864,2.61627277
874,874,1686269.3640173,5434955.444279547,-0.254426626
875,875,1701867.444267045,5434743.080722301,-0.179225796
876,876,1701855.486303879,5434726.39917338,0.150913799
877,877,1683508.75588508,5434954.060117822,-9999.0
878,878,1680828.87904056,5435030.653312041,-0.244881305
879,879,1701845.371707874,5434699.814420818,3.477620678
880,880,1701829.645885747,5434679.70377248,1.557725269
881,881,1696049.634270056,5434745.991603196,0.434705924
882,882,1680866.02962111,5434948.151578649,-0.019198562
883,883,1696035.678964794,5434734.340884847,5.089076941
884,884,1680922.692220754,5434909.989367925,-0.709036988
885,885,1683493.78931004,5434878.814041453,-9999.0
886,886,1685580.01573962,5434881.557830035,2.087551716
887,887,1680955.158104457,5434899.51111162,0.048062547
888,888,1705143.440026399,5434590.646415813,-9999.0
889,889,1695650.081169881,5434711.394785997,-0.125073006
890,890,1701804.388219659,5434632.839215854,1.474523939
891,891,1686292.769836282,5434824.893764733,-0.118142809
892,892,1695536.793520404,5434694.882165388,2.118166648
893,893,1701786.316433711,5434596.721778414,0.416046496
894,894,1680970.403730987,5434869.785291642,-0.553748052
895,895,1695973.787785166,5434666.33946388,0.386898316
896,896,1705163.230501369,5434547.579919332,-0.355499958
897,897,1680992.078242762,5434834.271886812,-9999.0
898,898,1705177.939328004,5434527.602296982,1.754610563
899,899,1686304.664053299,5434772.598101085,-0.149746547
900,900,1680999.384562554,5434814.24331495,-0.555428528
901,901,1683381.412087733,5434777.841927508,-9999.0
902,902,1695935.984375391,5434626.681890995,3.589849979
903,903,1682100.874648688,5434788.898318783,-9999.0
904,904,1681006.635387436,5434789.228515387,-0.133285669
905,905,1682109.616506655,5434776.949890041,-0.016809481
906,906,1682120.714288756,5434757.003048935,-9999.0
907,907,1695410.110550305,5434595.632744516,2.019346142
908,908,1685568.051022709,5434707.486248178,-0.50923525
909,909,1695395.226002343,5434585.677323832,3.568660367
910,910,1683356.122294722,5434726.460638183,-9999.0
911,911,1685555.132214271,5434694.689240841,1.758098792
912,912,1700383.317147811,5434497.465994011,1.344477615
913,913,1700400.747051873,5434496.81417612,1.323621345
914,914,1701663.247206815,5434479.883465677,0.062444476
915,915,1681015.886090722,5434738.77825975,-0.763746817
916,916,1682289.346640064,5434710.079855449,-9999.0
917,917,1686336.402012354,5434669.359572525,-9999.0
918,918,1700353.246238944,5434488.18777603,3.400026336
919,919,1701648.93494455,5434468.475514694,1.519222233
920,920,1682280.981333838,5434700.983951493,-9999.0
921,921,1700338.520504943,5434477.179332581,4.467555576
922,922,1701640.954988207,5434459.342076036,2.231130437
923,923,1701633.022233642,5434450.043937857,3.151850007
924,924,1681037.242559601,5434714.5833605,-9999.0
925,925,1683359.0883539,5434689.21712422,-0.562513121
926,926,1701286.739262534,5434443.272904729,0.605428584
927,927,1681077.246837717,5434690.986214272,-0.410285669
928,928,1683377.457617305,5434664.404392034,-9999.0
929,929,1695934.240852744,5434514.363360291,-0.707361889
930,930,1705153.768037386,5434408.819328574,1.411507658
931,931,1683399.595352899,5434653.25308088,-0.731714232
932,932,1699639.878194698,5434444.870762229,-9999.0
933,933,1683440.284314155,5434627.01367915,-9999.0
934,934,1693818.015314343,5434486.691152154,-0.584564061
935,935,1701275.315283902,5434408.828600621,0.31648443
936,936,1705132.230966269,5434331.132350776,2.878872354
937,937,1693825.77080508,5434477.606675886,-0.588451571
938,938,1703612.272313147,5434348.248184798,4.690200019
939,939,1683461.837195562,5434595.189038454,-9999.0
940,940,1695941.451227322,5434432.122294085,0.210000003
941,941,1695282.408254708,5434421.804946388,0.901138286
942,942,1695941.041274004,5434409.019202468,-0.644000008
943,943,1684596.615713832,5434539.20240052,-9999.0
944,944,1693718.536608142,5434427.969925434,1.00295385
945,945,1705116.312962898,5434271.743031422,-9999.0
946,946,1693652.116591375,5434419.620864308,-0.571412654
947,947,1693703.566581945,5434418.126246058,0.100523829
948,948,1694250.485684975,5434411.158635754,-0.38308767
949,949,1681127.099654782,5434551.826797461,-9999.0
950,950,1694270.353752935,5434397.108582567,0.059316688
951,951,1681134.21840568,5434541.334175037,-9999.0
952,952,1683475.110172911,5434523.948665926,-9999.0
953,953,1694282.982013695,5434380.158529195,-0.115571383
954,954,1694290.737167482,5434366.498421442,-0.179356478
955,955,1681149.867443726,5434512.01617018,-9999.0
956,956,1695969.518086961,5434334.847204813,-0.662783339
957,957,1686394.901026489,5434438.533841544,-9999.0
958,958,1693333.804602366,5434354.028798805,2.394731755
959,959,1703577.188552411,5434218.28979661,1.658620038
960,960,1683495.786315752,5434482.295831266,-9999.0
961,961,1681162.61351228,5434488.323468106,-9999.0
962,962,1686401.869603042,5434408.4878728,-9999.0
963,963,1694312.163968346,5434309.927536299,-0.675599951
964,964,1681182.855949127,5434469.288322703,-9999.0
965,965,1695135.372796631,5434280.115626865,-0.427163256
966,966,1681193.767532014,5434450.281431179,-9999.0
967,967,1686408.837413832,5434378.448774543,-0.538411723
968,968,1695070.634454219,5434271.48952503,0.080271711
969,969,1683486.839666031,5434407.154855164,-9999.0
970,970,1686415.396120586,5434354.290307072,-0.266678137
971,971,1681206.974255992,5434406.846964868,-0.504705864
972,972,1694304.790168435,5434229.869682562,-0.726214251
973,973,1686426.682645482,5434328.776860206,-0.594399953
974,974,1686436.933283234,5434307.909878648,-0.255789425
975,975,1686444.348137463,5434297.855294211,-9999.0
976,976,1682349.085129629,5434325.357832628,-0.415906232
977,977,1686465.073491874,5434271.130448435,0.091302676
978,978,1681229.797007699,5434321.253098634,-9999.0
979,979,1681262.812050957,5434299.908198039,-9999.0
980,980,1686480.298224327,5434238.873263064,0.207857885
981,981,1681282.774516651,5434281.956346313,-9999.0
982,982,1683427.034627561,5434240.47493735,-9999.0
983,983,1686503.497615397,5434207.380834002,0.692461567
984,984,1695981.376190978,5434101.023911661,1.053521834
985,985,1698402.866248329,5434035.595778437,1.117913219
986,986,1683432.734273118,5434196.146171894,-9999.0
987,987,1683441.924994417,5434187.486548535,-9999.0
988,988,1698275.47074672,5433957.993707152,0.429430552
989,989,1703190.173692622,5433891.861283073,-9999.0
990,990,1692723.369303619,5434021.299194625,1.382582676
991,991,1683477.527452374,5434134.234330062,-0.491222174
992,992,1698263.897326306,5433932.563948595,0.856846621
993,993,1681291.583223557,5434125.097159495,-0.556933284
994,994,1692810.927525771,5433981.049710193,-0.817999959
995,995,1681311.803256644,5434107.827177169,-0.512489329
996,996,1681401.807239384,5434106.612436884,-0.687857093
997,997,1698252.95732874,5433898.019978184,1.662811316
998,998,1706122.945666511,5433789.106497367,-9999.0
999,999,1681360.395383491,5434099.33068838,-9999.0
1000,1000,1681435.862110102,5434097.127345372,-0.143999951
1001,1001,1695934.241730867,5433955.861009923,0.018452242
1002,1002,1694725.019828596,5433927.432766031,-0.463762671
1003,1003,1692829.662992815,5433953.033865604,-0.76479995
1004,1004,1695930.727667814,5433898.827364873,2.696964691
1005,1005,1681472.815132106,5434060.936766231,-0.498142813
1006,1006,1698206.581505987,5433838.543916604,0.148203713
1007,1007,1683514.731864689,5434009.995195431,-9999.0
1008,1008,1694427.245424258,5433870.921533423,-9999.0
1009,1009,1694789.345205509,5433865.709107984,-9999.0
1010,1010,1694863.238794879,5433865.837491902,-0.607962917
1011,1011,1683499.946831109,5433989.470212279,-9999.0
1012,1012,1694449.669823689,5433860.358537538,-9999.0
1013,1013,1698206.354557285,5433789.886487391,-0.694999954
1014,1014,1692454.006611002,5433856.888634269,-0.514099973
1015,1015,1683492.679195693,5433950.487051371,-9999.0
1016,1016,1706327.097382497,5433655.896394245,-9999.0
1017,1017,1681457.313555369,5433984.461245281,-9999.0
1018,1018,1692393.56520116,5433837.246225817,-0.579999948
1019,1019,1698212.860988603,5433761.332694879,-0.309893283
1020,1020,1681451.82521089,5433943.491066964,-9999.0
1021,1021,1683498.145532756,5433920.276782247,-9999.0
1022,1022,1683520.426876585,5433885.942250468,-9999.0
1023,1023,1697818.953639696,5433704.476295261,0.30735166
1024,1024,1698221.587423229,5433720.037624259,-0.457535089
1025,1025,1681427.454766229,5433870.938202567,-9999.0
1026,1026,1683557.201639602,5433812.977616043,-0.595999956
1027,1027,1692874.64280797,5433700.376661151,-9999.0
1028,1028,1695670.904856093,5433653.271596265,-0.362919496
1029,1029,1692882.127736577,5433681.07824025,-9999.0
1030,1030,1697815.841114119,5433622.328622487,-0.30274622
1031,1031,1691606.877962553,5433690.661480944,0.616123961
1032,1032,1692896.441167716,5433660.453299263,-9999.0
1033,1033,1681405.234404485,5433805.36171493,-9999.0
1034,1034,1697796.611290793,5433574.781276228,-0.440571391
1035,1035,1692918.211807808,5433629.742433095,-9999.0
1036,1036,1697789.172344633,5433564.681941946,0.020191472
1037,1037,1681417.059264756,5433764.641645165,-9999.0
1038,1038,1695575.578107863,5433590.915497218,-0.658151483
1039,1039,1705728.25836575,5433446.317152963,-0.312666614
1040,1040,1700625.603090844,5433509.443590425,-0.473359957
1041,1041,1705624.424503635,5433437.339287925,0.74642755
1042,1042,1700670.933654785,5433497.471136631,-0.625555512
1043,1043,1700697.409694938,5433487.125041989,-0.334348283
1044,1044,1681425.048096062,5433746.637384025,-9999.0
1045,1045,1700726.965531208,5433476.061597733,-0.331758996
1046,1046,1700738.905468872,5433456.719929968,3.522821425
1047,1047,1681441.699162118,5433710.62449385,-9999.0
