OID,FID_,X,Y,BCE_Queen_
1541,1541,1679129.128517944,5431069.755525603,-0.969999969
1542,1542,1679275.538697122,5431072.86058763,-9999.0
1543,1543,1681219.853137225,5431056.194344916,-9999.0
1544,1544,1681393.612091502,5431045.852018441,-0.968999952
1545,1545,1687649.36573234,5430972.998367652,0.793206892
1546,1546,1690574.394258496,5430937.470138704,-9999.0
1547,1547,1679298.37364907,5431060.6675204,-9999.0
1548,1548,1679317.234984647,5431058.940742972,0.059428602
1549,1549,1681264.572145791,5431040.62469044,-9999.0
1550,1550,1687333.644110529,5430966.41524379,0.801842087
1551,1551,1691237.506220583,5430925.305098047,0.038463542
1552,1552,1680213.951819501,5431052.673186387,-0.707999945
1553,1553,1681838.174035597,5431030.595928911,0.013886079
1554,1554,1679453.178268013,5431037.172538683,-9999.0
1555,1555,1681826.70976431,5431014.47342483,0.079
1556,1556,1687283.244037293,5430959.79443005,0.417708476
1557,1557,1684937.249006994,5430964.506726422,-0.446593709
1558,1558,1687175.566324643,5430933.809096155,0.055932785
1559,1559,1699968.300286876,5430792.054788608,1.140820609
1560,1560,1676258.690611651,5431046.501009642,-0.017134831
1561,1561,1679472.589532616,5431013.390315447,-9999.0
1562,1562,1681674.664580124,5430986.37554252,-9999.0
1563,1563,1681797.577493424,5430983.371614417,-0.20114284
1564,1564,1681773.09377952,5430970.705072255,-0.364086306
1565,1565,1690057.564095326,5430965.989086168,0.140901632
1566,1566,1691201.251936541,5430881.116002289,0.339659036
1567,1567,1681689.992940346,5430976.285755949,-9999.0
1568,1568,1687076.094484674,5430913.205574937,0.24296877
1569,1569,1690080.413525528,5430863.124562588,-0.025679387
1570,1570,1691133.439259106,5430856.90943394,0.167341748
1571,1571,1680226.985573159,5431011.415346915,-0.899999976
1572,1572,1700108.496632265,5430728.804866813,3.51733655
1573,1573,1676283.948551694,5431001.135780049,-0.052717387
1574,1574,1679492.314176834,5430981.231267736,-0.162313801
1575,1575,1679759.323360547,5430966.051577625,-9999.0
1576,1576,1681733.688288023,5430953.353357176,-0.413810575
1577,1577,1679519.187407564,5430955.792242716,-0.185557488
1578,1578,1679749.013935751,5430958.088429533,-9999.0
1579,1579,1678589.398596752,5430960.53036736,-9999.0
1580,1580,1676259.006995749,5430973.502448794,0.359464649
1581,1581,1679644.880458151,5430941.690465402,-0.556444393
1582,1582,1679543.150188473,5430936.038881736,-0.282506624
1583,1583,1679662.098134215,5430925.042718102,-0.197781209
1584,1584,1676242.088207529,5430955.966309991,0.207032895
1585,1585,1680267.01817259,5430920.845527644,-9999.0
1586,1586,1676226.83116612,5430936.179058461,0.251866665
1587,1587,1700101.847986685,5430669.232421741,1.013902401
1588,1588,1678951.931347099,5430895.482531579,-0.445777741
1589,1589,1680281.892022749,5430889.155303808,-0.550999969
1590,1590,1676202.624038786,5430898.174686389,-0.041377009
1591,1591,1678773.224022422,5430864.171114212,-0.145291145
1592,1592,1678803.868533457,5430863.839225926,-0.165065215
1593,1593,1700082.99577498,5430601.368560865,2.46005409
1594,1594,1700457.968260624,5430596.930912935,3.259735303
1595,1595,1678750.784253721,5430864.977306065,-9999.0
1596,1596,1701111.881339436,5430578.006422779,2.405393949
1597,1597,1701194.645871446,5430576.855560373,0.053578969
1598,1598,1676182.72219766,5430874.566045977,0.106348036
1599,1599,1700375.327611353,5430584.482478505,1.357890454
1600,1600,1701216.940498195,5430556.596330631,0.187971439
1601,1601,1701224.325756011,5430546.519039008,-0.057333297
1602,1602,1701239.235000424,5430536.337029702,0.503717011
1603,1603,1676161.918984719,5430844.668746399,0.317442893
1604,1604,1701254.144203442,5430526.154988936,1.982264153
1605,1605,1701287.863332818,5430515.711015828,0.193034522
1606,1606,1676126.368772112,5430809.56563078,-0.243615392
1607,1607,1701310.296404041,5430505.424101034,0.571140638
1608,1608,1683611.028438888,5430719.484895535,0.555672748
1609,1609,1685464.974426934,5430703.776068362,-9999.0
1610,1610,1700260.360922408,5430511.372919112,3.375294145
1611,1611,1701326.505747715,5430498.548647571,0.666936751
1612,1612,1676111.728526583,5430788.823351079,-0.304666668
1613,1613,1700132.435965547,5430515.286955385,0.855193935
1614,1614,1701357.391753401,5430482.824060131,0.221379356
1615,1615,1676102.097629482,5430771.684686084,-0.242617026
1616,1616,1680332.502305431,5430732.32489327,-9999.0
1617,1617,1701388.648462124,5430462.494624732,0.236618291
1618,1618,1701516.117881924,5430457.877696589,0.954196862
1619,1619,1677986.658041188,5430704.680126449,-9999.0
1620,1620,1676053.489516594,5430693.44905857,-0.197111115
1621,1621,1700435.295614093,5430423.942102155,2.309277729
1622,1622,1676030.225832387,5430626.065706229,-0.220759058
1623,1623,1680619.022693945,5430560.264736591,-0.486666676
1624,1624,1680636.252760301,5430543.822509274,-0.22434067
1625,1625,1680291.415332188,5430602.514619082,-0.028011628
1626,1626,1680576.194887782,5430525.932002467,-0.238129847
1627,1627,1700375.9575975,5430285.392739567,2.06766207
1628,1628,1675993.553023596,5430549.650747816,0.137669902
1629,1629,1677618.090039987,5430520.721268307,-9999.0
1630,1630,1677726.772410922,5430516.557189225,-0.658799958
1631,1631,1676000.549003366,5430524.643734358,0.035457142
1632,1632,1677684.128593628,5430515.781427938,-9999.0
1633,1633,1700392.004260161,5430218.920468505,-9999.0
1634,1634,1700421.823543061,5430198.55983726,2.140652185
1635,1635,1676000.18432382,5430489.740073776,0.145566877
1636,1636,1677301.589561018,5430473.515797166,-9999.0
1637,1637,1677481.964269608,5430470.795694149,-0.523624953
1638,1638,1700444.256754974,5430188.275580639,1.724350914
1639,1639,1677370.252333656,5430473.847757282,-9999.0
1640,1640,1675977.765651412,5430459.715560585,-0.021360202
1641,1641,1680800.106405344,5430520.036963903,0.089587774
1642,1642,1683379.840942456,5430324.089741746,-0.42375753
1643,1643,1677066.47035431,5430367.717349675,-9999.0
1644,1644,1684600.968817826,5430276.745905419,-9999.0
1645,1645,1675979.00739648,5430345.857800426,-0.098012192
1646,1646,1700428.084754537,5430036.815218447,0.183338199
1647,1647,1675960.535777435,5430295.66970934,-0.110885713
1648,1648,1700471.733838596,5429998.38052097,-0.047692259
1649,1649,1700790.815684011,5429994.298238666,-0.034559967
1650,1650,1675952.911343824,5430285.771705738,0.047887499
1651,1651,1683320.865220756,5430248.577584365,-0.777749985
1652,1652,1700479.119502084,5429988.303985535,0.052216257
1653,1653,1700771.159438441,5429985.036995718,0.895137652
1654,1654,1700490.266852801,5429978.17546553,1.071032291
1655,1655,1700756.890367,5429975.84860454,1.482826112
1656,1656,1700501.414172293,5429968.046933569,0.046000049
1657,1657,1675945.02052166,5430250.950681232,-0.260916643
1658,1658,1700508.730855232,5429952.9840683,1.809172852
1659,1659,1683761.567720747,5430150.173302454,-9999.0
1660,1660,1675937.288991251,5430231.084272737,-0.305107108
1661,1661,1683708.789787016,5430140.807083406,2.572800011
1662,1662,1685190.62989361,5430123.342333607,1.10836111
1663,1663,1675922.5261737,5430206.093213638,-0.170909063
1664,1664,1683701.036959686,5430120.948636102,2.954303068
1665,1665,1685196.436284791,5430103.518612738,4.863941207
1666,1666,1683693.284172827,5430101.090180549,2.998478306
1667,1667,1683677.950823035,5430076.332021737,2.996000015
1668,1668,1675912.282154009,5430152.684840134,-0.271552088
1669,1669,1683387.278419832,5430066.901150427,-0.773999929
1670,1670,1676881.362024159,5430133.289059452,0.138120275
1671,1671,1683670.198142683,5430056.47354185,2.898627471
1672,1672,1683656.910129191,5430027.813092949,2.956906311
1673,1673,1676855.356728622,5430103.975579006,0.219127139
1674,1674,1675905.955976388,5430103.56192618,-0.278896555
1675,1675,1700611.365284749,5429834.938415891,0.741219757
1676,1676,1683372.015520446,5429990.460339776,-9999.0
1677,1677,1675898.268020229,5430071.268017345,-0.083916667
1678,1678,1683634.306201405,5429988.731816842,1.795787257
1679,1679,1676856.254419759,5430067.982979982,0.032780219
1680,1680,1675867.24487506,5430007.402050409,0.004076922
1681,1681,1676551.58138906,5429990.470060289,-0.075803926
1682,1682,1683668.534609395,5429911.872041568,1.241389882
1683,1683,1676431.108009735,5429981.763538277,0.23390566
1684,1684,1683668.305153113,5429891.927005012,2.453929595
1685,1685,1676438.938178535,5429962.728353049,0.356642441
1686,1686,1675859.299799927,5429967.598620165,-0.040321621
1687,1687,1676415.792513355,5429941.825593663,0.399774997
1688,1688,1675995.138479009,5429938.500569986,-0.041907801
1689,1689,1676408.164757069,5429931.932149109,0.366999993
1690,1690,1676139.34211784,5429898.441253477,-0.050999994
1691,1691,1676282.08064887,5429899.567016423,0.017462541
1692,1692,1676317.624455055,5429893.193014001,0.374076924
1693,1693,1676306.081446816,5429883.136013002,0.033453332
1694,1694,1676388.142363251,5429891.005314268,0.325029213
1695,1695,1676248.359701969,5429877.231808258,0.263939161
1696,1696,1676167.324160695,5429879.432723988,-0.037586346
1697,1697,1676230.643168311,5429863.979976942,0.199759998
1698,1698,1683742.272394536,5429781.363415563,0.937111142
1699,1699,1676196.58114459,5429844.389775003,-0.025385709
1700,1700,1676415.859234913,5429859.304657089,0.362053029
1701,1701,1676819.247468623,5429838.134918074,-0.119325577
1702,1702,1683313.490977121,5429771.776155765,-0.192222221
1703,1703,1676356.096262665,5429859.093303161,0.236151122
1704,1704,1676219.143708686,5429826.761457069,0.075186991
1705,1705,1683756.91625616,5429746.286327239,1.488737513
1706,1706,1676805.571672985,5429813.39353178,-0.045413044
1707,1707,1683331.701569167,5429736.210412106,-0.063853336
1708,1708,1683350.280156357,5429716.049845112,-0.057479451
1709,1709,1676708.603507307,5429769.925649586,0.058746666
1710,1710,1683372.611719405,5429695.118940018,-0.017749995
1711,1711,1683741.181464045,5429686.624467784,1.006872917
1712,1712,1676767.37267505,5429748.624586114,0.015057144
1713,1713,1683725.96358381,5429671.838919987,0.69312908
1714,1714,1676755.983235737,5429738.771201618,0.016219355
1715,1715,1683718.031779122,5429666.327162405,0.020000047
1716,1716,1676737.071058739,5429728.997189844,0.0594
1717,1717,1676567.800217951,5429851.320900192,0.272654448
1718,1718,1683394.413247393,5429638.750465499,0.209612761
1719,1719,1683505.728403671,5429525.748619656,0.265938459
1720,1720,1683490.527936151,5429516.359296959,0.139963637
1721,1721,1683445.838653924,5429505.623084496,0.159588235
1722,1722,1684604.158614245,5429038.749143508,0.134233262
1723,1723,1684285.826431968,5428870.65496488,-9999.0
1724,1724,1684295.508304375,5428827.454140234,-0.534874992
1725,1725,1684295.470167581,5428807.772364888,-0.193230754
1726,1726,1684347.46774193,5428767.008222839,-0.624769183
1727,1727,1684401.347463143,5428742.4455927,0.537399161
1728,1728,1684878.740870922,5428690.547195372,5.208296268
1729,1729,1684482.211159875,5428666.081563337,1.044823564
1730,1730,1684639.115232469,5428663.874418537,-9999.0
1731,1731,1684721.63230197,5428633.477071589,1.444869599
1732,1732,1684762.434299924,5428643.590407965,0.448093762
1733,1733,1684835.138185569,5428634.970963637,-0.127137699
1734,1734,1684516.020201188,5428618.437165962,1.106563738
1735,1735,1684689.533103714,5428590.10142858,-0.221357096
1736,1736,1684602.567035251,5428534.828329446,0.531867817
